ID,district,CBD,minority,lowengpro,age18or65,lowinc,minority_zone,lowengpro_zone,age18or65_zone,lowinc_zone,County,termini,Beaverton,Clackamas,ClarkCounty,ColumbiaCounty,Damascus,External,FairviewtoWoodVillagetoTroutdale,ForestGrove,Gateway,Gresham,HappyValley,Hillsboro,Lents,MilwaukietoLakeOswego,PortlandCentralCity,Rivergate,SherwoodtoNewberg,Tigard,Tualatin,Vancouver,WestLinntoOregonCity,WillametteValley,Wilsonville
57,Northwest,0,0.115384615,0,0.730769231,0.03986986,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,Northwest,0,0.112149533,0.009345794,0.710280374,0.045836468,0,0,1,0,Multnomah,Beaverton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Northwest,0,0.112068966,0.00862069,0.698275862,0.079910682,0,0,1,0,Multnomah,Beaverton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Northwest,0,0.141242938,0.011299435,0.666666667,0.031632548,0,0,1,0,Multnomah,Beaverton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest,0,0.16221374,0.015267176,0.645038168,0.036067269,0,0,1,0,Multnomah,Beaverton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Northwest,0,0.091836735,0.010204082,0.659863946,0.063820458,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,Northwest,0,0.061269147,0.013129103,0.58643326,0.105176663,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,Northwest,0,0.122580645,0.011981567,0.488479263,0.067727371,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,Northwest,0,0.183195592,0.013774105,0.436639118,0.346170802,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,Northwest,0,0.262295082,0.027322404,0.31420765,0.153397627,1,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,Northwest,0,0,0,0,0,0,0,0,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,Northwest,0,0.140461216,0.020964361,0.320754717,0.190842368,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Northwest,0,0.14893617,0.021276596,0.29787234,0,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,Northwest,0,0.149180328,0.018032787,0.293442623,0.224890946,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,Northwest,0,0.137218045,0.022556391,0.336466165,0.189470032,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,Northwest,0,0.149077491,0.017712177,0.293726937,0.224890946,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,Northwest,0,0.2,0,0.3,0.131264596,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,Northwest,0,0.148387097,0.016129032,0.293548387,0.18882356,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,Northwest,0,0.148648649,0.016891892,0.297297297,0.199454963,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,Northwest,0,0.146853147,0.013986014,0.293706294,0.165404489,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,Northwest,0,0.142857143,0,0.357142857,0.183594766,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,Northwest,0,0.150627615,0.016736402,0.292887029,0.125765322,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,Northwest,0,0.125,0,0.5,0.055895364,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,Northwest,0,0.148734177,0.015822785,0.297468354,0.114661546,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,Northwest,0,0.11627907,0,0.479069767,0.099651539,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,Northwest,0,0.108208955,0.01119403,0.406716418,0.118469283,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,Northwest,0,0,0,0,0,0,0,0,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,Northwest,0,0.088695652,0.010434783,0.48,0.071332399,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,Northwest,0,0.113168724,0,0.483539095,0.077383912,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,Northwest,0,0.11440678,0,0.483050847,0.117704795,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,Northwest,0,0.085287846,0.019189765,0.475479744,0.141449735,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,Northwest,0,0.108695652,0.02173913,0.413043478,0.171432085,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,Northwest,0,0.073951435,0.009933775,0.449227373,0.275493215,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,Northwest,0,0.080188679,0.004716981,0.438679245,0.294533627,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,Northwest,0,0.089051095,0.010218978,0.489051095,0.102298077,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,Northwest,0,0.172169811,0.023584906,0.29009434,0.513377403,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,Northwest,0,0.078969957,0.005150215,0.434334764,0.184378895,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,Northwest,0,0.081567797,0.011652542,0.474576271,0.08657618,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,Northwest,0,0.060882801,0.01369863,0.589041096,0.282532346,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,Northwest,0,0.124860022,0.01343785,0.613101904,0.278180369,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,Northwest,0,0.080378251,0.008274232,0.54964539,0.04236604,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,Northwest,0,0.06504065,0.011178862,0.579268293,0.071064901,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,Northwest,0,0.10479798,0.013888889,0.446969697,0.16614107,0,0,1,0,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,Northwest,0,0.173378076,0.024608501,0.291946309,0.26311629,0,0,1,1,Multnomah,PortlandCentralCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,Northwest,0,0.175182482,0.02189781,0.291970803,0.276637003,0,0,1,1,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,Northwest,0,0.099431818,0.019886364,0.580965909,0.077933723,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,Northwest,0,0.077294686,0.016908213,0.608695652,0.027461589,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,Northwest,0,0.124760077,0.013435701,0.514395393,0.042438237,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,Northwest,0,0,0,0,0,0,0,0,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,Northwest,0,0.121212121,0.01010101,0.505050505,0.04937459,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,Northwest,0,0.126760563,0.014084507,0.514084507,0.041180893,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,Northwest,0,0.125,0.013392857,0.513392857,0.114805826,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,Northwest,0,0.083900227,0.017006803,0.597505669,0.077212664,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,Northwest,0,0.122222222,0.015555556,0.528888889,0.144485625,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,Northwest,0,0.10564663,0.021857923,0.577413479,0.047441753,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,Northwest,0,0.172749392,0.0243309,0.294403893,0.262988923,0,0,1,1,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,Northwest,0,0.071428571,0.012987013,0.564935065,0.05223575,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,Northwest,0,0.063324538,0.01055409,0.593667546,0.049976095,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,Northwest,0,0.064130435,0.011956522,0.592391304,0.079531251,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,Northwest,0,0.121019108,0.012738854,0.52866242,0.152369029,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,Northwest,0,0.163017032,0.02676399,0.506082725,0.136440695,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,Northwest,0,0.177257525,0.030100334,0.498327759,0.38887464,0,0,1,1,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,Northwest,0,0.176165803,0.031088083,0.5,0.279130911,0,0,1,1,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,Northwest,0,0.169811321,0.029350105,0.503144654,0.169132344,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,Northwest,0,0.123809524,0.015238095,0.525714286,0.144757317,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,Northwest,0,0.083333333,0,0.583333333,0.080798271,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,Northwest,0,0.123762376,0.014851485,0.524752475,0.080798271,0,0,1,0,Multnomah,MilwaukietoLakeOswego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,Portland.Eastside,0,0.106728538,0.020881671,0.452436195,0.495616696,0,0,1,1,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126,Portland.Eastside,0,0,0,0,0.495616696,0,0,0,1,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127,Portland.Eastside,0,0.106382979,0.021276596,0.452611219,0.411236978,0,0,1,1,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,Portland.Eastside,0,0,0,0,0.221442834,0,0,0,1,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,Portland.Eastside,0,0,0,0,0,0,0,0,0,Multnomah,Rivergate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
