ID,district,CBD,minority,lowengpro,age18or65,lowinc,minority_zone,lowengpro_zone,age18or65_zone,lowinc_zone,County,termini,Beaverton,Clackamas,ClarkCounty,ColumbiaCounty,Damascus,External,FairviewtoWoodVillagetoTroutdale,ForestGrove,Gateway,Gresham,HappyValley,Hillsboro,Lents,MilwaukietoLakeOswego,PortlandCentralCity,Rivergate,SherwoodtoNewberg,Tigard,Tualatin,Vancouver,WestLinntoOregonCity,WillametteValley,Wilsonville
463,East.Multnomah.Co,0,0.277591973,0.110367893,0.648829431,0.080403575,1,0,1,0,Multnomah,HappyValley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
464,East.Multnomah.Co,0,0.28030303,0.109848485,0.651515152,0.082280526,1,0,1,0,Multnomah,HappyValley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
465,East.Multnomah.Co,0,0.278592375,0.11143695,0.651026393,0.085533726,1,0,1,0,Multnomah,Lents,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
466,East.Multnomah.Co,0,0.270833333,0.104166667,0.645833333,0.080403575,1,0,1,0,Multnomah,Lents,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,East.Multnomah.Co,0,0.333333333,0,0.666666667,0.198365912,1,0,1,0,Multnomah,Lents,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,East.Multnomah.Co,0,0.189189189,0.033783784,0.581081081,0.039966071,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
469,East.Multnomah.Co,0,0.197368421,0.039473684,0.592105263,0.071507695,0,0,1,0,Multnomah,HappyValley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
470,East.Multnomah.Co,0,0.233333333,0.1,0.633333333,0.068217652,1,0,1,0,Multnomah,HappyValley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
471,East.Multnomah.Co,0,0.175,0.025,0.575,0.028171443,0,0,1,0,Multnomah,HappyValley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,East.Multnomah.Co,0,0.164634146,0.024390244,0.573170732,0.034724677,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
473,East.Multnomah.Co,0,0.101995565,0.024390244,0.623059867,0.089027913,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
474,East.Multnomah.Co,0,0.12,0,0.64,0.103240431,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475,East.Multnomah.Co,0,0.12987013,0.025974026,0.649350649,0.09199401,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,East.Multnomah.Co,0,0.159663866,0.033613445,0.663865546,0.076882158,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,East.Multnomah.Co,0,0.134241245,0.011673152,0.608949416,0.060983954,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,East.Multnomah.Co,0,0.156903766,0.033472803,0.665271967,0.084045206,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
479,East.Multnomah.Co,0,0.156950673,0.060538117,0.618834081,0.254184364,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480,East.Multnomah.Co,0,0.15776699,0.071601942,0.601941748,0.300210581,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
481,East.Multnomah.Co,0,0.102564103,0.012820513,0.641025641,0.103240431,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
482,East.Multnomah.Co,0,0.103174603,0.029761905,0.613095238,0.076564284,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
483,East.Multnomah.Co,0,0.103448276,0.04137931,0.6,0.057367104,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,East.Multnomah.Co,0,0.174107143,0.026785714,0.573660714,0.031886904,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,East.Multnomah.Co,0,0.174061433,0.027303754,0.57337884,0.03879735,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,East.Multnomah.Co,0,0.178151261,0.026890756,0.576470588,0.042006797,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
487,East.Multnomah.Co,0,0.200721154,0.024038462,0.598557692,0.193598003,1,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488,East.Multnomah.Co,0,0.152815013,0.034852547,0.597855228,0.07396405,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
489,East.Multnomah.Co,0,0.104100946,0.041009464,0.596214511,0.052610689,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
490,East.Multnomah.Co,0,0.1,0.019565217,0.632608696,0.165482491,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
491,East.Multnomah.Co,0,0.133027523,0.050458716,0.614678899,0.371981099,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,East.Multnomah.Co,0,0.157384988,0.072639225,0.598062954,0.350243544,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,East.Multnomah.Co,0,0.157563025,0.06302521,0.615546218,0.296378814,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,East.Multnomah.Co,0,0.157446809,0.042553191,0.64964539,0.268420358,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,East.Multnomah.Co,0,0.156957929,0.033980583,0.666666667,0.079424438,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,East.Multnomah.Co,0,0.160824742,0.037113402,0.668041237,0.073079734,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
498,East.Multnomah.Co,0,0.180769231,0.053846154,0.692307692,0.062172136,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
499,East.Multnomah.Co,0,0.196721311,0.06010929,0.756830601,0.204105638,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
501,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,East.Multnomah.Co,0,0.101587302,0.015873016,0.631746032,0.187761011,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
503,East.Multnomah.Co,0,0.101503759,0.018796992,0.631578947,0.158306329,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,East.Multnomah.Co,0,0.125,0,0.625,0.191921914,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
505,East.Multnomah.Co,0,0.1875,0.041666667,0.520833333,0.363751263,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
506,East.Multnomah.Co,0,0.167872648,0.075253256,0.552821997,0.348760285,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
507,East.Multnomah.Co,0,0.185915493,0.084507042,0.54084507,0.158300486,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
509,East.Multnomah.Co,0,0.282491944,0.080558539,0.759398496,0.516749038,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,East.Multnomah.Co,0,0.282407407,0.080246914,0.759259259,0.270100208,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
511,East.Multnomah.Co,0,0.28189911,0.080118694,0.759643917,0.187701757,1,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,East.Multnomah.Co,0,0.184405941,0.050742574,0.569306931,0.369488717,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
513,East.Multnomah.Co,0,0.186440678,0.016949153,0.601694915,0.146312281,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
514,East.Multnomah.Co,0,0.193277311,0.037815126,0.542016807,0.170238512,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
515,East.Multnomah.Co,0,0.2,0,0.4,0.259099217,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,East.Multnomah.Co,0,0.199004975,0.049751244,0.517412935,0.390176418,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,East.Multnomah.Co,0,0.1875,0.041666667,0.520833333,0.369660531,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,East.Multnomah.Co,0,0.117647059,0,0.588235294,0.153383492,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,East.Multnomah.Co,0,0.177419355,0.048387097,0.532258065,0.330228179,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,East.Multnomah.Co,0,0.178217822,0.03960396,0.544554455,0.355263694,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
521,East.Multnomah.Co,0,0.198347107,0.049586777,0.516528926,0.361168738,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
522,East.Multnomah.Co,0,0.194915254,0.050847458,0.516949153,0.441742895,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
523,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,East.Multnomah.Co,0,0.200779727,0.062378168,0.791423002,0.316654427,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
525,East.Multnomah.Co,0,0.192082111,0.060117302,0.705278592,0.077797722,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526,East.Multnomah.Co,0,0.192592593,0.059259259,0.703703704,0.056610997,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
527,East.Multnomah.Co,0,0.191881919,0.05904059,0.704797048,0.062328044,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
528,East.Multnomah.Co,0,0.182890855,0.042772861,0.603244838,0.254507099,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,East.Multnomah.Co,0,0.201735358,0.060737527,0.79175705,0.317998165,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
530,East.Multnomah.Co,0,0.192771084,0.048192771,0.674698795,0.32505935,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
531,East.Multnomah.Co,0,0,0,0,0.186597815,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,East.Multnomah.Co,0,0.198630137,0.047945205,0.517123288,0.385230263,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
533,East.Multnomah.Co,0,0.194805195,0.051948052,0.519480519,0.441742895,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
534,East.Multnomah.Co,0,0.197530864,0.049382716,0.518518519,0.302722787,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
535,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
536,East.Multnomah.Co,0,0.195227766,0.041214751,0.535791757,0.266489984,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
537,East.Multnomah.Co,0,0.184027778,0.017361111,0.59375,0.158949798,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
538,East.Multnomah.Co,0,0.285714286,0.079365079,0.746031746,0.489499496,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,East.Multnomah.Co,0,0.360655738,0.081967213,0.68852459,0.340057155,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,East.Multnomah.Co,0,0.312328767,0.082191781,0.731506849,0.399154406,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
541,East.Multnomah.Co,0,0.378531073,0.096045198,0.664783427,0.366116114,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
542,East.Multnomah.Co,0,0,0,0,0.444475557,0,0,0,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,East.Multnomah.Co,0,0.183673469,0.017857143,0.594387755,0.161158985,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544,East.Multnomah.Co,0,0.188622754,0.02994012,0.564371257,0.309579626,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
545,East.Multnomah.Co,0,0.203389831,0.050847458,0.508474576,0.441742895,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546,East.Multnomah.Co,0,0.230769231,0.076923077,0.461538462,0.253144593,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,East.Multnomah.Co,0,0.230769231,0.076923077,0.615384615,0.482038555,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
548,East.Multnomah.Co,0,0.211009174,0.100917431,0.633027523,0.499386971,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
549,East.Multnomah.Co,0,0.196517413,0.072139303,0.572139303,0.369794302,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
550,East.Multnomah.Co,0,0.171052632,0.026315789,0.486842105,0.31692833,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
551,East.Multnomah.Co,0,0,0,0,0.054301104,0,0,0,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,East.Multnomah.Co,0,0.172364672,0.025641026,0.488603989,0.319658272,0,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,East.Multnomah.Co,0,0.175438596,0.023391813,0.49122807,0.32255135,0,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,East.Multnomah.Co,0,0.173913043,0.02173913,0.485507246,0.323606674,0,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,East.Multnomah.Co,0,0.21399177,0.096707819,0.621399177,0.431947607,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,East.Multnomah.Co,0,0.21299639,0.104693141,0.628158845,0.297878123,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,East.Multnomah.Co,0,0.212653779,0.103690685,0.625659051,0.159575527,1,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,East.Multnomah.Co,0,0.220720721,0.09009009,0.621621622,0.118171438,1,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,East.Multnomah.Co,0,0,0,0,0.159883982,0,0,0,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,East.Multnomah.Co,0,0.212903226,0.103225806,0.625806452,0.12922558,1,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,East.Multnomah.Co,0,0.190597205,0.021601017,0.637865311,0.15966181,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564,East.Multnomah.Co,0,0.197530864,0.046296296,0.518518519,0.370656974,0,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
565,East.Multnomah.Co,0,0.188811189,0.027972028,0.573426573,0.1795134,0,0,1,0,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
566,East.Multnomah.Co,0,0.18907563,0.021008403,0.634453782,0.107583757,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,East.Multnomah.Co,0,0.190265487,0.022123894,0.637168142,0.185039328,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,East.Multnomah.Co,0,0.214285714,0.1,0.628571429,0.491558868,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,East.Multnomah.Co,0,0.189873418,0.021097046,0.637130802,0.107882397,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,East.Multnomah.Co,0,0,0,1,0.105206679,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,East.Multnomah.Co,0,0,0,0,0,0,0,0,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,East.Multnomah.Co,0,0.189054726,0.019900498,0.641791045,0.179123892,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,East.Multnomah.Co,0,0.192,0.024,0.64,0.111853078,0,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,East.Multnomah.Co,0,0.333333333,0,0.666666667,0.444475557,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
575,East.Multnomah.Co,0,0,0,0,0.444475557,0,0,0,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576,East.Multnomah.Co,0,0.442622951,0.081967213,0.606557377,0.490977427,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577,East.Multnomah.Co,0,0.362903226,0.100806452,0.677419355,0.344618396,1,0,1,1,Multnomah,Gresham,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
578,East.Multnomah.Co,0,0.362433862,0.126984127,0.682539683,0.376763627,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,East.Multnomah.Co,0,0.435736677,0.084639498,0.598746082,0.519270593,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,East.Multnomah.Co,0,0.44279661,0.078389831,0.603813559,0.521821123,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,East.Multnomah.Co,0,0.325167038,0.062360802,0.648106904,0.345118484,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,East.Multnomah.Co,0,0.26,0.036666667,0.626666667,0.280674121,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,East.Multnomah.Co,0,0.255924171,0.047393365,0.668246445,0.390927246,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,East.Multnomah.Co,0,0.267857143,0.053571429,0.669642857,0.124597509,1,0,1,0,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,East.Multnomah.Co,0,0.373493976,0.112449799,0.56626506,0.388405967,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,East.Multnomah.Co,0,0.415384615,0.171428571,0.608791209,0.375110511,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,East.Multnomah.Co,0,0.442779292,0.209809264,0.643051771,0.318814318,1,1,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,East.Multnomah.Co,0,0.436399217,0.205479452,0.645792564,0.379649052,1,1,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,East.Multnomah.Co,0,0.390625,0.1015625,0.58984375,0.233949706,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,East.Multnomah.Co,0,0.394329897,0.113402062,0.592783505,0.21888202,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,East.Multnomah.Co,0,0.377235772,0.095934959,0.572357724,0.344099986,1,0,1,1,Multnomah,FairviewtoWoodVillagetoTroutdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
