ZONE,PER,PERSONS NOT AT HOME
32,PER14,10
32,PER15,12
32,PER16,13
32,PER17,15
32,PER18,14
32,PER19,14
32,PER20,14
32,PER21,13
32,PER22,15
32,PER23,14
32,PER24,12
32,PER25,12
32,PER26,10
32,PER27,9
32,PER28,6
32,PER29,7
32,PER30,5
32,PER31,4
32,PER32,2
32,PER33,4
32,PER34,11
32,PER35,12
32,PER36,16
32,PER37,13
32,PER38,12
32,PER39,9
32,PER40,4
32,PER41,3
32,PER42,4
32,PER43,4
32,PER44,2
32,PER8,1
32,PER9,2
33,PER10,5
33,PER11,9
33,PER12,8
33,PER13,18
33,PER14,37
33,PER15,44
33,PER16,47
33,PER17,47
33,PER18,51
33,PER19,50
33,PER20,46
33,PER21,49
33,PER22,50
33,PER23,53
33,PER24,52
33,PER25,51
33,PER26,54
33,PER27,54
33,PER28,56
33,PER29,54
33,PER30,49
33,PER31,47
33,PER32,50
33,PER33,50
33,PER34,42
33,PER35,51
33,PER36,60
33,PER37,61
33,PER38,50
33,PER39,44
33,PER40,33
33,PER41,26
33,PER42,17
33,PER43,10
33,PER44,9
33,PER45,5
33,PER46,4
33,PER47,1
34,PER10,4
34,PER11,7
34,PER12,13
34,PER13,23
34,PER14,51
34,PER15,58
34,PER16,55
34,PER17,55
34,PER18,55
34,PER19,63
34,PER20,64
34,PER21,66
34,PER22,74
34,PER23,77
34,PER24,76
34,PER25,76
34,PER26,75
34,PER27,70
34,PER28,74
34,PER29,68
34,PER30,59
34,PER31,59
34,PER32,66
34,PER33,63
34,PER34,64
34,PER35,66
34,PER36,60
34,PER37,59
34,PER38,56
34,PER39,41
34,PER40,31
34,PER41,22
34,PER42,20
34,PER43,17
34,PER44,13
34,PER45,11
34,PER46,6
34,PER9,2
35,PER10,44
35,PER11,71
35,PER12,139
35,PER13,282
35,PER14,434
35,PER15,523
35,PER16,584
35,PER17,593
35,PER18,599
35,PER19,602
35,PER20,602
35,PER21,611
35,PER22,613
35,PER23,609
35,PER24,618
35,PER25,620
35,PER26,604
35,PER27,611
35,PER28,583
35,PER29,520
35,PER30,448
35,PER31,383
35,PER32,336
35,PER33,287
35,PER34,219
35,PER35,153
35,PER36,122
35,PER37,106
35,PER38,78
35,PER39,60
35,PER40,55
35,PER41,42
35,PER42,34
35,PER43,33
35,PER44,26
35,PER45,23
35,PER46,17
35,PER47,11
35,PER8,8
35,PER9,24
36,PER10,5
36,PER11,8
36,PER12,15
36,PER13,17
36,PER14,32
36,PER15,38
36,PER16,42
36,PER17,39
36,PER18,41
36,PER19,44
36,PER20,43
36,PER21,44
36,PER22,44
36,PER23,46
36,PER24,46
36,PER25,44
36,PER26,45
36,PER27,47
36,PER28,45
36,PER29,42
36,PER30,37
36,PER31,30
36,PER32,31
36,PER33,27
36,PER34,24
36,PER35,26
36,PER36,25
36,PER37,23
36,PER38,16
36,PER39,13
36,PER40,13
36,PER41,12
36,PER42,10
36,PER43,9
36,PER44,5
36,PER45,2
36,PER46,2
36,PER8,1
36,PER9,2
37,PER10,14
37,PER11,21
37,PER12,31
37,PER13,44
37,PER14,58
37,PER15,68
37,PER16,69
37,PER17,71
37,PER18,73
37,PER19,76
37,PER20,78
37,PER21,79
37,PER22,79
37,PER23,83
37,PER24,86
37,PER25,88
37,PER26,87
37,PER27,83
37,PER28,85
37,PER29,86
37,PER30,75
37,PER31,71
37,PER32,64
37,PER33,49
37,PER34,41
37,PER35,39
37,PER36,32
37,PER37,31
37,PER38,28
37,PER39,25
37,PER40,23
37,PER41,19
37,PER42,16
37,PER43,16
37,PER44,15
37,PER45,12
37,PER46,6
37,PER47,3
37,PER8,2
37,PER9,6
38,PER10,3
38,PER11,4
38,PER12,7
38,PER13,8
38,PER14,19
38,PER15,26
38,PER16,24
38,PER17,25
38,PER18,26
38,PER19,29
38,PER20,31
38,PER21,34
38,PER22,36
38,PER23,42
38,PER24,44
38,PER25,39
38,PER26,41
38,PER27,50
38,PER28,51
38,PER29,47
38,PER30,30
38,PER31,32
38,PER32,26
38,PER33,35
38,PER34,41
38,PER35,45
38,PER36,56
38,PER37,50
38,PER38,42
38,PER39,38
38,PER40,24
38,PER41,16
38,PER42,8
38,PER43,1
38,PER44,3
38,PER45,3
38,PER46,5
38,PER47,4
39,PER13,1
39,PER14,6
39,PER15,13
39,PER16,12
39,PER17,15
39,PER18,14
39,PER19,14
39,PER20,14
39,PER21,13
39,PER22,14
39,PER23,14
39,PER24,12
39,PER25,11
39,PER26,12
39,PER27,10
39,PER28,8
39,PER29,5
39,PER30,5
39,PER31,6
39,PER32,6
39,PER33,5
39,PER34,7
39,PER35,10
39,PER36,12
39,PER37,7
39,PER38,7
39,PER39,2
39,PER40,2
39,PER41,3
39,PER42,4
39,PER43,3
39,PER44,2
39,PER45,1
40,PER10,4
40,PER11,4
40,PER12,7
40,PER13,10
40,PER14,13
40,PER15,18
40,PER16,20
40,PER17,18
40,PER18,14
40,PER19,15
40,PER20,16
40,PER21,18
40,PER22,25
40,PER23,26
40,PER24,23
40,PER25,20
40,PER26,23
40,PER27,26
40,PER28,26
40,PER29,25
40,PER30,22
40,PER31,20
40,PER32,17
40,PER33,18
40,PER34,14
40,PER35,15
40,PER36,17
40,PER37,22
40,PER38,22
40,PER39,19
40,PER40,17
40,PER41,15
40,PER42,8
40,PER43,5
40,PER44,6
40,PER45,3
40,PER46,2
40,PER47,2
40,PER9,4
41,PER10,3
41,PER11,4
41,PER12,3
41,PER13,4
41,PER14,16
41,PER15,18
41,PER16,14
41,PER17,14
41,PER18,16
41,PER19,17
41,PER20,18
41,PER21,18
41,PER22,26
41,PER23,25
41,PER24,25
41,PER25,27
41,PER26,25
41,PER27,24
41,PER28,23
41,PER29,21
41,PER30,18
41,PER31,13
41,PER32,12
41,PER33,13
41,PER34,16
41,PER35,17
41,PER36,23
41,PER37,23
41,PER38,19
41,PER39,14
41,PER40,12
41,PER41,9
41,PER42,6
41,PER43,4
41,PER44,3
41,PER45,3
41,PER46,3
41,PER47,1
41,PER8,3
41,PER9,2
42,PER14,1
42,PER15,3
42,PER16,3
42,PER17,3
42,PER18,3
42,PER19,3
42,PER20,3
42,PER21,3
42,PER22,4
42,PER23,3
42,PER24,3
42,PER25,3
42,PER26,4
42,PER27,6
42,PER28,6
42,PER29,4
42,PER30,3
42,PER31,3
42,PER32,4
42,PER33,6
42,PER34,7
42,PER35,8
42,PER36,11
42,PER37,11
42,PER38,9
42,PER39,4
42,PER40,4
42,PER41,2
43,PER10,281
43,PER11,387
43,PER12,497
43,PER13,620
43,PER14,714
43,PER15,809
43,PER16,878
43,PER17,915
43,PER18,934
43,PER19,951
43,PER20,968
43,PER21,979
43,PER22,993
43,PER23,1004
43,PER24,1006
43,PER25,995
43,PER26,992
43,PER27,979
43,PER28,966
43,PER29,922
43,PER30,853
43,PER31,776
43,PER32,688
43,PER33,584
43,PER34,453
43,PER35,349
43,PER36,281
43,PER37,232
43,PER38,194
43,PER39,163
43,PER40,143
43,PER41,130
43,PER42,115
43,PER43,101
43,PER44,93
43,PER45,85
43,PER46,70
43,PER47,45
43,PER8,81
43,PER9,148
44,PER13,1
44,PER14,5
44,PER15,5
44,PER16,3
44,PER17,3
44,PER18,4
44,PER19,4
44,PER20,6
44,PER21,6
44,PER22,6
44,PER23,7
44,PER24,8
44,PER25,8
44,PER26,9
44,PER27,9
44,PER28,7
44,PER29,7
44,PER30,7
44,PER31,5
44,PER32,2
44,PER33,1
44,PER34,3
44,PER35,8
44,PER36,8
44,PER37,9
44,PER38,10
44,PER39,10
44,PER40,9
44,PER41,5
44,PER42,2
44,PER43,1
45,PER10,7
45,PER11,10
45,PER12,13
45,PER13,24
45,PER14,47
45,PER15,63
45,PER16,66
45,PER17,72
45,PER18,70
45,PER19,67
45,PER20,71
45,PER21,77
45,PER22,77
45,PER23,80
45,PER24,87
45,PER25,86
45,PER26,89
45,PER27,91
45,PER28,88
45,PER29,86
45,PER30,69
45,PER31,71
45,PER32,67
45,PER33,71
45,PER34,85
45,PER35,89
45,PER36,91
45,PER37,83
45,PER38,58
45,PER39,42
45,PER40,24
45,PER41,17
45,PER42,11
45,PER43,9
45,PER44,7
45,PER45,5
45,PER46,4
45,PER47,3
45,PER8,2
45,PER9,4
46,PER10,6
46,PER11,6
46,PER12,8
46,PER13,11
46,PER14,19
46,PER15,25
46,PER16,26
46,PER17,22
46,PER18,20
46,PER19,18
46,PER20,16
46,PER21,17
46,PER22,24
46,PER23,22
46,PER24,20
46,PER25,20
46,PER26,21
46,PER27,31
46,PER28,36
46,PER29,27
46,PER30,16
46,PER31,14
46,PER32,23
46,PER33,28
46,PER34,30
46,PER35,32
46,PER36,39
46,PER37,49
46,PER38,41
46,PER39,34
46,PER40,23
46,PER41,19
46,PER42,8
46,PER43,3
46,PER44,1
46,PER45,3
46,PER46,6
46,PER47,5
46,PER8,2
46,PER9,5
47,PER13,2
47,PER14,2
47,PER15,3
47,PER16,1
47,PER17,1
47,PER18,2
47,PER19,3
47,PER20,3
47,PER21,3
47,PER22,3
47,PER23,7
47,PER24,8
47,PER25,8
47,PER26,9
47,PER27,8
47,PER28,8
47,PER29,6
47,PER30,4
47,PER31,3
47,PER32,5
47,PER33,4
47,PER34,7
47,PER35,10
47,PER36,8
47,PER37,6
47,PER38,6
47,PER39,5
47,PER40,4
47,PER41,4
47,PER42,2
47,PER43,2
47,PER44,2
48,PER11,1
48,PER12,2
48,PER13,2
48,PER14,3
48,PER15,6
48,PER16,5
48,PER17,3
48,PER18,3
48,PER19,3
48,PER20,5
48,PER21,6
48,PER22,4
48,PER23,5
48,PER24,5
48,PER25,4
48,PER26,4
48,PER27,4
48,PER28,2
48,PER29,3
48,PER30,4
48,PER31,3
48,PER32,3
48,PER33,2
48,PER36,1
48,PER37,1
48,PER38,1
48,PER39,1
48,PER40,1
48,PER41,1
48,PER42,1
48,PER43,1
48,PER44,1
49,PER10,6
49,PER11,8
49,PER12,8
49,PER13,13
49,PER14,44
49,PER15,54
49,PER16,63
49,PER17,64
49,PER18,71
49,PER19,77
49,PER20,75
49,PER21,74
49,PER22,78
49,PER23,75
49,PER24,76
49,PER25,68
49,PER26,66
49,PER27,68
49,PER28,65
49,PER29,60
49,PER30,59
49,PER31,54
49,PER32,50
49,PER33,52
49,PER34,52
49,PER35,69
49,PER36,75
49,PER37,72
49,PER38,66
49,PER39,56
49,PER40,39
49,PER41,31
49,PER42,22
49,PER43,8
49,PER44,6
49,PER45,2
49,PER47,1
49,PER8,3
49,PER9,5
50,PER10,3
50,PER11,12
50,PER12,16
50,PER13,23
50,PER14,43
50,PER15,52
50,PER16,55
50,PER17,58
50,PER18,67
50,PER19,64
50,PER20,84
50,PER21,96
50,PER22,100
50,PER23,94
50,PER24,101
50,PER25,104
50,PER26,102
50,PER27,103
50,PER28,94
50,PER29,94
50,PER30,78
50,PER31,79
50,PER32,71
50,PER33,61
50,PER34,56
50,PER35,58
50,PER36,65
50,PER37,72
50,PER38,69
50,PER39,67
50,PER40,54
50,PER41,41
50,PER42,25
50,PER43,13
50,PER44,6
50,PER45,5
50,PER46,3
50,PER47,2
50,PER8,1
50,PER9,3
51,PER10,52
51,PER11,85
51,PER12,136
51,PER13,212
51,PER14,311
51,PER15,379
51,PER16,438
51,PER17,470
51,PER18,511
51,PER19,526
51,PER20,547
51,PER21,560
51,PER22,577
51,PER23,559
51,PER24,547
51,PER25,541
51,PER26,534
51,PER27,537
51,PER28,520
51,PER29,502
51,PER30,473
51,PER31,460
51,PER32,422
51,PER33,350
51,PER34,292
51,PER35,245
51,PER36,217
51,PER37,196
51,PER38,175
51,PER39,159
51,PER40,131
51,PER41,104
51,PER42,81
51,PER43,71
51,PER44,56
51,PER45,49
51,PER46,39
51,PER47,22
51,PER8,15
51,PER9,24
52,PER11,1
52,PER12,2
52,PER13,1
52,PER14,3
52,PER15,3
52,PER16,2
52,PER17,3
52,PER18,3
52,PER19,4
52,PER20,4
52,PER21,5
52,PER22,8
52,PER23,10
52,PER24,10
52,PER25,8
52,PER26,6
52,PER27,7
52,PER28,9
52,PER29,7
52,PER30,6
52,PER31,7
52,PER32,7
52,PER33,13
52,PER34,18
52,PER35,19
52,PER36,19
52,PER37,20
52,PER38,8
52,PER39,8
52,PER40,2
52,PER41,1
52,PER42,3
52,PER43,3
52,PER44,3
52,PER45,3
52,PER47,1
53,PER10,10
53,PER11,23
53,PER12,55
53,PER13,182
53,PER14,383
53,PER15,465
53,PER16,498
53,PER17,502
53,PER18,506
53,PER19,508
53,PER20,516
53,PER21,510
53,PER22,506
53,PER23,506
53,PER24,507
53,PER25,505
53,PER26,501
53,PER27,509
53,PER28,475
53,PER29,351
53,PER30,252
53,PER31,181
53,PER32,144
53,PER33,114
53,PER34,77
53,PER35,67
53,PER36,62
53,PER37,61
53,PER38,48
53,PER39,35
53,PER40,33
53,PER41,28
53,PER42,19
53,PER43,16
53,PER44,12
53,PER45,10
53,PER46,9
53,PER47,2
53,PER8,1
53,PER9,3
54,PER10,8
54,PER11,15
54,PER12,16
54,PER13,25
54,PER14,38
54,PER15,46
54,PER16,47
54,PER17,45
54,PER18,48
54,PER19,52
54,PER20,53
54,PER21,53
54,PER22,56
54,PER23,59
54,PER24,58
54,PER25,57
54,PER26,55
54,PER27,61
54,PER28,63
54,PER29,60
54,PER30,50
54,PER31,45
54,PER32,37
54,PER33,38
54,PER34,39
54,PER35,48
54,PER36,44
54,PER37,38
54,PER38,35
54,PER39,28
54,PER40,22
54,PER41,14
54,PER42,12
54,PER43,11
54,PER44,9
54,PER45,9
54,PER46,5
54,PER47,3
54,PER9,3
55,PER10,2
55,PER11,2
55,PER12,3
55,PER13,5
55,PER14,10
55,PER15,13
55,PER16,10
55,PER17,11
55,PER18,10
55,PER19,10
55,PER20,9
55,PER21,10
55,PER22,14
55,PER23,16
55,PER24,18
55,PER25,14
55,PER26,17
55,PER27,17
55,PER28,15
55,PER29,10
55,PER30,8
55,PER31,9
55,PER32,6
55,PER33,7
55,PER34,6
55,PER35,6
55,PER36,10
55,PER37,6
55,PER38,7
55,PER39,5
55,PER40,4
55,PER41,4
55,PER42,4
55,PER43,3
55,PER44,3
55,PER45,4
55,PER46,1
55,PER9,1
56,PER10,11
56,PER11,16
56,PER12,27
56,PER13,59
56,PER14,117
56,PER15,138
56,PER16,151
56,PER17,155
56,PER18,160
56,PER19,162
56,PER20,163
56,PER21,165
56,PER22,165
56,PER23,169
56,PER24,170
56,PER25,163
56,PER26,166
56,PER27,172
56,PER28,166
56,PER29,156
56,PER30,132
56,PER31,124
56,PER32,114
56,PER33,95
56,PER34,79
56,PER35,60
56,PER36,56
56,PER37,49
56,PER38,38
56,PER39,26
56,PER40,23
56,PER41,17
56,PER42,15
56,PER43,13
56,PER44,12
56,PER45,9
56,PER46,6
56,PER47,4
56,PER8,3
56,PER9,3
57,PER14,2
57,PER15,2
57,PER16,4
57,PER17,4
57,PER18,4
57,PER19,4
57,PER20,4
57,PER21,4
57,PER22,4
57,PER23,3
57,PER24,3
57,PER25,3
57,PER26,3
57,PER27,3
57,PER28,3
57,PER29,3
57,PER30,1
57,PER31,1
57,PER32,1
57,PER33,1
57,PER34,3
57,PER35,3
57,PER36,3
57,PER37,3
57,PER38,3
57,PER39,3
57,PER40,3
57,PER41,1
57,PER42,1
57,PER43,1
57,PER44,1
57,PER45,1
57,PER46,1
58,PER10,7
58,PER11,17
58,PER12,36
58,PER13,66
58,PER14,116
58,PER15,144
58,PER16,166
58,PER17,177
58,PER18,180
58,PER19,185
58,PER20,188
58,PER21,193
58,PER22,197
58,PER23,198
58,PER24,199
58,PER25,195
58,PER26,194
58,PER27,195
58,PER28,187
58,PER29,178
58,PER30,166
58,PER31,148
58,PER32,135
58,PER33,115
58,PER34,91
58,PER35,82
58,PER36,88
58,PER37,68
58,PER38,57
58,PER39,52
58,PER40,46
58,PER41,33
58,PER42,29
58,PER43,21
58,PER44,18
58,PER45,17
58,PER46,13
58,PER47,7
58,PER9,1
59,PER10,9
59,PER11,22
59,PER12,33
59,PER13,62
59,PER14,94
59,PER15,120
59,PER16,144
59,PER17,147
59,PER18,155
59,PER19,171
59,PER20,185
59,PER21,188
59,PER22,185
59,PER23,175
59,PER24,176
59,PER25,168
59,PER26,168
59,PER27,168
59,PER28,150
59,PER29,141
59,PER30,132
59,PER31,125
59,PER32,114
59,PER33,92
