ZONE,PER,QUANTITY
180,PER42,52
180,PER43,39
180,PER44,32
180,PER45,23
180,PER46,12
180,PER47,4
180,PER8,5
180,PER9,13
181,PER10,4
181,PER11,5
181,PER12,11
181,PER13,20
181,PER14,34
181,PER15,39
181,PER16,42
181,PER17,50
181,PER18,52
181,PER19,54
181,PER20,56
181,PER21,62
181,PER22,65
181,PER23,64
181,PER24,62
181,PER25,61
181,PER26,59
181,PER27,59
181,PER28,54
181,PER29,50
181,PER30,45
181,PER31,46
181,PER32,40
181,PER33,34
181,PER34,30
181,PER35,32
181,PER36,27
181,PER37,27
181,PER38,19
181,PER39,16
181,PER40,13
181,PER41,9
181,PER42,6
181,PER43,6
181,PER44,3
181,PER45,2
181,PER8,2
181,PER9,3
182,PER10,30
182,PER11,58
182,PER12,101
182,PER13,184
182,PER14,311
182,PER15,397
182,PER16,459
182,PER17,484
182,PER18,504
182,PER19,517
182,PER20,534
182,PER21,544
182,PER22,544
182,PER23,542
182,PER24,527
182,PER25,519
182,PER26,512
182,PER27,513
182,PER28,498
182,PER29,458
182,PER30,405
182,PER31,371
182,PER32,329
182,PER33,301
182,PER34,270
182,PER35,236
182,PER36,216
182,PER37,188
182,PER38,162
182,PER39,120
182,PER40,108
182,PER41,87
182,PER42,57
182,PER43,33
182,PER44,26
182,PER45,20
182,PER46,12
182,PER47,8
182,PER8,9
182,PER9,13
183,PER10,1
183,PER11,2
183,PER12,2
183,PER13,3
183,PER14,7
183,PER15,10
183,PER16,13
183,PER17,14
183,PER18,15
183,PER19,18
183,PER20,18
183,PER21,19
183,PER22,23
183,PER23,24
183,PER24,24
183,PER25,20
183,PER26,17
183,PER27,16
183,PER28,14
183,PER29,13
183,PER30,13
183,PER31,10
183,PER32,10
183,PER33,11
183,PER34,11
183,PER35,10
183,PER36,9
183,PER37,9
183,PER38,8
183,PER39,7
183,PER40,5
183,PER41,1
183,PER42,2
183,PER43,2
184,PER10,15
184,PER11,23
184,PER12,45
184,PER13,77
184,PER14,124
184,PER15,154
184,PER16,177
184,PER17,187
184,PER18,198
184,PER19,209
184,PER20,206
184,PER21,215
184,PER22,227
184,PER23,222
184,PER24,219
184,PER25,219
184,PER26,219
184,PER27,212
184,PER28,206
184,PER29,184
184,PER30,175
184,PER31,164
184,PER32,141
184,PER33,119
184,PER34,104
184,PER35,94
184,PER36,87
184,PER37,74
184,PER38,60
184,PER39,47
184,PER40,32
184,PER41,19
184,PER42,16
184,PER43,12
184,PER44,8
184,PER45,6
184,PER46,5
184,PER47,3
184,PER8,4
184,PER9,9
185,PER10,69
185,PER11,109
185,PER12,166
185,PER13,292
185,PER14,483
185,PER15,615
185,PER16,699
185,PER17,749
185,PER18,792
185,PER19,833
185,PER20,855
185,PER21,866
185,PER22,871
185,PER23,878
185,PER24,863
185,PER25,853
185,PER26,840
185,PER27,835
185,PER28,808
185,PER29,743
185,PER30,669
185,PER31,625
185,PER32,565
185,PER33,518
185,PER34,429
185,PER35,392
185,PER36,369
185,PER37,336
185,PER38,306
185,PER39,264
185,PER40,207
185,PER41,167
185,PER42,128
185,PER43,96
185,PER44,70
185,PER45,50
185,PER46,28
185,PER47,17
185,PER8,22
185,PER9,34
186,PER10,8
186,PER11,14
186,PER12,16
186,PER13,27
186,PER14,46
186,PER15,48
186,PER16,56
186,PER17,62
186,PER18,68
186,PER19,70
186,PER20,75
186,PER21,83
186,PER22,90
186,PER23,89
186,PER24,85
186,PER25,88
186,PER26,85
186,PER27,79
186,PER28,74
186,PER29,70
186,PER30,60
186,PER31,56
186,PER32,58
186,PER33,49
186,PER34,45
186,PER35,37
186,PER36,37
186,PER37,36
186,PER38,23
186,PER39,18
186,PER40,11
186,PER41,7
186,PER42,6
186,PER43,4
186,PER44,4
186,PER45,1
186,PER46,1
186,PER8,5
186,PER9,6
187,PER10,1
187,PER11,1
187,PER12,7
187,PER13,13
187,PER14,18
187,PER15,21
187,PER16,24
187,PER17,27
187,PER18,32
187,PER19,35
187,PER20,38
187,PER21,41
187,PER22,42
187,PER23,38
187,PER24,37
187,PER25,38
187,PER26,37
187,PER27,34
187,PER28,34
187,PER29,34
187,PER30,34
187,PER31,33
187,PER32,30
187,PER33,26
187,PER34,24
187,PER35,20
187,PER36,22
187,PER37,21
187,PER38,16
187,PER39,15
187,PER40,11
187,PER41,5
187,PER42,5
187,PER43,1
187,PER44,1
187,PER45,1
187,PER8,1
187,PER9,1
188,PER10,19
188,PER11,35
188,PER12,71
188,PER13,133
188,PER14,239
188,PER15,296
188,PER16,337
188,PER17,359
188,PER18,397
188,PER19,423
188,PER20,436
188,PER21,462
188,PER22,465
188,PER23,459
188,PER24,443
188,PER25,433
188,PER26,423
188,PER27,426
188,PER28,397
188,PER29,354
188,PER30,308
188,PER31,279
188,PER32,259
188,PER33,248
188,PER34,217
188,PER35,205
188,PER36,201
188,PER37,183
188,PER38,169
188,PER39,132
188,PER40,96
188,PER41,70
188,PER42,48
188,PER43,41
188,PER44,31
188,PER45,21
188,PER46,13
188,PER47,5
188,PER8,1
188,PER9,7
189,PER10,4
189,PER11,5
189,PER12,11
189,PER13,17
189,PER14,30
189,PER15,42
189,PER16,52
189,PER17,53
189,PER18,60
189,PER19,65
189,PER20,68
189,PER21,71
189,PER22,71
189,PER23,70
189,PER24,67
189,PER25,68
189,PER26,65
189,PER27,65
189,PER28,61
189,PER29,53
189,PER30,50
189,PER31,44
189,PER32,36
189,PER33,41
189,PER34,38
189,PER35,34
189,PER36,34
189,PER37,26
189,PER38,21
189,PER39,14
189,PER40,15
189,PER41,10
189,PER42,7
189,PER43,6
189,PER44,4
189,PER45,4
189,PER46,2
189,PER47,2
189,PER8,1
189,PER9,4
190,PER10,46
190,PER11,70
190,PER12,100
190,PER13,150
190,PER14,219
190,PER15,272
190,PER16,296
190,PER17,312
190,PER18,324
190,PER19,342
190,PER20,355
190,PER21,362
190,PER22,364
190,PER23,374
190,PER24,385
190,PER25,380
190,PER26,380
190,PER27,376
190,PER28,365
190,PER29,343
190,PER30,317
190,PER31,287
190,PER32,261
190,PER33,230
190,PER34,195
190,PER35,159
190,PER36,150
190,PER37,141
190,PER38,119
190,PER39,112
190,PER40,96
190,PER41,73
190,PER42,55
190,PER43,35
190,PER44,29
190,PER45,22
190,PER46,11
190,PER47,3
190,PER8,11
190,PER9,20
191,PER10,54
191,PER11,76
191,PER12,101
191,PER13,127
191,PER14,166
191,PER15,189
191,PER16,194
191,PER17,206
191,PER18,209
191,PER19,217
191,PER20,224
191,PER21,230
191,PER22,229
191,PER23,229
191,PER24,230
191,PER25,223
191,PER26,220
191,PER27,213
191,PER28,209
191,PER29,198
191,PER30,184
191,PER31,162
191,PER32,148
191,PER33,109
191,PER34,109
191,PER35,95
191,PER36,85
191,PER37,82
191,PER38,64
191,PER39,50
191,PER40,34
191,PER41,28
191,PER42,19
191,PER43,14
191,PER44,10
191,PER45,4
191,PER46,2
191,PER47,1
191,PER8,22
191,PER9,33
192,PER10,7
192,PER11,16
192,PER12,16
192,PER13,22
192,PER14,35
192,PER15,51
192,PER16,60
192,PER17,56
192,PER18,58
192,PER19,64
192,PER20,69
192,PER21,75
192,PER22,73
192,PER23,73
192,PER24,73
192,PER25,72
192,PER26,76
192,PER27,73
192,PER28,73
192,PER29,66
192,PER30,60
192,PER31,58
192,PER32,59
192,PER33,63
192,PER34,56
192,PER35,63
192,PER36,60
192,PER37,53
192,PER38,47
192,PER39,35
192,PER40,30
192,PER41,22
192,PER42,9
192,PER43,7
192,PER44,2
192,PER45,1
192,PER8,1
192,PER9,3
195,PER10,2
195,PER11,2
195,PER12,4
195,PER13,7
195,PER14,12
195,PER15,17
195,PER16,18
195,PER17,20
195,PER18,21
195,PER19,22
195,PER20,22
195,PER21,18
195,PER22,21
195,PER23,22
195,PER24,22
195,PER25,21
195,PER26,22
195,PER27,20
195,PER28,21
195,PER29,18
195,PER30,16
195,PER31,15
195,PER32,11
195,PER33,7
195,PER34,7
195,PER35,2
195,PER36,3
195,PER37,5
195,PER38,5
195,PER39,5
195,PER40,5
195,PER41,5
195,PER42,3
195,PER43,3
195,PER44,1
196,PER10,12
196,PER11,17
196,PER12,27
196,PER13,58
196,PER14,93
196,PER15,110
196,PER16,116
196,PER17,119
196,PER18,134
196,PER19,135
196,PER20,143
196,PER21,142
196,PER22,135
196,PER23,131
196,PER24,132
196,PER25,126
196,PER26,125
196,PER27,122
196,PER28,113
196,PER29,107
196,PER30,88
196,PER31,74
196,PER32,64
196,PER33,65
196,PER34,60
196,PER35,51
196,PER36,46
196,PER37,44
196,PER38,34
196,PER39,30
196,PER40,17
196,PER41,13
196,PER42,8
196,PER43,7
196,PER44,4
196,PER45,4
196,PER46,2
196,PER47,1
196,PER8,3
196,PER9,6
197,PER10,8
197,PER11,15
197,PER12,24
197,PER13,28
197,PER14,46
197,PER15,55
197,PER16,65
197,PER17,71
197,PER18,78
197,PER19,81
197,PER20,82
197,PER21,87
197,PER22,90
197,PER23,93
197,PER24,95
197,PER25,91
197,PER26,84
197,PER27,81
197,PER28,75
197,PER29,71
197,PER30,66
197,PER31,67
197,PER32,60
197,PER33,56
197,PER34,50
197,PER35,47
197,PER36,46
197,PER37,45
197,PER38,40
197,PER39,36
197,PER40,27
197,PER41,22
197,PER42,15
197,PER43,12
197,PER44,10
197,PER45,8
197,PER46,5
197,PER47,2
197,PER8,3
197,PER9,5
198,PER10,6
198,PER11,10
198,PER12,10
198,PER13,22
198,PER14,43
198,PER15,47
198,PER16,50
198,PER17,53
198,PER18,57
198,PER19,60
198,PER20,59
198,PER21,63
198,PER22,65
198,PER23,67
198,PER24,66
198,PER25,65
198,PER26,63
198,PER27,67
198,PER28,66
198,PER29,53
198,PER30,41
198,PER31,39
198,PER32,34
198,PER33,29
198,PER34,26
198,PER35,22
198,PER36,26
198,PER37,26
198,PER38,23
198,PER39,22
198,PER40,14
198,PER41,10
198,PER42,7
198,PER43,5
198,PER44,5
198,PER45,3
198,PER46,2
198,PER8,2
198,PER9,2
199,PER10,4
199,PER11,4
199,PER12,14
199,PER13,26
199,PER14,40
199,PER15,52
199,PER16,59
199,PER17,63
199,PER18,70
199,PER19,74
199,PER20,76
199,PER21,77
199,PER22,78
199,PER23,76
199,PER24,78
199,PER25,77
199,PER26,74
199,PER27,72
199,PER28,70
199,PER29,62
199,PER30,60
199,PER31,55
199,PER32,46
199,PER33,39
199,PER34,28
199,PER35,28
199,PER36,27
199,PER37,23
199,PER38,19
199,PER39,15
199,PER40,10
199,PER41,5
199,PER42,4
199,PER43,4
199,PER44,4
199,PER45,4
199,PER46,4
199,PER47,2
199,PER8,2
199,PER9,3
200,PER10,27
200,PER11,44
200,PER12,68
200,PER13,119
200,PER14,194
200,PER15,251
200,PER16,287
200,PER17,297
200,PER18,312
200,PER19,328
200,PER20,349
200,PER21,360
200,PER22,360
200,PER23,361
200,PER24,354
200,PER25,346
200,PER26,335
200,PER27,332
200,PER28,324
200,PER29,296
200,PER30,261
200,PER31,240
200,PER32,208
200,PER33,190
200,PER34,167
200,PER35,153
200,PER36,121
200,PER37,107
200,PER38,105
200,PER39,82
200,PER40,59
200,PER41,47
200,PER42,35
200,PER43,27
200,PER44,27
200,PER45,24
200,PER46,8
200,PER47,2
200,PER8,6
200,PER9,10
201,PER10,10
201,PER11,17
201,PER12,25
201,PER13,42
201,PER14,71
201,PER15,79
201,PER16,89
201,PER17,96
201,PER18,98
201,PER19,101
201,PER20,103
201,PER21,109
201,PER22,114
201,PER23,116
201,PER24,117
201,PER25,114
201,PER26,109
201,PER27,110
201,PER28,109
201,PER29,103
201,PER30,95
201,PER31,75
201,PER32,73
201,PER33,60
201,PER34,49
201,PER35,48
201,PER36,40
201,PER37,37
201,PER38,36
201,PER39,31
201,PER40,18
201,PER41,13
201,PER42,9
201,PER43,7
201,PER44,6
201,PER45,4
201,PER46,1
201,PER8,4
201,PER9,4
202,PER10,3
202,PER11,5
202,PER12,7
202,PER13,10
202,PER14,26
202,PER15,39
202,PER16,47
202,PER17,51
202,PER18,57
202,PER19,58
202,PER20,60
202,PER21,61
202,PER22,57
202,PER23,57
202,PER24,56
202,PER25,55
202,PER26,57
202,PER27,56
202,PER28,53
202,PER29,51
202,PER30,45
202,PER31,38
202,PER32,38
202,PER33,34
202,PER34,34
202,PER35,27
202,PER36,30
202,PER37,28
202,PER38,23
202,PER39,21
202,PER40,19
202,PER41,12
202,PER42,8
202,PER43,4
202,PER44,2
202,PER45,2
202,PER46,2
202,PER47,1
202,PER9,1
203,PER10,16
203,PER11,30
203,PER12,57
203,PER13,83
203,PER14,129
203,PER15,154
203,PER16,170
203,PER17,182
203,PER18,191
203,PER19,201
203,PER20,205
203,PER21,216
203,PER22,213
203,PER23,217
203,PER24,214
203,PER25,209
203,PER26,212
203,PER27,209
203,PER28,207
203,PER29,188
203,PER30,172
203,PER31,150
203,PER32,135
203,PER33,113
203,PER34,92
203,PER35,76
203,PER36,76
203,PER37,68
203,PER38,55
203,PER39,45
203,PER40,37
203,PER41,30
203,PER42,16
203,PER43,15
203,PER44,15
203,PER45,14
203,PER46,8
203,PER47,5
203,PER8,3
203,PER9,9
204,PER23,1
204,PER24,1
204,PER25,1
205,PER10,6
205,PER11,7
205,PER12,9
205,PER13,12
205,PER14,19
205,PER15,24
205,PER16,28
205,PER17,35
205,PER18,37
205,PER19,37
205,PER20,37
205,PER21,38
205,PER22,37
205,PER23,36
205,PER24,38
205,PER25,38
205,PER26,35
205,PER27,35
205,PER28,33
205,PER29,28
205,PER30,26
205,PER31,25
205,PER32,24
205,PER33,23
205,PER34,20
205,PER35,22
205,PER36,16
205,PER37,18
205,PER38,18
205,PER39,15
205,PER40,11
205,PER41,8
205,PER42,4
205,PER43,3
205,PER44,5
205,PER45,4
205,PER46,1
205,PER8,1
205,PER9,3
206,PER10,26
206,PER11,38
206,PER12,53
206,PER13,83
206,PER14,119
206,PER15,154
206,PER16,163
206,PER17,168
206,PER18,180
206,PER19,187
206,PER20,188
206,PER21,197
206,PER22,205
206,PER23,205
206,PER24,202
206,PER25,197
206,PER26,198
206,PER27,195
206,PER28,184
206,PER29,155
206,PER30,138
206,PER31,118
206,PER32,110
206,PER33,97
206,PER34,92
206,PER35,91
206,PER36,88
206,PER37,91
206,PER38,80
206,PER39,63
206,PER40,56
206,PER41,43
206,PER42,31
206,PER43,22
206,PER44,12
206,PER45,7
206,PER46,4
206,PER47,2
206,PER8,8
206,PER9,12
207,PER10,10
207,PER11,12
207,PER12,23
207,PER13,43
207,PER14,59
207,PER15,77
207,PER16,81
207,PER17,88
207,PER18,89
207,PER19,91
207,PER20,92
207,PER21,95
207,PER22,97
207,PER23,101
207,PER24,101
207,PER25,96
207,PER26,99
207,PER27,98
207,PER28,95
207,PER29,87
207,PER30,83
207,PER31,72
207,PER32,61
207,PER33,52
207,PER34,40
207,PER35,31
207,PER36,40
207,PER37,41
207,PER38,36
207,PER39,31
207,PER40,21
207,PER41,16
207,PER42,14
207,PER43,9
207,PER44,6
207,PER45,5
207,PER46,3
207,PER47,2
207,PER8,3
207,PER9,6
208,PER10,72
208,PER11,127
208,PER12,209
208,PER13,394
208,PER14,605
208,PER15,751
208,PER16,830
208,PER17,873
208,PER18,918
208,PER19,948
208,PER20,954
208,PER21,974
208,PER22,993
208,PER23,996
208,PER24,981
208,PER25,972
208,PER26,962
208,PER27,952
208,PER28,895
208,PER29,799
208,PER30,696
208,PER31,594
208,PER32,534
208,PER33,454
208,PER34,392
208,PER35,350
208,PER36,322
208,PER37,294
208,PER38,246
208,PER39,212
208,PER40,166
208,PER41,125
208,PER42,80
208,PER43,58
208,PER44,52
208,PER45,35
208,PER46,18
208,PER47,11
208,PER8,16
208,PER9,35
209,PER10,7
209,PER11,8
209,PER12,14
209,PER13,29
209,PER14,47
209,PER15,55
209,PER16,59
209,PER17,61
209,PER18,71
209,PER19,78
209,PER20,82
209,PER21,81
209,PER22,79
209,PER23,83
209,PER24,89
209,PER25,88
209,PER26,85
209,PER27,85
209,PER28,81
209,PER29,76
209,PER30,66
209,PER31,59
209,PER32,52
209,PER33,47
209,PER34,47
209,PER35,46
209,PER36,43
209,PER37,43
209,PER38,41
209,PER39,34
209,PER40,30
209,PER41,25
209,PER42,19
209,PER43,17
209,PER44,15
209,PER45,10
209,PER46,6
209,PER47,3
209,PER8,1
209,PER9,4
210,PER10,28
210,PER11,49
210,PER12,100
210,PER13,210
210,PER14,327
210,PER15,412
210,PER16,442
210,PER17,470
210,PER18,505
210,PER19,512
210,PER20,529
210,PER21,543
210,PER22,545
210,PER23,558
210,PER24,551
210,PER25,522
210,PER26,516
210,PER27,519
210,PER28,499
210,PER29,427
210,PER30,361
210,PER31,323
210,PER32,304
210,PER33,277
210,PER34,236
210,PER35,205
210,PER36,198
210,PER37,189
210,PER38,157
210,PER39,136
210,PER40,104
210,PER41,81
210,PER42,58
210,PER43,39
210,PER44,27
210,PER45,23
210,PER46,16
210,PER47,10
210,PER8,8
210,PER9,19
211,PER23,1
211,PER24,1
211,PER25,1
212,PER10,6
212,PER11,9
212,PER12,16
212,PER13,22
212,PER14,31
212,PER15,45
212,PER16,50
212,PER17,46
212,PER18,49
212,PER19,56
212,PER20,62
212,PER21,62
212,PER22,63
212,PER23,73
212,PER24,72
212,PER25,71
212,PER26,68
212,PER27,59
212,PER28,62
212,PER29,67
212,PER30,64
212,PER31,58
212,PER32,54
212,PER33,49
212,PER34,39
212,PER35,35
212,PER36,35
212,PER37,32
212,PER38,33
212,PER39,31
212,PER40,28
212,PER41,23
212,PER42,10
212,PER43,5
212,PER44,4
212,PER45,3
212,PER46,4
212,PER47,4
212,PER8,1
212,PER9,5
213,PER10,18
213,PER11,24
213,PER12,36
213,PER13,69
213,PER14,99
213,PER15,125
213,PER16,137
213,PER17,149
213,PER18,161
213,PER19,172
213,PER20,192
213,PER21,195
213,PER22,198
213,PER23,200
213,PER24,191
213,PER25,189
213,PER26,185
213,PER27,178
213,PER28,166
213,PER29,156
213,PER30,139
213,PER31,131
213,PER32,114
213,PER33,103
213,PER34,93
213,PER35,81
213,PER36,74
213,PER37,69
213,PER38,58
213,PER39,49
213,PER40,42
213,PER41,32
213,PER42,23
213,PER43,9
213,PER44,6
213,PER45,2
213,PER46,1
213,PER47,1
213,PER8,5
213,PER9,9
214,PER10,9
214,PER11,17
214,PER12,28
214,PER13,51
214,PER14,97
214,PER15,138
214,PER16,153
214,PER17,161
214,PER18,175
214,PER19,187
214,PER20,197
214,PER21,201
214,PER22,202
214,PER23,204
214,PER24,198
214,PER25,188
214,PER26,196
214,PER27,187
214,PER28,176
214,PER29,152
214,PER30,128
214,PER31,114
214,PER32,106
214,PER33,91
214,PER34,86
214,PER35,87
214,PER36,85
214,PER37,79
214,PER38,73
214,PER39,61
214,PER40,40
214,PER41,24
214,PER42,22
214,PER43,15
214,PER44,15
214,PER45,10
214,PER46,7
214,PER47,1
214,PER8,2
214,PER9,2
215,PER10,6
215,PER11,10
215,PER12,17
215,PER13,25
215,PER14,43
215,PER15,58
215,PER16,63
215,PER17,70
215,PER18,76
215,PER19,85
215,PER20,98
215,PER21,101
215,PER22,103
215,PER23,91
215,PER24,90
215,PER25,96
215,PER26,94
215,PER27,92
215,PER28,93
215,PER29,89
215,PER30,75
215,PER31,67
215,PER32,65
215,PER33,58
215,PER34,57
215,PER35,56
215,PER36,49
215,PER37,44
215,PER38,45
215,PER39,39
215,PER40,34
215,PER41,24
215,PER42,19
215,PER43,17
215,PER44,15
215,PER45,8
215,PER46,5
215,PER47,2
215,PER8,1
215,PER9,3
216,PER10,3
216,PER11,9
216,PER12,10
216,PER13,22
216,PER14,32
216,PER15,38
216,PER16,43
216,PER17,49
216,PER18,51
216,PER19,52
216,PER20,54
216,PER21,51
216,PER22,51
216,PER23,50
216,PER24,48
216,PER25,46
216,PER26,48
216,PER27,51
216,PER28,50
216,PER29,47
216,PER30,38
216,PER31,36
216,PER32,34
216,PER33,25
216,PER34,18
216,PER35,17
216,PER36,19
216,PER37,16
216,PER38,16
216,PER39,15
216,PER40,10
216,PER41,7
216,PER42,7
216,PER43,5
216,PER44,5
216,PER45,5
216,PER46,4
216,PER47,2
216,PER9,2
217,PER10,53
217,PER11,77
217,PER12,114
217,PER13,227
217,PER14,390
217,PER15,493
217,PER16,545
217,PER17,578
217,PER18,610
217,PER19,642
217,PER20,667
217,PER21,675
217,PER22,700
217,PER23,696
217,PER24,671
217,PER25,656
217,PER26,647
217,PER27,642
217,PER28,613
217,PER29,544
217,PER30,473
217,PER31,442
217,PER32,403
217,PER33,362
217,PER34,304
217,PER35,293
217,PER36,292
217,PER37,264
217,PER38,223
217,PER39,184
217,PER40,144
217,PER41,105
217,PER42,66
217,PER43,48
217,PER44,39
217,PER45,29
217,PER46,20
217,PER47,10
217,PER8,16
217,PER9,31
218,PER10,6
218,PER11,7
218,PER12,22
218,PER13,39
218,PER14,57
218,PER15,64
218,PER16,71
218,PER17,75
218,PER18,87
218,PER19,91
218,PER20,94
218,PER21,105
218,PER22,107
218,PER23,110
218,PER24,103
218,PER25,98
218,PER26,93
218,PER27,92
218,PER28,94
218,PER29,83
218,PER30,70
218,PER31,66
218,PER32,65
218,PER33,54
218,PER34,51
218,PER35,47
218,PER36,44
218,PER37,41
218,PER38,39
218,PER39,34
218,PER40,26
218,PER41,17
218,PER42,13
218,PER43,9
218,PER44,7
218,PER45,5
218,PER46,4
218,PER47,1
218,PER9,4
219,PER10,60
219,PER11,86
219,PER12,118
219,PER13,203
219,PER14,307
219,PER15,371
219,PER16,400
219,PER17,418
219,PER18,445
219,PER19,474
219,PER20,523
219,PER21,542
219,PER22,591
219,PER23,624
219,PER24,620
219,PER25,582
219,PER26,564
219,PER27,569
219,PER28,558
219,PER29,528
219,PER30,485
219,PER31,467
219,PER32,418
219,PER33,364
219,PER34,320
219,PER35,292
219,PER36,287
219,PER37,271
219,PER38,251
219,PER39,204
219,PER40,159
219,PER41,141
219,PER42,110
219,PER43,83
219,PER44,61
219,PER45,42
219,PER46,31
219,PER47,18
219,PER8,11
219,PER9,34
220,PER10,177
220,PER11,295
220,PER12,510
220,PER13,908
220,PER14,1525
220,PER15,1918
220,PER16,2109
220,PER17,2212
220,PER18,2276
220,PER19,2342
220,PER20,2397
220,PER21,2447
220,PER22,2453
220,PER23,2438
220,PER24,2415
220,PER25,2388
220,PER26,2390
220,PER27,2364
220,PER28,2292
220,PER29,2140
220,PER30,1938
220,PER31,1753
220,PER32,1572
220,PER33,1362
220,PER34,1165
220,PER35,991
220,PER36,899
220,PER37,772
220,PER38,655
220,PER39,562
220,PER40,449
220,PER41,351
220,PER42,257
220,PER43,193
220,PER44,144
220,PER45,91
220,PER46,62
220,PER47,25
220,PER8,34
220,PER9,74
221,PER10,2
221,PER11,5
221,PER12,8
221,PER13,13
221,PER14,26
221,PER15,34
221,PER16,38
221,PER17,43
221,PER18,44
221,PER19,45
221,PER20,43
221,PER21,44
221,PER22,46
221,PER23,44
221,PER24,44
221,PER25,45
221,PER26,43
221,PER27,45
221,PER28,44
221,PER29,44
221,PER30,35
221,PER31,32
221,PER32,30
221,PER33,27
221,PER34,26
221,PER35,24
221,PER36,22
221,PER37,19
221,PER38,17
221,PER39,14
221,PER40,11
221,PER41,8
221,PER42,7
221,PER43,7
221,PER44,3
221,PER45,2
221,PER9,1
222,PER10,2
222,PER11,4
222,PER12,4
222,PER13,9
222,PER14,12
222,PER15,15
222,PER16,14
222,PER17,12
222,PER18,13
222,PER19,16
222,PER20,16
222,PER21,16
222,PER22,16
222,PER23,15
222,PER24,15
222,PER25,14
222,PER26,15
222,PER27,16
222,PER28,14
222,PER29,11
222,PER30,12
222,PER31,12
222,PER32,10
222,PER33,10
222,PER34,8
222,PER35,7
222,PER36,5
222,PER37,5
222,PER38,3
222,PER39,4
222,PER40,3
222,PER41,2
222,PER8,1
222,PER9,2
223,PER10,7
223,PER11,8
223,PER12,20
223,PER13,38
223,PER14,68
223,PER15,84
223,PER16,94
223,PER17,96
223,PER18,103
223,PER19,111
223,PER20,112
223,PER21,110
223,PER22,110
223,PER23,117
223,PER24,114
223,PER25,107
223,PER26,115
223,PER27,116
223,PER28,109
223,PER29,104
223,PER30,94
223,PER31,86
223,PER32,83
223,PER33,72
223,PER34,66
223,PER35,61
223,PER36,65
223,PER37,58
223,PER38,51
223,PER39,46
223,PER40,36
223,PER41,22
223,PER42,17
223,PER43,15
223,PER44,12
223,PER45,10
223,PER46,8
223,PER47,6
223,PER8,1
223,PER9,4
224,PER10,2
224,PER11,3
224,PER12,8
224,PER13,17
224,PER14,32
224,PER15,44
224,PER16,48
224,PER17,47
224,PER18,53
224,PER19,60
224,PER20,63
224,PER21,64
224,PER22,63
224,PER23,66
224,PER24,65
224,PER25,68
224,PER26,69
224,PER27,67
224,PER28,65
224,PER29,63
224,PER30,59
224,PER31,50
224,PER32,40
224,PER33,40
224,PER34,35
224,PER35,30
224,PER36,30
224,PER37,28
224,PER38,25
224,PER39,20
224,PER40,13
224,PER41,5
224,PER42,4
224,PER43,4
224,PER44,3
224,PER45,3
224,PER46,3
224,PER8,1
224,PER9,2
225,PER10,22
225,PER11,33
225,PER12,60
225,PER13,90
225,PER14,125
225,PER15,150
225,PER16,158
225,PER17,167
225,PER18,177
225,PER19,185
225,PER20,191
225,PER21,197
225,PER22,200
225,PER23,206
225,PER24,203
225,PER25,200
225,PER26,195
225,PER27,190
225,PER28,186
225,PER29,174
225,PER30,161
225,PER31,145
225,PER32,131
225,PER33,113
225,PER34,95
225,PER35,86
225,PER36,78
225,PER37,66
225,PER38,54
225,PER39,46
225,PER40,39
225,PER41,28
225,PER42,18
225,PER43,13
225,PER44,12
225,PER45,7
225,PER46,4
225,PER47,2
225,PER8,4
225,PER9,10
226,PER10,25
226,PER11,44
226,PER12,74
226,PER13,117
226,PER14,151
226,PER15,185
226,PER16,220
226,PER17,229
226,PER18,240
226,PER19,249
226,PER20,253
226,PER21,262
226,PER22,265
226,PER23,264
226,PER24,255
226,PER25,254
226,PER26,254
226,PER27,250
226,PER28,243
226,PER29,225
226,PER30,204
226,PER31,184
226,PER32,157
226,PER33,131
226,PER34,109
226,PER35,86
226,PER36,87
226,PER37,87
226,PER38,76
226,PER39,68
226,PER40,51
226,PER41,31
226,PER42,22
226,PER43,18
226,PER44,20
226,PER45,12
226,PER46,9
226,PER47,7
226,PER8,5
226,PER9,11
227,PER10,53
227,PER11,72
227,PER12,118
227,PER13,235
227,PER14,415
227,PER15,528
227,PER16,587
227,PER17,625
227,PER18,664
227,PER19,678
227,PER20,704
227,PER21,720
227,PER22,717
227,PER23,717
227,PER24,712
227,PER25,697
227,PER26,698
227,PER27,689
227,PER28,665
227,PER29,557
227,PER30,465
227,PER31,422
227,PER32,384
227,PER33,355
227,PER34,309
227,PER35,300
227,PER36,307
227,PER37,283
227,PER38,248
227,PER39,201
227,PER40,165
227,PER41,106
227,PER42,75
227,PER43,59
227,PER44,38
227,PER45,33
227,PER46,21
227,PER47,13
227,PER8,15
227,PER9,28
228,PER10,9
228,PER11,18
228,PER12,36
228,PER13,70
228,PER14,103
228,PER15,129
228,PER16,143
228,PER17,153
228,PER18,165
228,PER19,170
228,PER20,174
228,PER21,179
228,PER22,183
228,PER23,186
228,PER24,181
228,PER25,177
228,PER26,165
228,PER27,162
228,PER28,165
228,PER29,145
228,PER30,133
228,PER31,124
228,PER32,118
228,PER33,99
228,PER34,90
228,PER35,78
228,PER36,88
228,PER37,85
228,PER38,79
228,PER39,62
228,PER40,50
228,PER41,39
228,PER42,20
228,PER43,16
228,PER44,12
228,PER45,7
228,PER46,4
228,PER47,1
228,PER8,1
228,PER9,2
229,PER10,16
229,PER11,23
229,PER12,32
229,PER13,47
229,PER14,72
