ZONE,PER,PERSONS NOT AT HOME
31,PER32,320
31,PER33,322
31,PER34,315
31,PER35,310
31,PER36,324
31,PER37,312
31,PER38,295
31,PER39,253
31,PER40,204
31,PER41,151
31,PER42,96
31,PER43,75
31,PER44,56
31,PER45,33
31,PER46,20
31,PER47,13
31,PER8,7
31,PER9,19
32,PER11,1
32,PER12,2
32,PER13,3
32,PER14,8
32,PER15,11
32,PER16,11
32,PER17,11
32,PER18,14
32,PER19,15
32,PER20,12
32,PER21,12
32,PER22,11
32,PER23,12
32,PER24,10
32,PER25,9
32,PER26,8
32,PER27,9
32,PER28,16
32,PER29,13
32,PER30,13
32,PER31,10
32,PER32,11
32,PER33,10
32,PER34,11
32,PER35,12
32,PER36,12
32,PER37,10
32,PER38,8
32,PER39,13
32,PER40,15
32,PER41,13
32,PER42,6
32,PER43,4
32,PER44,3
32,PER45,1
33,PER10,4
33,PER11,10
33,PER12,15
33,PER13,17
33,PER14,23
33,PER15,30
33,PER16,34
33,PER17,36
33,PER18,41
33,PER19,40
33,PER20,38
33,PER21,42
33,PER22,52
33,PER23,54
33,PER24,48
33,PER25,48
33,PER26,45
33,PER27,52
33,PER28,56
33,PER29,46
33,PER30,37
33,PER31,36
33,PER32,31
33,PER33,39
33,PER34,38
33,PER35,36
33,PER36,37
33,PER37,37
33,PER38,33
33,PER39,29
33,PER40,25
33,PER41,20
33,PER42,14
33,PER43,6
33,PER44,4
33,PER45,4
33,PER46,3
33,PER47,2
33,PER8,2
33,PER9,2
34,PER10,5
34,PER11,7
34,PER12,10
34,PER13,21
34,PER14,36
34,PER15,46
34,PER16,52
34,PER17,48
34,PER18,48
34,PER19,48
34,PER20,50
34,PER21,55
34,PER22,60
34,PER23,66
34,PER24,65
34,PER25,58
34,PER26,58
34,PER27,56
34,PER28,60
34,PER29,54
34,PER30,52
34,PER31,51
34,PER32,49
34,PER33,59
34,PER34,60
34,PER35,54
34,PER36,49
34,PER37,54
34,PER38,46
34,PER39,34
34,PER40,33
34,PER41,17
34,PER42,10
34,PER43,5
34,PER44,4
34,PER45,3
34,PER46,1
34,PER8,2
34,PER9,4
35,PER10,34
35,PER11,53
35,PER12,99
35,PER13,232
35,PER14,429
35,PER15,514
35,PER16,568
35,PER17,581
35,PER18,593
35,PER19,608
35,PER20,617
35,PER21,629
35,PER22,627
35,PER23,627
35,PER24,616
35,PER25,613
35,PER26,600
35,PER27,600
35,PER28,569
35,PER29,498
35,PER30,398
35,PER31,321
35,PER32,272
35,PER33,215
35,PER34,165
35,PER35,132
35,PER36,112
35,PER37,93
35,PER38,77
35,PER39,67
35,PER40,49
35,PER41,35
35,PER42,23
35,PER43,20
35,PER44,16
35,PER45,13
35,PER46,8
35,PER47,1
35,PER8,8
35,PER9,15
36,PER10,1
36,PER11,7
36,PER12,7
36,PER13,9
36,PER14,16
36,PER15,20
36,PER16,22
36,PER17,23
36,PER18,21
36,PER19,20
36,PER20,21
36,PER21,21
36,PER22,22
36,PER23,21
36,PER24,21
36,PER25,21
36,PER26,22
36,PER27,24
36,PER28,23
36,PER29,25
36,PER30,23
36,PER31,22
36,PER32,25
36,PER33,18
36,PER34,15
36,PER35,11
36,PER36,15
36,PER37,12
36,PER38,7
36,PER39,7
36,PER40,7
36,PER41,3
36,PER42,2
36,PER43,2
37,PER10,11
37,PER11,18
37,PER12,21
37,PER13,33
37,PER14,46
37,PER15,62
37,PER16,72
37,PER17,83
37,PER18,85
37,PER19,90
37,PER20,93
37,PER21,93
37,PER22,96
37,PER23,95
37,PER24,93
37,PER25,94
37,PER26,88
37,PER27,85
37,PER28,89
37,PER29,84
37,PER30,72
37,PER31,70
37,PER32,63
37,PER33,58
37,PER34,59
37,PER35,51
37,PER36,42
37,PER37,40
37,PER38,34
37,PER39,23
37,PER40,18
37,PER41,13
37,PER42,9
37,PER43,4
37,PER44,3
37,PER45,2
37,PER46,1
37,PER47,1
37,PER8,2
37,PER9,4
38,PER10,3
38,PER11,8
38,PER12,14
38,PER13,20
38,PER14,36
38,PER15,42
38,PER16,47
38,PER17,48
38,PER18,50
38,PER19,48
38,PER20,51
38,PER21,56
38,PER22,57
38,PER23,55
38,PER24,52
38,PER25,59
38,PER26,56
38,PER27,61
38,PER28,57
38,PER29,48
38,PER30,53
38,PER31,45
38,PER32,48
38,PER33,44
38,PER34,39
38,PER35,48
38,PER36,45
38,PER37,43
38,PER38,41
38,PER39,32
38,PER40,29
38,PER41,15
38,PER42,9
38,PER43,7
38,PER44,4
38,PER45,4
38,PER46,2
38,PER8,2
38,PER9,2
39,PER10,1
39,PER13,1
39,PER14,4
39,PER15,4
39,PER16,3
39,PER17,5
39,PER18,5
39,PER19,6
39,PER20,5
39,PER21,9
39,PER22,10
39,PER23,11
39,PER24,11
39,PER25,10
39,PER26,7
39,PER27,6
39,PER28,8
39,PER29,7
39,PER30,6
39,PER31,6
39,PER32,5
39,PER33,4
39,PER34,5
39,PER35,10
39,PER36,11
39,PER37,9
39,PER38,7
39,PER39,6
39,PER40,5
39,PER41,5
39,PER9,1
40,PER10,4
40,PER11,4
40,PER12,4
40,PER13,5
40,PER14,17
40,PER15,20
40,PER16,21
40,PER17,23
40,PER18,22
40,PER19,20
40,PER20,20
40,PER21,20
40,PER22,19
40,PER23,19
40,PER24,20
40,PER25,20
40,PER26,19
40,PER27,18
40,PER28,18
40,PER29,15
40,PER30,18
40,PER31,16
40,PER32,14
40,PER33,13
40,PER34,10
40,PER35,15
40,PER36,14
40,PER37,12
40,PER38,10
40,PER39,10
40,PER40,9
40,PER41,6
40,PER42,4
40,PER43,3
40,PER44,3
40,PER45,2
40,PER9,4
41,PER10,1
41,PER11,4
41,PER12,4
41,PER13,10
41,PER14,22
41,PER15,26
41,PER16,25
41,PER17,22
41,PER18,27
41,PER19,26
41,PER20,25
41,PER21,30
41,PER22,34
41,PER23,36
41,PER24,36
41,PER25,34
41,PER26,34
41,PER27,33
41,PER28,29
41,PER29,28
41,PER30,25
41,PER31,23
41,PER32,20
41,PER33,16
41,PER34,18
41,PER35,21
41,PER36,23
41,PER37,29
41,PER38,28
41,PER39,22
41,PER40,23
41,PER41,21
41,PER42,10
41,PER43,9
41,PER44,8
41,PER45,1
42,PER10,2
42,PER11,3
42,PER12,6
42,PER13,7
42,PER14,8
42,PER15,10
42,PER16,12
42,PER17,13
42,PER18,14
42,PER19,14
42,PER20,14
42,PER21,13
42,PER22,11
42,PER23,10
42,PER24,11
42,PER25,14
42,PER26,15
42,PER27,15
42,PER28,15
42,PER29,12
42,PER30,12
42,PER31,9
42,PER32,10
42,PER33,11
42,PER34,10
42,PER35,10
42,PER36,11
42,PER37,12
42,PER38,14
42,PER39,16
42,PER40,8
42,PER41,6
42,PER42,4
42,PER43,3
42,PER44,3
42,PER45,2
42,PER46,1
42,PER9,2
43,PER10,302
43,PER11,430
43,PER12,581
43,PER13,741
43,PER14,891
43,PER15,1037
43,PER16,1125
43,PER17,1176
43,PER18,1213
43,PER19,1235
43,PER20,1250
43,PER21,1271
43,PER22,1294
43,PER23,1311
43,PER24,1326
43,PER25,1328
43,PER26,1326
43,PER27,1322
43,PER28,1292
43,PER29,1261
43,PER30,1182
43,PER31,1100
43,PER32,990
43,PER33,827
43,PER34,638
43,PER35,501
43,PER36,378
43,PER37,311
43,PER38,245
43,PER39,209
43,PER40,180
43,PER41,170
43,PER42,150
43,PER43,128
43,PER44,105
43,PER45,87
43,PER46,62
43,PER47,45
43,PER8,96
43,PER9,162
44,PER10,1
44,PER11,1
44,PER12,3
44,PER13,4
44,PER14,8
44,PER15,8
44,PER16,9
44,PER17,10
44,PER18,10
44,PER19,9
44,PER20,10
44,PER21,8
44,PER22,7
44,PER23,9
44,PER24,10
44,PER25,10
44,PER26,9
44,PER27,10
44,PER28,9
44,PER29,9
44,PER30,9
44,PER31,9
44,PER32,7
44,PER33,6
44,PER34,9
44,PER35,18
44,PER36,20
44,PER37,21
44,PER38,18
44,PER39,14
44,PER40,11
44,PER41,7
44,PER42,2
44,PER43,2
44,PER44,1
45,PER10,6
45,PER11,9
45,PER12,11
45,PER13,25
45,PER14,49
45,PER15,66
45,PER16,67
45,PER17,71
45,PER18,73
45,PER19,73
45,PER20,79
45,PER21,75
45,PER22,80
45,PER23,80
45,PER24,78
45,PER25,77
45,PER26,77
45,PER27,74
45,PER28,72
45,PER29,73
45,PER30,62
45,PER31,60
45,PER32,62
45,PER33,57
45,PER34,68
45,PER35,62
45,PER36,62
45,PER37,63
45,PER38,54
45,PER39,50
45,PER40,37
45,PER41,28
45,PER42,21
45,PER43,18
45,PER44,11
45,PER45,7
45,PER46,5
45,PER47,5
45,PER8,1
45,PER9,3
46,PER10,3
46,PER11,4
46,PER12,8
46,PER13,12
46,PER14,21
46,PER15,25
46,PER16,28
46,PER17,22
46,PER18,26
46,PER19,33
46,PER20,43
46,PER21,42
46,PER22,44
46,PER23,42
46,PER24,39
46,PER25,42
46,PER26,40
46,PER27,38
46,PER28,44
46,PER29,36
46,PER30,34
46,PER31,30
46,PER32,34
46,PER33,35
46,PER34,41
46,PER35,50
46,PER36,55
46,PER37,45
46,PER38,48
46,PER39,46
46,PER40,38
46,PER41,18
46,PER42,5
46,PER43,2
46,PER44,7
46,PER45,8
46,PER46,1
46,PER47,1
46,PER8,1
46,PER9,1
47,PER10,2
47,PER11,2
47,PER12,4
47,PER13,6
47,PER14,13
47,PER15,14
47,PER16,16
47,PER17,20
47,PER18,23
47,PER19,20
47,PER20,21
47,PER21,24
47,PER22,25
47,PER23,25
47,PER24,24
47,PER25,23
47,PER26,22
47,PER27,19
47,PER28,25
47,PER29,20
47,PER30,18
47,PER31,18
47,PER32,18
47,PER33,21
47,PER34,14
47,PER35,12
47,PER36,9
47,PER37,11
47,PER38,9
47,PER39,9
47,PER40,6
47,PER41,8
47,PER42,9
47,PER43,9
47,PER44,5
47,PER45,4
47,PER46,4
47,PER47,2
47,PER9,1
48,PER13,2
48,PER14,5
48,PER15,6
48,PER16,6
48,PER17,4
48,PER18,6
48,PER19,7
48,PER20,8
48,PER21,10
48,PER22,10
48,PER23,8
48,PER24,8
48,PER25,7
48,PER26,10
48,PER27,9
48,PER28,6
48,PER29,7
48,PER30,7
48,PER31,7
48,PER32,5
48,PER33,3
48,PER34,4
48,PER35,5
48,PER36,6
48,PER37,6
48,PER38,5
48,PER39,5
48,PER40,4
48,PER41,4
48,PER42,3
48,PER43,2
48,PER44,2
49,PER10,5
49,PER11,7
49,PER12,5
49,PER13,10
49,PER14,29
49,PER15,40
49,PER16,45
49,PER17,49
49,PER18,50
49,PER19,55
49,PER20,59
49,PER21,62
49,PER22,61
49,PER23,59
49,PER24,55
49,PER25,46
49,PER26,49
49,PER27,48
49,PER28,54
49,PER29,47
49,PER30,46
49,PER31,43
49,PER32,41
49,PER33,38
49,PER34,37
49,PER35,39
49,PER36,49
49,PER37,51
49,PER38,41
49,PER39,26
49,PER40,24
49,PER41,20
49,PER42,14
49,PER43,13
49,PER44,8
49,PER45,2
49,PER46,2
49,PER47,2
49,PER8,1
49,PER9,5
50,PER10,4
50,PER11,9
50,PER12,16
50,PER13,21
50,PER14,44
50,PER15,54
50,PER16,57
50,PER17,61
50,PER18,71
50,PER19,78
50,PER20,84
50,PER21,93
50,PER22,98
50,PER23,94
50,PER24,87
50,PER25,82
50,PER26,79
50,PER27,81
50,PER28,87
50,PER29,81
50,PER30,76
50,PER31,77
50,PER32,73
50,PER33,61
50,PER34,49
50,PER35,51
50,PER36,58
50,PER37,61
50,PER38,55
50,PER39,41
50,PER40,33
50,PER41,20
50,PER42,11
50,PER43,16
50,PER44,13
50,PER45,6
50,PER46,6
50,PER47,4
51,PER10,45
51,PER11,65
51,PER12,130
51,PER13,225
51,PER14,343
51,PER15,449
51,PER16,511
51,PER17,550
51,PER18,595
51,PER19,614
51,PER20,650
51,PER21,665
51,PER22,667
51,PER23,658
51,PER24,666
51,PER25,652
51,PER26,613
51,PER27,599
51,PER28,598
51,PER29,571
51,PER30,544
51,PER31,499
51,PER32,462
51,PER33,401
51,PER34,325
51,PER35,277
51,PER36,236
51,PER37,206
51,PER38,164
51,PER39,123
51,PER40,89
51,PER41,77
51,PER42,62
51,PER43,51
51,PER44,39
51,PER45,33
51,PER46,23
51,PER47,13
51,PER8,6
51,PER9,14
52,PER10,8
52,PER11,14
52,PER12,27
52,PER13,47
52,PER14,89
52,PER15,110
52,PER16,126
52,PER17,137
52,PER18,159
52,PER19,164
52,PER20,171
52,PER21,183
52,PER22,185
52,PER23,176
52,PER24,171
52,PER25,167
52,PER26,159
52,PER27,159
52,PER28,149
52,PER29,155
52,PER30,150
52,PER31,141
52,PER32,131
52,PER33,119
52,PER34,101
52,PER35,86
52,PER36,95
52,PER37,83
52,PER38,82
52,PER39,70
52,PER40,48
52,PER41,34
52,PER42,20
52,PER43,15
52,PER44,15
52,PER45,12
52,PER46,9
52,PER47,3
52,PER8,2
52,PER9,4
53,PER10,15
53,PER11,23
53,PER12,72
53,PER13,258
53,PER14,550
53,PER15,685
53,PER16,743
53,PER17,735
53,PER18,735
53,PER19,737
53,PER20,731
53,PER21,731
53,PER22,742
53,PER23,742
53,PER24,739
53,PER25,727
53,PER26,729
53,PER27,721
53,PER28,682
53,PER29,537
53,PER30,377
53,PER31,277
53,PER32,240
53,PER33,201
53,PER34,152
53,PER35,113
53,PER36,103
53,PER37,81
53,PER38,66
53,PER39,55
53,PER40,52
53,PER41,39
53,PER42,26
53,PER43,18
53,PER44,12
53,PER45,8
53,PER46,6
53,PER47,5
53,PER8,3
53,PER9,8
54,PER10,6
54,PER11,6
54,PER12,6
54,PER13,12
54,PER14,18
54,PER15,26
54,PER16,24
54,PER17,28
54,PER18,29
54,PER19,29
54,PER20,33
54,PER21,33
54,PER22,35
54,PER23,41
54,PER24,43
54,PER25,40
54,PER26,42
54,PER27,38
54,PER28,34
54,PER29,36
54,PER30,34
54,PER31,31
54,PER32,37
54,PER33,41
54,PER34,39
54,PER35,36
54,PER36,37
54,PER37,33
54,PER38,35
54,PER39,32
54,PER40,26
54,PER41,16
54,PER42,10
54,PER43,4
54,PER44,2
54,PER8,3
54,PER9,4
55,PER10,2
55,PER11,3
55,PER12,3
55,PER13,3
55,PER14,10
55,PER15,12
55,PER16,15
55,PER17,13
55,PER18,13
55,PER19,18
55,PER20,22
55,PER21,25
55,PER22,26
55,PER23,27
55,PER24,26
55,PER25,21
55,PER26,21
55,PER27,23
55,PER28,19
55,PER29,17
55,PER30,18
55,PER31,20
55,PER32,17
55,PER33,18
55,PER34,15
55,PER35,15
55,PER36,13
55,PER37,10
55,PER38,8
55,PER39,7
55,PER40,6
55,PER41,3
55,PER42,1
55,PER43,3
55,PER44,3
55,PER45,2
55,PER9,2
56,PER10,13
56,PER11,20
56,PER12,44
56,PER13,94
56,PER14,171
56,PER15,219
56,PER16,243
56,PER17,248
56,PER18,250
56,PER19,252
56,PER20,256
56,PER21,253
56,PER22,257
56,PER23,262
56,PER24,261
56,PER25,258
56,PER26,250
56,PER27,249
56,PER28,232
56,PER29,192
56,PER30,155
56,PER31,123
56,PER32,101
56,PER33,81
56,PER34,68
56,PER35,60
56,PER36,40
56,PER37,37
56,PER38,29
56,PER39,19
56,PER40,18
56,PER41,14
56,PER42,15
56,PER43,13
56,PER44,10
56,PER45,8
56,PER46,5
56,PER47,2
56,PER8,2
56,PER9,3
57,PER14,1
57,PER15,1
57,PER16,1
57,PER17,1
57,PER18,2
57,PER19,2
57,PER20,2
57,PER21,3
57,PER22,2
57,PER23,2
57,PER24,2
57,PER25,3
57,PER26,4
57,PER27,3
57,PER28,3
57,PER29,3
57,PER30,4
57,PER31,4
57,PER32,4
57,PER33,3
57,PER34,3
57,PER35,4
57,PER36,4
57,PER37,3
57,PER38,3
57,PER39,3
57,PER40,2
58,PER10,5
58,PER11,12
58,PER12,21
58,PER13,27
58,PER14,65
58,PER15,97
58,PER16,113
58,PER17,125
58,PER18,132
58,PER19,135
58,PER20,145
58,PER21,150
58,PER22,149
58,PER23,153
58,PER24,150
58,PER25,143
58,PER26,138
58,PER27,131
58,PER28,123
58,PER29,119
58,PER30,109
58,PER31,95
58,PER32,88
58,PER33,87
58,PER34,72
58,PER35,60
58,PER36,44
58,PER37,47
58,PER38,36
58,PER39,35
58,PER40,34
58,PER41,25
58,PER42,19
58,PER43,15
58,PER44,13
