ZONE,COUNTY,TRIP MODE,QUANTITY
7,Fulton,BIKE,15
7,Fulton,DRIVEALONEFREE,3032
7,Fulton,KNR_ALLTRN,2
7,Fulton,PNR_ALLTRN,3
7,Fulton,PNR_PRMTRN,8
7,Fulton,SCHOOL_BUS,183
7,Fulton,SHARED2FREE,1515
7,Fulton,SHARED3FREE,882
7,Fulton,TOTAL,5832
7,Fulton,WALK,192
8,Fulton,BIKE,3
8,Fulton,DRIVEALONEFREE,1072
8,Fulton,KNR_ALLTRN,1
8,Fulton,KNR_PRMTRN,4
8,Fulton,PNR_ALLTRN,1
8,Fulton,PNR_PRMTRN,4
8,Fulton,SCHOOL_BUS,113
8,Fulton,SHARED2FREE,490
8,Fulton,SHARED3FREE,369
8,Fulton,TOTAL,2098
8,Fulton,WALK,39
8,Fulton,WALK_ALLTRN,2
9,Fulton,BIKE,6
9,Fulton,DRIVEALONEFREE,664
9,Fulton,KNR_ALLTRN,3
9,Fulton,KNR_PRMTRN,1
9,Fulton,PNR_ALLTRN,1
9,Fulton,PNR_PRMTRN,6
9,Fulton,SCHOOL_BUS,74
9,Fulton,SHARED2FREE,325
9,Fulton,SHARED3FREE,204
9,Fulton,TOTAL,1301
9,Fulton,WALK,17
10,Fulton,BIKE,8
10,Fulton,DRIVEALONEFREE,1518
10,Fulton,PNR_PRMTRN,1
10,Fulton,SCHOOL_BUS,372
10,Fulton,SHARED2FREE,938
10,Fulton,SHARED3FREE,737
10,Fulton,TOTAL,3646
10,Fulton,WALK,72
11,Fulton,BIKE,1
11,Fulton,DRIVEALONEFREE,436
11,Fulton,SCHOOL_BUS,26
11,Fulton,SHARED2FREE,193
11,Fulton,SHARED3FREE,142
11,Fulton,TOTAL,804
11,Fulton,WALK,6
12,Fulton,BIKE,4
12,Fulton,DRIVEALONEFREE,216
12,Fulton,SCHOOL_BUS,10
12,Fulton,SHARED2FREE,83
12,Fulton,SHARED3FREE,45
12,Fulton,TOTAL,359
12,Fulton,WALK,1
13,Fulton,BIKE,17
13,Fulton,DRIVEALONEFREE,2889
13,Fulton,KNR_ALLTRN,6
13,Fulton,KNR_PRMTRN,7
13,Fulton,PNR_ALLTRN,2
13,Fulton,PNR_PRMTRN,14
13,Fulton,SCHOOL_BUS,403
13,Fulton,SHARED2FREE,1658
13,Fulton,SHARED3FREE,1255
13,Fulton,TOTAL,6441
13,Fulton,WALK,190
14,Fulton,BIKE,14
14,Fulton,DRIVEALONEFREE,2270
14,Fulton,SCHOOL_BUS,2
14,Fulton,SHARED2FREE,919
14,Fulton,SHARED3FREE,552
14,Fulton,TOTAL,3881
14,Fulton,WALK,124
15,Fulton,DRIVEALONEFREE,333
15,Fulton,PNR_ALLTRN,1
15,Fulton,PNR_PRMTRN,1
15,Fulton,SCHOOL_BUS,36
15,Fulton,SHARED2FREE,150
15,Fulton,SHARED3FREE,133
15,Fulton,TOTAL,661
15,Fulton,WALK,7
16,Fulton,BIKE,8
16,Fulton,DRIVEALONEFREE,1019
16,Fulton,KNR_ALLTRN,5
16,Fulton,KNR_PRMTRN,1
16,Fulton,PNR_ALLTRN,1
16,Fulton,PNR_PRMTRN,5
16,Fulton,SCHOOL_BUS,85
16,Fulton,SHARED2FREE,473
16,Fulton,SHARED3FREE,264
16,Fulton,TOTAL,1894
16,Fulton,WALK,33
17,Fulton,BIKE,3
17,Fulton,DRIVEALONEFREE,918
17,Fulton,KNR_ALLTRN,2
17,Fulton,KNR_PRMTRN,1
17,Fulton,PNR_ALLTRN,1
17,Fulton,PNR_PRMTRN,1
17,Fulton,SCHOOL_BUS,153
17,Fulton,SHARED2FREE,540
17,Fulton,SHARED3FREE,390
17,Fulton,TOTAL,2036
17,Fulton,WALK,27
18,Fulton,BIKE,3
18,Fulton,DRIVEALONEFREE,996
18,Fulton,KNR_PRMTRN,1
18,Fulton,PNR_PRMTRN,6
18,Fulton,SCHOOL_BUS,230
18,Fulton,SHARED2FREE,574
18,Fulton,SHARED3FREE,500
18,Fulton,TOTAL,2336
18,Fulton,WALK,26
19,Fulton,BIKE,1
19,Fulton,DRIVEALONEFREE,642
19,Fulton,KNR_ALLTRN,1
19,Fulton,KNR_PRMTRN,2
19,Fulton,PNR_ALLTRN,1
19,Fulton,PNR_PRMTRN,1
19,Fulton,SCHOOL_BUS,73
19,Fulton,SHARED2FREE,316
19,Fulton,SHARED3FREE,224
19,Fulton,TOTAL,1278
19,Fulton,WALK,17
20,Fulton,BIKE,5
20,Fulton,DRIVEALONEFREE,656
20,Fulton,KNR_ALLTRN,2
20,Fulton,SCHOOL_BUS,23
20,Fulton,SHARED2FREE,288
20,Fulton,SHARED3FREE,243
20,Fulton,TOTAL,1225
20,Fulton,WALK,8
21,Fulton,BIKE,1
21,Fulton,DRIVEALONEFREE,388
21,Fulton,KNR_ALLTRN,3
21,Fulton,KNR_PRMTRN,2
21,Fulton,SCHOOL_BUS,54
21,Fulton,SHARED2FREE,202
21,Fulton,SHARED3FREE,161
21,Fulton,TOTAL,814
21,Fulton,WALK,3
22,Fulton,BIKE,2
22,Fulton,DRIVEALONEFREE,544
22,Fulton,KNR_ALLTRN,1
22,Fulton,KNR_PRMTRN,1
22,Fulton,PNR_PRMTRN,1
22,Fulton,SCHOOL_BUS,56
22,Fulton,SHARED2FREE,285
22,Fulton,SHARED3FREE,200
22,Fulton,TOTAL,1096
22,Fulton,WALK,6
23,Fulton,DRIVEALONEFREE,160
23,Fulton,SCHOOL_BUS,3
23,Fulton,SHARED2FREE,75
23,Fulton,SHARED3FREE,50
23,Fulton,TOTAL,288
24,Fulton,BIKE,1
24,Fulton,DRIVEALONEFREE,122
24,Fulton,SCHOOL_BUS,2
24,Fulton,SHARED2FREE,35
24,Fulton,SHARED3FREE,25
24,Fulton,TOTAL,187
24,Fulton,WALK,2
25,Fulton,BIKE,7
25,Fulton,DRIVEALONEFREE,1338
25,Fulton,KNR_PRMTRN,3
25,Fulton,SCHOOL_BUS,52
25,Fulton,SHARED2FREE,768
25,Fulton,SHARED3FREE,427
25,Fulton,TOTAL,2655
25,Fulton,WALK,60
26,Fulton,BIKE,15
26,Fulton,DRIVEALONEFREE,1999
26,Fulton,KNR_ALLTRN,7
26,Fulton,KNR_PRMTRN,9
26,Fulton,PNR_ALLTRN,3
26,Fulton,PNR_PRMTRN,6
26,Fulton,SCHOOL_BUS,228
26,Fulton,SHARED2FREE,1164
26,Fulton,SHARED3FREE,988
26,Fulton,TOTAL,4525
26,Fulton,WALK,106
27,Fulton,BIKE,3
27,Fulton,DRIVEALONEFREE,839
27,Fulton,KNR_ALLTRN,3
27,Fulton,KNR_PRMTRN,3
27,Fulton,PNR_ALLTRN,1
27,Fulton,SCHOOL_BUS,111
27,Fulton,SHARED2FREE,460
27,Fulton,SHARED3FREE,350
27,Fulton,TOTAL,1795
27,Fulton,WALK,25
28,Fulton,BIKE,1
28,Fulton,DRIVEALONEFREE,1045
28,Fulton,KNR_ALLTRN,1
28,Fulton,KNR_PRMTRN,6
28,Fulton,SCHOOL_BUS,251
28,Fulton,SHARED2FREE,581
28,Fulton,SHARED3FREE,467
28,Fulton,TOTAL,2374
28,Fulton,WALK,22
29,Fulton,BIKE,2
29,Fulton,DRIVEALONEFREE,83
29,Fulton,KNR_ALLTRN,1
29,Fulton,PNR_PRMTRN,1
29,Fulton,SCHOOL_BUS,3
29,Fulton,SHARED2FREE,35
29,Fulton,SHARED3FREE,28
29,Fulton,TOTAL,155
29,Fulton,WALK,2
30,Fulton,BIKE,2
30,Fulton,DRIVEALONEFREE,1419
30,Fulton,KNR_ALLTRN,4
30,Fulton,KNR_PRMTRN,2
30,Fulton,PNR_ALLTRN,1
30,Fulton,PNR_PRMTRN,1
30,Fulton,SCHOOL_BUS,206
30,Fulton,SHARED2FREE,800
30,Fulton,SHARED3FREE,572
30,Fulton,TOTAL,3065
30,Fulton,WALK,58
31,Fulton,BIKE,2
31,Fulton,DRIVEALONEFREE,604
31,Fulton,KNR_ALLTRN,1
31,Fulton,KNR_PRMTRN,5
31,Fulton,SCHOOL_BUS,47
31,Fulton,SHARED2FREE,306
31,Fulton,SHARED3FREE,181
31,Fulton,TOTAL,1175
31,Fulton,WALK,29
32,Fulton,BIKE,4
32,Fulton,DRIVEALONEFREE,1582
32,Fulton,KNR_ALLTRN,2
32,Fulton,KNR_PRMTRN,3
32,Fulton,PNR_PRMTRN,1
32,Fulton,SCHOOL_BUS,151
32,Fulton,SHARED2FREE,716
32,Fulton,SHARED3FREE,468
32,Fulton,TOTAL,2965
32,Fulton,WALK,38
33,Fulton,BIKE,1
33,Fulton,DRIVEALONEFREE,490
33,Fulton,KNR_ALLTRN,1
33,Fulton,KNR_PRMTRN,2
33,Fulton,PNR_ALLTRN,1
33,Fulton,PNR_PRMTRN,1
33,Fulton,SCHOOL_BUS,38
33,Fulton,SHARED2FREE,233
33,Fulton,SHARED3FREE,168
33,Fulton,TOTAL,947
33,Fulton,WALK,12
34,Fulton,BIKE,3
34,Fulton,DRIVEALONEFREE,777
34,Fulton,KNR_PRMTRN,2
34,Fulton,SCHOOL_BUS,77
34,Fulton,SHARED2FREE,341
34,Fulton,SHARED3FREE,243
34,Fulton,TOTAL,1455
34,Fulton,WALK,12
35,Fulton,BIKE,4
35,Fulton,DRIVEALONEFREE,695
35,Fulton,KNR_ALLTRN,2
35,Fulton,KNR_PRMTRN,4
35,Fulton,PNR_ALLTRN,1
35,Fulton,PNR_PRMTRN,3
35,Fulton,SCHOOL_BUS,65
35,Fulton,SHARED2FREE,368
35,Fulton,SHARED3FREE,222
35,Fulton,TOTAL,1369
35,Fulton,WALK,5
36,Fulton,DRIVEALONEFREE,732
36,Fulton,KNR_ALLTRN,1
36,Fulton,KNR_PRMTRN,3
36,Fulton,SCHOOL_BUS,75
36,Fulton,SHARED2FREE,379
36,Fulton,SHARED3FREE,272
36,Fulton,TOTAL,1471
36,Fulton,WALK,9
37,Fulton,BIKE,1
37,Fulton,DRIVEALONEFREE,159
37,Fulton,KNR_PRMTRN,1
37,Fulton,SCHOOL_BUS,11
37,Fulton,SHARED2FREE,62
37,Fulton,SHARED3FREE,47
37,Fulton,TOTAL,281
38,Fulton,BIKE,2
38,Fulton,DRIVEALONEFREE,1467
38,Fulton,KNR_ALLTRN,1
38,Fulton,KNR_PRMTRN,3
38,Fulton,PNR_PRMTRN,1
38,Fulton,SCHOOL_BUS,157
38,Fulton,SHARED2FREE,728
38,Fulton,SHARED3FREE,488
38,Fulton,TOTAL,2883
38,Fulton,WALK,36
39,Fulton,BIKE,22
39,Fulton,DRIVEALONEFREE,3027
39,Fulton,KNR_ALLTRN,3
39,Fulton,KNR_PRMTRN,8
39,Fulton,PNR_ALLTRN,1
39,Fulton,PNR_PRMTRN,5
39,Fulton,SCHOOL_BUS,143
39,Fulton,SHARED2FREE,1388
39,Fulton,SHARED3FREE,809
39,Fulton,TOTAL,5499
39,Fulton,WALK,93
40,Fulton,BIKE,7
40,Fulton,DRIVEALONEFREE,1001
40,Fulton,KNR_PRMTRN,3
40,Fulton,PNR_PRMTRN,2
40,Fulton,SCHOOL_BUS,69
40,Fulton,SHARED2FREE,494
40,Fulton,SHARED3FREE,342
40,Fulton,TOTAL,1924
40,Fulton,WALK,6
41,Fulton,BIKE,26
41,Fulton,DRIVEALONEFREE,4180
41,Fulton,KNR_ALLTRN,5
41,Fulton,KNR_PRMTRN,7
41,Fulton,PNR_PRMTRN,13
41,Fulton,SCHOOL_BUS,397
41,Fulton,SHARED2FREE,1832
41,Fulton,SHARED3FREE,1181
41,Fulton,TOTAL,8049
41,Fulton,WALK,396
41,Fulton,WALK_ALLTRN,4
41,Fulton,WALK_PRMTRN,8
42,Fulton,BIKE,9
42,Fulton,DRIVEALONEFREE,1218
42,Fulton,KNR_ALLTRN,3
42,Fulton,SCHOOL_BUS,28
42,Fulton,SHARED2FREE,349
42,Fulton,SHARED3FREE,180
42,Fulton,TOTAL,1915
42,Fulton,WALK,122
42,Fulton,WALK_ALLTRN,6
43,Fulton,BIKE,6
43,Fulton,DRIVEALONEFREE,1156
43,Fulton,KNR_ALLTRN,5
43,Fulton,SCHOOL_BUS,32
43,Fulton,SHARED2FREE,464
43,Fulton,SHARED3FREE,284
43,Fulton,TOTAL,2050
43,Fulton,WALK,89
43,Fulton,WALK_ALLTRN,13
43,Fulton,WALK_PRMTRN,1
44,Fulton,BIKE,6
44,Fulton,DRIVEALONEFREE,1127
44,Fulton,KNR_ALLTRN,1
44,Fulton,KNR_PRMTRN,2
44,Fulton,PNR_PRMTRN,1
44,Fulton,SCHOOL_BUS,193
44,Fulton,SHARED2FREE,501
44,Fulton,SHARED3FREE,348
44,Fulton,TOTAL,2235
44,Fulton,WALK,54
44,Fulton,WALK_PRMTRN,2
45,Fulton,BIKE,15
45,Fulton,DRIVEALONEFREE,2891
45,Fulton,KNR_ALLTRN,13
45,Fulton,KNR_PRMTRN,5
45,Fulton,PNR_PRMTRN,11
45,Fulton,SCHOOL_BUS,343
45,Fulton,SHARED2FREE,1331
45,Fulton,SHARED3FREE,885
45,Fulton,TOTAL,5663
45,Fulton,WALK,136
45,Fulton,WALK_ALLTRN,33
46,Fulton,BIKE,6
46,Fulton,DRIVEALONEFREE,945
46,Fulton,KNR_ALLTRN,2
46,Fulton,KNR_PRMTRN,1
46,Fulton,PNR_PRMTRN,4
46,Fulton,SCHOOL_BUS,42
46,Fulton,SHARED2FREE,281
46,Fulton,SHARED3FREE,148
46,Fulton,TOTAL,1466
46,Fulton,WALK,27
46,Fulton,WALK_ALLTRN,10
47,Fulton,BIKE,4
47,Fulton,DRIVEALONEFREE,845
47,Fulton,KNR_ALLTRN,3
47,Fulton,PNR_PRMTRN,1
47,Fulton,SHARED2FREE,253
47,Fulton,SHARED3FREE,173
47,Fulton,TOTAL,1330
47,Fulton,WALK,40
47,Fulton,WALK_ALLTRN,11
48,Fulton,BIKE,13
48,Fulton,DRIVEALONEFREE,2131
48,Fulton,KNR_ALLTRN,4
48,Fulton,KNR_PRMTRN,6
48,Fulton,PNR_ALLTRN,4
48,Fulton,PNR_PRMTRN,15
48,Fulton,SCHOOL_BUS,202
48,Fulton,SHARED2FREE,1030
48,Fulton,SHARED3FREE,652
48,Fulton,TOTAL,4104
48,Fulton,WALK,41
48,Fulton,WALK_ALLTRN,6
49,Fulton,BIKE,2
49,Fulton,DRIVEALONEFREE,237
49,Fulton,KNR_PRMTRN,1
49,Fulton,SCHOOL_BUS,22
49,Fulton,SHARED2FREE,102
49,Fulton,SHARED3FREE,82
49,Fulton,TOTAL,447
49,Fulton,WALK,1
50,Fulton,BIKE,9
50,Fulton,DRIVEALONEFREE,951
50,Fulton,KNR_ALLTRN,6
50,Fulton,KNR_PRMTRN,4
50,Fulton,PNR_PRMTRN,12
50,Fulton,SCHOOL_BUS,94
50,Fulton,SHARED2FREE,426
50,Fulton,SHARED3FREE,263
50,Fulton,TOTAL,1776
50,Fulton,WALK,10
50,Fulton,WALK_ALLTRN,1
51,Fulton,BIKE,1
51,Fulton,DRIVEALONEFREE,370
51,Fulton,KNR_ALLTRN,1
51,Fulton,PNR_ALLTRN,1
51,Fulton,PNR_PRMTRN,2
51,Fulton,SCHOOL_BUS,19
51,Fulton,SHARED2FREE,133
51,Fulton,SHARED3FREE,78
51,Fulton,TOTAL,613
51,Fulton,WALK,8
52,Fulton,BIKE,44
52,Fulton,DRIVEALONEFREE,4410
52,Fulton,KNR_ALLTRN,5
52,Fulton,KNR_PRMTRN,4
52,Fulton,PNR_ALLTRN,3
52,Fulton,PNR_PRMTRN,18
52,Fulton,SCHOOL_BUS,773
52,Fulton,SHARED2FREE,2488
52,Fulton,SHARED3FREE,2011
52,Fulton,TOTAL,10041
52,Fulton,WALK,271
52,Fulton,WALK_ALLTRN,14
53,Fulton,BIKE,35
53,Fulton,DRIVEALONEFREE,4209
53,Fulton,KNR_ALLTRN,12
53,Fulton,KNR_PRMTRN,4
53,Fulton,PNR_ALLTRN,3
53,Fulton,PNR_PRMTRN,33
53,Fulton,SCHOOL_BUS,268
53,Fulton,SHARED2FREE,1894
53,Fulton,SHARED3FREE,1229
53,Fulton,TOTAL,8007
53,Fulton,WALK,258
53,Fulton,WALK_ALLTRN,62
54,Fulton,BIKE,29
54,Fulton,DRIVEALONEFREE,4316
54,Fulton,KNR_ALLTRN,18
54,Fulton,PNR_ALLTRN,2
54,Fulton,SCHOOL_BUS,87
54,Fulton,SHARED2FREE,1856
54,Fulton,SHARED3FREE,1266
54,Fulton,TOTAL,7879
54,Fulton,WALK,269
54,Fulton,WALK_ALLTRN,36
55,Fulton,BIKE,46
55,Fulton,DRIVEALONEFREE,3639
55,Fulton,KNR_ALLTRN,10
55,Fulton,KNR_PRMTRN,4
55,Fulton,PNR_ALLTRN,2
55,Fulton,PNR_PRMTRN,22
55,Fulton,SCHOOL_BUS,198
55,Fulton,SHARED2FREE,1400
55,Fulton,SHARED3FREE,851
55,Fulton,TOTAL,6474
55,Fulton,WALK,274
55,Fulton,WALK_ALLTRN,28
56,Fulton,BIKE,14
56,Fulton,DRIVEALONEFREE,3051
56,Fulton,KNR_ALLTRN,4
56,Fulton,KNR_PRMTRN,2
56,Fulton,PNR_PRMTRN,9
56,Fulton,SCHOOL_BUS,160
56,Fulton,SHARED2FREE,1055
56,Fulton,SHARED3FREE,758
56,Fulton,TOTAL,5317
56,Fulton,WALK,220
56,Fulton,WALK_ALLTRN,44
57,Fulton,BIKE,12
57,Fulton,DRIVEALONEFREE,1756
57,Fulton,KNR_ALLTRN,7
57,Fulton,PNR_PRMTRN,1
57,Fulton,SCHOOL_BUS,4
57,Fulton,SHARED2FREE,626
57,Fulton,SHARED3FREE,366
57,Fulton,TOTAL,2857
57,Fulton,WALK,78
57,Fulton,WALK_ALLTRN,7
58,Fulton,BIKE,62
58,Fulton,DRIVEALONEFREE,8196
58,Fulton,KNR_ALLTRN,12
58,Fulton,KNR_PRMTRN,3
58,Fulton,PNR_ALLTRN,2
58,Fulton,PNR_PRMTRN,10
58,Fulton,SCHOOL_BUS,138
58,Fulton,SHARED2FREE,2316
58,Fulton,SHARED3FREE,1335
58,Fulton,TOTAL,12544
58,Fulton,WALK,455
58,Fulton,WALK_ALLTRN,15
59,Fulton,BIKE,44
59,Fulton,DRIVEALONEFREE,7085
59,Fulton,KNR_ALLTRN,34
59,Fulton,PNR_ALLTRN,5
59,Fulton,SHARED2FREE,2186
59,Fulton,SHARED3FREE,1378
59,Fulton,TOTAL,11178
59,Fulton,WALK,384
59,Fulton,WALK_ALLTRN,62
60,Fulton,BIKE,12
60,Fulton,DRIVEALONEFREE,2568
60,Fulton,KNR_ALLTRN,9
60,Fulton,PNR_ALLTRN,1
60,Fulton,SCHOOL_BUS,1
60,Fulton,SHARED2FREE,844
60,Fulton,SHARED3FREE,515
60,Fulton,TOTAL,4147
60,Fulton,WALK,170
60,Fulton,WALK_ALLTRN,27
61,Fulton,BIKE,92
61,Fulton,DRIVEALONEFREE,10996
61,Fulton,KNR_ALLTRN,11
61,Fulton,KNR_PRMTRN,3
61,Fulton,PNR_ALLTRN,8
61,Fulton,PNR_PRMTRN,19
61,Fulton,SCHOOL_BUS,378
61,Fulton,SHARED2FREE,2827
61,Fulton,SHARED3FREE,1727
61,Fulton,TOTAL,16932
61,Fulton,WALK,830
61,Fulton,WALK_ALLTRN,41
62,Fulton,BIKE,19
62,Fulton,DRIVEALONEFREE,3001
62,Fulton,KNR_ALLTRN,8
62,Fulton,KNR_PRMTRN,4
62,Fulton,PNR_ALLTRN,2
62,Fulton,PNR_PRMTRN,19
62,Fulton,SCHOOL_BUS,124
62,Fulton,SHARED2FREE,964
62,Fulton,SHARED3FREE,611
62,Fulton,TOTAL,5048
62,Fulton,WALK,222
62,Fulton,WALK_ALLTRN,74
63,Fulton,BIKE,25
63,Fulton,DRIVEALONEFREE,2516
63,Fulton,KNR_ALLTRN,2
63,Fulton,PNR_ALLTRN,3
63,Fulton,PNR_PRMTRN,10
63,Fulton,SCHOOL_BUS,66
63,Fulton,SHARED2FREE,559
63,Fulton,SHARED3FREE,301
63,Fulton,TOTAL,3711
63,Fulton,WALK,193
63,Fulton,WALK_ALLTRN,35
63,Fulton,WALK_PRMTRN,1
64,Fulton,BIKE,9
64,Fulton,DRIVEALONEFREE,1466
64,Fulton,KNR_ALLTRN,4
64,Fulton,PNR_ALLTRN,1
64,Fulton,SCHOOL_BUS,12
64,Fulton,SHARED2FREE,494
64,Fulton,SHARED3FREE,324
64,Fulton,TOTAL,2432
64,Fulton,WALK,107
64,Fulton,WALK_ALLTRN,15
65,Fulton,BIKE,4
65,Fulton,DRIVEALONEFREE,489
65,Fulton,KNR_ALLTRN,2
65,Fulton,SCHOOL_BUS,5
65,Fulton,SHARED2FREE,156
65,Fulton,SHARED3FREE,102
65,Fulton,TOTAL,792
65,Fulton,WALK,28
65,Fulton,WALK_ALLTRN,6
66,Fulton,BIKE,28
66,Fulton,DRIVEALONEFREE,2064
66,Fulton,KNR_ALLTRN,7
66,Fulton,KNR_PRMTRN,1
66,Fulton,PNR_ALLTRN,1
66,Fulton,PNR_PRMTRN,10
66,Fulton,SCHOOL_BUS,261
66,Fulton,SHARED2FREE,1054
66,Fulton,SHARED3FREE,829
66,Fulton,TOTAL,4497
66,Fulton,WALK,158
66,Fulton,WALK_ALLTRN,84
67,Fulton,BIKE,24
67,Fulton,DRIVEALONEFREE,3067
67,Fulton,KNR_ALLTRN,21
67,Fulton,PNR_ALLTRN,3
67,Fulton,SCHOOL_BUS,2
67,Fulton,SHARED2FREE,1232
67,Fulton,SHARED3FREE,675
67,Fulton,TOTAL,5259
67,Fulton,WALK,194
67,Fulton,WALK_ALLTRN,41
68,Fulton,BIKE,38
68,Fulton,DRIVEALONEFREE,5392
68,Fulton,KNR_ALLTRN,30
68,Fulton,PNR_ALLTRN,8
68,Fulton,PNR_PRMTRN,3
68,Fulton,SCHOOL_BUS,44
68,Fulton,SHARED2FREE,2059
68,Fulton,SHARED3FREE,1308
68,Fulton,TOTAL,9423
68,Fulton,WALK,414
68,Fulton,WALK_ALLTRN,127
69,Fulton,BIKE,78
69,Fulton,DRIVEALONEFREE,13618
69,Fulton,KNR_ALLTRN,83
69,Fulton,PNR_ALLTRN,20
69,Fulton,SCHOOL_BUS,3
69,Fulton,SHARED2FREE,4493
69,Fulton,SHARED3FREE,2527
69,Fulton,TOTAL,21964
69,Fulton,WALK,905
69,Fulton,WALK_ALLTRN,237
70,Fulton,BIKE,34
70,Fulton,DRIVEALONEFREE,6055
70,Fulton,KNR_ALLTRN,46
70,Fulton,KNR_PRMTRN,9
70,Fulton,PNR_ALLTRN,6
70,Fulton,PNR_PRMTRN,7
70,Fulton,SCHOOL_BUS,35
70,Fulton,SHARED2FREE,1807
70,Fulton,SHARED3FREE,1045
70,Fulton,TOTAL,9411
70,Fulton,WALK,330
70,Fulton,WALK_ALLTRN,36
70,Fulton,WALK_PRMTRN,1
71,Fulton,BIKE,27
71,Fulton,DRIVEALONEFREE,5407
71,Fulton,KNR_ALLTRN,14
71,Fulton,PNR_ALLTRN,5
71,Fulton,PNR_PRMTRN,17
71,Fulton,SCHOOL_BUS,82
71,Fulton,SHARED2FREE,1379
71,Fulton,SHARED3FREE,759
71,Fulton,TOTAL,8188
71,Fulton,WALK,440
71,Fulton,WALK_ALLTRN,58
72,Fulton,BIKE,12
72,Fulton,DRIVEALONEFREE,1590
72,Fulton,KNR_ALLTRN,4
72,Fulton,KNR_PRMTRN,5
72,Fulton,PNR_ALLTRN,2
72,Fulton,PNR_PRMTRN,18
72,Fulton,SCHOOL_BUS,68
72,Fulton,SHARED2FREE,581
72,Fulton,SHARED3FREE,346
72,Fulton,TOTAL,2728
72,Fulton,WALK,91
72,Fulton,WALK_ALLTRN,7
72,Fulton,WALK_PRMTRN,4
73,Fulton,BIKE,14
73,Fulton,DRIVEALONEFREE,1897
73,Fulton,KNR_ALLTRN,8
73,Fulton,KNR_PRMTRN,7
73,Fulton,PNR_PRMTRN,23
73,Fulton,SCHOOL_BUS,123
73,Fulton,SHARED2FREE,747
73,Fulton,SHARED3FREE,429
73,Fulton,TOTAL,3454
73,Fulton,WALK,151
73,Fulton,WALK_ALLTRN,54
73,Fulton,WALK_PRMTRN,1
74,Fulton,BIKE,26
74,Fulton,DRIVEALONEFREE,1935
74,Fulton,KNR_ALLTRN,13
74,Fulton,PNR_ALLTRN,2
74,Fulton,SHARED2FREE,505
74,Fulton,SHARED3FREE,196
74,Fulton,TOTAL,2808
74,Fulton,WALK,108
74,Fulton,WALK_ALLTRN,23
75,Fulton,BIKE,24
75,Fulton,DRIVEALONEFREE,3535
75,Fulton,KNR_ALLTRN,14
75,Fulton,KNR_PRMTRN,13
75,Fulton,PNR_ALLTRN,2
75,Fulton,PNR_PRMTRN,15
75,Fulton,SCHOOL_BUS,277
75,Fulton,SHARED2FREE,1523
75,Fulton,SHARED3FREE,1000
75,Fulton,TOTAL,6757
75,Fulton,WALK,325
75,Fulton,WALK_ALLTRN,29
76,Fulton,BIKE,22
76,Fulton,DRIVEALONEFREE,3881
76,Fulton,KNR_ALLTRN,1
76,Fulton,KNR_PRMTRN,10
76,Fulton,PNR_ALLTRN,1
76,Fulton,PNR_PRMTRN,5
76,Fulton,SHARED2FREE,1035
76,Fulton,SHARED3FREE,642
76,Fulton,TOTAL,5822
76,Fulton,WALK,208
76,Fulton,WALK_ALLTRN,10
76,Fulton,WALK_PRMTRN,7
77,Fulton,BIKE,86
