FROM,TO,Travel Time Savings
HappyValley,ClarkCounty,730.3419394039751
HappyValley,ColumbiaCounty,106.34288675405064
HappyValley,Damascus,-583.6547891834105
HappyValley,External,0.0
HappyValley,FairviewtoWoodVillagetoTroutdale,-1278.1923706410848
HappyValley,ForestGrove,685.3141077293852
HappyValley,Gateway,5731.335305425611
HappyValley,Gresham,-3679.878537406565
HappyValley,HappyValley,979.0219093145239
HappyValley,Hillsboro,6488.187429596595
HappyValley,Lents,6922.503656508356
HappyValley,MilwaukietoLakeOswego,4671.261258498421
HappyValley,PortlandCentralCity,54852.62080012103
HappyValley,Rivergate,1240.2104612731587
HappyValley,SherwoodtoNewberg,946.3563183610828
HappyValley,Tigard,5392.351126872817
HappyValley,Tualatin,2981.3232076053228
HappyValley,Vancouver,348.0402727369125
HappyValley,WestLinntoOregonCity,3611.9577466793125
HappyValley,WillametteValley,209.16928766551044
HappyValley,Wilsonville,1455.7115887803573
Hillsboro,Beaverton,10674.149939806935
Hillsboro,Clackamas,2899.458964796199
Hillsboro,ClarkCounty,4204.186294286422
Hillsboro,ColumbiaCounty,124.93261069027595
Hillsboro,Damascus,783.342903989639
Hillsboro,External,0.0
Hillsboro,FairviewtoWoodVillagetoTroutdale,4529.576417850669
Hillsboro,ForestGrove,-9.364924091199759
Hillsboro,Gateway,8515.221354063242
Hillsboro,Gresham,3918.093325176521
Hillsboro,HappyValley,996.0999366344772
Hillsboro,Hillsboro,1745.598745735418
Hillsboro,Lents,7825.904260686333
Hillsboro,MilwaukietoLakeOswego,3233.5134250632573
Hillsboro,PortlandCentralCity,52494.3982376166
Hillsboro,Rivergate,5530.346194319812
Hillsboro,SherwoodtoNewberg,102.94363184958435
Hillsboro,Tigard,4668.682417585299
Hillsboro,Tualatin,1149.7760827004474
Hillsboro,Vancouver,4436.623068594658
Hillsboro,WestLinntoOregonCity,1523.6558240419452
Hillsboro,WillametteValley,179.46227400551098
Hillsboro,Wilsonville,881.2653099057843
Lents,Beaverton,54300.376714386846
Lents,Clackamas,24636.78211578365
Lents,ClarkCounty,1973.571461575662
Lents,ColumbiaCounty,214.1148265675025
Lents,Damascus,2343.626328028089
Lents,External,0.0
Lents,FairviewtoWoodVillagetoTroutdale,81874.66956638018
Lents,ForestGrove,1884.0521327746292
Lents,Gateway,78434.18470688841
Lents,Gresham,105912.4257384709
Lents,HappyValley,1900.6302878068645
Lents,Hillsboro,20005.79094345175
Lents,Lents,60424.14338059608
Lents,MilwaukietoLakeOswego,52912.34905717874
Lents,PortlandCentralCity,1501124.6092756847
Lents,Rivergate,8077.594724998192
Lents,SherwoodtoNewberg,1915.277470950483
Lents,Tigard,35672.57974876776
Lents,Tualatin,10734.584019841568
Lents,Vancouver,7116.1797027240555
Lents,WestLinntoOregonCity,7191.491435910384
Lents,WillametteValley,380.4092697703009
Lents,Wilsonville,3269.7542900528333
MilwaukietoLakeOswego,Beaverton,22168.45237983297
MilwaukietoLakeOswego,Clackamas,2968.4826669955705
MilwaukietoLakeOswego,ClarkCounty,2547.813698567329
MilwaukietoLakeOswego,ColumbiaCounty,178.1280245352115
MilwaukietoLakeOswego,Damascus,990.3714097477658
MilwaukietoLakeOswego,External,0.0
MilwaukietoLakeOswego,FairviewtoWoodVillagetoTroutdale,22542.733170583262
MilwaukietoLakeOswego,ForestGrove,832.8641682413437
MilwaukietoLakeOswego,Gateway,24953.228798011347
MilwaukietoLakeOswego,Gresham,23119.569088507775
MilwaukietoLakeOswego,HappyValley,1419.1973103832288
MilwaukietoLakeOswego,Hillsboro,11094.392077008479
MilwaukietoLakeOswego,Lents,23912.027318923847
MilwaukietoLakeOswego,MilwaukietoLakeOswego,2761.7793051958533
MilwaukietoLakeOswego,PortlandCentralCity,85217.49130754535
MilwaukietoLakeOswego,Rivergate,8404.043064381394
MilwaukietoLakeOswego,SherwoodtoNewberg,1149.988536850327
MilwaukietoLakeOswego,Tigard,5306.8492352036465
MilwaukietoLakeOswego,Tualatin,493.5646590841278
MilwaukietoLakeOswego,Vancouver,4008.582551762005
MilwaukietoLakeOswego,WestLinntoOregonCity,4493.859559252338
MilwaukietoLakeOswego,WillametteValley,283.39032823438566
MilwaukietoLakeOswego,Wilsonville,1266.1200933222985
PortlandCentralCity,Beaverton,75769.18247275663
PortlandCentralCity,Clackamas,75477.06283861645
PortlandCentralCity,ClarkCounty,13156.24412093991
PortlandCentralCity,ColumbiaCounty,500.842898192076
PortlandCentralCity,Damascus,4658.640340676279
PortlandCentralCity,External,0.0
PortlandCentralCity,FairviewtoWoodVillagetoTroutdale,93228.40007154619
PortlandCentralCity,ForestGrove,2109.2514300128255
PortlandCentralCity,Gateway,214921.19158805668
PortlandCentralCity,Gresham,149504.48240434632
PortlandCentralCity,HappyValley,5564.334657977352
PortlandCentralCity,Hillsboro,28318.61076102373
PortlandCentralCity,Lents,226738.3016004152
PortlandCentralCity,MilwaukietoLakeOswego,34686.06355491697
PortlandCentralCity,PortlandCentralCity,1417940.8735730788
PortlandCentralCity,Rivergate,79349.0348214181
PortlandCentralCity,SherwoodtoNewberg,2124.272511460328
PortlandCentralCity,Tigard,34703.66040278101
PortlandCentralCity,Tualatin,10658.643238520313
PortlandCentralCity,Vancouver,21926.92538293836
PortlandCentralCity,WestLinntoOregonCity,7672.30794251545
PortlandCentralCity,WillametteValley,806.4531061705956
PortlandCentralCity,Wilsonville,5369.319640836499
Rivergate,Beaverton,34466.567051887585
Rivergate,Clackamas,8309.90352956002
Rivergate,ClarkCounty,4378.271280026239
Rivergate,ColumbiaCounty,438.74844352902045
Rivergate,Damascus,333.9915162643411
Rivergate,External,0.0
Rivergate,FairviewtoWoodVillagetoTroutdale,8037.152758296606
Rivergate,ForestGrove,1038.6839526656684
Rivergate,Gateway,32522.85773894684
Rivergate,Gresham,5066.369893724558
Rivergate,HappyValley,771.7888487918648
Rivergate,Hillsboro,13979.22954890372
Rivergate,Lents,6587.350671190817
Rivergate,MilwaukietoLakeOswego,8913.333813842384
Rivergate,PortlandCentralCity,696445.4296092873
Rivergate,Rivergate,23419.6918384325
Rivergate,SherwoodtoNewberg,688.4643217054927
Rivergate,Tigard,10605.466719826165
Rivergate,Tualatin,4766.6132934254965
Rivergate,Vancouver,6150.720793874363
Rivergate,WestLinntoOregonCity,3584.55978806512
Rivergate,WillametteValley,298.2498795516072
Rivergate,Wilsonville,2083.3530236162987
SherwoodtoNewberg,Beaverton,-1210.8586552188276
SherwoodtoNewberg,Clackamas,-2385.619832616737
SherwoodtoNewberg,ClarkCounty,198.54793076115902
SherwoodtoNewberg,ColumbiaCounty,-4.059012718928998
SherwoodtoNewberg,Damascus,-371.82052457185824
SherwoodtoNewberg,External,0.0
SherwoodtoNewberg,FairviewtoWoodVillagetoTroutdale,187.29917318082784
SherwoodtoNewberg,ForestGrove,-8.03125294874173
SherwoodtoNewberg,Gateway,796.4780492405248
SherwoodtoNewberg,Gresham,-72.15336029083727
SherwoodtoNewberg,HappyValley,-387.17936428976685
SherwoodtoNewberg,Hillsboro,-693.5297990138603
SherwoodtoNewberg,Lents,47.19263091891262
SherwoodtoNewberg,MilwaukietoLakeOswego,-5823.092321923771
SherwoodtoNewberg,PortlandCentralCity,3345.1066409025707
SherwoodtoNewberg,Rivergate,959.8005503329297
SherwoodtoNewberg,SherwoodtoNewberg,1186.5844829279486
SherwoodtoNewberg,Tigard,4100.376060600766
SherwoodtoNewberg,Tualatin,-3734.621211822549
SherwoodtoNewberg,Vancouver,783.1996161196629
SherwoodtoNewberg,WestLinntoOregonCity,-1988.994264533844
SherwoodtoNewberg,WillametteValley,-74.58045254508852
SherwoodtoNewberg,Wilsonville,1363.7901786578707
Tigard,Beaverton,12836.824318649453
Tigard,Clackamas,-991.6979697792232
Tigard,ClarkCounty,2153.75941286413
Tigard,ColumbiaCounty,89.11581026981905
Tigard,Damascus,-30.516501403435658
Tigard,External,0.0
Tigard,FairviewtoWoodVillagetoTroutdale,3452.086250662534
Tigard,ForestGrove,142.47167853238227
Tigard,Gateway,10188.366859069096
Tigard,Gresham,5232.952941070444
Tigard,HappyValley,23.551724797076268
Tigard,Hillsboro,4408.72723025036
Tigard,Lents,9105.845065360505
Tigard,MilwaukietoLakeOswego,-8575.789293823398
Tigard,PortlandCentralCity,31269.567496707485
Tigard,Rivergate,4803.790029237259
Tigard,SherwoodtoNewberg,2199.2663080727434
Tigard,Tigard,9564.86867408793
Tigard,Tualatin,2152.323167459021
Tigard,Vancouver,2698.6323749103344
Tigard,WestLinntoOregonCity,-243.18475753129547
Tigard,WillametteValley,24.03047286086709
Tigard,Wilsonville,773.2493017343202
Tualatin,Beaverton,5392.479424052992
Tualatin,Clackamas,-1537.5909126731353
Tualatin,ClarkCounty,-49.862946524155376
Tualatin,ColumbiaCounty,24.16491408906512
Tualatin,Damascus,-128.41948902358013
Tualatin,External,0.0
Tualatin,FairviewtoWoodVillagetoTroutdale,890.161164590862
Tualatin,ForestGrove,195.8847348297091
Tualatin,Gateway,1433.99603323117
Tualatin,Gresham,836.863753671379
Tualatin,HappyValley,-193.0899924225827
Tualatin,Hillsboro,2555.262396516492
Tualatin,Lents,727.725309923198
Tualatin,MilwaukietoLakeOswego,-6932.0496453521655
Tualatin,PortlandCentralCity,10659.97664278229
Tualatin,Rivergate,848.0829607232773
Tualatin,SherwoodtoNewberg,2751.7819437302633
Tualatin,Tigard,-4189.063665639631
Tualatin,Tualatin,-3097.8475772102
Tualatin,Vancouver,895.3462482801087
Tualatin,WestLinntoOregonCity,-1328.6593043493085
Tualatin,WillametteValley,-80.42667555815694
Tualatin,Wilsonville,160.24838257393523
Vancouver,Beaverton,13236.637049968125
Vancouver,Clackamas,2591.113976930381
Vancouver,ClarkCounty,8251.858912947306
Vancouver,ColumbiaCounty,280.0585783536023
Vancouver,Damascus,392.85688828958354
Vancouver,External,0.0
Vancouver,FairviewtoWoodVillagetoTroutdale,2608.111361589501
Vancouver,ForestGrove,1261.8701074412168
Vancouver,Gateway,8518.519814916559
Vancouver,Gresham,1984.779929465501
Vancouver,HappyValley,555.9343137478157
Vancouver,Hillsboro,12829.957013477813
Vancouver,Lents,3370.5312769923153
Vancouver,MilwaukietoLakeOswego,4828.936003452596
Vancouver,PortlandCentralCity,79959.14555986894
Vancouver,Rivergate,16065.896237472814
Vancouver,SherwoodtoNewberg,718.2569229406005
Vancouver,Tigard,4927.861161017355
Vancouver,Tualatin,3115.4786143216747
Vancouver,Vancouver,3873.010458054865
Vancouver,WestLinntoOregonCity,1383.7904494825104
Vancouver,WillametteValley,319.4940230640513
Vancouver,Wilsonville,2285.32397237434
WestLinntoOregonCity,Beaverton,13901.912842583968
WestLinntoOregonCity,Clackamas,-4778.476419106394
WestLinntoOregonCity,ClarkCounty,-402.23318938957567
WestLinntoOregonCity,ColumbiaCounty,126.68872720135181
WestLinntoOregonCity,Damascus,-121.59888258433612
WestLinntoOregonCity,External,0.0
WestLinntoOregonCity,FairviewtoWoodVillagetoTroutdale,959.6544938303476
WestLinntoOregonCity,ForestGrove,857.2824384181799
WestLinntoOregonCity,Gateway,-328.8735579448478
WestLinntoOregonCity,Gresham,944.443458835842
WestLinntoOregonCity,HappyValley,919.571854766246
WestLinntoOregonCity,Hillsboro,8040.232443301475
WestLinntoOregonCity,Lents,926.9228700478312
WestLinntoOregonCity,MilwaukietoLakeOswego,-1819.6980830443893
WestLinntoOregonCity,PortlandCentralCity,23311.298105555365
WestLinntoOregonCity,Rivergate,897.9233978833117
WestLinntoOregonCity,SherwoodtoNewberg,2920.586032651391
WestLinntoOregonCity,Tigard,9060.666956941504
WestLinntoOregonCity,Tualatin,6813.072584222718
WestLinntoOregonCity,Vancouver,-205.59377309765915
WestLinntoOregonCity,WestLinntoOregonCity,6156.745408819687
WestLinntoOregonCity,WillametteValley,10.723810309032745
WestLinntoOregonCity,Wilsonville,1383.2726991445925
WillametteValley,Beaverton,4814.3479187453695
WillametteValley,Clackamas,388.91126912740134
WillametteValley,ClarkCounty,-13.52609264893517
WillametteValley,ColumbiaCounty,76.99234789400354
WillametteValley,Damascus,-320.9655953967904
WillametteValley,External,0.0
WillametteValley,FairviewtoWoodVillagetoTroutdale,-666.0020304965543
WillametteValley,ForestGrove,225.16866765011943
WillametteValley,Gateway,308.91655662135565
WillametteValley,Gresham,-959.6458531456
WillametteValley,HappyValley,321.4565635331898
WillametteValley,Hillsboro,3286.7366922184888
WillametteValley,Lents,530.411997225346
WillametteValley,MilwaukietoLakeOswego,478.7118089435943
WillametteValley,PortlandCentralCity,11725.180375340098
WillametteValley,Rivergate,394.24069899334575
WillametteValley,SherwoodtoNewberg,233.18780146409233
WillametteValley,Tigard,2411.30386854657
WillametteValley,Tualatin,1594.048290934538
WillametteValley,Vancouver,-19.879292740763344
WillametteValley,WestLinntoOregonCity,1252.8743052794707
WillametteValley,WillametteValley,51.281094631441924
WillametteValley,Wilsonville,-381.8033052315353
Wilsonville,Beaverton,10049.289613929626
Wilsonville,Clackamas,-2285.993241591488
Wilsonville,ClarkCounty,-352.2658494073887
Wilsonville,ColumbiaCounty,87.20339022164265
Wilsonville,Damascus,-183.96846271840968
Wilsonville,External,0.0
Wilsonville,FairviewtoWoodVillagetoTroutdale,-167.206657544605
Wilsonville,ForestGrove,125.36557869740071
Wilsonville,Gateway,-67.56661557653743
Wilsonville,Gresham,-153.0936537725099
Wilsonville,HappyValley,-136.92660608334592
Wilsonville,Hillsboro,4502.165432513812
Wilsonville,Lents,48.761211093760025
Wilsonville,MilwaukietoLakeOswego,705.8324185852517
Wilsonville,PortlandCentralCity,12144.959486574033
Wilsonville,Rivergate,1699.1039681109173
Wilsonville,SherwoodtoNewberg,18.072591770150527
Wilsonville,Tigard,5195.179745918338
Wilsonville,Tualatin,3063.0098396257035
Wilsonville,Vancouver,1357.9685625531342
Wilsonville,WestLinntoOregonCity,-72.02817240179733
Wilsonville,WillametteValley,-182.82370909141633
Wilsonville,Wilsonville,-422.8541528471509
