ZONE,PER,QUANTITY
2388,PER28,372
2388,PER29,363
2388,PER30,343
2388,PER31,315
2388,PER32,293
2388,PER33,261
2388,PER34,230
2388,PER35,197
2388,PER36,171
2388,PER37,159
2388,PER38,133
2388,PER39,104
2388,PER40,79
2388,PER41,63
2388,PER42,44
2388,PER43,33
2388,PER44,25
2388,PER45,20
2388,PER46,10
2388,PER47,4
2388,PER8,15
2388,PER9,29
2389,PER10,2
2389,PER11,2
2389,PER12,2
2389,PER13,6
2389,PER14,6
2389,PER15,5
2389,PER16,7
2389,PER17,7
2389,PER18,7
2389,PER19,8
2389,PER20,9
2389,PER21,10
2389,PER22,10
2389,PER23,9
2389,PER24,8
2389,PER25,7
2389,PER26,7
2389,PER27,7
2389,PER28,8
2389,PER29,10
2389,PER30,7
2389,PER31,10
2389,PER32,11
2389,PER33,11
2389,PER34,10
2389,PER35,9
2389,PER36,15
2389,PER37,15
2389,PER38,16
2389,PER39,14
2389,PER40,12
2389,PER41,11
2389,PER42,8
2389,PER43,8
2389,PER44,4
2389,PER45,2
2389,PER46,2
2389,PER47,1
2390,PER10,2
2390,PER11,2
2390,PER12,5
2390,PER13,8
2390,PER14,24
2390,PER15,23
2390,PER16,25
2390,PER17,23
2390,PER18,21
2390,PER19,23
2390,PER20,22
2390,PER21,27
2390,PER22,30
2390,PER23,28
2390,PER24,32
2390,PER25,28
2390,PER26,26
2390,PER27,24
2390,PER28,26
2390,PER29,19
2390,PER30,15
2390,PER31,16
2390,PER32,16
2390,PER33,19
2390,PER34,21
2390,PER35,25
2390,PER36,34
2390,PER37,37
2390,PER38,30
2390,PER39,28
2390,PER40,25
2390,PER41,18
2390,PER42,14
2390,PER43,6
2390,PER44,7
2390,PER45,5
2390,PER46,1
2390,PER47,1
2390,PER9,2
2391,PER10,20
2391,PER11,32
2391,PER12,47
2391,PER13,76
2391,PER14,114
2391,PER15,125
2391,PER16,142
2391,PER17,150
2391,PER18,160
2391,PER19,170
2391,PER20,173
2391,PER21,173
2391,PER22,177
2391,PER23,173
2391,PER24,178
2391,PER25,177
2391,PER26,179
2391,PER27,178
2391,PER28,175
2391,PER29,166
2391,PER30,152
2391,PER31,143
2391,PER32,153
2391,PER33,144
2391,PER34,128
2391,PER35,122
2391,PER36,115
2391,PER37,98
2391,PER38,85
2391,PER39,72
2391,PER40,47
2391,PER41,35
2391,PER42,24
2391,PER43,15
2391,PER44,12
2391,PER45,9
2391,PER46,6
2391,PER47,1
2391,PER8,4
2391,PER9,10
2392,PER10,22
2392,PER11,36
2392,PER12,59
2392,PER13,92
2392,PER14,145
2392,PER15,176
2392,PER16,196
2392,PER17,221
2392,PER18,235
2392,PER19,241
2392,PER20,243
2392,PER21,240
2392,PER22,244
2392,PER23,243
2392,PER24,240
2392,PER25,240
2392,PER26,237
2392,PER27,235
2392,PER28,239
2392,PER29,234
2392,PER30,209
2392,PER31,200
2392,PER32,193
2392,PER33,160
2392,PER34,121
2392,PER35,91
2392,PER36,65
2392,PER37,63
2392,PER38,52
2392,PER39,47
2392,PER40,38
2392,PER41,31
2392,PER42,19
2392,PER43,15
2392,PER44,11
2392,PER45,8
2392,PER46,8
2392,PER47,6
2392,PER8,4
2392,PER9,9
2393,PER10,61
2393,PER11,93
2393,PER12,142
2393,PER13,206
2393,PER14,289
2393,PER15,359
2393,PER16,405
2393,PER17,430
2393,PER18,452
2393,PER19,471
2393,PER20,479
2393,PER21,486
2393,PER22,490
2393,PER23,502
2393,PER24,501
2393,PER25,493
2393,PER26,485
2393,PER27,482
2393,PER28,470
2393,PER29,461
2393,PER30,445
2393,PER31,428
2393,PER32,389
2393,PER33,337
2393,PER34,267
2393,PER35,211
2393,PER36,180
2393,PER37,153
2393,PER38,128
2393,PER39,106
2393,PER40,86
2393,PER41,69
2393,PER42,59
2393,PER43,49
2393,PER44,43
2393,PER45,33
2393,PER46,26
2393,PER47,16
2393,PER8,19
2393,PER9,32
2394,PER10,106
2394,PER11,181
2394,PER12,607
2394,PER13,1575
2394,PER14,2379
2394,PER15,2786
2394,PER16,2956
2394,PER17,2962
2394,PER18,2991
2394,PER19,3031
2394,PER20,3070
2394,PER21,3065
2394,PER22,3068
2394,PER23,3045
2394,PER24,2975
2394,PER25,2919
2394,PER26,2863
2394,PER27,2808
2394,PER28,2614
2394,PER29,2073
2394,PER30,1489
2394,PER31,1133
2394,PER32,918
2394,PER33,765
2394,PER34,619
2394,PER35,472
2394,PER36,383
2394,PER37,317
2394,PER38,259
2394,PER39,221
2394,PER40,186
2394,PER41,130
2394,PER42,86
2394,PER43,70
2394,PER44,67
2394,PER45,52
2394,PER46,34
2394,PER47,21
2394,PER8,27
2394,PER9,49
2395,PER10,9
2395,PER11,15
2395,PER12,29
2395,PER13,37
2395,PER14,55
2395,PER15,63
2395,PER16,74
2395,PER17,79
2395,PER18,84
2395,PER19,85
2395,PER20,88
2395,PER21,91
2395,PER22,91
2395,PER23,89
2395,PER24,85
2395,PER25,85
2395,PER26,87
2395,PER27,90
2395,PER28,93
2395,PER29,85
2395,PER30,80
2395,PER31,75
2395,PER32,65
2395,PER33,54
2395,PER34,45
2395,PER35,40
2395,PER36,39
2395,PER37,39
2395,PER38,31
2395,PER39,19
2395,PER40,12
2395,PER41,11
2395,PER42,8
2395,PER43,7
2395,PER44,5
2395,PER45,1
2395,PER8,2
2395,PER9,2
2396,PER10,21
2396,PER11,30
2396,PER12,51
2396,PER13,70
2396,PER14,105
2396,PER15,119
2396,PER16,129
2396,PER17,130
2396,PER18,138
2396,PER19,145
2396,PER20,150
2396,PER21,156
2396,PER22,157
2396,PER23,154
2396,PER24,159
2396,PER25,147
2396,PER26,149
2396,PER27,158
2396,PER28,158
2396,PER29,161
2396,PER30,155
2396,PER31,142
2396,PER32,138
2396,PER33,114
2396,PER34,113
2396,PER35,118
2396,PER36,127
2396,PER37,116
2396,PER38,101
2396,PER39,84
2396,PER40,68
2396,PER41,53
2396,PER42,36
2396,PER43,27
2396,PER44,13
2396,PER45,10
2396,PER46,7
2396,PER47,3
2396,PER8,6
2396,PER9,11
2397,PER10,97
2397,PER11,140
2397,PER12,213
2397,PER13,326
2397,PER14,462
2397,PER15,556
2397,PER16,635
2397,PER17,683
2397,PER18,737
2397,PER19,785
2397,PER20,837
2397,PER21,883
2397,PER22,906
2397,PER23,930
2397,PER24,932
2397,PER25,899
2397,PER26,863
2397,PER27,862
2397,PER28,834
2397,PER29,810
2397,PER30,786
2397,PER31,726
2397,PER32,657
2397,PER33,588
2397,PER34,488
2397,PER35,404
2397,PER36,354
2397,PER37,329
2397,PER38,276
2397,PER39,235
2397,PER40,191
2397,PER41,147
2397,PER42,112
2397,PER43,91
2397,PER44,62
2397,PER45,48
2397,PER46,33
2397,PER47,26
2397,PER8,20
2397,PER9,37
2398,PER10,15
2398,PER11,22
2398,PER12,87
2398,PER13,293
2398,PER14,629
2398,PER15,785
2398,PER16,859
2398,PER17,866
2398,PER18,866
2398,PER19,869
2398,PER20,869
2398,PER21,873
2398,PER22,874
2398,PER23,864
2398,PER24,853
2398,PER25,848
2398,PER26,852
2398,PER27,857
2398,PER28,778
2398,PER29,592
2398,PER30,384
2398,PER31,254
2398,PER32,190
2398,PER33,148
2398,PER34,109
2398,PER35,78
2398,PER36,55
2398,PER37,50
2398,PER38,43
2398,PER39,38
2398,PER40,32
2398,PER41,26
2398,PER42,22
2398,PER43,17
2398,PER44,16
2398,PER45,11
2398,PER46,3
2398,PER47,3
2398,PER8,2
2398,PER9,6
2399,PER10,5
2399,PER11,8
2399,PER12,11
2399,PER13,13
2399,PER14,18
2399,PER15,20
2399,PER16,23
2399,PER17,25
2399,PER18,26
2399,PER19,30
2399,PER20,31
2399,PER21,32
2399,PER22,33
2399,PER23,31
2399,PER24,33
2399,PER25,33
2399,PER26,33
2399,PER27,34
2399,PER28,35
2399,PER29,32
2399,PER30,27
2399,PER31,24
2399,PER32,21
2399,PER33,20
2399,PER34,18
2399,PER35,14
2399,PER36,18
2399,PER37,23
2399,PER38,18
2399,PER39,11
2399,PER40,7
2399,PER41,2
2399,PER42,2
2399,PER43,2
2399,PER44,2
2399,PER45,2
2399,PER46,2
2399,PER47,1
2399,PER8,2
2399,PER9,4
2400,PER10,20
2400,PER11,29
2400,PER12,93
2400,PER13,306
2400,PER14,585
2400,PER15,708
2400,PER16,761
2400,PER17,773
2400,PER18,778
2400,PER19,789
2400,PER20,794
2400,PER21,786
2400,PER22,788
2400,PER23,792
2400,PER24,785
2400,PER25,761
2400,PER26,764
2400,PER27,771
2400,PER28,725
2400,PER29,578
2400,PER30,417
2400,PER31,331
2400,PER32,268
2400,PER33,225
2400,PER34,224
2400,PER35,200
2400,PER36,188
2400,PER37,155
2400,PER38,125
2400,PER39,86
2400,PER40,66
2400,PER41,39
2400,PER42,21
2400,PER43,15
2400,PER44,13
2400,PER45,13
2400,PER46,10
2400,PER47,5
2400,PER8,8
2400,PER9,14
2401,PER10,63
2401,PER11,102
2401,PER12,156
2401,PER13,242
2401,PER14,352
2401,PER15,433
2401,PER16,484
2401,PER17,520
2401,PER18,536
2401,PER19,561
2401,PER20,582
2401,PER21,582
2401,PER22,601
2401,PER23,632
2401,PER24,647
2401,PER25,616
2401,PER26,600
2401,PER27,571
2401,PER28,552
2401,PER29,540
2401,PER30,522
2401,PER31,487
2401,PER32,446
2401,PER33,382
2401,PER34,332
2401,PER35,265
2401,PER36,231
2401,PER37,202
2401,PER38,167
2401,PER39,135
2401,PER40,102
2401,PER41,89
2401,PER42,54
2401,PER43,42
2401,PER44,31
2401,PER45,24
2401,PER46,15
2401,PER47,12
2401,PER8,14
2401,PER9,23
2402,PER10,12
2402,PER11,18
2402,PER12,28
2402,PER13,40
2402,PER14,73
2402,PER15,87
2402,PER16,95
2402,PER17,95
2402,PER18,99
2402,PER19,105
2402,PER20,105
2402,PER21,111
2402,PER22,127
2402,PER23,123
2402,PER24,121
2402,PER25,118
2402,PER26,122
2402,PER27,129
2402,PER28,122
2402,PER29,111
2402,PER30,102
2402,PER31,93
2402,PER32,85
2402,PER33,91
2402,PER34,85
2402,PER35,75
2402,PER36,89
2402,PER37,80
2402,PER38,74
2402,PER39,66
2402,PER40,59
2402,PER41,45
2402,PER42,23
2402,PER43,18
2402,PER44,8
2402,PER45,5
2402,PER46,2
2402,PER47,1
2402,PER8,1
2402,PER9,6
2403,PER10,19
2403,PER11,35
2403,PER12,68
2403,PER13,167
2403,PER14,301
2403,PER15,358
2403,PER16,385
2403,PER17,396
2403,PER18,414
2403,PER19,424
2403,PER20,428
2403,PER21,434
2403,PER22,438
2403,PER23,434
2403,PER24,423
2403,PER25,429
2403,PER26,434
2403,PER27,436
2403,PER28,420
2403,PER29,361
2403,PER30,301
2403,PER31,247
2403,PER32,202
2403,PER33,172
2403,PER34,139
2403,PER35,109
2403,PER36,93
2403,PER37,80
2403,PER38,71
2403,PER39,56
2403,PER40,44
2403,PER41,35
2403,PER42,32
2403,PER43,26
2403,PER44,20
2403,PER45,14
2403,PER46,11
2403,PER47,8
2403,PER8,6
2403,PER9,13
2404,PER10,42
2404,PER11,74
2404,PER12,104
2404,PER13,153
2404,PER14,220
2404,PER15,281
2404,PER16,343
2404,PER17,376
2404,PER18,433
2404,PER19,488
2404,PER20,556
2404,PER21,572
2404,PER22,568
2404,PER23,570
2404,PER24,535
2404,PER25,507
2404,PER26,480
2404,PER27,476
2404,PER28,456
2404,PER29,454
2404,PER30,437
2404,PER31,438
2404,PER32,423
2404,PER33,419
2404,PER34,357
2404,PER35,334
2404,PER36,291
2404,PER37,267
2404,PER38,234
2404,PER39,172
2404,PER40,130
2404,PER41,93
2404,PER42,58
2404,PER43,41
2404,PER44,27
2404,PER45,23
2404,PER46,19
2404,PER47,11
2404,PER8,7
2404,PER9,27
2405,PER11,2
2405,PER12,2
2405,PER13,2
2405,PER14,14
2405,PER15,16
2405,PER16,17
2405,PER17,13
2405,PER18,11
2405,PER19,13
2405,PER20,11
2405,PER21,11
2405,PER22,14
2405,PER23,15
2405,PER24,15
2405,PER25,12
2405,PER26,11
2405,PER27,13
2405,PER28,14
2405,PER29,14
2405,PER30,17
2405,PER31,17
2405,PER32,15
2405,PER33,16
2405,PER34,12
2405,PER35,14
2405,PER36,19
2405,PER37,17
2405,PER38,16
2405,PER39,11
2405,PER40,7
2405,PER41,8
2405,PER42,5
2405,PER43,4
2405,PER44,3
2405,PER45,1
2405,PER46,1
2406,PER10,33
2406,PER11,58
2406,PER12,112
2406,PER13,324
2406,PER14,603
2406,PER15,741
2406,PER16,789
2406,PER17,798
2406,PER18,815
2406,PER19,820
2406,PER20,821
2406,PER21,824
2406,PER22,828
2406,PER23,835
2406,PER24,820
2406,PER25,812
2406,PER26,808
2406,PER27,823
2406,PER28,765
2406,PER29,607
2406,PER30,461
2406,PER31,390
2406,PER32,322
2406,PER33,275
2406,PER34,236
2406,PER35,186
2406,PER36,195
2406,PER37,188
2406,PER38,174
2406,PER39,144
2406,PER40,110
2406,PER41,76
2406,PER42,54
2406,PER43,51
2406,PER44,38
2406,PER45,26
2406,PER46,23
2406,PER47,13
2406,PER8,8
2406,PER9,18
2407,PER10,12
2407,PER11,27
2407,PER12,55
2407,PER13,186
2407,PER14,400
2407,PER15,494
2407,PER16,514
2407,PER17,504
2407,PER18,519
2407,PER19,526
2407,PER20,521
2407,PER21,513
2407,PER22,512
2407,PER23,512
2407,PER24,498
2407,PER25,486
2407,PER26,486
2407,PER27,493
2407,PER28,470
2407,PER29,365
2407,PER30,266
2407,PER31,215
2407,PER32,190
2407,PER33,183
2407,PER34,161
2407,PER35,141
2407,PER36,154
2407,PER37,137
2407,PER38,114
2407,PER39,93
2407,PER40,72
2407,PER41,50
2407,PER42,34
2407,PER43,29
2407,PER44,22
2407,PER45,18
2407,PER46,6
2407,PER47,1
2407,PER8,5
2407,PER9,8
2408,PER10,185
2408,PER11,302
2408,PER12,471
2408,PER13,700
2408,PER14,1006
2408,PER15,1234
2408,PER16,1408
2408,PER17,1542
2408,PER18,1602
2408,PER19,1642
2408,PER20,1683
2408,PER21,1700
2408,PER22,1740
2408,PER23,1757
2408,PER24,1762
2408,PER25,1737
2408,PER26,1713
2408,PER27,1673
2408,PER28,1640
2408,PER29,1594
2408,PER30,1518
2408,PER31,1397
2408,PER32,1268
2408,PER33,1060
2408,PER34,838
2408,PER35,665
2408,PER36,553
2408,PER37,490
2408,PER38,394
2408,PER39,322
2408,PER40,245
2408,PER41,192
2408,PER42,161
2408,PER43,131
2408,PER44,108
2408,PER45,75
2408,PER46,55
2408,PER47,28
2408,PER8,36
2408,PER9,80
2409,PER10,13
2409,PER11,16
2409,PER12,16
2409,PER13,23
2409,PER14,59
2409,PER15,72
2409,PER16,80
2409,PER17,75
2409,PER18,76
2409,PER19,77
2409,PER20,80
2409,PER21,86
2409,PER22,93
2409,PER23,102
2409,PER24,109
2409,PER25,99
2409,PER26,89
2409,PER27,104
2409,PER28,110
2409,PER29,103
2409,PER30,85
2409,PER31,95
2409,PER32,87
2409,PER33,83
2409,PER34,98
2409,PER35,107
2409,PER36,109
2409,PER37,118
2409,PER38,102
2409,PER39,81
2409,PER40,63
2409,PER41,33
2409,PER42,15
2409,PER43,15
2409,PER44,10
2409,PER45,8
2409,PER46,5
2409,PER47,3
2409,PER8,4
2409,PER9,7
2410,PER11,1
2410,PER12,4
2410,PER13,6
2410,PER14,15
2410,PER15,15
2410,PER16,19
2410,PER17,17
2410,PER18,16
2410,PER19,17
2410,PER20,16
2410,PER21,20
2410,PER22,21
2410,PER23,21
2410,PER24,18
2410,PER25,18
2410,PER26,18
2410,PER27,20
2410,PER28,21
2410,PER29,20
2410,PER30,16
2410,PER31,20
2410,PER32,16
2410,PER33,14
2410,PER34,14
2410,PER35,15
2410,PER36,16
2410,PER37,10
2410,PER38,7
2410,PER39,8
2410,PER40,6
2410,PER41,3
2410,PER42,2
2410,PER43,1
2410,PER44,1
2411,PER10,10
2411,PER11,20
2411,PER12,49
2411,PER13,194
2411,PER14,389
2411,PER15,496
2411,PER16,536
2411,PER17,530
2411,PER18,538
2411,PER19,544
2411,PER20,540
2411,PER21,549
2411,PER22,550
2411,PER23,556
2411,PER24,551
2411,PER25,541
2411,PER26,540
2411,PER27,545
2411,PER28,513
2411,PER29,414
2411,PER30,321
2411,PER31,252
2411,PER32,204
2411,PER33,178
2411,PER34,156
2411,PER35,143
2411,PER36,135
2411,PER37,127
2411,PER38,104
2411,PER39,82
2411,PER40,78
2411,PER41,63
2411,PER42,44
2411,PER43,34
2411,PER44,19
2411,PER45,15
2411,PER46,6
2411,PER47,3
2411,PER8,2
2411,PER9,4
2412,PER10,18
2412,PER11,29
2412,PER12,49
2412,PER13,69
2412,PER14,108
2412,PER15,132
2412,PER16,144
2412,PER17,151
2412,PER18,157
2412,PER19,170
2412,PER20,173
2412,PER21,187
2412,PER22,190
2412,PER23,191
2412,PER24,194
2412,PER25,193
2412,PER26,196
2412,PER27,188
2412,PER28,183
2412,PER29,179
2412,PER30,178
2412,PER31,174
2412,PER32,158
2412,PER33,141
2412,PER34,115
2412,PER35,100
2412,PER36,85
2412,PER37,81
2412,PER38,65
2412,PER39,54
2412,PER40,37
2412,PER41,31
2412,PER42,22
2412,PER43,21
2412,PER44,19
2412,PER45,15
2412,PER46,11
2412,PER47,6
2412,PER8,5
2412,PER9,9
2413,PER10,5
2413,PER11,7
2413,PER12,10
2413,PER13,19
2413,PER14,26
2413,PER15,44
2413,PER16,53
2413,PER17,53
2413,PER18,55
2413,PER19,55
2413,PER20,53
2413,PER21,49
2413,PER22,48
2413,PER23,45
2413,PER24,43
2413,PER25,43
2413,PER26,40
2413,PER27,38
2413,PER28,40
2413,PER29,41
2413,PER30,41
2413,PER31,39
2413,PER32,40
2413,PER33,32
2413,PER34,29
2413,PER35,36
2413,PER36,41
2413,PER37,46
2413,PER38,39
2413,PER39,35
2413,PER40,23
2413,PER41,15
2413,PER42,10
2413,PER43,11
2413,PER44,6
2413,PER45,3
2413,PER46,3
2413,PER8,1
2413,PER9,1
2414,PER10,15
2414,PER11,11
2414,PER12,8
2414,PER13,21
2414,PER14,43
2414,PER15,57
2414,PER16,58
2414,PER17,65
2414,PER18,64
2414,PER19,63
2414,PER20,65
2414,PER21,69
2414,PER22,78
2414,PER23,80
2414,PER24,80
2414,PER25,75
2414,PER26,75
2414,PER27,73
2414,PER28,72
2414,PER29,74
2414,PER30,70
2414,PER31,61
2414,PER32,62
2414,PER33,60
2414,PER34,56
2414,PER35,63
2414,PER36,68
2414,PER37,60
2414,PER38,51
2414,PER39,41
2414,PER40,36
2414,PER41,29
2414,PER42,26
2414,PER43,15
2414,PER44,7
2414,PER45,3
2414,PER46,2
2414,PER47,2
2414,PER8,5
2414,PER9,6
2415,PER10,11
2415,PER11,18
2415,PER12,32
2415,PER13,57
2415,PER14,96
2415,PER15,115
2415,PER16,135
2415,PER17,139
2415,PER18,149
2415,PER19,157
2415,PER20,153
2415,PER21,158
2415,PER22,154
2415,PER23,161
2415,PER24,160
2415,PER25,151
2415,PER26,153
2415,PER27,162
2415,PER28,154
2415,PER29,146
2415,PER30,127
2415,PER31,113
2415,PER32,106
2415,PER33,91
2415,PER34,78
2415,PER35,82
2415,PER36,84
2415,PER37,87
2415,PER38,75
2415,PER39,64
2415,PER40,54
2415,PER41,49
2415,PER42,39
2415,PER43,25
2415,PER44,14
2415,PER45,12
2415,PER46,10
2415,PER47,6
2415,PER8,2
2415,PER9,8
2416,PER10,27
2416,PER11,41
2416,PER12,61
2416,PER13,91
2416,PER14,116
2416,PER15,136
2416,PER16,155
2416,PER17,164
2416,PER18,173
2416,PER19,178
2416,PER20,183
2416,PER21,185
2416,PER22,187
2416,PER23,192
2416,PER24,189
2416,PER25,193
2416,PER26,195
2416,PER27,200
2416,PER28,201
2416,PER29,199
2416,PER30,185
2416,PER31,171
2416,PER32,164
2416,PER33,139
2416,PER34,114
2416,PER35,93
2416,PER36,72
2416,PER37,67
2416,PER38,61
2416,PER39,47
2416,PER40,40
2416,PER41,30
2416,PER42,18
2416,PER43,15
2416,PER44,10
2416,PER45,8
2416,PER46,7
2416,PER47,1
2416,PER8,4
2416,PER9,12
2417,PER14,4
2417,PER15,5
2417,PER16,5
2417,PER17,6
2417,PER18,5
2417,PER19,6
2417,PER20,6
2417,PER21,7
2417,PER22,9
2417,PER23,8
2417,PER24,8
2417,PER25,7
2417,PER26,6
2417,PER27,5
2417,PER28,3
2417,PER29,2
2417,PER30,2
2417,PER31,2
2417,PER32,2
2417,PER33,3
2417,PER34,4
2417,PER35,6
2417,PER36,8
2417,PER37,8
2417,PER38,4
2417,PER39,3
2417,PER40,3
2418,PER10,4
2418,PER11,5
2418,PER12,5
2418,PER13,15
2418,PER14,19
2418,PER15,19
2418,PER16,19
2418,PER17,21
2418,PER18,21
2418,PER19,22
2418,PER20,22
2418,PER21,24
2418,PER22,25
2418,PER23,27
2418,PER24,26
2418,PER25,27
2418,PER26,22
2418,PER27,23
2418,PER28,23
2418,PER29,22
2418,PER30,22
2418,PER31,22
2418,PER32,22
2418,PER33,20
2418,PER34,20
2418,PER35,19
2418,PER36,19
2418,PER37,20
2418,PER38,14
2418,PER39,10
2418,PER40,11
2418,PER41,7
2418,PER42,4
2418,PER43,4
2418,PER44,3
2418,PER45,3
2418,PER9,2
2419,PER10,6
2419,PER11,16
2419,PER12,30
2419,PER13,43
2419,PER14,80
2419,PER15,90
2419,PER16,102
2419,PER17,94
2419,PER18,98
2419,PER19,100
2419,PER20,101
2419,PER21,115
2419,PER22,115
2419,PER23,115
2419,PER24,115
2419,PER25,111
2419,PER26,123
2419,PER27,131
2419,PER28,128
2419,PER29,119
2419,PER30,118
2419,PER31,117
2419,PER32,106
2419,PER33,96
2419,PER34,102
2419,PER35,130
2419,PER36,130
2419,PER37,135
2419,PER38,110
2419,PER39,91
2419,PER40,66
2419,PER41,45
2419,PER42,31
2419,PER43,24
2419,PER44,17
2419,PER45,10
2419,PER46,4
2419,PER47,2
2419,PER8,1
2419,PER9,2
2420,PER10,1
2420,PER11,1
2420,PER12,2
2420,PER13,3
2420,PER14,3
2420,PER15,3
2420,PER16,3
2420,PER17,2
2420,PER18,2
2420,PER19,4
2420,PER20,4
2420,PER21,6
2420,PER22,6
2420,PER23,5
2420,PER24,3
2420,PER25,3
2420,PER26,2
2420,PER27,2
2420,PER28,1
2420,PER29,1
2420,PER30,2
2420,PER31,3
2420,PER32,1
2420,PER33,2
2420,PER34,2
2420,PER35,1
2420,PER36,1
2420,PER37,1
2420,PER38,1
2420,PER39,2
2420,PER40,2
2420,PER41,1
2420,PER45,1
2420,PER46,1
2420,PER9,1
2421,PER10,48
2421,PER11,83
2421,PER12,140
2421,PER13,197
2421,PER14,265
2421,PER15,319
2421,PER16,357
2421,PER17,377
2421,PER18,391
2421,PER19,413
2421,PER20,442
2421,PER21,457
2421,PER22,477
2421,PER23,497
2421,PER24,484
2421,PER25,465
2421,PER26,457
2421,PER27,447
2421,PER28,433
2421,PER29,412
2421,PER30,396
2421,PER31,371
2421,PER32,339
2421,PER33,290
2421,PER34,231
2421,PER35,184
2421,PER36,165
2421,PER37,151
2421,PER38,139
2421,PER39,109
2421,PER40,88
2421,PER41,70
2421,PER42,61
2421,PER43,42
2421,PER44,28
2421,PER45,20
2421,PER46,17
2421,PER47,13
2421,PER8,14
2421,PER9,22
2422,PER13,1
2422,PER14,8
2422,PER15,11
2422,PER16,7
2422,PER17,7
2422,PER18,8
2422,PER19,7
2422,PER20,7
2422,PER21,7
2422,PER22,9
2422,PER23,9
2422,PER24,8
2422,PER25,7
2422,PER26,6
2422,PER27,7
2422,PER28,9
2422,PER29,7
2422,PER30,10
2422,PER31,9
2422,PER32,8
2422,PER33,15
2422,PER34,17
2422,PER35,16
2422,PER36,14
2422,PER37,15
2422,PER38,11
2422,PER39,9
2422,PER40,7
2422,PER41,3
2422,PER42,2
2422,PER43,1
2423,PER10,59
2423,PER11,84
2423,PER12,123
2423,PER13,196
2423,PER14,302
2423,PER15,374
2423,PER16,432
2423,PER17,449
2423,PER18,481
2423,PER19,498
2423,PER20,507
2423,PER21,515
2423,PER22,525
2423,PER23,534
2423,PER24,525
2423,PER25,506
2423,PER26,514
2423,PER27,507
2423,PER28,503
2423,PER29,484
2423,PER30,463
2423,PER31,427
2423,PER32,399
2423,PER33,351
2423,PER34,312
2423,PER35,270
2423,PER36,253
2423,PER37,221
2423,PER38,159
2423,PER39,130
2423,PER40,120
2423,PER41,104
2423,PER42,63
2423,PER43,52
2423,PER44,42
2423,PER45,32
2423,PER46,20
2423,PER47,11
2423,PER8,12
2423,PER9,27
2424,PER13,3
2424,PER14,4
2424,PER15,4
2424,PER16,4
2424,PER17,4
2424,PER18,4
2424,PER19,3
2424,PER20,4
2424,PER21,4
2424,PER22,3
2424,PER23,4
2424,PER24,4
2424,PER25,4
2424,PER26,3
2424,PER27,4
2424,PER28,4
2424,PER29,5
2424,PER30,5
2424,PER31,4
2424,PER32,4
2424,PER33,8
2424,PER34,11
2424,PER35,12
2424,PER36,17
2424,PER37,18
2424,PER38,20
2424,PER39,18
2424,PER40,16
2424,PER41,14
2424,PER42,14
2424,PER43,5
2424,PER44,5
2424,PER45,1
2425,PER10,3
2425,PER11,4
2425,PER12,9
2425,PER13,14
2425,PER14,31
2425,PER15,40
2425,PER16,37
2425,PER17,36
2425,PER18,42
2425,PER19,43
2425,PER20,42
2425,PER21,46
2425,PER22,50
2425,PER23,54
2425,PER24,53
2425,PER25,49
2425,PER26,52
2425,PER27,51
2425,PER28,46
2425,PER29,41
2425,PER30,37
2425,PER31,31
2425,PER32,35
2425,PER33,49
2425,PER34,55
2425,PER35,59
2425,PER36,60
2425,PER37,56
2425,PER38,45
2425,PER39,39
2425,PER40,30
2425,PER41,24
2425,PER42,11
2425,PER43,6
2425,PER44,5
2425,PER45,3
2425,PER8,2
2425,PER9,3
2426,PER10,8
2426,PER11,9
2426,PER12,16
2426,PER13,29
2426,PER14,53
2426,PER15,68
2426,PER16,80
2426,PER17,76
2426,PER18,73
2426,PER19,74
2426,PER20,77
2426,PER21,82
2426,PER22,88
2426,PER23,88
2426,PER24,90
2426,PER25,87
2426,PER26,88
2426,PER27,92
2426,PER28,89
2426,PER29,81
2426,PER30,77
2426,PER31,76
2426,PER32,81
2426,PER33,83
2426,PER34,77
2426,PER35,81
2426,PER36,77
2426,PER37,79
2426,PER38,71
2426,PER39,58
2426,PER40,46
2426,PER41,37
2426,PER42,20
2426,PER43,15
2426,PER44,13
2426,PER45,10
2426,PER46,2
2426,PER47,1
2426,PER8,1
2426,PER9,1
2427,PER10,63
2427,PER11,90
2427,PER12,253
2427,PER13,619
2427,PER14,964
2427,PER15,1149
2427,PER16,1241
2427,PER17,1247
2427,PER18,1255
2427,PER19,1277
2427,PER20,1290
2427,PER21,1301
2427,PER22,1301
2427,PER23,1291
2427,PER24,1264
2427,PER25,1234
2427,PER26,1213
2427,PER27,1181
2427,PER28,1108
2427,PER29,917
2427,PER30,691
2427,PER31,554
2427,PER32,457
2427,PER33,365
2427,PER34,261
2427,PER35,180
2427,PER36,140
2427,PER37,116
2427,PER38,66
2427,PER39,50
2427,PER40,38
2427,PER41,27
2427,PER42,18
2427,PER43,17
2427,PER44,18
2427,PER45,13
2427,PER46,5
2427,PER47,5
2427,PER8,14
2427,PER9,31
2428,PER10,2
2428,PER11,2
2428,PER13,4
2428,PER14,10
2428,PER15,13
2428,PER16,14
2428,PER17,11
2428,PER18,13
2428,PER19,14
2428,PER20,13
2428,PER21,14
2428,PER22,14
2428,PER23,15
2428,PER24,14
2428,PER25,14
2428,PER26,13
2428,PER27,13
2428,PER28,12
2428,PER29,12
2428,PER30,8
2428,PER31,10
