ZONE,PER,QUANTITY
1435,PER12,2
1435,PER13,4
1435,PER14,6
1435,PER15,10
1435,PER16,9
1435,PER17,14
1435,PER18,13
1435,PER19,12
1435,PER20,11
1435,PER21,10
1435,PER22,7
1435,PER23,5
1435,PER24,4
1435,PER25,4
1435,PER26,4
1435,PER27,6
1435,PER28,6
1435,PER29,4
1435,PER30,3
1435,PER31,6
1435,PER32,6
1435,PER33,4
1435,PER34,4
1435,PER35,8
1435,PER36,11
1435,PER37,15
1435,PER38,16
1435,PER39,8
1435,PER40,6
1435,PER41,5
1435,PER42,3
1435,PER43,2
1435,PER44,2
1435,PER45,2
1436,PER10,8
1436,PER11,11
1436,PER12,12
1436,PER13,13
1436,PER14,26
1436,PER15,28
1436,PER16,29
1436,PER17,26
1436,PER18,30
1436,PER19,38
1436,PER20,42
1436,PER21,48
1436,PER22,48
1436,PER23,47
1436,PER24,46
1436,PER25,44
1436,PER26,42
1436,PER27,44
1436,PER28,41
1436,PER29,38
1436,PER30,37
1436,PER31,36
1436,PER32,35
1436,PER33,33
1436,PER34,43
1436,PER35,58
1436,PER36,56
1436,PER37,56
1436,PER38,52
1436,PER39,50
1436,PER40,42
1436,PER41,28
1436,PER42,23
1436,PER43,13
1436,PER44,11
1436,PER45,8
1436,PER46,4
1436,PER9,6
1437,PER10,3
1437,PER11,8
1437,PER12,9
1437,PER13,18
1437,PER14,27
1437,PER15,28
1437,PER16,27
1437,PER17,28
1437,PER18,28
1437,PER19,32
1437,PER20,34
1437,PER21,34
1437,PER22,38
1437,PER23,39
1437,PER24,36
1437,PER25,40
1437,PER26,39
1437,PER27,41
1437,PER28,43
1437,PER29,46
1437,PER30,38
1437,PER31,44
1437,PER32,42
1437,PER33,33
1437,PER34,34
1437,PER35,39
1437,PER36,49
1437,PER37,52
1437,PER38,52
1437,PER39,38
1437,PER40,27
1437,PER41,24
1437,PER42,13
1437,PER43,8
1437,PER44,4
1437,PER45,4
1437,PER46,3
1437,PER9,1
1438,PER10,6
1438,PER11,8
1438,PER12,13
1438,PER13,30
1438,PER14,56
1438,PER15,69
1438,PER16,71
1438,PER17,68
1438,PER18,83
1438,PER19,88
1438,PER20,91
1438,PER21,93
1438,PER22,94
1438,PER23,94
1438,PER24,96
1438,PER25,93
1438,PER26,89
1438,PER27,87
1438,PER28,75
1438,PER29,76
1438,PER30,71
1438,PER31,72
1438,PER32,75
1438,PER33,72
1438,PER34,67
1438,PER35,64
1438,PER36,66
1438,PER37,58
1438,PER38,56
1438,PER39,48
1438,PER40,42
1438,PER41,28
1438,PER42,16
1438,PER43,9
1438,PER44,8
1438,PER45,4
1438,PER46,2
1438,PER47,1
1438,PER9,1
1439,PER10,3
1439,PER11,27
1439,PER12,80
1439,PER13,283
1439,PER14,605
1439,PER15,765
1439,PER16,841
1439,PER17,839
1439,PER18,840
1439,PER19,844
1439,PER20,849
1439,PER21,850
1439,PER22,850
1439,PER23,854
1439,PER24,840
1439,PER25,827
1439,PER26,828
1439,PER27,825
1439,PER28,775
1439,PER29,594
1439,PER30,413
1439,PER31,320
1439,PER32,251
1439,PER33,213
1439,PER34,171
1439,PER35,162
1439,PER36,164
1439,PER37,145
1439,PER38,141
1439,PER39,114
1439,PER40,84
1439,PER41,63
1439,PER42,42
1439,PER43,30
1439,PER44,24
1439,PER45,15
1439,PER46,6
1439,PER47,3
1439,PER8,1
1439,PER9,2
1440,PER11,1
1440,PER12,1
1440,PER13,2
1440,PER14,10
1440,PER15,14
1440,PER16,14
1440,PER17,14
1440,PER18,14
1440,PER19,14
1440,PER20,13
1440,PER21,13
1440,PER22,15
1440,PER23,16
1440,PER24,14
1440,PER25,16
1440,PER26,17
1440,PER27,15
1440,PER28,14
1440,PER29,18
1440,PER30,17
1440,PER31,13
1440,PER32,12
1440,PER33,11
1440,PER34,8
1440,PER35,9
1440,PER36,8
1440,PER37,7
1440,PER38,10
1440,PER39,9
1440,PER40,8
1440,PER41,8
1440,PER42,8
1440,PER43,7
1440,PER44,4
1440,PER45,3
1440,PER46,1
1440,PER47,1
1441,PER14,3
1441,PER15,6
1441,PER16,6
1441,PER17,5
1441,PER18,4
1441,PER19,4
1441,PER20,5
1441,PER21,4
1441,PER22,3
1441,PER23,3
1441,PER24,3
1441,PER25,5
1441,PER26,6
1441,PER27,5
1441,PER28,4
1441,PER29,3
1441,PER30,2
1441,PER31,2
1441,PER32,2
1441,PER35,2
1441,PER36,2
1441,PER37,4
1441,PER38,4
1441,PER39,4
1441,PER40,4
1441,PER41,2
1442,PER11,1
1442,PER12,2
1442,PER13,2
1442,PER14,4
1442,PER15,3
1442,PER16,4
1442,PER17,4
1442,PER18,5
1442,PER19,4
1442,PER20,3
1442,PER21,3
1442,PER22,3
1442,PER23,2
1442,PER24,2
1442,PER25,2
1442,PER26,2
1442,PER27,2
1442,PER28,2
1442,PER29,3
1442,PER30,3
1442,PER31,1
1442,PER32,1
1442,PER33,2
1442,PER34,1
1442,PER35,1
1442,PER36,1
1442,PER37,1
1442,PER38,1
1442,PER39,1
1442,PER40,2
1442,PER41,1
1443,PER13,2
1443,PER14,2
1443,PER15,3
1443,PER16,6
1443,PER17,7
1443,PER18,6
1443,PER19,6
1443,PER20,7
1443,PER21,7
1443,PER22,8
1443,PER23,8
1443,PER24,7
1443,PER25,7
1443,PER26,8
1443,PER27,9
1443,PER28,9
1443,PER29,6
1443,PER30,5
1443,PER31,5
1443,PER32,8
1443,PER33,8
1443,PER34,7
1443,PER35,7
1443,PER36,8
1443,PER37,9
1443,PER38,7
1443,PER39,4
1443,PER40,4
1443,PER41,1
1444,PER10,17
1444,PER11,38
1444,PER12,52
1444,PER13,82
1444,PER14,130
1444,PER15,165
1444,PER16,183
1444,PER17,194
1444,PER18,201
1444,PER19,214
1444,PER20,222
1444,PER21,230
1444,PER22,224
1444,PER23,228
1444,PER24,229
1444,PER25,220
1444,PER26,212
1444,PER27,207
1444,PER28,203
1444,PER29,195
1444,PER30,186
1444,PER31,178
1444,PER32,160
1444,PER33,145
1444,PER34,144
1444,PER35,143
1444,PER36,134
1444,PER37,129
1444,PER38,108
1444,PER39,90
1444,PER40,68
1444,PER41,62
1444,PER42,48
1444,PER43,38
1444,PER44,28
1444,PER45,19
1444,PER46,9
1444,PER47,6
1444,PER8,3
1444,PER9,5
1445,PER10,13
1445,PER11,17
1445,PER12,37
1445,PER13,56
1445,PER14,78
1445,PER15,96
1445,PER16,110
1445,PER17,114
1445,PER18,122
1445,PER19,128
1445,PER20,133
1445,PER21,133
1445,PER22,135
1445,PER23,137
1445,PER24,135
1445,PER25,134
1445,PER26,135
1445,PER27,132
1445,PER28,131
1445,PER29,119
1445,PER30,122
1445,PER31,115
1445,PER32,101
1445,PER33,93
1445,PER34,82
1445,PER35,65
1445,PER36,60
1445,PER37,56
1445,PER38,43
1445,PER39,36
1445,PER40,24
1445,PER41,18
1445,PER42,13
1445,PER43,10
1445,PER44,8
1445,PER45,9
1445,PER46,6
1445,PER47,5
1445,PER8,3
1445,PER9,8
1446,PER10,21
1446,PER11,41
1446,PER12,65
1446,PER13,97
1446,PER14,134
1446,PER15,159
1446,PER16,179
1446,PER17,194
1446,PER18,199
1446,PER19,201
1446,PER20,206
1446,PER21,220
1446,PER22,225
1446,PER23,229
1446,PER24,220
1446,PER25,217
1446,PER26,222
1446,PER27,216
1446,PER28,208
1446,PER29,198
1446,PER30,193
1446,PER31,183
1446,PER32,162
1446,PER33,139
1446,PER34,107
1446,PER35,87
1446,PER36,75
1446,PER37,66
1446,PER38,55
1446,PER39,41
1446,PER40,29
1446,PER41,22
1446,PER42,18
1446,PER43,15
1446,PER44,18
1446,PER45,16
1446,PER46,15
1446,PER47,7
1446,PER8,4
1446,PER9,7
1447,PER10,13
1447,PER11,16
1447,PER12,25
1447,PER13,47
1447,PER14,81
1447,PER15,96
1447,PER16,100
1447,PER17,119
1447,PER18,135
1447,PER19,134
1447,PER20,131
1447,PER21,146
1447,PER22,147
1447,PER23,139
1447,PER24,146
1447,PER25,139
1447,PER26,135
1447,PER27,148
1447,PER28,142
1447,PER29,132
1447,PER30,118
1447,PER31,117
1447,PER32,119
1447,PER33,109
1447,PER34,101
1447,PER35,101
1447,PER36,99
1447,PER37,96
1447,PER38,96
1447,PER39,73
1447,PER40,61
1447,PER41,53
1447,PER42,24
1447,PER43,12
1447,PER44,7
1447,PER45,4
1447,PER46,2
1447,PER8,4
1447,PER9,6
1448,PER10,22
1448,PER11,28
1448,PER12,48
1448,PER13,76
1448,PER14,103
1448,PER15,131
1448,PER16,163
1448,PER17,179
1448,PER18,206
1448,PER19,213
1448,PER20,224
1448,PER21,233
1448,PER22,234
1448,PER23,250
1448,PER24,245
1448,PER25,234
1448,PER26,235
1448,PER27,220
1448,PER28,212
1448,PER29,205
1448,PER30,214
1448,PER31,204
1448,PER32,202
1448,PER33,164
1448,PER34,157
1448,PER35,120
1448,PER36,131
1448,PER37,113
1448,PER38,94
1448,PER39,70
1448,PER40,50
1448,PER41,38
1448,PER42,26
1448,PER43,23
1448,PER44,19
1448,PER45,13
1448,PER46,11
1448,PER47,5
1448,PER8,2
1448,PER9,8
1449,PER10,5
1449,PER11,6
1449,PER12,11
1449,PER13,27
1449,PER14,49
1449,PER15,58
1449,PER16,55
1449,PER17,66
1449,PER18,68
1449,PER19,79
1449,PER20,83
1449,PER21,82
1449,PER22,87
1449,PER23,83
1449,PER24,79
1449,PER25,75
1449,PER26,79
1449,PER27,79
1449,PER28,82
1449,PER29,83
1449,PER30,74
1449,PER31,76
1449,PER32,67
1449,PER33,70
1449,PER34,69
1449,PER35,72
1449,PER36,72
1449,PER37,68
1449,PER38,56
1449,PER39,49
1449,PER40,40
1449,PER41,25
1449,PER42,18
1449,PER43,17
1449,PER44,16
1449,PER45,10
1449,PER46,9
1449,PER47,5
1449,PER8,2
1449,PER9,4
1450,PER10,2
1450,PER11,2
1450,PER12,4
1450,PER13,10
1450,PER14,18
1450,PER15,19
1450,PER16,26
1450,PER17,25
1450,PER18,28
1450,PER19,26
1450,PER20,28
1450,PER21,30
1450,PER22,30
1450,PER23,29
1450,PER24,29
1450,PER25,30
1450,PER26,28
1450,PER27,27
1450,PER28,27
1450,PER29,25
1450,PER30,24
1450,PER31,19
1450,PER32,19
1450,PER33,18
1450,PER34,15
1450,PER35,19
1450,PER36,21
1450,PER37,23
1450,PER38,24
1450,PER39,19
1450,PER40,15
1450,PER41,8
1450,PER42,6
1450,PER43,4
1450,PER44,4
1450,PER45,2
1450,PER46,2
1450,PER8,1
1450,PER9,2
1451,PER10,1
1451,PER11,3
1451,PER12,4
1451,PER13,10
1451,PER14,17
1451,PER15,20
1451,PER16,20
1451,PER17,21
1451,PER18,23
1451,PER19,21
1451,PER20,23
1451,PER21,23
1451,PER22,22
1451,PER23,24
1451,PER24,21
1451,PER25,21
1451,PER26,22
1451,PER27,22
1451,PER28,24
1451,PER29,19
1451,PER30,16
1451,PER31,12
1451,PER32,13
1451,PER33,17
1451,PER34,17
1451,PER35,18
1451,PER36,17
1451,PER37,20
1451,PER38,17
1451,PER39,13
1451,PER40,10
1451,PER41,5
1451,PER42,3
1451,PER43,3
1451,PER44,3
1451,PER45,2
1451,PER46,1
1452,PER10,117
1452,PER11,186
1452,PER12,282
1452,PER13,448
1452,PER14,639
1452,PER15,750
1452,PER16,900
1452,PER17,1031
1452,PER18,1188
1452,PER19,1340
1452,PER20,1522
1452,PER21,1584
1452,PER22,1619
1452,PER23,1588
1452,PER24,1526
1452,PER25,1455
1452,PER26,1436
1452,PER27,1390
1452,PER28,1372
1452,PER29,1307
1452,PER30,1275
1452,PER31,1201
1452,PER32,1132
1452,PER33,1011
1452,PER34,931
1452,PER35,851
1452,PER36,842
1452,PER37,818
1452,PER38,736
1452,PER39,642
1452,PER40,439
1452,PER41,320
1452,PER42,204
1452,PER43,163
1452,PER44,97
1452,PER45,73
1452,PER46,48
1452,PER47,20
1452,PER8,22
1452,PER9,54
1453,PER10,3
1453,PER11,9
1453,PER12,10
1453,PER13,19
1453,PER14,51
1453,PER15,67
1453,PER16,67
1453,PER17,63
1453,PER18,64
1453,PER19,62
1453,PER20,63
1453,PER21,69
1453,PER22,65
1453,PER23,67
1453,PER24,66
1453,PER25,63
1453,PER26,67
1453,PER27,75
1453,PER28,75
1453,PER29,62
1453,PER30,63
1453,PER31,54
1453,PER32,58
1453,PER33,60
1453,PER34,58
1453,PER35,73
1453,PER36,73
1453,PER37,77
1453,PER38,64
1453,PER39,56
1453,PER40,48
1453,PER41,40
1453,PER42,23
1453,PER43,12
1453,PER44,7
1453,PER45,6
1453,PER46,4
1453,PER47,3
1453,PER8,3
1453,PER9,3
1454,PER18,1
1454,PER19,1
1454,PER20,1
1454,PER21,1
1454,PER22,1
1454,PER23,2
1454,PER24,2
1454,PER25,2
1454,PER26,2
1454,PER27,1
1454,PER28,1
1454,PER29,1
1454,PER30,1
1454,PER31,1
1454,PER32,1
1454,PER33,3
1454,PER34,4
1454,PER35,5
1454,PER36,5
1454,PER37,3
1454,PER38,3
1454,PER39,2
1454,PER40,1
1454,PER41,1
1454,PER42,1
1454,PER43,1
1454,PER44,1
1454,PER45,1
1454,PER46,1
1455,PER10,1
1455,PER11,1
1455,PER12,1
1455,PER13,1
1455,PER14,3
1455,PER15,6
1455,PER16,7
1455,PER17,6
1455,PER18,7
1455,PER19,8
1455,PER20,10
1455,PER21,9
1455,PER22,10
1455,PER23,11
1455,PER24,11
1455,PER25,12
1455,PER26,12
1455,PER27,12
1455,PER28,13
1455,PER29,6
1455,PER30,4
1455,PER31,4
1455,PER32,5
1455,PER33,5
1455,PER34,7
1455,PER35,5
1455,PER36,4
1455,PER37,6
1455,PER38,6
1455,PER39,6
1455,PER40,2
1455,PER41,2
1456,PER10,34
1456,PER11,63
1456,PER12,91
1456,PER13,123
1456,PER14,174
1456,PER15,224
1456,PER16,271
1456,PER17,310
1456,PER18,360
1456,PER19,394
1456,PER20,431
1456,PER21,451
1456,PER22,466
1456,PER23,451
1456,PER24,441
1456,PER25,434
1456,PER26,414
1456,PER27,394
1456,PER28,380
1456,PER29,365
1456,PER30,371
1456,PER31,332
1456,PER32,303
1456,PER33,283
1456,PER34,259
1456,PER35,242
1456,PER36,227
1456,PER37,200
1456,PER38,172
1456,PER39,145
1456,PER40,111
1456,PER41,75
1456,PER42,58
1456,PER43,44
1456,PER44,37
1456,PER45,21
1456,PER46,8
1456,PER47,5
1456,PER8,10
1456,PER9,22
1457,PER10,6
1457,PER11,12
1457,PER12,17
1457,PER13,38
1457,PER14,84
1457,PER15,93
1457,PER16,92
1457,PER17,90
1457,PER18,90
1457,PER19,90
1457,PER20,98
1457,PER21,102
1457,PER22,101
1457,PER23,107
1457,PER24,109
1457,PER25,100
1457,PER26,97
1457,PER27,96
1457,PER28,103
1457,PER29,90
1457,PER30,71
1457,PER31,67
1457,PER32,67
1457,PER33,67
1457,PER34,74
1457,PER35,102
1457,PER36,113
1457,PER37,115
1457,PER38,113
1457,PER39,93
1457,PER40,76
1457,PER41,59
1457,PER42,35
1457,PER43,10
1457,PER44,9
1457,PER45,8
1457,PER46,6
1457,PER47,4
1457,PER9,2
1458,PER10,107
1458,PER11,167
1458,PER12,262
1458,PER13,404
1458,PER14,642
1458,PER15,799
1458,PER16,915
1458,PER17,990
1458,PER18,1055
1458,PER19,1098
1458,PER20,1160
1458,PER21,1179
1458,PER22,1182
1458,PER23,1175
1458,PER24,1166
1458,PER25,1146
1458,PER26,1122
1458,PER27,1078
1458,PER28,1049
1458,PER29,1022
1458,PER30,966
1458,PER31,912
1458,PER32,842
1458,PER33,770
1458,PER34,680
1458,PER35,629
1458,PER36,613
1458,PER37,560
1458,PER38,471
1458,PER39,384
1458,PER40,285
1458,PER41,230
1458,PER42,163
1458,PER43,115
1458,PER44,89
1458,PER45,56
1458,PER46,39
1458,PER47,21
1458,PER8,24
1458,PER9,54
1459,PER10,1
1459,PER11,2
1459,PER12,4
1459,PER13,6
1459,PER14,8
1459,PER15,8
1459,PER16,8
1459,PER17,8
1459,PER18,8
1459,PER19,8
1459,PER20,7
1459,PER21,8
1459,PER22,7
1459,PER23,7
1459,PER24,7
1459,PER25,8
1459,PER26,8
1459,PER27,8
1459,PER28,8
1459,PER29,8
1459,PER30,8
1459,PER31,8
1459,PER32,9
1459,PER33,5
1459,PER34,5
1459,PER35,4
1459,PER36,4
1459,PER37,4
1459,PER38,2
1459,PER39,2
1459,PER40,1
1460,PER10,3
1460,PER11,7
1460,PER12,9
1460,PER13,9
1460,PER14,11
1460,PER15,12
1460,PER16,16
1460,PER17,21
1460,PER18,25
1460,PER19,25
1460,PER20,24
1460,PER21,24
1460,PER22,25
1460,PER23,25
1460,PER24,27
1460,PER25,28
1460,PER26,31
1460,PER27,32
1460,PER28,31
1460,PER29,30
1460,PER30,29
1460,PER31,27
1460,PER32,25
1460,PER33,22
1460,PER34,21
1460,PER35,18
1460,PER36,10
1460,PER37,11
1460,PER38,10
1460,PER39,9
1460,PER40,9
1460,PER41,8
1460,PER42,3
1460,PER43,2
1460,PER44,2
1460,PER45,2
1460,PER46,2
1460,PER47,1
1460,PER9,1
1461,PER10,1
1461,PER11,1
1461,PER12,1
1461,PER24,2
1461,PER25,2
1461,PER26,4
1461,PER27,4
1461,PER28,4
1461,PER29,4
1461,PER30,4
1461,PER31,4
1461,PER32,5
1461,PER33,5
1461,PER34,5
1461,PER35,3
1461,PER36,5
1461,PER37,5
1461,PER38,5
1461,PER39,5
1461,PER40,3
1461,PER41,3
1461,PER42,2
1461,PER43,1
1461,PER44,2
1461,PER45,2
1461,PER46,1
1461,PER47,1
1461,PER9,1
1462,PER11,5
1462,PER12,8
1462,PER13,12
1462,PER14,14
1462,PER15,20
1462,PER16,23
1462,PER17,25
1462,PER18,25
1462,PER19,27
1462,PER20,29
1462,PER21,32
1462,PER22,30
1462,PER23,30
1462,PER24,32
1462,PER25,33
1462,PER26,32
1462,PER27,30
1462,PER28,33
1462,PER29,32
1462,PER30,28
1462,PER31,24
1462,PER32,24
1462,PER33,23
1462,PER34,23
1462,PER35,18
1462,PER36,14
1462,PER37,14
1462,PER38,11
1462,PER39,9
1462,PER40,6
1462,PER41,3
1462,PER42,2
1462,PER43,2
1462,PER44,2
1462,PER45,2
1462,PER46,2
1462,PER47,1
1463,PER10,12
1463,PER11,18
1463,PER12,25
1463,PER13,38
1463,PER14,59
1463,PER15,68
1463,PER16,73
1463,PER17,74
1463,PER18,75
1463,PER19,80
1463,PER20,87
1463,PER21,88
1463,PER22,95
1463,PER23,98
1463,PER24,94
1463,PER25,91
1463,PER26,91
1463,PER27,87
1463,PER28,85
1463,PER29,85
1463,PER30,75
1463,PER31,70
1463,PER32,62
1463,PER33,57
1463,PER34,47
1463,PER35,47
1463,PER36,49
1463,PER37,49
1463,PER38,48
1463,PER39,40
1463,PER40,38
1463,PER41,22
1463,PER42,11
1463,PER43,9
1463,PER44,5
1463,PER45,4
1463,PER46,1
1463,PER47,1
1463,PER8,2
1463,PER9,5
1464,PER10,5
1464,PER11,4
1464,PER12,7
1464,PER13,18
1464,PER14,40
1464,PER15,59
1464,PER16,63
1464,PER17,55
1464,PER18,55
1464,PER19,57
1464,PER20,59
1464,PER21,65
1464,PER22,75
1464,PER23,82
1464,PER24,82
1464,PER25,72
1464,PER26,68
1464,PER27,67
1464,PER28,67
1464,PER29,62
1464,PER30,51
1464,PER31,55
1464,PER32,53
1464,PER33,60
1464,PER34,68
1464,PER35,68
1464,PER36,79
1464,PER37,67
1464,PER38,60
1464,PER39,61
1464,PER40,52
1464,PER41,39
1464,PER42,21
1464,PER43,18
1464,PER44,10
1464,PER45,7
1464,PER46,4
1464,PER47,1
1464,PER8,1
1464,PER9,4
1465,PER10,3
1465,PER11,3
1465,PER12,7
1465,PER13,17
1465,PER14,33
1465,PER15,43
1465,PER16,53
1465,PER17,48
1465,PER18,52
1465,PER19,52
1465,PER20,52
1465,PER21,53
1465,PER22,58
1465,PER23,59
1465,PER24,60
1465,PER25,60
1465,PER26,51
1465,PER27,59
1465,PER28,62
1465,PER29,64
1465,PER30,49
1465,PER31,43
1465,PER32,43
1465,PER33,38
1465,PER34,50
1465,PER35,63
1465,PER36,68
1465,PER37,62
1465,PER38,48
1465,PER39,31
1465,PER40,23
1465,PER41,20
1465,PER42,13
1465,PER43,9
1465,PER44,4
1465,PER45,2
1465,PER46,1
1465,PER47,1
1465,PER8,3
1465,PER9,2
1466,PER14,1
1466,PER15,1
1466,PER16,3
1466,PER17,3
1466,PER18,4
1466,PER19,5
1466,PER20,5
1466,PER21,4
1466,PER22,4
1466,PER23,3
1466,PER24,3
1466,PER25,3
1466,PER26,3
1466,PER27,3
1466,PER28,3
1466,PER29,3
1466,PER30,4
1466,PER31,4
1466,PER32,3
1466,PER33,3
1466,PER34,3
1466,PER35,8
1466,PER36,13
1466,PER37,12
1466,PER38,10
1466,PER39,8
1466,PER40,8
1466,PER41,6
1466,PER42,2
1466,PER43,1
1466,PER44,1
1466,PER45,1
1466,PER46,1
1466,PER47,1
1467,PER11,1
1467,PER12,3
1467,PER13,7
1467,PER14,21
1467,PER15,25
1467,PER16,31
1467,PER17,29
1467,PER18,28
1467,PER19,36
1467,PER20,34
1467,PER21,35
1467,PER22,33
1467,PER23,33
1467,PER24,29
1467,PER25,28
1467,PER26,30
1467,PER27,34
1467,PER28,25
1467,PER29,25
1467,PER30,18
1467,PER31,14
1467,PER32,17
1467,PER33,21
1467,PER34,22
1467,PER35,28
1467,PER36,32
1467,PER37,34
1467,PER38,28
1467,PER39,27
1467,PER40,12
1467,PER41,10
1467,PER42,9
1467,PER43,7
1467,PER44,6
1467,PER45,5
1467,PER46,2
1468,PER10,18
1468,PER11,24
1468,PER12,39
1468,PER13,73
1468,PER14,137
1468,PER15,169
1468,PER16,185
1468,PER17,191
1468,PER18,217
1468,PER19,226
1468,PER20,230
1468,PER21,237
1468,PER22,249
1468,PER23,246
1468,PER24,237
1468,PER25,233
1468,PER26,236
1468,PER27,242
1468,PER28,245
1468,PER29,213
1468,PER30,215
1468,PER31,216
1468,PER32,191
1468,PER33,184
1468,PER34,156
1468,PER35,140
1468,PER36,141
1468,PER37,131
1468,PER38,109
1468,PER39,93
1468,PER40,75
1468,PER41,59
1468,PER42,40
1468,PER43,31
1468,PER44,26
1468,PER45,18
1468,PER46,7
1468,PER47,4
1468,PER8,2
1468,PER9,10
1469,PER10,27
1469,PER11,37
1469,PER12,67
1469,PER13,102
1469,PER14,178
1469,PER15,229
1469,PER16,267
1469,PER17,282
1469,PER18,307
1469,PER19,318
1469,PER20,323
1469,PER21,336
1469,PER22,339
1469,PER23,324
1469,PER24,317
1469,PER25,313
1469,PER26,310
1469,PER27,298
1469,PER28,304
1469,PER29,298
1469,PER30,279
1469,PER31,266
1469,PER32,238
1469,PER33,200
1469,PER34,182
1469,PER35,177
1469,PER36,176
1469,PER37,158
1469,PER38,143
1469,PER39,104
1469,PER40,80
1469,PER41,69
1469,PER42,40
1469,PER43,28
1469,PER44,20
1469,PER45,13
1469,PER46,7
1469,PER47,1
1469,PER8,6
1469,PER9,16
1470,PER10,20
1470,PER11,26
1470,PER12,42
1470,PER13,63
1470,PER14,100
1470,PER15,128
1470,PER16,151
1470,PER17,162
1470,PER18,167
1470,PER19,169
1470,PER20,173
1470,PER21,174
1470,PER22,170
1470,PER23,174
1470,PER24,173
1470,PER25,172
1470,PER26,167
1470,PER27,165
1470,PER28,161
1470,PER29,155
1470,PER30,150
1470,PER31,141
1470,PER32,143
1470,PER33,132
1470,PER34,119
1470,PER35,114
1470,PER36,96
1470,PER37,93
1470,PER38,83
1470,PER39,66
1470,PER40,46
1470,PER41,36
1470,PER42,21
1470,PER43,16
1470,PER44,14
1470,PER45,10
1470,PER46,4
1470,PER47,1
1470,PER8,3
1470,PER9,6
1471,PER15,1
1471,PER30,2
1471,PER31,2
1471,PER32,2
1471,PER33,2
1471,PER34,2
1471,PER35,2
1471,PER36,3
1471,PER37,1
1471,PER38,1
1471,PER39,1
1472,PER10,3
1472,PER11,5
1472,PER12,5
1472,PER13,8
1472,PER14,7
1472,PER15,8
1472,PER16,9
1472,PER17,13
1472,PER18,12
1472,PER19,12
1472,PER20,10
1472,PER21,11
1472,PER22,13
1472,PER23,13
1472,PER24,14
1472,PER25,14
1472,PER26,13
1472,PER27,15
1472,PER28,16
1472,PER29,15
1472,PER30,14
1472,PER31,14
1472,PER32,14
1472,PER33,19
1472,PER34,19
1472,PER35,24
1472,PER36,25
1472,PER37,22
1472,PER38,20
1472,PER39,19
1472,PER40,15
1472,PER41,6
1472,PER42,3
1472,PER43,5
1472,PER44,3
1472,PER45,3
1472,PER46,2
1473,PER10,11
1473,PER11,25
1473,PER12,79
1473,PER13,331
1473,PER14,766
1473,PER15,975
1473,PER16,1050
1473,PER17,1042
1473,PER18,1049
1473,PER19,1056
1473,PER20,1059
1473,PER21,1060
1473,PER22,1064
1473,PER23,1059
1473,PER24,1059
1473,PER25,1040
1473,PER26,1020
1473,PER27,1033
1473,PER28,963
1473,PER29,711
1473,PER30,486
1473,PER31,359
1473,PER32,286
1473,PER33,232
1473,PER34,191
1473,PER35,178
1473,PER36,187
1473,PER37,165
1473,PER38,127
1473,PER39,96
1473,PER40,63
1473,PER41,43
1473,PER42,29
1473,PER43,21
1473,PER44,16
1473,PER45,9
1473,PER46,7
1473,PER47,2
1473,PER8,2
1473,PER9,5
1474,PER10,12
1474,PER11,15
1474,PER12,23
1474,PER13,36
1474,PER14,56
1474,PER15,62
1474,PER16,74
1474,PER17,82
1474,PER18,79
1474,PER19,82
1474,PER20,86
1474,PER21,88
1474,PER22,88
1474,PER23,92
1474,PER24,85
1474,PER25,82
1474,PER26,84
1474,PER27,83
1474,PER28,82
1474,PER29,70
1474,PER30,75
1474,PER31,69
1474,PER32,63
1474,PER33,67
1474,PER34,63
1474,PER35,59
1474,PER36,61
1474,PER37,60
1474,PER38,57
1474,PER39,49
1474,PER40,37
1474,PER41,19
1474,PER42,12
1474,PER43,5
1474,PER44,1
1474,PER45,1
1474,PER9,5
1475,PER10,9
1475,PER11,12
1475,PER12,20
1475,PER13,32
1475,PER14,38
1475,PER15,41
1475,PER16,46
1475,PER17,52
1475,PER18,59
1475,PER19,65
1475,PER20,70
1475,PER21,76
1475,PER22,78
1475,PER23,72
1475,PER24,70
1475,PER25,73
1475,PER26,74
1475,PER27,79
1475,PER28,77
1475,PER29,66
1475,PER30,67
1475,PER31,59
1475,PER32,53
1475,PER33,48
1475,PER34,40
1475,PER35,31
1475,PER36,38
1475,PER37,39
1475,PER38,32
1475,PER39,28
1475,PER40,22
1475,PER41,15
1475,PER42,8
1475,PER43,8
1475,PER44,8
1475,PER45,8
1475,PER46,3
1475,PER9,4
1476,PER10,2
1476,PER11,2
1476,PER12,4
1476,PER13,16
1476,PER14,25
1476,PER15,29
1476,PER16,35
1476,PER17,32
1476,PER18,33
1476,PER19,37
1476,PER20,41
1476,PER21,44
1476,PER22,46
1476,PER23,45
1476,PER24,39
1476,PER25,36
1476,PER26,33
1476,PER27,34
1476,PER28,32
1476,PER29,35
1476,PER30,34
1476,PER31,34
1476,PER32,37
1476,PER33,31
1476,PER34,27
1476,PER35,30
1476,PER36,29
1476,PER37,36
1476,PER38,32
1476,PER39,32
1476,PER40,27
1476,PER41,17
1476,PER42,17
1476,PER43,12
1476,PER44,11
1476,PER45,7
1476,PER46,4
1476,PER47,4
1477,PER12,1
1477,PER13,1
1477,PER14,4
1477,PER15,5
1477,PER16,7
1477,PER17,9
1477,PER18,7
1477,PER19,8
1477,PER20,10
1477,PER21,14
1477,PER22,16
1477,PER23,15
1477,PER24,13
1477,PER25,11
1477,PER26,12
1477,PER27,11
