PERSON_TYPE,PER,PURPOSE,QUANTITY,person_order
FULL-TIME WORKER,19,DISCRETIONARY,12585,1
FULL-TIME WORKER,19,EATING OUT,968,1
FULL-TIME WORKER,19,ESCORT,4898,1
FULL-TIME WORKER,19,HOME,298032,1
FULL-TIME WORKER,19,MAINTENANCE,17625,1
FULL-TIME WORKER,19,SHOP,10660,1
FULL-TIME WORKER,19,VISITING,4015,1
FULL-TIME WORKER,19,WORK,800453,1
FULL-TIME WORKER,19,WORK-BASED,11038,1
FULL-TIME WORKER,20,DISCRETIONARY,12275,1
FULL-TIME WORKER,20,EATING OUT,1064,1
FULL-TIME WORKER,20,ESCORT,4932,1
FULL-TIME WORKER,20,HOME,279484,1
FULL-TIME WORKER,20,MAINTENANCE,18678,1
FULL-TIME WORKER,20,SHOP,13280,1
FULL-TIME WORKER,20,VISITING,4571,1
FULL-TIME WORKER,20,WORK,812122,1
FULL-TIME WORKER,20,WORK-BASED,13868,1
FULL-TIME WORKER,21,DISCRETIONARY,11832,1
FULL-TIME WORKER,21,EATING OUT,1686,1
FULL-TIME WORKER,21,ESCORT,4964,1
FULL-TIME WORKER,21,HOME,264404,1
FULL-TIME WORKER,21,MAINTENANCE,18989,1
FULL-TIME WORKER,21,SHOP,14316,1
FULL-TIME WORKER,21,VISITING,4980,1
FULL-TIME WORKER,21,WORK,822007,1
FULL-TIME WORKER,21,WORK-BASED,17096,1
FULL-TIME WORKER,22,DISCRETIONARY,10964,1
FULL-TIME WORKER,22,EATING OUT,2344,1
FULL-TIME WORKER,22,ESCORT,5034,1
FULL-TIME WORKER,22,HOME,240564,1
FULL-TIME WORKER,22,MAINTENANCE,18087,1
FULL-TIME WORKER,22,SHOP,13586,1
FULL-TIME WORKER,22,VISITING,5383,1
FULL-TIME WORKER,22,WORK,830054,1
FULL-TIME WORKER,22,WORK-BASED,34258,1
FULL-TIME WORKER,23,DISCRETIONARY,10255,1
FULL-TIME WORKER,23,EATING OUT,2537,1
FULL-TIME WORKER,23,ESCORT,5211,1
FULL-TIME WORKER,23,HOME,217781,1
FULL-TIME WORKER,23,MAINTENANCE,16658,1
FULL-TIME WORKER,23,SHOP,12380,1
FULL-TIME WORKER,23,VISITING,5854,1
FULL-TIME WORKER,23,WORK,836195,1
FULL-TIME WORKER,23,WORK-BASED,53403,1
FULL-TIME WORKER,24,DISCRETIONARY,9792,1
FULL-TIME WORKER,24,EATING OUT,2383,1
FULL-TIME WORKER,24,ESCORT,5397,1
FULL-TIME WORKER,24,HOME,213247,1
FULL-TIME WORKER,24,MAINTENANCE,15301,1
FULL-TIME WORKER,24,SHOP,11490,1
FULL-TIME WORKER,24,VISITING,5515,1
FULL-TIME WORKER,24,WORK,840598,1
FULL-TIME WORKER,24,WORK-BASED,56551,1
FULL-TIME WORKER,25,DISCRETIONARY,9365,1
FULL-TIME WORKER,25,EATING OUT,2028,1
FULL-TIME WORKER,25,ESCORT,5720,1
FULL-TIME WORKER,25,HOME,232659,1
FULL-TIME WORKER,25,MAINTENANCE,14580,1
FULL-TIME WORKER,25,SHOP,11099,1
FULL-TIME WORKER,25,VISITING,5191,1
FULL-TIME WORKER,25,WORK,842889,1
FULL-TIME WORKER,25,WORK-BASED,36743,1
FULL-TIME WORKER,26,DISCRETIONARY,9104,1
FULL-TIME WORKER,26,EATING OUT,1588,1
FULL-TIME WORKER,26,ESCORT,10444,1
FULL-TIME WORKER,26,HOME,245316,1
FULL-TIME WORKER,26,MAINTENANCE,13928,1
FULL-TIME WORKER,26,SHOP,10878,1
FULL-TIME WORKER,26,VISITING,4940,1
FULL-TIME WORKER,26,WORK,842146,1
FULL-TIME WORKER,26,WORK-BASED,21930,1
FULL-TIME WORKER,27,DISCRETIONARY,8912,1
FULL-TIME WORKER,27,EATING OUT,1182,1
FULL-TIME WORKER,27,ESCORT,18676,1
FULL-TIME WORKER,27,HOME,252155,1
FULL-TIME WORKER,27,MAINTENANCE,13258,1
FULL-TIME WORKER,27,SHOP,9890,1
FULL-TIME WORKER,27,VISITING,4563,1
FULL-TIME WORKER,27,WORK,836940,1
FULL-TIME WORKER,27,WORK-BASED,14698,1
FULL-TIME WORKER,28,DISCRETIONARY,8878,1
FULL-TIME WORKER,28,EATING OUT,1007,1
FULL-TIME WORKER,28,ESCORT,20831,1
FULL-TIME WORKER,28,HOME,266599,1
FULL-TIME WORKER,28,MAINTENANCE,12837,1
FULL-TIME WORKER,28,SHOP,9512,1
FULL-TIME WORKER,28,VISITING,4309,1
FULL-TIME WORKER,28,WORK,825827,1
FULL-TIME WORKER,28,WORK-BASED,10474,1
FULL-TIME WORKER,29,DISCRETIONARY,9193,1
FULL-TIME WORKER,29,EATING OUT,890,1
FULL-TIME WORKER,29,ESCORT,18204,1
FULL-TIME WORKER,29,HOME,289510,1
FULL-TIME WORKER,29,MAINTENANCE,12715,1
FULL-TIME WORKER,29,SHOP,9483,1
FULL-TIME WORKER,29,VISITING,4339,1
FULL-TIME WORKER,29,WORK,807864,1
FULL-TIME WORKER,29,WORK-BASED,8076,1
FULL-TIME WORKER,30,DISCRETIONARY,10738,1
FULL-TIME WORKER,30,EATING OUT,1131,1
FULL-TIME WORKER,30,ESCORT,11918,1
FULL-TIME WORKER,30,HOME,336061,1
FULL-TIME WORKER,30,MAINTENANCE,12762,1
FULL-TIME WORKER,30,SHOP,9854,1
FULL-TIME WORKER,30,VISITING,4499,1
FULL-TIME WORKER,30,WORK,767145,1
FULL-TIME WORKER,30,WORK-BASED,6166,1
FULL-TIME WORKER,31,DISCRETIONARY,12864,1
FULL-TIME WORKER,31,EATING OUT,1824,1
FULL-TIME WORKER,31,ESCORT,10783,1
FULL-TIME WORKER,31,HOME,385583,1
FULL-TIME WORKER,31,MAINTENANCE,12861,1
FULL-TIME WORKER,31,SHOP,10141,1
FULL-TIME WORKER,31,VISITING,4851,1
FULL-TIME WORKER,31,WORK,716479,1
FULL-TIME WORKER,31,WORK-BASED,4888,1
FULL-TIME WORKER,32,DISCRETIONARY,15961,1
FULL-TIME WORKER,32,EATING OUT,2464,1
FULL-TIME WORKER,32,ESCORT,8154,1
FULL-TIME WORKER,32,HOME,454136,1
FULL-TIME WORKER,32,MAINTENANCE,12693,1
FULL-TIME WORKER,32,SHOP,10426,1
FULL-TIME WORKER,32,VISITING,5274,1
FULL-TIME WORKER,32,WORK,647067,1
FULL-TIME WORKER,32,WORK-BASED,4099,1
FULL-TIME WORKER,33,DISCRETIONARY,19498,1
FULL-TIME WORKER,33,EATING OUT,4627,1
FULL-TIME WORKER,33,ESCORT,7965,1
FULL-TIME WORKER,33,HOME,547421,1
FULL-TIME WORKER,33,MAINTENANCE,13949,1
FULL-TIME WORKER,33,SHOP,10975,1
FULL-TIME WORKER,33,VISITING,5990,1
FULL-TIME WORKER,33,WORK,546409,1
FULL-TIME WORKER,33,WORK-BASED,3440,1
FULL-TIME WORKER,34,DISCRETIONARY,24485,1
FULL-TIME WORKER,34,EATING OUT,7845,1
FULL-TIME WORKER,34,ESCORT,8472,1
FULL-TIME WORKER,34,HOME,654592,1
FULL-TIME WORKER,34,MAINTENANCE,15727,1
FULL-TIME WORKER,34,SHOP,13273,1
FULL-TIME WORKER,34,VISITING,7798,1
FULL-TIME WORKER,34,WORK,425038,1
FULL-TIME WORKER,34,WORK-BASED,3044,1
FULL-TIME WORKER,35,DISCRETIONARY,31227,1
FULL-TIME WORKER,35,EATING OUT,11325,1
FULL-TIME WORKER,35,ESCORT,9183,1
FULL-TIME WORKER,35,HOME,740498,1
FULL-TIME WORKER,35,MAINTENANCE,19363,1
FULL-TIME WORKER,35,SHOP,15423,1
FULL-TIME WORKER,35,VISITING,11907,1
FULL-TIME WORKER,35,WORK,318388,1
FULL-TIME WORKER,35,WORK-BASED,2960,1
FULL-TIME WORKER,36,DISCRETIONARY,42675,1
FULL-TIME WORKER,36,EATING OUT,14820,1
FULL-TIME WORKER,36,ESCORT,9338,1
FULL-TIME WORKER,36,HOME,789821,1
FULL-TIME WORKER,36,MAINTENANCE,23445,1
FULL-TIME WORKER,36,SHOP,17065,1
FULL-TIME WORKER,36,VISITING,15481,1
FULL-TIME WORKER,36,WORK,244769,1
FULL-TIME WORKER,36,WORK-BASED,2860,1
FULL-TIME WORKER,37,DISCRETIONARY,42237,1
FULL-TIME WORKER,37,EATING OUT,15637,1
FULL-TIME WORKER,37,ESCORT,8992,1
FULL-TIME WORKER,37,HOME,829472,1
FULL-TIME WORKER,37,MAINTENANCE,23319,1
FULL-TIME WORKER,37,SHOP,19538,1
FULL-TIME WORKER,37,VISITING,18770,1
FULL-TIME WORKER,37,WORK,199419,1
FULL-TIME WORKER,37,WORK-BASED,2890,1
FULL-TIME WORKER,38,DISCRETIONARY,38809,1
FULL-TIME WORKER,38,EATING OUT,13666,1
FULL-TIME WORKER,38,ESCORT,8230,1
FULL-TIME WORKER,38,HOME,880750,1
FULL-TIME WORKER,38,MAINTENANCE,20575,1
FULL-TIME WORKER,38,SHOP,20088,1
FULL-TIME WORKER,38,VISITING,18129,1
FULL-TIME WORKER,38,WORK,157198,1
FULL-TIME WORKER,38,WORK-BASED,2829,1
FULL-TIME WORKER,39,DISCRETIONARY,33058,1
FULL-TIME WORKER,39,EATING OUT,11183,1
FULL-TIME WORKER,39,ESCORT,7259,1
FULL-TIME WORKER,39,HOME,924143,1
FULL-TIME WORKER,39,MAINTENANCE,16685,1
FULL-TIME WORKER,39,SHOP,17696,1
FULL-TIME WORKER,39,VISITING,17215,1
FULL-TIME WORKER,39,WORK,130337,1
FULL-TIME WORKER,39,WORK-BASED,2698,1
FULL-TIME WORKER,40,DISCRETIONARY,25836,1
FULL-TIME WORKER,40,EATING OUT,9045,1
FULL-TIME WORKER,40,ESCORT,6348,1
FULL-TIME WORKER,40,HOME,966704,1
FULL-TIME WORKER,40,MAINTENANCE,12642,1
FULL-TIME WORKER,40,SHOP,12406,1
FULL-TIME WORKER,40,VISITING,14551,1
FULL-TIME WORKER,40,WORK,110214,1
FULL-TIME WORKER,40,WORK-BASED,2528,1
FULL-TIME WORKER,41,DISCRETIONARY,17764,1
FULL-TIME WORKER,41,EATING OUT,6594,1
FULL-TIME WORKER,41,ESCORT,5498,1
FULL-TIME WORKER,41,HOME,1004291,1
FULL-TIME WORKER,41,MAINTENANCE,9022,1
FULL-TIME WORKER,41,SHOP,8698,1
FULL-TIME WORKER,41,VISITING,11718,1
FULL-TIME WORKER,41,WORK,94405,1
FULL-TIME WORKER,41,WORK-BASED,2284,1
FULL-TIME WORKER,42,DISCRETIONARY,8374,1
FULL-TIME WORKER,42,EATING OUT,3750,1
FULL-TIME WORKER,42,ESCORT,4759,1
FULL-TIME WORKER,42,HOME,1039410,1
FULL-TIME WORKER,42,MAINTENANCE,6258,1
FULL-TIME WORKER,42,SHOP,6141,1
FULL-TIME WORKER,42,VISITING,8544,1
FULL-TIME WORKER,42,WORK,81025,1
FULL-TIME WORKER,42,WORK-BASED,2013,1
FULL-TIME WORKER,43,DISCRETIONARY,6282,1
FULL-TIME WORKER,43,EATING OUT,2152,1
FULL-TIME WORKER,43,ESCORT,3980,1
FULL-TIME WORKER,43,HOME,1062499,1
FULL-TIME WORKER,43,MAINTENANCE,4166,1
FULL-TIME WORKER,43,SHOP,4287,1
FULL-TIME WORKER,43,VISITING,6195,1
FULL-TIME WORKER,43,WORK,68941,1
FULL-TIME WORKER,43,WORK-BASED,1772,1
FULL-TIME WORKER,44,DISCRETIONARY,4412,1
FULL-TIME WORKER,44,EATING OUT,1604,1
FULL-TIME WORKER,44,ESCORT,3395,1
FULL-TIME WORKER,44,HOME,1082428,1
FULL-TIME WORKER,44,MAINTENANCE,2744,1
FULL-TIME WORKER,44,SHOP,2959,1
FULL-TIME WORKER,44,VISITING,3656,1
FULL-TIME WORKER,44,WORK,57581,1
FULL-TIME WORKER,44,WORK-BASED,1495,1
FULL-TIME WORKER,45,DISCRETIONARY,2949,1
FULL-TIME WORKER,45,EATING OUT,1208,1
FULL-TIME WORKER,45,ESCORT,2906,1
FULL-TIME WORKER,45,HOME,1099699,1
FULL-TIME WORKER,45,MAINTENANCE,1684,1
FULL-TIME WORKER,45,SHOP,1889,1
FULL-TIME WORKER,45,VISITING,2280,1
FULL-TIME WORKER,45,WORK,46538,1
FULL-TIME WORKER,45,WORK-BASED,1121,1
FULL-TIME WORKER,46,DISCRETIONARY,1837,1
FULL-TIME WORKER,46,EATING OUT,821,1
FULL-TIME WORKER,46,ESCORT,2501,1
FULL-TIME WORKER,46,HOME,1116471,1
FULL-TIME WORKER,46,MAINTENANCE,940,1
FULL-TIME WORKER,46,SHOP,1086,1
FULL-TIME WORKER,46,VISITING,877,1
FULL-TIME WORKER,46,WORK,34995,1
FULL-TIME WORKER,46,WORK-BASED,746,1
FULL-TIME WORKER,47,DISCRETIONARY,888,1
FULL-TIME WORKER,47,EATING OUT,448,1
FULL-TIME WORKER,47,ESCORT,1634,1
FULL-TIME WORKER,47,HOME,1134335,1
FULL-TIME WORKER,47,MAINTENANCE,387,1
FULL-TIME WORKER,47,SHOP,475,1
FULL-TIME WORKER,47,VISITING,464,1
FULL-TIME WORKER,47,WORK,21327,1
FULL-TIME WORKER,47,WORK-BASED,316,1
PART-TIME WORKER,8,DISCRETIONARY,398,2
PART-TIME WORKER,8,EATING OUT,101,2
PART-TIME WORKER,8,ESCORT,29,2
PART-TIME WORKER,8,HOME,250334,2
PART-TIME WORKER,8,MAINTENANCE,135,2
PART-TIME WORKER,8,SHOP,127,2
PART-TIME WORKER,8,VISITING,68,2
PART-TIME WORKER,8,WORK,1,2
PART-TIME WORKER,9,DISCRETIONARY,907,2
PART-TIME WORKER,9,EATING OUT,204,2
PART-TIME WORKER,9,ESCORT,159,2
PART-TIME WORKER,9,HOME,249084,2
PART-TIME WORKER,9,MAINTENANCE,397,2
PART-TIME WORKER,9,SHOP,273,2
PART-TIME WORKER,9,VISITING,151,2
PART-TIME WORKER,9,WORK,18,2
PART-TIME WORKER,10,DISCRETIONARY,1559,2
PART-TIME WORKER,10,EATING OUT,275,2
PART-TIME WORKER,10,ESCORT,608,2
PART-TIME WORKER,10,HOME,247018,2
PART-TIME WORKER,10,MAINTENANCE,800,2
PART-TIME WORKER,10,SHOP,466,2
PART-TIME WORKER,10,VISITING,239,2
PART-TIME WORKER,10,WORK,228,2
PART-TIME WORKER,11,DISCRETIONARY,2199,2
PART-TIME WORKER,11,EATING OUT,333,2
PART-TIME WORKER,11,ESCORT,1464,2
PART-TIME WORKER,11,HOME,243880,2
PART-TIME WORKER,11,MAINTENANCE,1281,2
PART-TIME WORKER,11,SHOP,659,2
PART-TIME WORKER,11,VISITING,304,2
PART-TIME WORKER,11,WORK,1072,2
PART-TIME WORKER,11,WORK-BASED,1,2
PART-TIME WORKER,12,DISCRETIONARY,2916,2
PART-TIME WORKER,12,EATING OUT,308,2
PART-TIME WORKER,12,ESCORT,2248,2
PART-TIME WORKER,12,HOME,238055,2
PART-TIME WORKER,12,MAINTENANCE,1868,2
PART-TIME WORKER,12,SHOP,787,2
PART-TIME WORKER,12,VISITING,346,2
PART-TIME WORKER,12,WORK,4651,2
PART-TIME WORKER,12,WORK-BASED,14,2
PART-TIME WORKER,13,DISCRETIONARY,3487,2
PART-TIME WORKER,13,EATING OUT,296,2
PART-TIME WORKER,13,ESCORT,5698,2
PART-TIME WORKER,13,HOME,221845,2
PART-TIME WORKER,13,MAINTENANCE,2559,2
PART-TIME WORKER,13,SHOP,895,2
PART-TIME WORKER,13,VISITING,416,2
PART-TIME WORKER,13,WORK,15954,2
PART-TIME WORKER,13,WORK-BASED,43,2
PART-TIME WORKER,14,DISCRETIONARY,4636,2
PART-TIME WORKER,14,EATING OUT,300,2
PART-TIME WORKER,14,ESCORT,14545,2
PART-TIME WORKER,14,HOME,184453,2
PART-TIME WORKER,14,MAINTENANCE,3740,2
PART-TIME WORKER,14,SHOP,1059,2
PART-TIME WORKER,14,VISITING,485,2
PART-TIME WORKER,14,WORK,41865,2
PART-TIME WORKER,14,WORK-BASED,110,2
PART-TIME WORKER,15,DISCRETIONARY,5607,2
PART-TIME WORKER,15,EATING OUT,289,2
PART-TIME WORKER,15,ESCORT,15689,2
PART-TIME WORKER,15,HOME,160542,2
PART-TIME WORKER,15,MAINTENANCE,4842,2
PART-TIME WORKER,15,SHOP,1305,2
PART-TIME WORKER,15,VISITING,631,2
PART-TIME WORKER,15,WORK,62087,2
PART-TIME WORKER,15,WORK-BASED,201,2
PART-TIME WORKER,16,DISCRETIONARY,6544,2
PART-TIME WORKER,16,EATING OUT,313,2
PART-TIME WORKER,16,ESCORT,10395,2
PART-TIME WORKER,16,HOME,146982,2
PART-TIME WORKER,16,MAINTENANCE,6151,2
PART-TIME WORKER,16,SHOP,1852,2
PART-TIME WORKER,16,VISITING,914,2
PART-TIME WORKER,16,WORK,77737,2
PART-TIME WORKER,16,WORK-BASED,305,2
PART-TIME WORKER,17,DISCRETIONARY,7347,2
PART-TIME WORKER,17,EATING OUT,331,2
PART-TIME WORKER,17,ESCORT,4824,2
PART-TIME WORKER,17,HOME,139871,2
PART-TIME WORKER,17,MAINTENANCE,7455,2
PART-TIME WORKER,17,SHOP,2750,2
PART-TIME WORKER,17,VISITING,1301,2
PART-TIME WORKER,17,WORK,86909,2
PART-TIME WORKER,17,WORK-BASED,405,2
PART-TIME WORKER,18,DISCRETIONARY,7866,2
PART-TIME WORKER,18,EATING OUT,400,2
PART-TIME WORKER,18,ESCORT,3721,2
PART-TIME WORKER,18,HOME,131762,2
PART-TIME WORKER,18,MAINTENANCE,8780,2
PART-TIME WORKER,18,SHOP,4221,2
PART-TIME WORKER,18,VISITING,1635,2
PART-TIME WORKER,18,WORK,92328,2
PART-TIME WORKER,18,WORK-BASED,480,2
PART-TIME WORKER,19,DISCRETIONARY,7566,2
PART-TIME WORKER,19,EATING OUT,488,2
PART-TIME WORKER,19,ESCORT,3453,2
PART-TIME WORKER,19,HOME,124431,2
PART-TIME WORKER,19,MAINTENANCE,9908,2
PART-TIME WORKER,19,SHOP,5995,2
PART-TIME WORKER,19,VISITING,1920,2
PART-TIME WORKER,19,WORK,96867,2
PART-TIME WORKER,19,WORK-BASED,565,2
PART-TIME WORKER,20,DISCRETIONARY,7266,2
PART-TIME WORKER,20,EATING OUT,548,2
PART-TIME WORKER,20,ESCORT,3446,2
PART-TIME WORKER,20,HOME,118381,2
PART-TIME WORKER,20,MAINTENANCE,10602,2
PART-TIME WORKER,20,SHOP,7367,2
PART-TIME WORKER,20,VISITING,2204,2
PART-TIME WORKER,20,WORK,100665,2
PART-TIME WORKER,20,WORK-BASED,714,2
PART-TIME WORKER,21,DISCRETIONARY,7046,2
PART-TIME WORKER,21,EATING OUT,988,2
PART-TIME WORKER,21,ESCORT,3517,2
PART-TIME WORKER,21,HOME,114330,2
PART-TIME WORKER,21,MAINTENANCE,10712,2
PART-TIME WORKER,21,SHOP,7777,2
PART-TIME WORKER,21,VISITING,2406,2
PART-TIME WORKER,21,WORK,103547,2
PART-TIME WORKER,21,WORK-BASED,870,2
PART-TIME WORKER,22,DISCRETIONARY,6462,2
PART-TIME WORKER,22,EATING OUT,1436,2
PART-TIME WORKER,22,ESCORT,3568,2
PART-TIME WORKER,22,HOME,112117,2
PART-TIME WORKER,22,MAINTENANCE,10164,2
PART-TIME WORKER,22,SHOP,7345,2
PART-TIME WORKER,22,VISITING,2611,2
PART-TIME WORKER,22,WORK,105611,2
PART-TIME WORKER,22,WORK-BASED,1879,2
PART-TIME WORKER,23,DISCRETIONARY,6079,2
PART-TIME WORKER,23,EATING OUT,1547,2
PART-TIME WORKER,23,ESCORT,3696,2
PART-TIME WORKER,23,HOME,110940,2
PART-TIME WORKER,23,MAINTENANCE,9482,2
PART-TIME WORKER,23,SHOP,6744,2
PART-TIME WORKER,23,VISITING,2816,2
PART-TIME WORKER,23,WORK,106811,2
PART-TIME WORKER,23,WORK-BASED,3078,2
PART-TIME WORKER,24,DISCRETIONARY,5758,2
PART-TIME WORKER,24,EATING OUT,1444,2
PART-TIME WORKER,24,ESCORT,3766,2
PART-TIME WORKER,24,HOME,112242,2
PART-TIME WORKER,24,MAINTENANCE,8693,2
PART-TIME WORKER,24,SHOP,6374,2
PART-TIME WORKER,24,VISITING,2631,2
PART-TIME WORKER,24,WORK,107001,2
PART-TIME WORKER,24,WORK-BASED,3284,2
PART-TIME WORKER,25,DISCRETIONARY,5485,2
PART-TIME WORKER,25,EATING OUT,1238,2
PART-TIME WORKER,25,ESCORT,3873,2
PART-TIME WORKER,25,HOME,115593,2
PART-TIME WORKER,25,MAINTENANCE,8198,2
PART-TIME WORKER,25,SHOP,6217,2
PART-TIME WORKER,25,VISITING,2483,2
PART-TIME WORKER,25,WORK,106021,2
PART-TIME WORKER,25,WORK-BASED,2085,2
PART-TIME WORKER,26,DISCRETIONARY,5319,2
PART-TIME WORKER,26,EATING OUT,1015,2
PART-TIME WORKER,26,ESCORT,7159,2
PART-TIME WORKER,26,HOME,116312,2
PART-TIME WORKER,26,MAINTENANCE,7839,2
PART-TIME WORKER,26,SHOP,6212,2
PART-TIME WORKER,26,VISITING,2379,2
PART-TIME WORKER,26,WORK,103688,2
PART-TIME WORKER,26,WORK-BASED,1270,2
PART-TIME WORKER,27,DISCRETIONARY,5304,2
PART-TIME WORKER,27,EATING OUT,750,2
PART-TIME WORKER,27,ESCORT,12635,2
PART-TIME WORKER,27,HOME,116288,2
PART-TIME WORKER,27,MAINTENANCE,7577,2
PART-TIME WORKER,27,SHOP,5678,2
PART-TIME WORKER,27,VISITING,2193,2
PART-TIME WORKER,27,WORK,99850,2
PART-TIME WORKER,27,WORK-BASED,918,2
PART-TIME WORKER,28,DISCRETIONARY,5419,2
PART-TIME WORKER,28,EATING OUT,661,2
PART-TIME WORKER,28,ESCORT,14415,2
PART-TIME WORKER,28,HOME,120241,2
PART-TIME WORKER,28,MAINTENANCE,7422,2
PART-TIME WORKER,28,SHOP,5445,2
PART-TIME WORKER,28,VISITING,2088,2
PART-TIME WORKER,28,WORK,94760,2
PART-TIME WORKER,28,WORK-BASED,742,2
PART-TIME WORKER,29,DISCRETIONARY,5725,2
PART-TIME WORKER,29,EATING OUT,609,2
PART-TIME WORKER,29,ESCORT,12726,2
PART-TIME WORKER,29,HOME,127806,2
PART-TIME WORKER,29,MAINTENANCE,7408,2
PART-TIME WORKER,29,SHOP,5389,2
PART-TIME WORKER,29,VISITING,2100,2
PART-TIME WORKER,29,WORK,88821,2
PART-TIME WORKER,29,WORK-BASED,609,2
PART-TIME WORKER,30,DISCRETIONARY,6799,2
PART-TIME WORKER,30,EATING OUT,752,2
PART-TIME WORKER,30,ESCORT,7709,2
