"STATION","MODE","LAT","LONG","TIMEOFDAY","BOARDINGS","ALIGHTINGS"
"7501","BUS",33.7445196864344,-84.4175396026827,"DAILY",4,2
"7502","BUS",33.7511001585905,-84.417519596417,"DAILY",0,0
"7503","BUS",33.7522103813758,-84.417519596417,"DAILY",1,2
"7511","BUS",33.727280314461,-84.4174702476283,"DAILY",0,0
"7512","BUS",33.7308202793147,-84.423249390913,"DAILY",0,1
"7514","BUS",33.7332300430809,-84.427230637787,"DAILY",0,4
"7521","BUS",33.7435597765883,-84.4039900258006,"DAILY",6,5
"7524","BUS",33.7415600436879,-84.4029496999843,"DAILY",0,1
"7525","BUS",33.7381199703445,-84.4016306201993,"DAILY",7,7
"7526","BUS",33.7305196534362,-84.4016706327307,"DAILY",2,3
"7527","BUS",33.7221496962251,-84.4016599627223,"DAILY",0,0
"7528","BUS",33.7397696072852,-84.3549199910465,"DAILY",100,87
"7529","BUS",33.739760093808,-84.3582703736754,"DAILY",20,23
"7541","BUS",33.7419396314268,-84.3945097233617,"DAILY",4,2
"7542","BUS",33.7419900528558,-84.3982095487648,"DAILY",4,1
"7543","BUS",33.7365902032161,-84.3736298507277,"DAILY",4,0
"7544","BUS",33.7366501381223,-84.3764494004401,"DAILY",33,32
"7545","BUS",33.7367100730284,-84.3784193507359,"DAILY",24,31
"7548","BUS",33.7367595431097,-84.3823099025387,"DAILY",127,134
"7550","BUS",33.7368404076656,-84.3945897484245,"DAILY",3,49
"7552","BUS",33.7370202123841,-84.4016306201993,"DAILY",5,6
"7553","BUS",33.7365797383912,-84.4047502638972,"DAILY",1,4
"7554","BUS",33.7381799052507,-84.4101799644077,"DAILY",31,38
"7555","BUS",33.7382198618548,-84.4123606473689,"DAILY",18,22
"7556","BUS",33.7382398401568,-84.4140598462022,"DAILY",825.02,828.04
"7557","BUS",33.7382398401568,-84.4156803537238,"DAILY",36,26
"7558","BUS",33.7380001005322,-84.4177103228166,"DAILY",57,48
"7559","BUS",33.7385804226394,-84.4272106315213,"DAILY",241,240
"7562","BUS",33.7429604275268,-84.4373604769857,"DAILY",3,8
"7563","BUS",33.7451399651457,-84.4395905087355,"DAILY",0,0
"7564","BUS",33.7458801136692,-84.4403294068154,"DAILY",1,0
"7565","BUS",33.7474298590996,-84.4418205404854,"DAILY",0,0
"7566","BUS",33.7506701494225,-84.4461098838512,"DAILY",0,0
"7569","BUS",33.7303997836239,-84.3879396657063,"DAILY",4,114
"7570","BUS",33.7303303352406,-84.3799504969374,"DAILY",3,0
"7572","BUS",33.7302399572075,-84.3736205144704,"DAILY",53,60
"7576","BUS",33.7368698994448,-84.3908405742326,"DAILY",1,1
"7577","BUS",33.7555296335592,-84.3794103277635,"DAILY",1,0
"7578","BUS",33.7497597096577,-84.3795196953493,"DAILY",79,70.01
"7579","BUS",33.7444702163531,-84.3792996264266,"DAILY",44,58
"7581","BUS",33.7428396063668,-84.3792996264266,"DAILY",15,5
"7586","BUS",33.7314995415843,-84.378479369533,"DAILY",5,3
"7587","BUS",33.7303103569385,-84.3784993757987,"DAILY",10,2
"7588","BUS",33.7265097228105,-84.3785300520728,"DAILY",101,12
"7589","BUS",33.7220602695398,-84.3786300834012,"DAILY",38,20
"7590","BUS",33.7201604281496,-84.378710108464,"DAILY",2,28
"7595","BUS",33.7336895440281,-84.3648897801195,"DAILY",53,39
"7596","BUS",33.7293304687904,-84.3644403060168,"DAILY",46,48
"7601","BUS",33.7639500121992,-84.3678000249031,"DAILY",11,27
"7604","BUS",33.7506796628997,-84.3735698319306,"DAILY",0,0
"King Historical","RAIL",33.7554896769551,-84.3743594125501,"DAILY",8,2
"7610","BUS",33.7731600094441,-84.3727895875683,"DAILY",7,10
"7611","BUS",33.7794997906278,-84.372809593834,"DAILY",0,0
"7615","BUS",33.7725501955577,-84.3776804526561,"DAILY",9,5
"7619","BUS",33.7468200452133,-84.3766601331055,"DAILY",6,0
"7620","BUS",33.7481300510191,-84.3766294568314,"DAILY",1,0
"Edgewood/Hillia","RAIL",33.7543804055175,-84.3765801080427,"DAILY",14,29
"7622","BUS",33.7555096552571,-84.3765694380343,"DAILY",1,0
"7623","BUS",33.7273297845423,-84.3928798795828,"DAILY",8,5
"7625","BUS",33.724990420507,-84.3908005617012,"DAILY",1,1
"7627","BUS",33.7176802646523,-84.381829752162,"DAILY",0,0
"7628","BUS",33.7169001595247,-84.3785100458071,"DAILY",3,0
"7629","BUS",33.7140004516843,-84.3736898695248,"DAILY",5,1
"7632","BUS",33.7293200039655,-84.4016199501909,"DAILY",0,0
"7636","BUS",33.7486199950932,-84.4024001945531,"DAILY",2,0
"7637","BUS",33.7488901778447,-84.4045195249661,"DAILY",32,33
"7638","BUS",33.7491498957713,-84.4065601640674,"DAILY",2,0
"7640","BUS",33.749030025959,-84.417519596417,"DAILY",7,4
"7641","BUS",33.749060469086,-84.4213901419541,"DAILY",5,6
"7643","BUS",33.7422497707825,-84.4232693971787,"DAILY",1,3
"7644","BUS",33.7383796882712,-84.4233400859842,"DAILY",9,12
"7645","BUS",33.7357996332636,-84.4233494222415,"DAILY",0,0
"7648","BUS",33.7390199452845,-84.4324095931008,"DAILY",60,71
"7649","BUS",33.7422802139094,-84.4323695805694,"DAILY",2,1
"7652","BUS",33.7497397313556,-84.444099921024,"DAILY",0,0
"7653","BUS",33.7593902025933,-84.4437104657184,"DAILY",2,4
"7654","BUS",33.7680398560331,-84.4409896135834,"DAILY",0,0
"7655","BUS",33.733700008853,-84.447450303653,"DAILY",0,0
"7656","BUS",33.7339197701755,-84.4530693968121,"DAILY",68,61
"7657","BUS",33.7297395483086,-84.4608505004178,"DAILY",1,1
"7658","BUS",33.744430259749,-84.4788601407996,"DAILY",0,0
"7659","BUS",33.7484002337706,-84.4737705468059,"DAILY",0,0
"7664","BUS",33.7602197778022,-84.4694798696891,"DAILY",24,23
"7665","BUS",33.765169639972,-84.4700093688545,"DAILY",77,76
"7666","BUS",33.7683604602136,-84.4712097447965,"DAILY",1,1
"7667","BUS",33.7691301005164,-84.4719499766273,"DAILY",2,3
"7668","BUS",33.7702698150809,-84.473030314975,"DAILY",2,2
"7669","BUS",33.7717796039072,-84.4734997953434,"DAILY",49,66
"7670","BUS",33.7779500451974,-84.4744600960969,"DAILY",14,14
"7672","BUS",33.799019543078,-84.4753803843191,"DAILY",0,0
"7673","BUS",33.8021199852866,-84.4756404657732,"DAILY",1,0
"7674","BUS",33.8080297573024,-84.4759605660243,"DAILY",0,0
"7675","BUS",33.7388096974391,-84.4335406139883,"DAILY",10,15
"7676","BUS",33.7380495706135,-84.4352904953614,"DAILY",171,159
"7677","BUS",33.7353201540144,-84.4365695626151,"DAILY",229,205
"7678","BUS",33.7334003343222,-84.437540533377,"DAILY",12,37
"7679","BUS",33.7296101650191,-84.4409896135834,"DAILY",484,489
"7680","BUS",33.726689527529,-84.4450202092461,"DAILY",2,2
"7681","BUS",33.7220298264128,-84.4519503796841,"DAILY",4,4
"7682","BUS",33.7214904122575,-84.4563504243867,"DAILY",0,0
"7683","BUS",33.722140182748,-84.4641595367643,"DAILY",18,22
"7684","BUS",33.7201604281496,-84.4715098387819,"DAILY",3,2
"7685","BUS",33.7199796720835,-84.4723194256672,"DAILY",0,0
"7686","BUS",33.7199397154794,-84.4836603108161,"DAILY",1,1
"7687","BUS",33.7198997588753,-84.4846899666241,"DAILY",2,2
"7688","BUS",33.7198598022712,-84.48629046788,"DAILY",63,59
"7689","BUS",33.7201604281496,-84.4902703810029,"DAILY",1,2
"7690","BUS",33.7117600278116,-84.3822098712102,"DAILY",109,105
"7691","BUS",33.7151097231219,-84.3833302220893,"DAILY",85,70
"7692","BUS",33.7191396320497,-84.3850200846653,"DAILY",4,6
"7693","BUS",33.7157899367393,-84.3530994208679,"DAILY",4,2
"7694","BUS",33.7165101069608,-84.3551894087579,"DAILY",117,9
"7696","BUS",33.7250103988091,-84.3894801481651,"DAILY",7,9
"7699","BUS",33.7182995920159,-84.4180704355992,"DAILY",1,0
"7702","BUS",33.7138396739202,-84.4181397906536,"DAILY",1,2
"7703","BUS",33.7222200959562,-84.4180104168021,"DAILY",0,0
"7707","BUS",33.7223599440705,-84.430810425596,"DAILY",2,1
"7708","BUS",33.7224997921849,-84.4375898821657,"DAILY",0,0
"7709","BUS",33.7232304272312,-84.4502698533654,"DAILY",159,157
"7710","BUS",33.7144999092356,-84.434019430614,"DAILY",38,38
"7711","BUS",33.7145902872686,-84.4376605709712,"DAILY",0,0
"7712","BUS",33.7181502304243,-84.4468594519393,"DAILY",19,17
"7714","BUS",33.7147700919871,-84.4535001984002,"DAILY",0,0
"7715","BUS",33.7115497799662,-84.4436904594527,"DAILY",4,4
"7764","BUS",33.74068004705,-84.4176796465426,"DAILY",0,5
"7842","BUS",33.74987957947,-84.3830194580955,"DAILY",148,155
"7914","BUS",33.7828704155879,-84.458680487465,"DAILY",2,1
"7915","BUS",33.7886603177914,-84.4658293930746,"DAILY",36,30
"7916","BUS",33.7932096625725,-84.4692504645091,"DAILY",7,13
"7918","BUS",33.7974802624725,-84.4698199762059,"DAILY",0,0
"7919","BUS",33.803740130448,-84.4703001265827,"DAILY",45,37
"7920","BUS",33.8049397799187,-84.4705695442941,"DAILY",8,12
"7921","BUS",33.7221297179231,-84.3992498745811,"DAILY",9,34
"7922","BUS",33.7422802139094,-84.4270999301845,"DAILY",9,6
"7928","BUS",33.716570041867,-84.4297901060454,"DAILY",17,17
"8064","BUS",33.7593102893851,-84.3698406640044,"DAILY",8,2
"8069","BUS",33.7662893762345,-84.4573547389247,"DAILY",0,0
"8088","BUS",33.734169974625,-84.3878796469092,"DAILY",2,0
"8182","BUS",33.613710326743,-84.4490601411662,"DAILY",2,3
"8189","BUS",33.6015397354039,-84.4296393921771,"DAILY",3,2
"8193","BUS",33.5833100104575,-84.3393604513372,"DAILY",26,16
"8208","BUS",33.6197799251752,-84.3832995458153,"DAILY",106,97.97
"8211","BUS",33.6272499074463,-84.3857403102305,"DAILY",1,1
"8213","BUS",33.640130204182,-84.3905498165044,"DAILY",21.01,23.99
"8218","BUS",33.5787435414176,-84.3407155424005,"DAILY",4,4
"8219","BUS",33.5882998292313,-84.3380600440668,"DAILY",21,19
"8220","BUS",33.5995904239325,-84.338980332289,"DAILY",15,15
"8221","BUS",33.6074904153716,-84.3438298510943,"DAILY",5,4
"8222","BUS",33.61181999883,-84.3479004592884,"DAILY",8,8
"8223","BUS",33.6142896975024,-84.3492995641362,"DAILY",51.98,42
"8224","BUS",33.6170600220533,-84.3499104221156,"DAILY",2,2
"8225","BUS",33.6187695939001,-84.3508000340636,"DAILY",7,10
"8226","BUS",33.623829812405,-84.3541304104269,"DAILY",2,2
"8227","BUS",33.6342803670724,-84.358430423801,"DAILY",29,33
"8229","BUS",33.6398904645574,-84.3614193598964,"DAILY",8,9
"8230","BUS",33.647520273245,-84.3652005441134,"DAILY",30,27
"8231","BUS",33.5787302225496,-84.4119605220549,"DAILY",121,121
"8233","BUS",33.6008100517052,-84.4058306022449,"DAILY",1,1
"8234","BUS",33.6066104187337,-84.4040393745894,"DAILY",0,0
"8238","BUS",33.5787701791537,-84.4154802910668,"DAILY",8,11
"8241","BUS",33.6281203906071,-84.4580602932284,"DAILY",8,6
"8330","BUS",33.6154303634147,-84.3514202283003,"DAILY",46.98,47.99
"8331","BUS",33.6178001705769,-84.3571593590537,"DAILY",63,78.99
"8332","BUS",33.6191501329868,-84.3619795353359,"DAILY",46,43
"8333","BUS",33.6214904483697,-84.3693205010962,"DAILY",44,52
"8334","BUS",33.62056954378,-84.3798904781403,"DAILY",111.99,115
"8336","BUS",33.6184499410673,-84.3913300608666,"DAILY",48,34
"8337","BUS",33.6180303967243,-84.3960301995547,"DAILY",3,3
"8339","BUS",33.6151297375362,-84.4029003511956,"DAILY",24,20
"8340","BUS",33.6164996782482,-84.404630226303,"DAILY",16,21
"8341","BUS",33.6176403441605,-84.4101906344161,"DAILY",10,13
"8345","BUS",33.604319573432,-84.3410103013818,"DAILY",2,1
"8346","BUS",33.5933600477362,-84.3368396618592,"DAILY",0,0
"8349","BUS",33.6193204242281,-84.3564498034969,"DAILY",0,0
"8360","BUS",33.6148195981806,-84.4447094452523,"DAILY",86,49
"8361","BUS",33.6146797500663,-84.4382594251911,"DAILY",127.01,167.02
"8374","BUS",33.6410396925991,-84.4030697375785,"DAILY",0,0
"8376","BUS",33.6407238451572,-84.4192054577398,"DAILY",64,68
"8377","BUS",33.640999735995,-84.4148094142904,"DAILY",0,0
"8386","BUS",33.5971397522144,-84.4289698491518,"DAILY",201.01,207.99
"8387","BUS",33.604389973163,-84.434190150748,"DAILY",134,125
"8392","BUS",33.6246403606596,-84.458480424808,"DAILY",61,68
"8394","BUS",33.6412699187466,-84.4563997731754,"DAILY",65.99,58
"8400","BUS",33.6401701607861,-84.3957701181007,"DAILY",0,0
"8469","BUS",33.6921698756304,-84.3495102968016,"DAILY",6,10
"8470","BUS",33.6986799480554,-84.349550309333,"DAILY",1,1
"8471","BUS",33.7044099153528,-84.3495196330589,"DAILY",2,1
"8472","BUS",33.7092598860123,-84.3495303030673,"DAILY",1,3
"8475","BUS",33.6598497396527,-84.4105800897217,"DAILY",1,0
"8476","BUS",33.6653104755463,-84.4085994694176,"DAILY",102,103
"8477","BUS",33.677099576451,-84.408470095566,"DAILY",40,43
"8480","BUS",33.685499976789,-84.408239356635,"DAILY",13,10
"8481","BUS",33.6916095318253,-84.4081793378379,"DAILY",39,36
"8482","BUS",33.700340049821,-84.4080899765178,"DAILY",228,240
"8483","BUS",33.7072896448911,-84.4080299577207,"DAILY",171,194
"8484","BUS",33.7100904125689,-84.393489403811,"DAILY",0,0
"8485","BUS",33.708639607301,-84.3943496732361,"DAILY",0,0
"8486","BUS",33.7078100320921,-84.3959701807576,"DAILY",0,0
"8487","BUS",33.7069804568832,-84.3975693482625,"DAILY",0,0
"8488","BUS",33.700410449552,-84.3989497805957,"DAILY",6,12
"8489","BUS",33.700309606694,-84.3945403996357,"DAILY",1,0
"8490","BUS",33.6993496968479,-84.3920596226891,"DAILY",93.01,99
"8491","BUS",33.6890104498634,-84.39048046145,"DAILY",2,1
"8492","BUS",33.6810800152974,-84.3887505863426,"DAILY",65,10
"8496","BUS",33.6852003022582,-84.4402200392295,"DAILY",0,0
"8498","BUS",33.6815899376736,-84.440320070558,"DAILY",5,3
"8501","BUS",33.6741703768314,-84.4421406407366,"DAILY",0,0
"8502","BUS",33.6703602292262,-84.4435597518501,"DAILY",0,3
"8506","BUS",33.6533796238318,-84.4494802727458,"DAILY",1,2
"8511","BUS",33.7113899535498,-84.3630998862151,"DAILY",21,94
"8512","BUS",33.7090201463877,-84.3595601109375,"DAILY",0,4
"8513","BUS",33.7080098151126,-84.3583197224642,"DAILY",91,86
"8514","BUS",33.7053498468968,-84.3552894400864,"DAILY",12,15
"8515","BUS",33.7044203801777,-84.3511201343148,"DAILY",10,4
"8517","BUS",33.6483802915808,-84.365560656896,"DAILY",27,25
"8518","BUS",33.6500004367423,-84.35819968487,"DAILY",22,23
"8519","BUS",33.6659697595139,-84.3554294839463,"DAILY",5,4
"8520","BUS",33.6874302613061,-84.3602203177055,"DAILY",0,0
"8521","BUS",33.692930002456,-84.3568405925535,"DAILY",3,8
"8522","BUS",33.6932201635096,-84.3601296226343,"DAILY",4,4
"8523","BUS",33.6932401418116,-84.3668597304153,"DAILY",20,18
"8528","BUS",33.6718795315297,-84.372349449723,"DAILY",17,7
"8529","BUS",33.6766895455851,-84.3699593678475,"DAILY",28,32
"8530","BUS",33.6802599535657,-84.3673998995892,"DAILY",67,65
"8532","BUS",33.6968600198735,-84.369859336519,"DAILY",43,39
"8533","BUS",33.703170309278,-84.3767401581683,"DAILY",59,51
"8534","BUS",33.707300109716,-84.3800398582575,"DAILY",4,10
"8535","BUS",33.688729802287,-84.3639894981631,"DAILY",37,45
"8536","BUS",33.6888296937972,-84.3699593678475,"DAILY",67,93
"8537","BUS",33.6842299275873,-84.3802399209145,"DAILY",0,29
"8538","BUS",33.6763698927523,-84.3841598152403,"DAILY",0,0
"8539","BUS",33.6734996766912,-84.3834302534178,"DAILY",11,95
"8540","BUS",33.6681302701784,-84.3798197893348,"DAILY",4,10
"8542","BUS",33.6649099581576,-84.38017056586,"DAILY",1,0
"8543","BUS",33.6559596788393,-84.3805000023685,"DAILY",0,0
"8544","BUS",33.6521495312342,-84.3806093699544,"DAILY",6,6
"8547","BUS",33.6689598453873,-84.3933000111624,"DAILY",26,29
"8548","BUS",33.6806395413046,-84.3803599585086,"DAILY",75,45
"8549","BUS",33.6810295938685,-84.3843198653659,"DAILY",17,13
"8550","BUS",33.6810895287746,-84.393689466468,"DAILY",60,185
"8553","BUS",33.6812103499346,-84.4028403323985,"DAILY",304,346
"8554","BUS",33.6812797983179,-84.4077098574695,"DAILY",170,164
"8555","BUS",33.6814500895592,-84.4234894661014,"DAILY",66,84
"8556","BUS",33.6814700678613,-84.4261102869079,"DAILY",23,16
"8557","BUS",33.6814500895592,-84.4266797986048,"DAILY",212.01,199.04
"8558","BUS",33.6794703349609,-84.4334499189172,"DAILY",0,1
"8567","BUS",33.6742502900396,-84.4188493462104,"DAILY",12,9
"8568","BUS",33.6813796898282,-84.4186106047731,"DAILY",17,19.04
"8570","BUS",33.6856103331241,-84.4184999034362,"DAILY",15,9.01
"8571","BUS",33.6892597029652,-84.4184198783734,"DAILY",0,0
"8572","BUS",33.6957802402151,-84.418350523319,"DAILY",0,0
"8573","BUS",33.6972500724373,-84.4183105107876,"DAILY",0,0
"8575","BUS",33.7018098820432,-84.4182504919905,"DAILY",1,0
"8576","BUS",33.705930169004,-84.4181904731934,"DAILY",17,28
"8577","BUS",33.7091799728041,-84.4181704669277,"DAILY",8,8
"8578","BUS",33.7014398077814,-84.3862404668729,"DAILY",0,0
"8579","BUS",33.7041501974262,-84.3815803407163,"DAILY",0,0
"8580","BUS",33.7050596858433,-84.3803106097199,"DAILY",1,0
"8581","BUS",33.710130369173,-84.3798704718746,"DAILY",13,12
"8582","BUS",33.6972101158332,-84.4081206527919,"DAILY",5,5
"8585","BUS",33.7014398077814,-84.4182504919905,"DAILY",82,89
"8586","BUS",33.7070603700914,-84.4215395220713,"DAILY",0,0
"8587","BUS",33.7071497967767,-84.4556195288132,"DAILY",4,2
"8588","BUS",33.7023502475462,-84.4573400676632,"DAILY",72,33
"8589","BUS",33.7007196375599,-84.4573600739289,"DAILY",1,4
"8592","BUS",33.6949297353564,-84.4573293976549,"DAILY",11,12
"8593","BUS",33.6892701677901,-84.4573494039206,"DAILY",31,32
"8594","BUS",33.6862601036146,-84.4582296796113,"DAILY",0,13
"8595","BUS",33.6777398334643,-84.4576294916403,"DAILY",1,1
"8597","BUS",33.6722695840936,-84.45782021804,"DAILY",44,33
"8599","BUS",33.673470184912,-84.4423793821739,"DAILY",0,3
"8600","BUS",33.6735700764222,-84.4547005743421,"DAILY",6,5
"8603","BUS",33.6903404339713,-84.4833602168307,"DAILY",19,17
"8605","BUS",33.7064201130781,-84.4885098296215,"DAILY",6,2
"8609","BUS",33.6654198805337,-84.4283403186578,"DAILY",30,32
"8610","BUS",33.6726196800533,-84.4264197171507,"DAILY",3,0
"8614","BUS",33.6858900293528,-84.4473996211132,"DAILY",0,0
"8615","BUS",33.6907000434082,-84.4662095121229,"DAILY",216,206
"8616","BUS",33.6910996094492,-84.47194064037,"DAILY",6,2
"8617","BUS",33.704939816031,-84.4440198959612,"DAILY",0,0
"8618","BUS",33.6984202301288,-84.4484599531952,"DAILY",0,1
"8621","BUS",33.7023797393255,-84.4761499586729,"DAILY",7,12
"8624","BUS",33.691090095972,-84.4741399958458,"DAILY",4,4
"8627","BUS",33.6619598288882,-84.4719006278386,"DAILY",50,61
"8629","BUS",33.6501802414607,-84.4712497573279,"DAILY",75.02,70
"8714","BUS",33.6659497812119,-84.4661601633342,"DAILY",23,23
"8720","BUS",33.6850100327149,-84.4923403626272,"DAILY",11,15
"8721","BUS",33.6863400168228,-84.4912893668025,"DAILY",179.01,171.01
"8722","BUS",33.6896002854477,-84.4890499987953,"DAILY",102.99,106.99
"8726","BUS",33.6755403175434,-84.4429102150904,"DAILY",21,23
"8728","BUS",33.6755897876247,-84.4447801340577,"DAILY",7,6
"8729","BUS",33.6758399920741,-84.448940103572,"DAILY",97,173
"8730","BUS",33.6682396751658,-84.4645196495469,"DAILY",1,0
"8731","BUS",33.6596699349343,-84.4776904411317,"DAILY",1,1
"8733","BUS",33.6526499401331,-84.4883804557699,"DAILY",0,0
"8737","BUS",33.627130037634,-84.4919602435789,"DAILY",93,95
"8738","BUS",33.6228404107797,-84.4921603062359,"DAILY",15.01,13
"8739","BUS",33.6613804581288,-84.4139304723507,"DAILY",25,28
"8741","BUS",33.6589002946315,-84.4228999481388,"DAILY",313,273
"8743","BUS",33.6591295694312,-84.434590276062,"DAILY",1,1
"8744","BUS",33.6592703688933,-84.4391703771559,"DAILY",0,0
"8746","BUS",33.668819997273,-84.4343502008736,"DAILY",1,2
"8749","BUS",33.663719822164,-84.4183105107876,"DAILY",4,3
"8750","BUS",33.6622699682439,-84.4154202722697,"DAILY",95,107
"8751","BUS",33.659519621995,-84.410789488636,"DAILY",34,39
"8752","BUS",33.6585701769738,-84.4090596135286,"DAILY",131,144
"8754","BUS",33.6533396672277,-84.3996900124265,"DAILY",0,0
"8755","BUS",33.6528697014557,-84.3976400370679,"DAILY",1,1
"8757","BUS",33.6641098747279,-84.4182998407792,"DAILY",0,0
"8761","BUS",33.6559701436642,-84.4039793557923,"DAILY",0,2
"8762","BUS",33.7033900706005,-84.4080499639864,"DAILY",37,42
"8763","BUS",33.7026204302978,-84.3989097680643,"DAILY",0,0
"8764","BUS",33.6162399603216,-84.4630805321677,"DAILY",1,1
"8765","BUS",33.6162504251464,-84.4640101566471,"DAILY",156,166
"8767","BUS",33.6283696437088,-84.4725101520669,"DAILY",216,217.99
"8768","BUS",33.6237204074176,-84.4826199849998,"DAILY",1,2
"8770","BUS",33.6256297622849,-84.4759298897503,"DAILY",17,5
"8771","BUS",33.6246898307408,-84.4742693696973,"DAILY",23,25
"8773","BUS",33.6163503166567,-84.4727702335209,"DAILY",70.01,87
"8774","BUS",33.6042101684445,-84.4719606466357,"DAILY",406,384
"8775","BUS",33.600209751296,-84.4712204148048,"DAILY",8,10
"8776","BUS",33.596560381455,-84.4690704081178,"DAILY",3,2
"8777","BUS",33.5887498167013,-84.4689503705236,"DAILY",119,98
"8778","BUS",33.6246498741367,-84.4606504377608,"DAILY",320,303
"8784","BUS",33.5889296214197,-84.475749833359,"DAILY",8,32
"8785","BUS",33.588109559688,-84.4770595768867,"DAILY",2,2
"8786","BUS",33.5858796006402,-84.4804499720471,"DAILY",0,0
"8787","BUS",33.5825803267588,-84.4889899799982,"DAILY",1,1
"8788","BUS",33.5796901323957,-84.495629392708,"DAILY",37,19
"8789","BUS",33.7090496381669,-84.4507006549534,"DAILY",614,627
"8790","BUS",33.7074199795283,-84.4549499857878,"DAILY",5,6
"8791","BUS",33.7064201130781,-84.457449435249,"DAILY",74,111
"8792","BUS",33.7043100238425,-84.4645303195553,"DAILY",666,671
"8793","BUS",33.7012999596671,-84.4790895459796,"DAILY",120,123
"8794","BUS",33.6960199798397,-84.4862104428172,"DAILY",33,31
"8795","BUS",33.6925903713212,-84.49055980498,"DAILY",98.98,104
"8836","BUS",33.6970198462899,-84.4296193859114,"DAILY",1,3
"8838","BUS",33.667399635132,-84.4343595371309,"DAILY",67,10
"8839","BUS",33.6700900464747,-84.4427595012222,"DAILY",5,6
"8879","BUS",33.6968400415714,-84.4139704848821,"DAILY",2,2
"8911","BUS",33.7003448065596,-84.3551000474378,"DAILY",11,2
"8914","BUS",33.89648035991,-84.2421500063083,"DAILY",2,2
"8915","BUS",33.7026603869019,-84.3522604914596,"DAILY",0,0
"8943","BUS",33.7089878005653,-84.3525419129304,"DAILY",0,0
"8948","BUS",33.6913203221194,-84.3567605674907,"DAILY",0,0
"8950","BUS",33.6983698086998,-84.3588198791066,"DAILY",0,0
"8951","BUS",33.6975002768868,-84.3578995908845,"DAILY",0,0
"9030","BUS",33.7146302438727,-84.3051897495242,"DAILY",0,0
"9110","BUS",33.8398999058101,-84.3128894943161,"DAILY",9,10
"9111","BUS",33.8414601160654,-84.308820219873,"DAILY",0,0
"9114","BUS",33.7515996161417,-84.2922496968705,"DAILY",25,22.98
"9115","BUS",33.7514702328522,-84.2960695598678,"DAILY",0,0
"9117","BUS",33.7511096720676,-84.3161998644136,"DAILY",0,0
"9118","BUS",33.7520695819137,-84.3236501977597,"DAILY",0,0
"9123","BUS",33.7299003260727,-84.329929497687,"DAILY",60,51
"9125","BUS",33.7234102319497,-84.3184699086949,"DAILY",1,3
"9126","BUS",33.7196400409486,-84.3102900135263,"DAILY",4,7
"9130","BUS",33.7398000504121,-84.3262003297608,"DAILY",10,9
"9132","BUS",33.7397001589019,-84.3220697027696,"DAILY",33,28
"9133","BUS",33.740159659849,-84.313889807601,"DAILY",82,75
"9134","BUS",33.7400797466408,-84.3111302766856,"DAILY",7,1
"9135","BUS",33.7400397900367,-84.3096698192897,"DAILY",15,12
"9136","BUS",33.7388001839619,-84.2880897273562,"DAILY",181,183
"9137","BUS",33.7383597099691,-84.2744094428716,"DAILY",47,47
"9138","BUS",33.7382702832837,-84.2707496299998,"DAILY",2,6
"9139","BUS",33.7380495706135,-84.2580803288085,"DAILY",2,3
"9140","BUS",33.7379297008012,-84.2519904215299,"DAILY",52,54
"9141","BUS",33.7373198869148,-84.2342795413826,"DAILY",8,9
"9144","BUS",33.7369203208738,-84.2229599962504,"DAILY",39,31
"9145","BUS",33.7368299428407,-84.21956960109,"DAILY",0,0
"9146","BUS",33.7368299428407,-84.216790063909,"DAILY",8,7
"9147","BUS",33.7473699241935,-84.3242997345194,"DAILY",75,87
"9148","BUS",33.7473699241935,-84.3228699533975,"DAILY",0,0
"9149","BUS",33.7471796546501,-84.2860797645291,"DAILY",16,17
"9152","BUS",33.7499699575031,-84.2758605640103,"DAILY",1,1
"9153","BUS",33.7505797713894,-84.2747002005998,"DAILY",4,4
"9154","BUS",33.7548598847666,-84.2677393538877,"DAILY",24,25
"9155","BUS",33.7626200280913,-84.2580603225428,"DAILY",0,0
"9156","BUS",33.7685897350133,-84.2515502836846,"DAILY",250.03,274.02
"9157","BUS",33.7720402731816,-84.2494296195205,"DAILY",9,4
"9158","BUS",33.7748496029889,-84.2472502703104,"DAILY",67,59
"9159","BUS",33.7768797790162,-84.243799856353,"DAILY",62,59
"9162","BUS",33.7840301084545,-84.2360801052954,"DAILY",10,11
"9163","BUS",33.7866900766703,-84.2338300672799,"DAILY",340,338
"9164","BUS",33.7899199021683,-84.2308704737076,"DAILY",1183,1196
"9165","BUS",33.7949097209421,-84.2263197151367,"DAILY",18,20
"9166","BUS",33.7988701814865,-84.2207606407746,"DAILY",232,234
"9167","BUS",33.8006396882395,-84.2015599607082,"DAILY",23,32
"9168","BUS",33.8061603590392,-84.1871101018698,"DAILY",15,15
"9170","BUS",33.811620143585,-84.1711504368466,"DAILY",7,5
"9171","BUS",33.8104899424976,-84.1820605204075,"DAILY",0,0
"9173","BUS",33.8322995889018,-84.3220496965039,"DAILY",0,0
"9174","BUS",33.8369003064595,-84.3159304467022,"DAILY",2,2
"9180","BUS",33.7736899101223,-84.3308604559175,"DAILY",3,1
"9181","BUS",33.7716701989198,-84.3247998911619,"DAILY",0,0
"9183","BUS",33.7756601512434,-84.3024995736633,"DAILY",3,5
"9184","BUS",33.7756097298145,-84.2988704370656,"DAILY",22.01,24
"9185","BUS",33.7756696647206,-84.2877696271051,"DAILY",0,0
"9186","BUS",33.7761196521906,-84.2828094069629,"DAILY",0,0
