ZONE,COUNTY,TRIP MODE,QUANTITY
19,Fulton,KNR_ALLTRN,2
19,Fulton,PNR_ALLTRN,1
19,Fulton,PNR_PRMTRN,3
19,Fulton,SCHOOL_BUS,74
19,Fulton,SHARED2FREE,292
19,Fulton,SHARED2PAY,2
19,Fulton,SHARED3FREE,239
19,Fulton,SHARED3PAY,7
19,Fulton,TOTAL,1120
19,Fulton,WALK,4
20,Fulton,DRIVEALONEFREE,218
20,Fulton,DRIVEALONEPAY,9
20,Fulton,PNR_PRMTRN,1
20,Fulton,SCHOOL_BUS,22
20,Fulton,SHARED2FREE,144
20,Fulton,SHARED2PAY,1
20,Fulton,SHARED3FREE,115
20,Fulton,TOTAL,512
20,Fulton,WALK,2
21,Fulton,BIKE,1
21,Fulton,DRIVEALONEFREE,335
21,Fulton,DRIVEALONEPAY,7
21,Fulton,KNR_ALLTRN,1
21,Fulton,KNR_PRMTRN,1
21,Fulton,PNR_PRMTRN,2
21,Fulton,SCHOOL_BUS,57
21,Fulton,SHARED2FREE,181
21,Fulton,SHARED2PAY,5
21,Fulton,SHARED3FREE,173
21,Fulton,SHARED3PAY,2
21,Fulton,TOTAL,769
21,Fulton,WALK,4
22,Fulton,BIKE,1
22,Fulton,DRIVEALONEFREE,411
22,Fulton,DRIVEALONEPAY,3
22,Fulton,KNR_ALLTRN,3
22,Fulton,KNR_PRMTRN,2
22,Fulton,PNR_PRMTRN,1
22,Fulton,SCHOOL_BUS,86
22,Fulton,SHARED2FREE,266
22,Fulton,SHARED2PAY,2
22,Fulton,SHARED3FREE,216
22,Fulton,SHARED3PAY,1
22,Fulton,TOTAL,996
22,Fulton,WALK,4
23,Fulton,DRIVEALONEFREE,85
23,Fulton,DRIVEALONEPAY,1
23,Fulton,PNR_PRMTRN,1
23,Fulton,SCHOOL_BUS,15
23,Fulton,SHARED2FREE,69
23,Fulton,SHARED3FREE,24
23,Fulton,TOTAL,195
24,Fulton,DRIVEALONEFREE,24
24,Fulton,DRIVEALONEPAY,1
24,Fulton,SCHOOL_BUS,3
24,Fulton,SHARED2FREE,14
24,Fulton,SHARED2PAY,1
24,Fulton,SHARED3FREE,8
24,Fulton,TOTAL,51
25,Fulton,DRIVEALONEFREE,464
25,Fulton,DRIVEALONEPAY,8
25,Fulton,KNR_PRMTRN,1
25,Fulton,PNR_ALLTRN,1
25,Fulton,PNR_PRMTRN,3
25,Fulton,SCHOOL_BUS,31
25,Fulton,SHARED2FREE,299
25,Fulton,SHARED2PAY,2
25,Fulton,SHARED3FREE,205
25,Fulton,SHARED3PAY,1
25,Fulton,TOTAL,1032
25,Fulton,WALK,17
26,Fulton,BIKE,3
26,Fulton,DRIVEALONEFREE,1241
26,Fulton,DRIVEALONEPAY,24
26,Fulton,KNR_ALLTRN,1
26,Fulton,PNR_ALLTRN,1
26,Fulton,PNR_PRMTRN,4
26,Fulton,SCHOOL_BUS,235
26,Fulton,SHARED2FREE,828
26,Fulton,SHARED2PAY,10
26,Fulton,SHARED3FREE,706
26,Fulton,SHARED3PAY,2
26,Fulton,TOTAL,3149
26,Fulton,WALK,94
27,Fulton,BIKE,1
27,Fulton,DRIVEALONEFREE,690
27,Fulton,DRIVEALONEPAY,12
27,Fulton,KNR_ALLTRN,4
27,Fulton,PNR_PRMTRN,2
27,Fulton,SCHOOL_BUS,129
27,Fulton,SHARED2FREE,468
27,Fulton,SHARED2PAY,2
27,Fulton,SHARED3FREE,367
27,Fulton,SHARED3PAY,3
27,Fulton,TOTAL,1710
27,Fulton,WALK,32
28,Fulton,BIKE,5
28,Fulton,DRIVEALONEFREE,860
28,Fulton,DRIVEALONEPAY,15
28,Fulton,KNR_ALLTRN,2
28,Fulton,KNR_PRMTRN,1
28,Fulton,PNR_PRMTRN,2
28,Fulton,SCHOOL_BUS,247
28,Fulton,SHARED2FREE,571
28,Fulton,SHARED2PAY,1
28,Fulton,SHARED3FREE,446
28,Fulton,SHARED3PAY,1
28,Fulton,TOTAL,2200
28,Fulton,WALK,49
29,Fulton,BIKE,1
29,Fulton,DRIVEALONEFREE,96
29,Fulton,DRIVEALONEPAY,1
29,Fulton,PNR_PRMTRN,1
29,Fulton,SCHOOL_BUS,7
29,Fulton,SHARED2FREE,45
29,Fulton,SHARED3FREE,22
29,Fulton,TOTAL,174
29,Fulton,WALK,1
30,Fulton,BIKE,2
30,Fulton,DRIVEALONEFREE,1139
30,Fulton,DRIVEALONEPAY,30
30,Fulton,KNR_ALLTRN,9
30,Fulton,KNR_PRMTRN,2
30,Fulton,PNR_ALLTRN,4
30,Fulton,PNR_PRMTRN,4
30,Fulton,SCHOOL_BUS,183
30,Fulton,SHARED2FREE,776
30,Fulton,SHARED2PAY,9
30,Fulton,SHARED3FREE,654
30,Fulton,SHARED3PAY,12
30,Fulton,TOTAL,2923
30,Fulton,WALK,99
31,Fulton,BIKE,2
31,Fulton,DRIVEALONEFREE,395
31,Fulton,DRIVEALONEPAY,12
31,Fulton,PNR_PRMTRN,2
31,Fulton,SCHOOL_BUS,67
31,Fulton,SHARED2FREE,246
31,Fulton,SHARED2PAY,7
31,Fulton,SHARED3FREE,178
31,Fulton,SHARED3PAY,8
31,Fulton,TOTAL,927
31,Fulton,WALK,10
32,Fulton,BIKE,1
32,Fulton,DRIVEALONEFREE,905
32,Fulton,DRIVEALONEPAY,17
32,Fulton,KNR_ALLTRN,5
32,Fulton,KNR_PRMTRN,1
32,Fulton,PNR_ALLTRN,2
32,Fulton,PNR_PRMTRN,3
32,Fulton,SCHOOL_BUS,150
32,Fulton,SHARED2FREE,594
32,Fulton,SHARED2PAY,6
32,Fulton,SHARED3FREE,422
32,Fulton,SHARED3PAY,11
32,Fulton,TOTAL,2156
32,Fulton,WALK,39
33,Fulton,DRIVEALONEFREE,307
33,Fulton,DRIVEALONEPAY,5
33,Fulton,KNR_PRMTRN,1
33,Fulton,SCHOOL_BUS,50
33,Fulton,SHARED2FREE,215
33,Fulton,SHARED2PAY,1
33,Fulton,SHARED3FREE,156
33,Fulton,SHARED3PAY,2
33,Fulton,TOTAL,745
33,Fulton,WALK,8
34,Fulton,BIKE,3
34,Fulton,DRIVEALONEFREE,626
34,Fulton,DRIVEALONEPAY,16
34,Fulton,KNR_PRMTRN,4
34,Fulton,PNR_PRMTRN,2
34,Fulton,SCHOOL_BUS,97
34,Fulton,SHARED2FREE,346
34,Fulton,SHARED2PAY,1
34,Fulton,SHARED3FREE,299
34,Fulton,SHARED3PAY,5
34,Fulton,TOTAL,1411
34,Fulton,WALK,12
35,Fulton,BIKE,3
35,Fulton,DRIVEALONEFREE,684
35,Fulton,DRIVEALONEPAY,16
35,Fulton,KNR_ALLTRN,3
35,Fulton,KNR_PRMTRN,1
35,Fulton,PNR_ALLTRN,1
35,Fulton,PNR_PRMTRN,2
35,Fulton,SCHOOL_BUS,90
35,Fulton,SHARED2FREE,424
35,Fulton,SHARED2PAY,4
35,Fulton,SHARED3FREE,299
35,Fulton,SHARED3PAY,8
35,Fulton,TOTAL,1540
35,Fulton,WALK,5
36,Fulton,BIKE,2
36,Fulton,DRIVEALONEFREE,609
36,Fulton,DRIVEALONEPAY,20
36,Fulton,KNR_ALLTRN,3
36,Fulton,KNR_PRMTRN,3
36,Fulton,PNR_PRMTRN,2
36,Fulton,SCHOOL_BUS,123
36,Fulton,SHARED2FREE,441
36,Fulton,SHARED2PAY,2
36,Fulton,SHARED3FREE,380
36,Fulton,SHARED3PAY,1
36,Fulton,TOTAL,1598
36,Fulton,WALK,12
37,Fulton,BIKE,1
37,Fulton,DRIVEALONEFREE,192
37,Fulton,DRIVEALONEPAY,3
37,Fulton,SCHOOL_BUS,9
37,Fulton,SHARED2FREE,90
37,Fulton,SHARED3FREE,50
37,Fulton,TOTAL,346
37,Fulton,WALK,1
38,Fulton,BIKE,10
38,Fulton,DRIVEALONEFREE,1040
38,Fulton,DRIVEALONEPAY,18
38,Fulton,KNR_ALLTRN,1
38,Fulton,KNR_PRMTRN,5
38,Fulton,PNR_ALLTRN,1
38,Fulton,PNR_PRMTRN,5
38,Fulton,SCHOOL_BUS,196
38,Fulton,SHARED2FREE,701
38,Fulton,SHARED2PAY,12
38,Fulton,SHARED3FREE,550
38,Fulton,SHARED3PAY,7
38,Fulton,TOTAL,2581
38,Fulton,WALK,35
39,Fulton,BIKE,12
39,Fulton,DRIVEALONEFREE,1210
39,Fulton,DRIVEALONEPAY,24
39,Fulton,KNR_ALLTRN,3
39,Fulton,KNR_PRMTRN,3
39,Fulton,PNR_ALLTRN,2
39,Fulton,PNR_PRMTRN,3
39,Fulton,SCHOOL_BUS,165
39,Fulton,SHARED2FREE,729
39,Fulton,SHARED2PAY,5
39,Fulton,SHARED3FREE,536
39,Fulton,SHARED3PAY,4
39,Fulton,TOTAL,2732
39,Fulton,WALK,34
39,Fulton,WALK_ALLTRN,2
40,Fulton,BIKE,7
40,Fulton,DRIVEALONEFREE,615
40,Fulton,DRIVEALONEPAY,18
40,Fulton,KNR_ALLTRN,3
40,Fulton,KNR_PRMTRN,3
40,Fulton,PNR_ALLTRN,1
40,Fulton,PNR_PRMTRN,1
40,Fulton,SCHOOL_BUS,110
40,Fulton,SHARED2FREE,418
40,Fulton,SHARED2PAY,3
40,Fulton,SHARED3FREE,380
40,Fulton,SHARED3PAY,1
40,Fulton,TOTAL,1576
40,Fulton,WALK,16
41,Fulton,BIKE,19
41,Fulton,DRIVEALONEFREE,3216
41,Fulton,DRIVEALONEPAY,53
41,Fulton,KNR_ALLTRN,3
41,Fulton,KNR_PRMTRN,6
41,Fulton,PNR_ALLTRN,4
41,Fulton,PNR_PRMTRN,10
41,Fulton,SCHOOL_BUS,398
41,Fulton,SHARED2FREE,1942
41,Fulton,SHARED2PAY,9
41,Fulton,SHARED3FREE,1403
41,Fulton,SHARED3PAY,6
41,Fulton,TOTAL,7463
41,Fulton,WALK,387
41,Fulton,WALK_ALLTRN,4
41,Fulton,WALK_PRMTRN,3
42,Fulton,BIKE,6
42,Fulton,DRIVEALONEFREE,783
42,Fulton,DRIVEALONEPAY,6
42,Fulton,KNR_ALLTRN,3
42,Fulton,KNR_PRMTRN,1
42,Fulton,SCHOOL_BUS,26
42,Fulton,SHARED2FREE,266
42,Fulton,SHARED2PAY,5
42,Fulton,SHARED3FREE,163
42,Fulton,SHARED3PAY,1
42,Fulton,TOTAL,1358
42,Fulton,WALK,92
42,Fulton,WALK_ALLTRN,6
43,Fulton,BIKE,7
43,Fulton,DRIVEALONEFREE,1094
43,Fulton,DRIVEALONEPAY,9
43,Fulton,KNR_ALLTRN,3
43,Fulton,SCHOOL_BUS,2
43,Fulton,SHARED2FREE,474
43,Fulton,SHARED2PAY,2
43,Fulton,SHARED3FREE,346
43,Fulton,TOTAL,2011
43,Fulton,WALK,61
43,Fulton,WALK_ALLTRN,13
44,Fulton,BIKE,2
44,Fulton,DRIVEALONEFREE,674
44,Fulton,DRIVEALONEPAY,8
44,Fulton,KNR_ALLTRN,2
44,Fulton,PNR_ALLTRN,1
44,Fulton,SCHOOL_BUS,223
44,Fulton,SHARED2FREE,435
44,Fulton,SHARED2PAY,2
44,Fulton,SHARED3FREE,371
44,Fulton,TOTAL,1750
44,Fulton,WALK,32
45,Fulton,BIKE,11
45,Fulton,DRIVEALONEFREE,1936
45,Fulton,DRIVEALONEPAY,37
45,Fulton,KNR_ALLTRN,5
45,Fulton,PNR_ALLTRN,1
45,Fulton,PNR_PRMTRN,6
45,Fulton,SCHOOL_BUS,382
45,Fulton,SHARED2FREE,1238
45,Fulton,SHARED2PAY,9
45,Fulton,SHARED3FREE,1047
45,Fulton,SHARED3PAY,4
45,Fulton,TOTAL,4847
45,Fulton,WALK,149
45,Fulton,WALK_ALLTRN,22
46,Fulton,BIKE,5
46,Fulton,DRIVEALONEFREE,679
46,Fulton,DRIVEALONEPAY,13
46,Fulton,KNR_ALLTRN,2
46,Fulton,PNR_PRMTRN,1
46,Fulton,SCHOOL_BUS,30
46,Fulton,SHARED2FREE,189
46,Fulton,SHARED3FREE,138
46,Fulton,SHARED3PAY,1
46,Fulton,TOTAL,1105
46,Fulton,WALK,39
46,Fulton,WALK_ALLTRN,8
47,Fulton,BIKE,6
47,Fulton,DRIVEALONEFREE,605
47,Fulton,DRIVEALONEPAY,2
47,Fulton,KNR_ALLTRN,3
47,Fulton,PNR_ALLTRN,1
47,Fulton,SHARED2FREE,161
47,Fulton,SHARED3FREE,110
47,Fulton,TOTAL,925
47,Fulton,WALK,32
47,Fulton,WALK_ALLTRN,5
48,Fulton,BIKE,13
48,Fulton,DRIVEALONEFREE,1840
48,Fulton,DRIVEALONEPAY,66
48,Fulton,KNR_ALLTRN,4
48,Fulton,KNR_PRMTRN,2
48,Fulton,PNR_ALLTRN,1
48,Fulton,PNR_PRMTRN,5
48,Fulton,SCHOOL_BUS,269
48,Fulton,SHARED2FREE,1152
48,Fulton,SHARED2PAY,18
48,Fulton,SHARED3FREE,963
48,Fulton,SHARED3PAY,19
48,Fulton,TOTAL,4433
48,Fulton,WALK,74
48,Fulton,WALK_ALLTRN,7
49,Fulton,DRIVEALONEFREE,146
49,Fulton,DRIVEALONEPAY,7
49,Fulton,KNR_ALLTRN,3
49,Fulton,PNR_PRMTRN,1
49,Fulton,SCHOOL_BUS,20
49,Fulton,SHARED2FREE,77
49,Fulton,SHARED3FREE,64
49,Fulton,SHARED3PAY,1
49,Fulton,TOTAL,321
49,Fulton,WALK,2
50,Fulton,BIKE,3
50,Fulton,DRIVEALONEFREE,732
50,Fulton,DRIVEALONEPAY,15
50,Fulton,KNR_ALLTRN,1
50,Fulton,KNR_PRMTRN,1
50,Fulton,PNR_PRMTRN,4
50,Fulton,SCHOOL_BUS,117
50,Fulton,SHARED2FREE,460
50,Fulton,SHARED2PAY,2
50,Fulton,SHARED3FREE,323
50,Fulton,SHARED3PAY,1
50,Fulton,TOTAL,1681
50,Fulton,WALK,22
51,Fulton,DRIVEALONEFREE,191
51,Fulton,DRIVEALONEPAY,9
51,Fulton,SCHOOL_BUS,28
51,Fulton,SHARED2FREE,125
51,Fulton,SHARED3FREE,80
51,Fulton,SHARED3PAY,4
51,Fulton,TOTAL,446
51,Fulton,WALK,9
52,Fulton,BIKE,35
52,Fulton,DRIVEALONEFREE,3410
52,Fulton,DRIVEALONEPAY,62
52,Fulton,KNR_ALLTRN,9
52,Fulton,PNR_ALLTRN,1
52,Fulton,PNR_PRMTRN,11
52,Fulton,SCHOOL_BUS,876
52,Fulton,SHARED2FREE,2178
52,Fulton,SHARED2PAY,13
52,Fulton,SHARED3FREE,1889
52,Fulton,SHARED3PAY,8
52,Fulton,TOTAL,8794
52,Fulton,WALK,295
52,Fulton,WALK_ALLTRN,7
53,Fulton,BIKE,30
53,Fulton,DRIVEALONEFREE,4309
53,Fulton,DRIVEALONEPAY,82
53,Fulton,KNR_ALLTRN,4
53,Fulton,PNR_ALLTRN,2
53,Fulton,PNR_PRMTRN,7
53,Fulton,SCHOOL_BUS,319
53,Fulton,SHARED2FREE,2203
53,Fulton,SHARED2PAY,19
53,Fulton,SHARED3FREE,1743
53,Fulton,SHARED3PAY,7
53,Fulton,TOTAL,9102
53,Fulton,WALK,349
53,Fulton,WALK_ALLTRN,28
54,Fulton,BIKE,17
54,Fulton,DRIVEALONEFREE,2236
54,Fulton,DRIVEALONEPAY,17
54,Fulton,KNR_ALLTRN,7
54,Fulton,PNR_ALLTRN,2
54,Fulton,SCHOOL_BUS,105
54,Fulton,SHARED2FREE,1014
54,Fulton,SHARED2PAY,4
54,Fulton,SHARED3FREE,726
54,Fulton,SHARED3PAY,1
54,Fulton,TOTAL,4260
54,Fulton,WALK,123
54,Fulton,WALK_ALLTRN,8
55,Fulton,BIKE,33
55,Fulton,DRIVEALONEFREE,3192
55,Fulton,DRIVEALONEPAY,61
55,Fulton,KNR_ALLTRN,7
55,Fulton,PNR_ALLTRN,2
55,Fulton,PNR_PRMTRN,8
55,Fulton,SCHOOL_BUS,238
55,Fulton,SHARED2FREE,1552
55,Fulton,SHARED2PAY,11
55,Fulton,SHARED3FREE,1078
55,Fulton,SHARED3PAY,10
55,Fulton,TOTAL,6618
55,Fulton,WALK,399
55,Fulton,WALK_ALLTRN,27
56,Fulton,BIKE,26
56,Fulton,DRIVEALONEFREE,2719
56,Fulton,DRIVEALONEPAY,52
56,Fulton,KNR_ALLTRN,6
56,Fulton,PNR_ALLTRN,2
56,Fulton,PNR_PRMTRN,3
56,Fulton,SCHOOL_BUS,121
56,Fulton,SHARED2FREE,1103
56,Fulton,SHARED2PAY,5
56,Fulton,SHARED3FREE,804
56,Fulton,SHARED3PAY,6
56,Fulton,TOTAL,5170
56,Fulton,WALK,291
56,Fulton,WALK_ALLTRN,32
57,Fulton,BIKE,9
57,Fulton,DRIVEALONEFREE,1540
57,Fulton,DRIVEALONEPAY,25
57,Fulton,KNR_ALLTRN,5
57,Fulton,KNR_PRMTRN,1
57,Fulton,PNR_ALLTRN,1
57,Fulton,SCHOOL_BUS,3
57,Fulton,SHARED2FREE,690
57,Fulton,SHARED2PAY,4
57,Fulton,SHARED3FREE,395
57,Fulton,SHARED3PAY,1
57,Fulton,TOTAL,2791
57,Fulton,WALK,103
57,Fulton,WALK_ALLTRN,14
58,Fulton,BIKE,52
58,Fulton,DRIVEALONEFREE,6331
58,Fulton,DRIVEALONEPAY,134
58,Fulton,KNR_ALLTRN,5
58,Fulton,KNR_PRMTRN,3
58,Fulton,PNR_ALLTRN,1
58,Fulton,PNR_PRMTRN,6
58,Fulton,SCHOOL_BUS,152
58,Fulton,SHARED2FREE,1945
58,Fulton,SHARED2PAY,22
58,Fulton,SHARED3FREE,1382
58,Fulton,SHARED3PAY,22
58,Fulton,TOTAL,10549
58,Fulton,WALK,475
58,Fulton,WALK_ALLTRN,19
59,Fulton,BIKE,35
59,Fulton,DRIVEALONEFREE,5216
59,Fulton,DRIVEALONEPAY,83
59,Fulton,KNR_ALLTRN,17
59,Fulton,SHARED2FREE,1851
59,Fulton,SHARED2PAY,7
59,Fulton,SHARED3FREE,1196
59,Fulton,SHARED3PAY,7
59,Fulton,TOTAL,8732
59,Fulton,WALK,293
59,Fulton,WALK_ALLTRN,27
60,Fulton,BIKE,15
60,Fulton,DRIVEALONEFREE,1525
60,Fulton,DRIVEALONEPAY,7
60,Fulton,KNR_ALLTRN,8
60,Fulton,SCHOOL_BUS,2
60,Fulton,SHARED2FREE,562
60,Fulton,SHARED2PAY,1
60,Fulton,SHARED3FREE,436
60,Fulton,TOTAL,2663
60,Fulton,WALK,94
60,Fulton,WALK_ALLTRN,13
61,Fulton,BIKE,87
61,Fulton,DRIVEALONEFREE,8063
61,Fulton,DRIVEALONEPAY,158
61,Fulton,KNR_ALLTRN,11
61,Fulton,KNR_PRMTRN,1
61,Fulton,PNR_ALLTRN,2
61,Fulton,PNR_PRMTRN,3
61,Fulton,SCHOOL_BUS,214
61,Fulton,SHARED2FREE,2274
61,Fulton,SHARED2PAY,19
61,Fulton,SHARED3FREE,1369
61,Fulton,SHARED3PAY,14
61,Fulton,TOTAL,12801
61,Fulton,WALK,574
61,Fulton,WALK_ALLTRN,12
62,Fulton,BIKE,23
62,Fulton,DRIVEALONEFREE,2604
62,Fulton,DRIVEALONEPAY,64
62,Fulton,KNR_ALLTRN,6
62,Fulton,KNR_PRMTRN,1
62,Fulton,PNR_PRMTRN,5
62,Fulton,SCHOOL_BUS,99
62,Fulton,SHARED2FREE,1033
62,Fulton,SHARED2PAY,9
62,Fulton,SHARED3FREE,654
62,Fulton,SHARED3PAY,6
62,Fulton,TOTAL,4794
62,Fulton,WALK,263
62,Fulton,WALK_ALLTRN,27
63,Fulton,BIKE,14
63,Fulton,DRIVEALONEFREE,1978
63,Fulton,DRIVEALONEPAY,53
63,Fulton,KNR_ALLTRN,6
63,Fulton,PNR_PRMTRN,3
63,Fulton,SCHOOL_BUS,29
63,Fulton,SHARED2FREE,400
63,Fulton,SHARED2PAY,6
63,Fulton,SHARED3FREE,256
