ZONE,COUNTY,TRIP MODE,QUANTITY
1003,El Dorado,SOV,1730
1003,El Dorado,WALK,20
1004,El Dorado,BIKE,10
1004,El Dorado,HOV2,880
1004,El Dorado,HOV3PLUS,660
1004,El Dorado,SCHBUS,160
1004,El Dorado,SOV,2390
1004,El Dorado,WALK,70
1005,El Dorado,HOV2,790
1005,El Dorado,HOV3PLUS,840
1005,El Dorado,SCHBUS,100
1005,El Dorado,SOV,1570
1005,El Dorado,WALK,120
1005,El Dorado,WALKTRANSIT,10
1006,El Dorado,BIKE,20
1006,El Dorado,HOV2,710
1006,El Dorado,HOV3PLUS,350
1006,El Dorado,SCHBUS,70
1006,El Dorado,SOV,1240
1006,El Dorado,WALK,90
1007,El Dorado,HOV2,1830
1007,El Dorado,HOV3PLUS,1200
1007,El Dorado,SCHBUS,40
1007,El Dorado,SOV,2470
1007,El Dorado,WALK,460
1008,El Dorado,BIKE,90
1008,El Dorado,HOV2,2530
1008,El Dorado,HOV3PLUS,1360
1008,El Dorado,SCHBUS,70
1008,El Dorado,SOV,3490
1008,El Dorado,WALK,140
1009,El Dorado,BIKE,70
1009,El Dorado,HOV2,380
1009,El Dorado,HOV3PLUS,250
1009,El Dorado,SCHBUS,50
1009,El Dorado,SOV,530
1009,El Dorado,WALK,60
1010,El Dorado,BIKE,10
1010,El Dorado,HOV2,530
1010,El Dorado,HOV3PLUS,270
1010,El Dorado,SCHBUS,50
1010,El Dorado,SOV,920
1010,El Dorado,WALK,60
1011,El Dorado,HOV2,960
1011,El Dorado,HOV3PLUS,410
1011,El Dorado,SCHBUS,40
1011,El Dorado,SOV,1450
1011,El Dorado,WALK,20
1012,El Dorado,HOV2,880
1012,El Dorado,HOV3PLUS,370
1012,El Dorado,SCHBUS,20
1012,El Dorado,SOV,1550
1012,El Dorado,WALK,10
1013,El Dorado,BIKE,20
1013,El Dorado,HOV2,2210
1013,El Dorado,HOV3PLUS,1610
1013,El Dorado,SCHBUS,60
1013,El Dorado,SOV,3930
1013,El Dorado,WALK,220
1014,El Dorado,BIKE,20
1014,El Dorado,HOV2,1220
1014,El Dorado,HOV3PLUS,850
1014,El Dorado,SCHBUS,190
1014,El Dorado,SOV,2120
1014,El Dorado,WALK,110
1015,El Dorado,BIKE,10
1015,El Dorado,HOV2,1480
1015,El Dorado,HOV3PLUS,790
1015,El Dorado,SOV,2260
1015,El Dorado,WALK,100
1016,El Dorado,HOV2,600
1016,El Dorado,HOV3PLUS,160
1016,El Dorado,SCHBUS,10
1016,El Dorado,SOV,1050
1017,El Dorado,HOV2,990
1017,El Dorado,HOV3PLUS,870
1017,El Dorado,SCHBUS,20
1017,El Dorado,SOV,2210
1017,El Dorado,WALK,110
1018,El Dorado,HOV2,1820
1018,El Dorado,HOV3PLUS,1260
1018,El Dorado,SCHBUS,90
1018,El Dorado,SOV,2860
1018,El Dorado,WALK,10
1019,El Dorado,HOV2,840
1019,El Dorado,HOV3PLUS,500
1019,El Dorado,SCHBUS,60
1019,El Dorado,SOV,1150
1019,El Dorado,WALK,30
1020,El Dorado,HOV2,360
1020,El Dorado,HOV3PLUS,380
1020,El Dorado,SCHBUS,40
1020,El Dorado,SOV,700
1020,El Dorado,WALK,20
1021,El Dorado,HOV2,390
1021,El Dorado,HOV3PLUS,340
1021,El Dorado,SCHBUS,50
1021,El Dorado,SOV,1060
1022,El Dorado,BIKE,50
1022,El Dorado,HOV2,7080
1022,El Dorado,HOV3PLUS,4900
1022,El Dorado,SCHBUS,330
1022,El Dorado,SOV,10590
1022,El Dorado,WALK,730
1022,El Dorado,WALKTRANSIT,40
1023,El Dorado,BIKE,30
1023,El Dorado,HOV2,3190
1023,El Dorado,HOV3PLUS,2620
1023,El Dorado,SCHBUS,160
1023,El Dorado,SOV,4660
1023,El Dorado,WALK,300
1023,El Dorado,WALKTRANSIT,20
1024,El Dorado,HOV2,520
1024,El Dorado,HOV3PLUS,370
1024,El Dorado,SOV,740
1024,El Dorado,WALK,10
1025,El Dorado,HOV2,1130
1025,El Dorado,HOV3PLUS,1070
1025,El Dorado,SCHBUS,70
1025,El Dorado,SOV,1570
1025,El Dorado,WALK,90
1026,El Dorado,BIKE,20
1026,El Dorado,HOV2,5220
1026,El Dorado,HOV3PLUS,3480
1026,El Dorado,SCHBUS,130
1026,El Dorado,SOV,9070
1026,El Dorado,WALK,550
1026,El Dorado,WALKTRANSIT,40
1027,El Dorado,BIKE,130
1027,El Dorado,HOV2,2020
1027,El Dorado,HOV3PLUS,2000
1027,El Dorado,SCHBUS,190
1027,El Dorado,SOV,3560
1027,El Dorado,WALK,190
1028,El Dorado,BIKE,20
1028,El Dorado,HOV2,1770
1028,El Dorado,HOV3PLUS,1280
1028,El Dorado,SCHBUS,70
1028,El Dorado,SOV,3220
1028,El Dorado,WALK,70
1029,El Dorado,HOV2,1580
1029,El Dorado,HOV3PLUS,1120
1029,El Dorado,SCHBUS,20
1029,El Dorado,SOV,2450
1029,El Dorado,WALK,80
1030,El Dorado,HOV2,20
1030,El Dorado,SOV,80
1031,El Dorado,BIKE,30
1031,El Dorado,HOV2,320
1031,El Dorado,HOV3PLUS,140
1031,El Dorado,SOV,300
1031,El Dorado,WALK,100
1032,El Dorado,BIKE,40
1032,El Dorado,HOV2,1370
1032,El Dorado,HOV3PLUS,810
1032,El Dorado,SCHBUS,60
1032,El Dorado,SOV,2310
1032,El Dorado,WALK,310
1033,El Dorado,BIKE,20
1033,El Dorado,HOV2,1380
1033,El Dorado,HOV3PLUS,1120
1033,El Dorado,SCHBUS,60
1033,El Dorado,SOV,2210
1033,El Dorado,WALK,300
1033,El Dorado,WALKTRANSIT,10
1034,El Dorado,HOV2,360
1034,El Dorado,HOV3PLUS,290
1034,El Dorado,SOV,670
1034,El Dorado,WALK,20
1035,El Dorado,HOV2,1270
1035,El Dorado,HOV3PLUS,820
1035,El Dorado,SCHBUS,100
1035,El Dorado,SOV,1920
1035,El Dorado,WALK,40
1044,El Dorado,HOV2,480
1044,El Dorado,HOV3PLUS,300
1044,El Dorado,SCHBUS,20
1044,El Dorado,SOV,630
1045,El Dorado,BIKE,40
1045,El Dorado,HOV2,1880
1045,El Dorado,HOV3PLUS,780
1045,El Dorado,SCHBUS,50
1045,El Dorado,SOV,2410
1045,El Dorado,WALK,170
1046,El Dorado,BIKE,50
1046,El Dorado,HOV2,2310
1046,El Dorado,HOV3PLUS,1270
1046,El Dorado,SCHBUS,70
1046,El Dorado,SOV,4700
1046,El Dorado,WALK,160
1046,El Dorado,WALKTRANSIT,20
1047,El Dorado,BIKE,10
1047,El Dorado,HOV2,3050
1047,El Dorado,HOV3PLUS,1900
1047,El Dorado,SCHBUS,140
1047,El Dorado,SOV,6010
1047,El Dorado,WALK,70
1047,El Dorado,WALKTRANSIT,20
1048,El Dorado,HOV2,520
1048,El Dorado,HOV3PLUS,470
1048,El Dorado,SCHBUS,30
1048,El Dorado,SOV,1000
1048,El Dorado,WALK,30
1050,El Dorado,HOV2,1660
1050,El Dorado,HOV3PLUS,1210
1050,El Dorado,SCHBUS,100
1050,El Dorado,SOV,2730
1050,El Dorado,WALK,110
1051,El Dorado,HOV2,680
1051,El Dorado,HOV3PLUS,440
1051,El Dorado,SCHBUS,40
1051,El Dorado,SOV,1560
1051,El Dorado,WALK,10
1052,El Dorado,HOV2,480
1052,El Dorado,HOV3PLUS,390
1052,El Dorado,SOV,760
1052,El Dorado,WALK,20
1053,El Dorado,BIKE,20
1053,El Dorado,HOV2,1610
1053,El Dorado,HOV3PLUS,1050
1053,El Dorado,SCHBUS,60
1053,El Dorado,SOV,2870
1053,El Dorado,WALK,20
1054,El Dorado,BIKE,130
1054,El Dorado,HOV2,3270
1054,El Dorado,HOV3PLUS,1550
1054,El Dorado,SCHBUS,150
1054,El Dorado,SOV,5550
1054,El Dorado,WALK,520
1093,El Dorado,BIKE,10
1093,El Dorado,HOV2,1870
1093,El Dorado,HOV3PLUS,1420
1093,El Dorado,SCHBUS,150
1093,El Dorado,SOV,3280
1093,El Dorado,WALK,280
1094,El Dorado,BIKE,50
1094,El Dorado,HOV2,2570
1094,El Dorado,HOV3PLUS,1690
1094,El Dorado,SCHBUS,90
1094,El Dorado,SOV,3750
1094,El Dorado,WALK,560
1095,El Dorado,BIKE,110
1095,El Dorado,HOV2,7160
1095,El Dorado,HOV3PLUS,5470
1095,El Dorado,SCHBUS,570
1095,El Dorado,SOV,9830
1095,El Dorado,WALK,440
1095,El Dorado,WALKTRANSIT,20
1096,El Dorado,HOV2,950
1096,El Dorado,HOV3PLUS,890
1096,El Dorado,SCHBUS,180
1096,El Dorado,SOV,2340
1096,El Dorado,WALK,230
1096,El Dorado,WALKTRANSIT,20
1099,El Dorado,BIKE,190
1099,El Dorado,HOV2,4250
1099,El Dorado,HOV3PLUS,3240
1099,El Dorado,SCHBUS,260
1099,El Dorado,SOV,7400
1099,El Dorado,WALK,660
1099,El Dorado,WALKTRANSIT,10
1100,El Dorado,BIKE,110
1100,El Dorado,HOV2,2590
1100,El Dorado,HOV3PLUS,1540
1100,El Dorado,SCHBUS,140
1100,El Dorado,SOV,4570
1100,El Dorado,WALK,80
1101,El Dorado,HOV2,430
1101,El Dorado,HOV3PLUS,430
1101,El Dorado,SOV,1230
1101,El Dorado,WALK,40
1102,El Dorado,BIKE,10
1102,El Dorado,HOV2,720
1102,El Dorado,HOV3PLUS,480
1102,El Dorado,SCHBUS,50
1102,El Dorado,SOV,1420
1102,El Dorado,WALK,40
1103,El Dorado,BIKE,80
1103,El Dorado,HOV2,2110
1103,El Dorado,HOV3PLUS,1230
1103,El Dorado,SCHBUS,140
1103,El Dorado,SOV,2990
1103,El Dorado,WALK,250
1139,El Dorado,SOV,50
1150,El Dorado,HOV2,300
1150,El Dorado,HOV3PLUS,150
1150,El Dorado,SOV,300
1498,El Dorado,HOV2,40
1498,El Dorado,HOV3PLUS,60
1498,El Dorado,SCHBUS,20
1498,El Dorado,SOV,200
1500,El Dorado,BIKE,20
1500,El Dorado,HOV2,940
1500,El Dorado,HOV3PLUS,520
1500,El Dorado,SCHBUS,120
1500,El Dorado,SOV,2200
1500,El Dorado,WALK,90
1501,El Dorado,BIKE,110
1501,El Dorado,HOV2,4840
1501,El Dorado,HOV3PLUS,3740
1501,El Dorado,SCHBUS,200
1501,El Dorado,SOV,7950
1501,El Dorado,WALK,250
1501,El Dorado,WALKTRANSIT,60
1502,El Dorado,HOV2,300
1502,El Dorado,HOV3PLUS,70
1502,El Dorado,SOV,840
1502,El Dorado,WALKTRANSIT,20
1503,El Dorado,HOV2,710
1503,El Dorado,HOV3PLUS,540
1503,El Dorado,SCHBUS,40
1503,El Dorado,SOV,1380
1504,El Dorado,BIKE,10
1504,El Dorado,HOV2,1550
1504,El Dorado,HOV3PLUS,1400
1504,El Dorado,SCHBUS,150
1504,El Dorado,SOV,2780
1504,El Dorado,WALK,150
1504,El Dorado,WALKTRANSIT,20
1505,El Dorado,SOV,20
1506,El Dorado,BIKE,70
1506,El Dorado,HOV2,3790
1506,El Dorado,HOV3PLUS,2470
1506,El Dorado,SCHBUS,260
1506,El Dorado,SOV,6280
1506,El Dorado,WALK,100
1506,El Dorado,WALKTRANSIT,40
1507,El Dorado,BIKE,30
1507,El Dorado,HOV2,1590
1507,El Dorado,HOV3PLUS,920
1507,El Dorado,SCHBUS,90
1507,El Dorado,SOV,2300
1507,El Dorado,WALK,50
157,Placer,BIKE,10
157,Placer,HOV2,310
157,Placer,HOV3PLUS,240
157,Placer,SCHBUS,40
157,Placer,SOV,990
159,Placer,BIKE,30
159,Placer,HOV2,130
159,Placer,HOV3PLUS,50
159,Placer,SOV,130
159,Placer,WALK,130
160,Placer,HOV2,590
160,Placer,HOV3PLUS,470
160,Placer,SCHBUS,10
160,Placer,SOV,1460
160,Placer,WALK,100
161,Placer,BIKE,30
161,Placer,HOV2,5150
161,Placer,HOV3PLUS,3390
161,Placer,SCHBUS,220
161,Placer,SOV,8900
161,Placer,WALK,460
162,Placer,BIKE,10
162,Placer,HOV2,4180
162,Placer,HOV3PLUS,2310
162,Placer,SCHBUS,220
162,Placer,SOV,8180
162,Placer,WALK,130
163,Placer,BIKE,110
163,Placer,HOV2,4880
163,Placer,HOV3PLUS,2990
163,Placer,SCHBUS,150
163,Placer,SOV,5720
163,Placer,WALK,500
163,Placer,WALKTRANSIT,40
164,Placer,BIKE,90
164,Placer,HOV2,1250
164,Placer,HOV3PLUS,720
164,Placer,SCHBUS,40
164,Placer,SOV,1810
164,Placer,WALK,290
164,Placer,WALKTRANSIT,40
166,Placer,BIKE,70
166,Placer,HOV2,1780
166,Placer,HOV3PLUS,1190
166,Placer,SCHBUS,40
166,Placer,SOV,2900
166,Placer,WALK,420
166,Placer,WALKTRANSIT,40
167,Placer,BIKE,110
167,Placer,HOV2,2820
167,Placer,HOV3PLUS,2180
167,Placer,SCHBUS,70
167,Placer,SOV,5070
167,Placer,WALK,560
167,Placer,WALKTRANSIT,160
168,Placer,BIKE,10
168,Placer,HOV2,1290
168,Placer,HOV3PLUS,770
168,Placer,SCHBUS,120
168,Placer,SOV,2200
168,Placer,WALK,320
168,Placer,WALKTRANSIT,50
169,Placer,HOV2,700
169,Placer,HOV3PLUS,510
169,Placer,SCHBUS,30
169,Placer,SOV,1850
169,Placer,WALK,180
169,Placer,WALKTRANSIT,40
170,Placer,BIKE,20
170,Placer,HOV2,2060
170,Placer,HOV3PLUS,1270
170,Placer,SCHBUS,70
170,Placer,SOV,3470
170,Placer,WALK,240
170,Placer,WALKTRANSIT,40
171,Placer,BIKE,60
171,Placer,HOV2,1480
171,Placer,HOV3PLUS,1450
171,Placer,SCHBUS,50
171,Placer,SOV,2620
171,Placer,WALK,470
171,Placer,WALKTRANSIT,40
172,Placer,BIKE,20
172,Placer,HOV2,670
172,Placer,HOV3PLUS,390
172,Placer,SCHBUS,10
172,Placer,SOV,1880
172,Placer,WALK,90
172,Placer,WALKTRANSIT,40
173,Placer,BIKE,70
173,Placer,HOV2,1340
173,Placer,HOV3PLUS,860
173,Placer,SCHBUS,50
173,Placer,SOV,3450
173,Placer,WALK,300
173,Placer,WALKTRANSIT,40
174,Placer,BIKE,40
174,Placer,HOV2,1640
174,Placer,HOV3PLUS,900
174,Placer,SCHBUS,170
174,Placer,SOV,2350
174,Placer,WALK,240
174,Placer,WALKTRANSIT,30
175,Placer,BIKE,110
175,Placer,HOV2,1110
175,Placer,HOV3PLUS,430
175,Placer,SCHBUS,10
175,Placer,SOV,2590
175,Placer,WALK,250
175,Placer,WALKTRANSIT,150
176,Placer,BIKE,40
176,Placer,HOV2,250
176,Placer,HOV3PLUS,240
176,Placer,SCHBUS,20
176,Placer,SOV,620
176,Placer,WALK,100
176,Placer,WALKTRANSIT,10
177,Placer,BIKE,60
177,Placer,HOV2,1620
177,Placer,HOV3PLUS,1160
177,Placer,SCHBUS,80
177,Placer,SOV,2850
177,Placer,WALK,280
177,Placer,WALKTRANSIT,70
178,Placer,BIKE,120
178,Placer,HOV2,2860
178,Placer,HOV3PLUS,2280
178,Placer,SCHBUS,150
178,Placer,SOV,4890
178,Placer,WALK,500
178,Placer,WALKTRANSIT,20
179,Placer,BIKE,10
179,Placer,HOV2,490
179,Placer,HOV3PLUS,550
179,Placer,SCHBUS,20
179,Placer,SOV,720
179,Placer,WALK,50
180,Placer,BIKE,60
180,Placer,HOV2,1730
180,Placer,HOV3PLUS,1140
180,Placer,SCHBUS,80
180,Placer,SOV,2490
180,Placer,WALK,340
180,Placer,WALKTRANSIT,70
181,Placer,BIKE,50
181,Placer,HOV2,590
181,Placer,HOV3PLUS,380
181,Placer,SCHBUS,10
181,Placer,SOV,860
181,Placer,WALK,190
181,Placer,WALKTRANSIT,30
183,Placer,BIKE,40
183,Placer,HOV2,1880
183,Placer,HOV3PLUS,1490
183,Placer,SCHBUS,110
183,Placer,SOV,4310
183,Placer,WALK,360
183,Placer,WALKTRANSIT,80
184,Placer,BIKE,130
184,Placer,HOV2,6580
184,Placer,HOV3PLUS,4830
184,Placer,SCHBUS,330
184,Placer,SOV,10620
184,Placer,WALK,840
184,Placer,WALKTRANSIT,80
185,Placer,BIKE,130
185,Placer,HOV2,5670
185,Placer,HOV3PLUS,3930
185,Placer,SCHBUS,350
185,Placer,SOV,10840
185,Placer,WALK,620
185,Placer,WALKTRANSIT,70
186,Placer,BIKE,30
186,Placer,HOV2,2540
186,Placer,HOV3PLUS,450
186,Placer,SOV,4960
186,Placer,WALK,20
187,Placer,BIKE,60
187,Placer,HOV2,4120
187,Placer,HOV3PLUS,2290
187,Placer,SCHBUS,240
187,Placer,SOV,7110
187,Placer,WALK,680
187,Placer,WALKTRANSIT,70
188,Placer,BIKE,10
188,Placer,HOV2,750
188,Placer,HOV3PLUS,580
188,Placer,SCHBUS,80
188,Placer,SOV,1340
188,Placer,WALK,120
189,Placer,BIKE,50
189,Placer,HOV2,2220
189,Placer,HOV3PLUS,1450
189,Placer,SCHBUS,90
189,Placer,SOV,2860
189,Placer,WALK,310
189,Placer,WALKTRANSIT,40
190,Placer,HOV2,580
190,Placer,HOV3PLUS,430
190,Placer,SCHBUS,140
190,Placer,SOV,700
190,Placer,WALK,70
190,Placer,WALKTRANSIT,10
191,Placer,BIKE,70
191,Placer,HOV2,5480
191,Placer,HOV3PLUS,3890
191,Placer,SCHBUS,270
191,Placer,SOV,9930
191,Placer,WALK,270
191,Placer,WALKTRANSIT,10
192,Placer,BIKE,200
192,Placer,HOV2,9000
192,Placer,HOV3PLUS,6160
192,Placer,SCHBUS,580
192,Placer,SOV,12590
192,Placer,WALK,1240
192,Placer,WALKTRANSIT,20
193,Placer,BIKE,160
193,Placer,HOV2,2500
193,Placer,HOV3PLUS,1710
193,Placer,SCHBUS,110
193,Placer,SOV,4880
193,Placer,WALK,440
193,Placer,WALKTRANSIT,70
194,Placer,BIKE,120
194,Placer,HOV2,6160
194,Placer,HOV3PLUS,4620
194,Placer,SCHBUS,320
194,Placer,SOV,8400
194,Placer,WALK,870
194,Placer,WALKTRANSIT,40
198,Placer,BIKE,50
198,Placer,HOV2,2940
198,Placer,HOV3PLUS,1350
198,Placer,SCHBUS,270
198,Placer,SOV,4070
198,Placer,WALK,170
198,Placer,WALKTRANSIT,10
199,Placer,HOV2,1730
199,Placer,HOV3PLUS,1200
199,Placer,SCHBUS,40
199,Placer,SOV,2870
199,Placer,WALK,90
200,Placer,BIKE,30
200,Placer,HOV2,2200
200,Placer,HOV3PLUS,1580
200,Placer,SCHBUS,100
200,Placer,SOV,4040
200,Placer,WALK,110
200,Placer,WALKTRANSIT,20
201,Placer,BIKE,140
201,Placer,HOV2,6790
201,Placer,HOV3PLUS,4730
201,Placer,SCHBUS,360
201,Placer,SOV,14330
201,Placer,WALK,710
201,Placer,WALKTRANSIT,140
202,Placer,BIKE,110
202,Placer,HOV2,7410
202,Placer,HOV3PLUS,6120
202,Placer,SCHBUS,340
202,Placer,SOV,13940
202,Placer,WALK,630
202,Placer,WALKTRANSIT,20
203,Placer,HOV2,250
203,Placer,HOV3PLUS,270
203,Placer,SCHBUS,20
203,Placer,SOV,610
203,Placer,WALK,40
204,Placer,BIKE,20
204,Placer,HOV2,1790
204,Placer,HOV3PLUS,1030
204,Placer,SCHBUS,60
204,Placer,SOV,3880
204,Placer,WALK,230
205,Placer,BIKE,30
205,Placer,HOV2,2060
205,Placer,HOV3PLUS,1400
205,Placer,SCHBUS,150
205,Placer,SOV,4660
205,Placer,WALK,180
207,Placer,BIKE,150
207,Placer,HOV2,1920
207,Placer,HOV3PLUS,1100
207,Placer,SCHBUS,100
207,Placer,SOV,3480
207,Placer,WALK,310
207,Placer,WALKTRANSIT,20
208,Placer,HOV2,300
208,Placer,HOV3PLUS,110
208,Placer,SOV,460
208,Placer,WALK,60
209,Placer,BIKE,40
209,Placer,HOV2,2830
209,Placer,HOV3PLUS,2130
209,Placer,SCHBUS,100
209,Placer,SOV,3910
209,Placer,WALK,890
210,Placer,BIKE,100
210,Placer,HOV2,1330
210,Placer,HOV3PLUS,740
210,Placer,SCHBUS,150
210,Placer,SOV,2150
210,Placer,WALK,660
210,Placer,WALKTRANSIT,10
211,Placer,BIKE,200
211,Placer,HOV2,4760
211,Placer,HOV3PLUS,3590
211,Placer,SCHBUS,290
211,Placer,SOV,7080
211,Placer,WALK,1110
211,Placer,WALKTRANSIT,10
212,Placer,BIKE,20
212,Placer,HOV2,640
212,Placer,HOV3PLUS,360
212,Placer,SCHBUS,40
212,Placer,SOV,1820
212,Placer,WALK,40
213,Placer,BIKE,50
213,Placer,HOV2,3820
213,Placer,HOV3PLUS,2520
213,Placer,SCHBUS,170
213,Placer,SOV,8310
213,Placer,WALK,750
213,Placer,WALKTRANSIT,30
214,Placer,BIKE,70
214,Placer,HOV2,1450
214,Placer,HOV3PLUS,1120
214,Placer,SCHBUS,140
214,Placer,SOV,2420
214,Placer,WALK,410
215,Placer,BIKE,30
