ZONE,PER,PERSONS NOT AT HOME
37,PER33,1
37,PER34,1
37,PER35,2
37,PER36,2
37,PER37,3
37,PER38,0
37,PER39,0
37,PER40,0
37,PER41,0
37,PER42,0
37,PER43,1
37,PER44,0
37,PER45,0
37,PER46,0
37,PER47,0
37,PER48,0
37,PER49,0
38,PER01,1
38,PER02,0
38,PER03,0
38,PER04,2
38,PER05,0
38,PER06,1
38,PER07,0
38,PER08,1
38,PER09,0
38,PER10,0
38,PER11,0
38,PER12,4
38,PER13,3
38,PER14,8
38,PER15,5
38,PER16,4
38,PER17,4
38,PER18,4
38,PER19,3
38,PER20,4
38,PER21,3
38,PER22,3
38,PER23,2
38,PER24,5
38,PER25,2
38,PER26,6
38,PER27,5
38,PER28,4
38,PER29,3
38,PER30,1
38,PER31,0
38,PER32,2
38,PER33,2
38,PER34,2
38,PER35,3
38,PER36,4
38,PER37,1
38,PER38,4
38,PER39,2
38,PER40,1
38,PER41,1
38,PER42,1
38,PER43,1
38,PER44,2
38,PER45,2
38,PER46,3
38,PER47,1
38,PER48,0
38,PER49,0
39,PER01,0
39,PER02,0
39,PER03,0
39,PER04,0
39,PER05,0
39,PER06,0
39,PER07,0
39,PER08,0
39,PER09,0
39,PER10,0
39,PER11,0
39,PER12,2
39,PER13,3
39,PER14,1
39,PER15,4
39,PER16,4
39,PER17,1
39,PER18,0
39,PER19,0
39,PER20,1
39,PER21,2
39,PER22,3
39,PER23,2
39,PER24,2
39,PER25,1
39,PER26,2
39,PER27,2
39,PER28,2
39,PER29,2
39,PER30,1
39,PER31,1
39,PER32,1
39,PER33,2
39,PER34,0
39,PER35,1
39,PER36,1
39,PER37,1
39,PER38,0
39,PER39,1
39,PER40,2
39,PER41,1
39,PER42,1
39,PER43,1
39,PER44,1
39,PER45,0
39,PER46,1
39,PER47,0
39,PER48,1
39,PER49,0
40,PER01,0
40,PER02,1
40,PER03,1
40,PER04,0
40,PER05,0
40,PER06,0
40,PER07,1
40,PER08,1
40,PER09,1
40,PER10,0
40,PER11,0
40,PER12,2
40,PER13,0
40,PER14,0
40,PER15,1
40,PER16,2
40,PER17,2
40,PER18,3
40,PER19,3
40,PER20,2
40,PER21,2
40,PER22,1
40,PER23,3
40,PER24,2
40,PER25,5
40,PER26,3
40,PER27,3
40,PER28,3
40,PER29,3
40,PER30,2
40,PER31,1
40,PER32,4
40,PER33,3
40,PER34,2
40,PER35,3
40,PER36,2
40,PER37,2
40,PER38,1
40,PER39,1
40,PER40,2
40,PER41,1
40,PER42,1
40,PER43,2
40,PER44,1
40,PER45,1
40,PER46,0
40,PER47,1
40,PER48,1
40,PER49,0
41,PER01,3
41,PER02,2
41,PER03,3
41,PER04,2
41,PER05,2
41,PER06,2
41,PER07,3
41,PER08,1
41,PER09,1
41,PER10,2
41,PER11,2
41,PER12,2
41,PER13,2
41,PER14,6
41,PER15,5
41,PER16,8
41,PER17,13
41,PER18,22
41,PER19,21
41,PER20,20
41,PER21,21
41,PER22,24
41,PER23,23
41,PER24,20
41,PER25,17
41,PER26,22
41,PER27,22
41,PER28,23
41,PER29,20
41,PER30,17
41,PER31,19
41,PER32,14
41,PER33,9
41,PER34,8
41,PER35,4
41,PER36,7
41,PER37,3
41,PER38,2
41,PER39,1
41,PER40,2
41,PER41,2
41,PER42,3
41,PER43,2
41,PER44,2
41,PER45,3
41,PER46,2
41,PER47,2
41,PER48,5
41,PER49,0
42,PER01,6
42,PER02,6
42,PER03,8
42,PER04,8
42,PER05,3
42,PER06,3
42,PER07,1
42,PER08,1
42,PER09,8
42,PER10,3
42,PER11,7
42,PER12,2
42,PER13,10
42,PER14,9
42,PER15,8
42,PER16,13
42,PER17,15
42,PER18,22
42,PER19,19
42,PER20,22
42,PER21,20
42,PER22,24
42,PER23,29
42,PER24,34
42,PER25,32
42,PER26,35
42,PER27,32
42,PER28,28
42,PER29,30
42,PER30,25
42,PER31,33
42,PER32,30
42,PER33,32
42,PER34,40
42,PER35,32
42,PER36,28
42,PER37,22
42,PER38,7
42,PER39,15
42,PER40,13
42,PER41,13
42,PER42,11
42,PER43,8
42,PER44,6
42,PER45,4
42,PER46,7
42,PER47,4
42,PER48,5
42,PER49,0
43,PER01,7
43,PER02,6
43,PER03,6
43,PER04,3
43,PER05,5
43,PER06,2
43,PER07,2
43,PER08,1
43,PER09,1
43,PER10,2
43,PER11,2
43,PER12,3
43,PER13,5
43,PER14,10
43,PER15,16
43,PER16,21
43,PER17,23
43,PER18,20
43,PER19,14
43,PER20,17
43,PER21,16
43,PER22,13
43,PER23,19
43,PER24,18
43,PER25,17
43,PER26,16
43,PER27,17
43,PER28,19
43,PER29,23
43,PER30,22
43,PER31,22
43,PER32,14
43,PER33,17
43,PER34,19
43,PER35,21
43,PER36,24
43,PER37,16
43,PER38,30
43,PER39,30
43,PER40,20
43,PER41,19
43,PER42,14
43,PER43,13
43,PER44,7
43,PER45,9
43,PER46,5
43,PER47,5
43,PER48,5
43,PER49,0
44,PER01,8
44,PER02,8
44,PER03,9
44,PER04,8
44,PER05,9
44,PER06,10
44,PER07,11
44,PER08,10
44,PER09,9
44,PER10,8
44,PER11,6
44,PER12,12
44,PER13,9
44,PER14,16
44,PER15,23
44,PER16,22
44,PER17,34
44,PER18,41
44,PER19,39
44,PER20,36
44,PER21,34
44,PER22,39
44,PER23,39
44,PER24,34
44,PER25,33
44,PER26,34
44,PER27,33
44,PER28,31
44,PER29,33
44,PER30,37
44,PER31,29
44,PER32,29
44,PER33,22
44,PER34,15
44,PER35,17
44,PER36,16
44,PER37,14
44,PER38,5
44,PER39,10
44,PER40,6
44,PER41,5
44,PER42,9
44,PER43,8
44,PER44,8
44,PER45,8
44,PER46,7
44,PER47,7
44,PER48,9
44,PER49,0
45,PER01,0
45,PER02,0
45,PER03,0
45,PER04,0
45,PER05,0
45,PER06,0
45,PER07,0
45,PER08,0
45,PER09,0
45,PER10,0
45,PER11,0
45,PER12,0
45,PER13,0
45,PER14,0
45,PER15,0
45,PER16,0
45,PER17,0
45,PER18,0
45,PER19,0
45,PER20,0
45,PER21,0
45,PER22,0
45,PER23,0
45,PER24,0
45,PER25,0
45,PER26,0
45,PER27,0
45,PER28,0
45,PER29,1
45,PER30,0
45,PER31,1
45,PER32,0
45,PER33,0
45,PER34,0
45,PER35,0
45,PER36,0
45,PER37,1
45,PER38,0
45,PER39,0
45,PER40,0
45,PER41,0
45,PER42,0
45,PER43,0
45,PER44,0
45,PER45,0
45,PER46,0
45,PER47,0
45,PER48,0
45,PER49,0
46,PER01,1
46,PER02,0
46,PER03,0
46,PER04,2
46,PER05,0
46,PER06,1
46,PER07,0
46,PER08,0
46,PER09,2
46,PER10,3
46,PER11,1
46,PER12,3
46,PER13,2
46,PER14,3
46,PER15,8
46,PER16,4
46,PER17,4
46,PER18,4
46,PER19,3
46,PER20,6
46,PER21,4
46,PER22,8
46,PER23,4
46,PER24,5
46,PER25,4
46,PER26,5
46,PER27,3
46,PER28,1
46,PER29,0
46,PER30,2
46,PER31,1
46,PER32,4
46,PER33,2
46,PER34,3
46,PER35,3
46,PER36,2
46,PER37,2
46,PER38,2
46,PER39,0
46,PER40,1
46,PER41,1
46,PER42,0
46,PER43,1
46,PER44,2
46,PER45,2
46,PER46,1
46,PER47,2
46,PER48,0
46,PER49,0
47,PER01,0
47,PER02,2
47,PER03,5
47,PER04,1
47,PER05,1
47,PER06,2
47,PER07,1
47,PER08,1
47,PER09,1
47,PER10,1
47,PER11,2
47,PER12,3
47,PER13,10
47,PER14,5
47,PER15,7
47,PER16,16
47,PER17,14
47,PER18,11
47,PER19,13
47,PER20,6
47,PER21,6
47,PER22,10
47,PER23,14
47,PER24,16
47,PER25,19
47,PER26,14
47,PER27,18
47,PER28,15
47,PER29,15
47,PER30,14
47,PER31,13
47,PER32,14
47,PER33,16
47,PER34,17
47,PER35,12
47,PER36,18
47,PER37,8
47,PER38,8
47,PER39,9
47,PER40,9
47,PER41,5
47,PER42,11
47,PER43,4
47,PER44,4
47,PER45,3
47,PER46,2
47,PER47,3
47,PER48,3
47,PER49,0
48,PER01,3
48,PER02,1
48,PER03,3
48,PER04,4
48,PER05,2
48,PER06,3
48,PER07,2
48,PER08,2
48,PER09,1
48,PER10,4
48,PER11,3
48,PER12,4
48,PER13,4
48,PER14,6
48,PER15,6
48,PER16,8
48,PER17,15
48,PER18,11
48,PER19,13
48,PER20,14
48,PER21,18
48,PER22,14
48,PER23,15
48,PER24,11
48,PER25,11
48,PER26,7
48,PER27,8
48,PER28,13
48,PER29,15
48,PER30,10
48,PER31,11
48,PER32,17
48,PER33,11
48,PER34,10
48,PER35,9
48,PER36,10
48,PER37,8
48,PER38,12
48,PER39,9
48,PER40,9
48,PER41,5
48,PER42,5
48,PER43,3
48,PER44,3
48,PER45,4
48,PER46,2
48,PER47,3
48,PER48,2
48,PER49,0
49,PER01,1
49,PER02,0
49,PER03,0
49,PER04,0
49,PER05,0
49,PER06,0
49,PER07,0
49,PER08,0
49,PER09,0
49,PER10,0
49,PER11,0
49,PER12,0
49,PER13,1
49,PER14,0
49,PER15,0
49,PER16,1
49,PER17,2
49,PER18,2
49,PER19,0
49,PER20,0
49,PER21,2
49,PER22,2
49,PER23,2
49,PER24,1
49,PER25,1
49,PER26,0
49,PER27,1
49,PER28,0
49,PER29,0
49,PER30,3
49,PER31,2
49,PER32,1
49,PER33,1
49,PER34,2
49,PER35,2
49,PER36,1
49,PER37,0
49,PER38,1
49,PER39,0
49,PER40,0
49,PER41,0
49,PER42,2
49,PER43,1
49,PER44,0
49,PER45,1
49,PER46,0
49,PER47,0
49,PER48,0
49,PER49,0
50,PER01,1
50,PER02,3
50,PER03,1
50,PER04,1
50,PER05,1
50,PER06,0
50,PER07,0
50,PER08,0
50,PER09,3
50,PER10,1
50,PER11,1
50,PER12,5
50,PER13,6
50,PER14,9
50,PER15,5
50,PER16,9
50,PER17,10
50,PER18,7
50,PER19,6
50,PER20,6
50,PER21,6
50,PER22,5
50,PER23,5
50,PER24,5
50,PER25,5
50,PER26,8
50,PER27,5
50,PER28,4
50,PER29,4
50,PER30,9
50,PER31,8
50,PER32,9
50,PER33,7
50,PER34,6
50,PER35,6
50,PER36,4
50,PER37,4
50,PER38,4
50,PER39,2
50,PER40,2
50,PER41,2
50,PER42,0
50,PER43,1
50,PER44,0
50,PER45,3
50,PER46,3
50,PER47,0
50,PER48,3
50,PER49,0
51,PER01,12
51,PER02,4
51,PER03,10
51,PER04,11
51,PER05,8
51,PER06,8
51,PER07,4
51,PER08,6
51,PER09,5
51,PER10,2
51,PER11,11
51,PER12,4
51,PER13,7
51,PER14,8
51,PER15,12
51,PER16,19
51,PER17,25
51,PER18,11
51,PER19,15
51,PER20,11
51,PER21,19
51,PER22,16
51,PER23,19
51,PER24,25
51,PER25,21
51,PER26,14
51,PER27,14
51,PER28,20
51,PER29,16
51,PER30,19
51,PER31,18
51,PER32,16
51,PER33,23
51,PER34,20
51,PER35,17
51,PER36,16
51,PER37,16
51,PER38,12
51,PER39,14
51,PER40,13
51,PER41,13
51,PER42,10
51,PER43,7
51,PER44,10
51,PER45,9
51,PER46,6
51,PER47,11
51,PER48,10
51,PER49,0
52,PER01,3
52,PER02,2
52,PER03,1
52,PER04,4
52,PER05,2
52,PER06,2
52,PER07,1
52,PER08,2
52,PER09,0
52,PER10,2
52,PER11,1
52,PER12,1
52,PER13,1
52,PER14,2
52,PER15,6
52,PER16,2
52,PER17,6
52,PER18,7
52,PER19,8
52,PER20,11
52,PER21,7
52,PER22,9
52,PER23,9
52,PER24,8
52,PER25,13
52,PER26,12
52,PER27,15
52,PER28,11
52,PER29,9
52,PER30,5
52,PER31,8
52,PER32,9
52,PER33,6
52,PER34,9
52,PER35,6
52,PER36,9
52,PER37,6
52,PER38,5
52,PER39,9
52,PER40,6
52,PER41,2
52,PER42,4
52,PER43,1
52,PER44,2
52,PER45,2
52,PER46,5
52,PER47,2
52,PER48,2
52,PER49,0
53,PER01,0
53,PER02,2
53,PER03,0
53,PER04,1
53,PER05,1
53,PER06,1
53,PER07,1
53,PER08,2
53,PER09,0
53,PER10,2
53,PER11,1
53,PER12,2
53,PER13,1
53,PER14,2
53,PER15,7
53,PER16,6
53,PER17,9
53,PER18,11
53,PER19,5
53,PER20,5
53,PER21,8
53,PER22,5
53,PER23,7
53,PER24,7
53,PER25,5
53,PER26,7
53,PER27,9
53,PER28,5
53,PER29,8
53,PER30,7
53,PER31,6
53,PER32,8
53,PER33,9
53,PER34,9
53,PER35,15
53,PER36,9
53,PER37,6
53,PER38,4
53,PER39,2
53,PER40,1
53,PER41,3
53,PER42,1
53,PER43,2
53,PER44,0
53,PER45,2
53,PER46,2
53,PER47,1
53,PER48,0
53,PER49,0
54,PER01,13
54,PER02,6
54,PER03,10
54,PER04,11
54,PER05,5
54,PER06,9
54,PER07,10
54,PER08,13
54,PER09,12
54,PER10,10
54,PER11,7
54,PER12,5
54,PER13,10
54,PER14,14
54,PER15,17
54,PER16,22
54,PER17,36
54,PER18,30
54,PER19,22
54,PER20,24
54,PER21,24
54,PER22,22
54,PER23,20
54,PER24,31
54,PER25,29
54,PER26,24
54,PER27,22
54,PER28,26
54,PER29,21
54,PER30,20
54,PER31,21
54,PER32,14
54,PER33,12
54,PER34,21
54,PER35,17
54,PER36,20
54,PER37,12
54,PER38,11
54,PER39,16
54,PER40,12
54,PER41,9
54,PER42,11
54,PER43,7
54,PER44,10
54,PER45,8
54,PER46,10
54,PER47,8
54,PER48,8
54,PER49,0
55,PER01,2
55,PER02,3
55,PER03,2
55,PER04,3
55,PER05,0
55,PER06,2
55,PER07,1
55,PER08,1
55,PER09,0
55,PER10,3
55,PER11,3
55,PER12,4
55,PER13,6
55,PER14,6
55,PER15,6
55,PER16,13
55,PER17,11
55,PER18,17
55,PER19,9
55,PER20,12
55,PER21,14
55,PER22,19
55,PER23,12
55,PER24,14
55,PER25,16
55,PER26,10
55,PER27,11
55,PER28,9
55,PER29,9
55,PER30,11
55,PER31,17
55,PER32,15
55,PER33,13
55,PER34,18
55,PER35,9
55,PER36,10
55,PER37,14
55,PER38,5
55,PER39,2
55,PER40,0
55,PER41,2
55,PER42,0
55,PER43,2
55,PER44,0
55,PER45,1
55,PER46,1
55,PER47,5
55,PER48,1
55,PER49,0
56,PER01,6
56,PER02,7
56,PER03,3
56,PER04,5
56,PER05,4
56,PER06,2
56,PER07,5
56,PER08,8
56,PER09,6
56,PER10,7
56,PER11,11
56,PER12,13
56,PER13,14
56,PER14,15
56,PER15,15
56,PER16,19
56,PER17,19
56,PER18,15
56,PER19,20
56,PER20,23
56,PER21,22
56,PER22,24
56,PER23,29
56,PER24,25
56,PER25,28
56,PER26,25
56,PER27,28
56,PER28,30
56,PER29,23
56,PER30,26
56,PER31,26
56,PER32,21
56,PER33,21
56,PER34,15
56,PER35,12
56,PER36,11
56,PER37,9
56,PER38,12
56,PER39,9
56,PER40,6
56,PER41,9
56,PER42,7
56,PER43,6
56,PER44,2
56,PER45,3
56,PER46,4
56,PER47,5
56,PER48,6
56,PER49,0
57,PER01,0
57,PER02,2
57,PER03,2
57,PER04,3
57,PER05,2
57,PER06,2
57,PER07,2
57,PER08,7
57,PER09,4
57,PER10,4
57,PER11,3
57,PER12,8
57,PER13,8
57,PER14,13
57,PER15,7
57,PER16,13
57,PER17,17
57,PER18,12
57,PER19,19
57,PER20,12
57,PER21,12
57,PER22,8
57,PER23,8
57,PER24,8
57,PER25,8
57,PER26,9
57,PER27,8
57,PER28,6
57,PER29,9
57,PER30,10
57,PER31,11
57,PER32,11
57,PER33,10
57,PER34,12
57,PER35,14
57,PER36,13
57,PER37,6
57,PER38,6
57,PER39,1
57,PER40,2
57,PER41,2
57,PER42,3
57,PER43,5
57,PER44,3
57,PER45,1
57,PER46,3
57,PER47,4
57,PER48,3
57,PER49,0
58,PER01,3
58,PER02,5
58,PER03,3
58,PER04,2
58,PER05,0
58,PER06,1
58,PER07,2
58,PER08,2
58,PER09,2
58,PER10,6
58,PER11,2
58,PER12,8
58,PER13,10
58,PER14,8
58,PER15,13
58,PER16,7
58,PER17,17
58,PER18,13
58,PER19,17
58,PER20,17
58,PER21,14
58,PER22,14
58,PER23,9
58,PER24,16
58,PER25,18
58,PER26,22
58,PER27,17
58,PER28,13
58,PER29,12
58,PER30,16
58,PER31,11
58,PER32,19
58,PER33,21
58,PER34,14
58,PER35,30
58,PER36,10
58,PER37,14
58,PER38,7
58,PER39,13
58,PER40,7
58,PER41,11
58,PER42,8
58,PER43,6
58,PER44,3
58,PER45,6
58,PER46,4
58,PER47,4
58,PER48,6
58,PER49,0
59,PER01,4
59,PER02,2
59,PER03,3
59,PER04,3
59,PER05,2
59,PER06,2
59,PER07,1
59,PER08,1
59,PER09,0
59,PER10,2
59,PER11,0
59,PER12,2
59,PER13,2
59,PER14,2
59,PER15,5
59,PER16,4
59,PER17,3
59,PER18,4
59,PER19,1
59,PER20,1
59,PER21,5
59,PER22,7
59,PER23,5
59,PER24,3
59,PER25,6
59,PER26,10
59,PER27,5
59,PER28,5
59,PER29,5
59,PER30,6
59,PER31,3
59,PER32,6
59,PER33,10
59,PER34,8
59,PER35,10
59,PER36,10
59,PER37,8
59,PER38,9
59,PER39,7
59,PER40,5
59,PER41,6
59,PER42,1
59,PER43,4
59,PER44,4
59,PER45,2
59,PER46,3
59,PER47,3
59,PER48,0
59,PER49,0
60,PER01,0
60,PER02,1
60,PER03,2
60,PER04,1
60,PER05,0
60,PER06,1
60,PER07,2
60,PER08,2
60,PER09,1
60,PER10,2
60,PER11,4
60,PER12,2
60,PER13,0
60,PER14,3
60,PER15,2
60,PER16,8
60,PER17,2
60,PER18,3
60,PER19,1
60,PER20,3
60,PER21,2
60,PER22,5
60,PER23,5
60,PER24,4
60,PER25,4
60,PER26,3
60,PER27,5
60,PER28,3
60,PER29,6
60,PER30,5
60,PER31,3
60,PER32,5
60,PER33,5
60,PER34,2
60,PER35,6
60,PER36,4
60,PER37,4
60,PER38,3
60,PER39,7
60,PER40,1
60,PER41,0
60,PER42,2
60,PER43,0
60,PER44,2
60,PER45,0
60,PER46,1
60,PER47,1
60,PER48,3
60,PER49,0
61,PER01,1
61,PER02,1
61,PER03,2
61,PER04,0
61,PER05,1
61,PER06,1
61,PER07,1
61,PER08,2
61,PER09,2
61,PER10,2
61,PER11,3
61,PER12,3
61,PER13,2
61,PER14,2
61,PER15,1
61,PER16,3
61,PER17,1
61,PER18,0
61,PER19,2
61,PER20,2
61,PER21,1
61,PER22,2
61,PER23,2
61,PER24,5
61,PER25,2
61,PER26,2
61,PER27,0
61,PER28,1
61,PER29,4
61,PER30,5
61,PER31,7
61,PER32,2
61,PER33,7
61,PER34,8
61,PER35,3
61,PER36,2
61,PER37,4
61,PER38,3
61,PER39,2
61,PER40,3
61,PER41,5
61,PER42,3
61,PER43,1
61,PER44,1
61,PER45,1
61,PER46,1
61,PER47,0
61,PER48,1
61,PER49,0
62,PER01,1
62,PER02,0
62,PER03,0
62,PER04,0
62,PER05,0
62,PER06,0
62,PER07,0
62,PER08,0
62,PER09,0
62,PER10,0
62,PER11,0
62,PER12,0
62,PER13,0
62,PER14,0
62,PER15,4
62,PER16,1
62,PER17,1
62,PER18,2
62,PER19,2
62,PER20,1
62,PER21,2
62,PER22,3
62,PER23,2
62,PER24,1
62,PER25,1
62,PER26,2
62,PER27,1
62,PER28,1
62,PER29,2
62,PER30,0
62,PER31,3
62,PER32,1
62,PER33,3
62,PER34,2
62,PER35,1
62,PER36,0
62,PER37,1
62,PER38,1
62,PER39,0
62,PER40,0
62,PER41,0
62,PER42,0
62,PER43,0
62,PER44,0
62,PER45,1
62,PER46,0
62,PER47,0
62,PER48,0
62,PER49,0
63,PER01,0
63,PER02,0
63,PER03,0
63,PER04,0
63,PER05,0
63,PER06,0
63,PER07,0
63,PER08,0
63,PER09,0
63,PER10,0
63,PER11,1
63,PER12,1
63,PER13,0
63,PER14,0
63,PER15,0
63,PER16,0
63,PER17,0
63,PER18,0
63,PER19,1
63,PER20,0
63,PER21,0
63,PER22,0
63,PER23,0
63,PER24,0
63,PER25,0
63,PER26,0
63,PER27,0
63,PER28,0
63,PER29,0
63,PER30,1
63,PER31,0
63,PER32,1
63,PER33,1
63,PER34,0
63,PER35,0
63,PER36,0
63,PER37,0
63,PER38,0
63,PER39,0
63,PER40,0
63,PER41,0
63,PER42,0
63,PER43,0
63,PER44,0
63,PER45,1
63,PER46,0
63,PER47,1
63,PER48,0
63,PER49,0
64,PER01,0
64,PER02,0
64,PER03,0
64,PER04,0
64,PER05,0
64,PER06,0
64,PER07,0
64,PER08,0
64,PER09,0
64,PER10,0
64,PER11,0
64,PER12,0
64,PER13,0
64,PER14,0
64,PER15,0
64,PER16,0
64,PER17,0
64,PER18,1
64,PER19,1
64,PER20,0
64,PER21,0
64,PER22,0
64,PER23,1
64,PER24,0
64,PER25,1
64,PER26,0
64,PER27,0
64,PER28,0
64,PER29,0
64,PER30,1
64,PER31,1
64,PER32,0
64,PER33,0
64,PER34,0
64,PER35,0
64,PER36,0
64,PER37,0
64,PER38,0
64,PER39,0
64,PER40,0
64,PER41,0
64,PER42,0
64,PER43,0
64,PER44,0
64,PER45,0
64,PER46,0
64,PER47,0
64,PER48,0
64,PER49,0
65,PER01,0
65,PER02,0
65,PER03,1
65,PER04,2
65,PER05,0
65,PER06,0
65,PER07,2
65,PER08,0
65,PER09,0
65,PER10,2
65,PER11,0
65,PER12,1
65,PER13,3
65,PER14,2
65,PER15,1
65,PER16,0
65,PER17,2
65,PER18,1
65,PER19,2
65,PER20,1
65,PER21,1
65,PER22,5
65,PER23,6
65,PER24,3
65,PER25,5
65,PER26,3
65,PER27,6
65,PER28,6
65,PER29,7
65,PER30,8
65,PER31,7
65,PER32,7
65,PER33,7
65,PER34,5
65,PER35,5
65,PER36,7
65,PER37,8
65,PER38,4
65,PER39,5
65,PER40,3
65,PER41,0
65,PER42,3
65,PER43,3
65,PER44,3
65,PER45,3
65,PER46,1
65,PER47,0
65,PER48,0
65,PER49,0
66,PER01,0
66,PER02,0
66,PER03,1
66,PER04,1
66,PER05,0
66,PER06,0
66,PER07,1
66,PER08,0
66,PER09,1
66,PER10,0
66,PER11,0
66,PER12,0
66,PER13,0
66,PER14,0
66,PER15,0
66,PER16,0
66,PER17,0
66,PER18,1
66,PER19,0
66,PER20,0
66,PER21,0
66,PER22,0
66,PER23,1
66,PER24,1
66,PER25,1
66,PER26,0
66,PER27,0
66,PER28,1
66,PER29,0
