ZONE,PER,PERSONS NOT AT HOME
31,PER01,3
31,PER02,0
31,PER03,0
31,PER04,1
31,PER05,0
31,PER06,0
31,PER07,0
31,PER08,0
31,PER09,1
31,PER10,3
31,PER11,5
31,PER12,13
31,PER13,11
31,PER14,11
31,PER15,5
31,PER16,3
31,PER17,12
31,PER18,4
31,PER19,7
31,PER20,3
31,PER21,6
31,PER22,3
31,PER23,4
31,PER24,1
31,PER25,5
31,PER26,3
31,PER27,3
31,PER28,4
31,PER29,6
31,PER30,7
31,PER31,9
31,PER32,2
31,PER33,7
31,PER34,7
31,PER35,10
31,PER36,9
31,PER37,9
31,PER38,2
31,PER39,3
31,PER40,2
31,PER41,5
31,PER42,2
31,PER43,5
31,PER44,5
31,PER45,1
31,PER46,2
31,PER47,2
31,PER48,3
31,PER49,0
32,PER01,1
32,PER02,0
32,PER03,0
32,PER04,0
32,PER05,1
32,PER06,0
32,PER07,1
32,PER08,0
32,PER09,1
32,PER10,2
32,PER11,3
32,PER12,4
32,PER13,3
32,PER14,2
32,PER15,5
32,PER16,2
32,PER17,1
32,PER18,0
32,PER19,0
32,PER20,1
32,PER21,4
32,PER22,0
32,PER23,0
32,PER24,0
32,PER25,0
32,PER26,2
32,PER27,4
32,PER28,4
32,PER29,3
32,PER30,3
32,PER31,4
32,PER32,3
32,PER33,3
32,PER34,4
32,PER35,4
32,PER36,2
32,PER37,3
32,PER38,4
32,PER39,3
32,PER40,1
32,PER41,0
32,PER42,1
32,PER43,2
32,PER44,2
32,PER45,1
32,PER46,1
32,PER47,0
32,PER48,0
32,PER49,0
33,PER01,0
33,PER02,0
33,PER03,0
33,PER04,0
33,PER05,0
33,PER06,0
33,PER07,0
33,PER08,0
33,PER09,0
33,PER10,1
33,PER11,0
33,PER12,0
33,PER13,0
33,PER14,4
33,PER15,2
33,PER16,4
33,PER17,5
33,PER18,4
33,PER19,4
33,PER20,3
33,PER21,5
33,PER22,5
33,PER23,6
33,PER24,3
33,PER25,3
33,PER26,3
33,PER27,3
33,PER28,3
33,PER29,5
33,PER30,4
33,PER31,3
33,PER32,1
33,PER33,2
33,PER34,3
33,PER35,4
33,PER36,4
33,PER37,3
33,PER38,1
33,PER39,1
33,PER40,0
33,PER41,0
33,PER42,0
33,PER43,0
33,PER44,0
33,PER45,0
33,PER46,0
33,PER47,1
33,PER48,0
33,PER49,0
34,PER01,0
34,PER02,0
34,PER03,0
34,PER04,1
34,PER05,1
34,PER06,0
34,PER07,0
34,PER08,0
34,PER09,0
34,PER10,1
34,PER11,0
34,PER12,1
34,PER13,1
34,PER14,2
34,PER15,1
34,PER16,3
34,PER17,5
34,PER18,5
34,PER19,4
34,PER20,2
34,PER21,1
34,PER22,0
34,PER23,2
34,PER24,0
34,PER25,2
34,PER26,1
34,PER27,3
34,PER28,1
34,PER29,3
34,PER30,3
34,PER31,3
34,PER32,1
34,PER33,4
34,PER34,3
34,PER35,1
34,PER36,4
34,PER37,5
34,PER38,2
34,PER39,1
34,PER40,0
34,PER41,0
34,PER42,0
34,PER43,1
34,PER44,1
34,PER45,0
34,PER46,0
34,PER47,0
34,PER48,0
34,PER49,0
35,PER01,1
35,PER02,0
35,PER03,0
35,PER04,1
35,PER05,0
35,PER06,0
35,PER07,0
35,PER08,0
35,PER09,0
35,PER10,0
35,PER11,0
35,PER12,0
35,PER13,0
35,PER14,5
35,PER15,3
35,PER16,3
35,PER17,5
35,PER18,3
35,PER19,2
35,PER20,3
35,PER21,3
35,PER22,3
35,PER23,4
35,PER24,3
35,PER25,2
35,PER26,3
35,PER27,6
35,PER28,3
35,PER29,3
35,PER30,3
35,PER31,5
35,PER32,5
35,PER33,2
35,PER34,4
35,PER35,1
35,PER36,2
35,PER37,1
35,PER38,1
35,PER39,2
35,PER40,1
35,PER41,2
35,PER42,2
35,PER43,2
35,PER44,2
35,PER45,1
35,PER46,0
35,PER47,0
35,PER48,3
35,PER49,0
36,PER01,1
36,PER02,1
36,PER03,1
36,PER04,1
36,PER05,1
36,PER06,0
36,PER07,0
36,PER08,3
36,PER09,0
36,PER10,3
36,PER11,1
36,PER12,7
36,PER13,4
36,PER14,3
36,PER15,6
36,PER16,3
36,PER17,2
36,PER18,3
36,PER19,3
36,PER20,5
36,PER21,5
36,PER22,6
36,PER23,5
36,PER24,9
36,PER25,6
36,PER26,7
36,PER27,6
36,PER28,1
36,PER29,7
36,PER30,7
36,PER31,5
36,PER32,7
36,PER33,4
36,PER34,5
36,PER35,7
36,PER36,9
36,PER37,4
36,PER38,4
36,PER39,4
36,PER40,5
36,PER41,4
36,PER42,4
36,PER43,4
36,PER44,1
36,PER45,2
36,PER46,2
36,PER47,1
36,PER48,4
36,PER49,0
37,PER01,0
37,PER02,0
37,PER03,0
37,PER04,0
37,PER05,1
37,PER06,0
37,PER07,0
37,PER08,0
37,PER09,0
37,PER10,2
37,PER11,1
37,PER12,2
37,PER13,4
37,PER14,5
37,PER15,4
37,PER16,4
37,PER17,0
37,PER18,1
37,PER19,0
37,PER20,1
37,PER21,1
37,PER22,2
37,PER23,2
37,PER24,0
37,PER25,0
37,PER26,0
37,PER27,3
37,PER28,0
37,PER29,1
37,PER30,0
37,PER31,4
37,PER32,0
