PERSON_TYPE,PER,PURPOSE,QUANTITY,person_order
FULL-TIME WORKER,16,HOME,422809,1
FULL-TIME WORKER,16,MAINTENANCE,12436,1
FULL-TIME WORKER,16,SHOP,4073,1
FULL-TIME WORKER,16,VISITING,1954,1
FULL-TIME WORKER,16,WORK,752955,1
FULL-TIME WORKER,16,WORK-BASED,5244,1
FULL-TIME WORKER,17,DISCRETIONARY,12762,1
FULL-TIME WORKER,17,EATING OUT,756,1
FULL-TIME WORKER,17,ESCORT,6950,1
FULL-TIME WORKER,17,HOME,378122,1
FULL-TIME WORKER,17,MAINTENANCE,14210,1
FULL-TIME WORKER,17,SHOP,5542,1
FULL-TIME WORKER,17,VISITING,2712,1
FULL-TIME WORKER,17,WORK,798587,1
FULL-TIME WORKER,17,WORK-BASED,6958,1
FULL-TIME WORKER,18,DISCRETIONARY,13717,1
FULL-TIME WORKER,18,EATING OUT,842,1
FULL-TIME WORKER,18,ESCORT,5400,1
FULL-TIME WORKER,18,HOME,344937,1
FULL-TIME WORKER,18,MAINTENANCE,16354,1
FULL-TIME WORKER,18,SHOP,8317,1
FULL-TIME WORKER,18,VISITING,3384,1
FULL-TIME WORKER,18,WORK,824609,1
FULL-TIME WORKER,18,WORK-BASED,9039,1
FULL-TIME WORKER,19,DISCRETIONARY,13308,1
FULL-TIME WORKER,19,EATING OUT,977,1
FULL-TIME WORKER,19,ESCORT,5023,1
FULL-TIME WORKER,19,HOME,323254,1
FULL-TIME WORKER,19,MAINTENANCE,18153,1
FULL-TIME WORKER,19,SHOP,11631,1
FULL-TIME WORKER,19,VISITING,3956,1
FULL-TIME WORKER,19,WORK,839037,1
FULL-TIME WORKER,19,WORK-BASED,11260,1
FULL-TIME WORKER,20,DISCRETIONARY,12760,1
FULL-TIME WORKER,20,EATING OUT,1067,1
FULL-TIME WORKER,20,ESCORT,5080,1
FULL-TIME WORKER,20,HOME,303692,1
FULL-TIME WORKER,20,MAINTENANCE,19345,1
FULL-TIME WORKER,20,SHOP,14534,1
FULL-TIME WORKER,20,VISITING,4532,1
FULL-TIME WORKER,20,WORK,851356,1
FULL-TIME WORKER,20,WORK-BASED,14233,1
FULL-TIME WORKER,21,DISCRETIONARY,12340,1
FULL-TIME WORKER,21,EATING OUT,1785,1
FULL-TIME WORKER,21,ESCORT,5183,1
FULL-TIME WORKER,21,HOME,287924,1
FULL-TIME WORKER,21,MAINTENANCE,19727,1
FULL-TIME WORKER,21,SHOP,15470,1
FULL-TIME WORKER,21,VISITING,4872,1
FULL-TIME WORKER,21,WORK,861623,1
FULL-TIME WORKER,21,WORK-BASED,17675,1
FULL-TIME WORKER,22,DISCRETIONARY,11465,1
FULL-TIME WORKER,22,EATING OUT,2524,1
FULL-TIME WORKER,22,ESCORT,5234,1
FULL-TIME WORKER,22,HOME,262637,1
FULL-TIME WORKER,22,MAINTENANCE,18730,1
FULL-TIME WORKER,22,SHOP,14627,1
FULL-TIME WORKER,22,VISITING,5384,1
FULL-TIME WORKER,22,WORK,870165,1
FULL-TIME WORKER,22,WORK-BASED,35833,1
FULL-TIME WORKER,23,DISCRETIONARY,10786,1
FULL-TIME WORKER,23,EATING OUT,2784,1
FULL-TIME WORKER,23,ESCORT,5428,1
FULL-TIME WORKER,23,HOME,238831,1
FULL-TIME WORKER,23,MAINTENANCE,17372,1
FULL-TIME WORKER,23,SHOP,13296,1
FULL-TIME WORKER,23,VISITING,5833,1
FULL-TIME WORKER,23,WORK,876818,1
FULL-TIME WORKER,23,WORK-BASED,55451,1
FULL-TIME WORKER,24,DISCRETIONARY,10205,1
FULL-TIME WORKER,24,EATING OUT,2635,1
FULL-TIME WORKER,24,ESCORT,5635,1
FULL-TIME WORKER,24,HOME,234269,1
FULL-TIME WORKER,24,MAINTENANCE,15986,1
FULL-TIME WORKER,24,SHOP,12447,1
FULL-TIME WORKER,24,VISITING,5571,1
FULL-TIME WORKER,24,WORK,881186,1
FULL-TIME WORKER,24,WORK-BASED,58665,1
FULL-TIME WORKER,25,DISCRETIONARY,9704,1
FULL-TIME WORKER,25,EATING OUT,2213,1
FULL-TIME WORKER,25,ESCORT,5887,1
FULL-TIME WORKER,25,HOME,255113,1
FULL-TIME WORKER,25,MAINTENANCE,15077,1
FULL-TIME WORKER,25,SHOP,11950,1
FULL-TIME WORKER,25,VISITING,5298,1
FULL-TIME WORKER,25,WORK,883115,1
FULL-TIME WORKER,25,WORK-BASED,38242,1
FULL-TIME WORKER,26,DISCRETIONARY,9342,1
FULL-TIME WORKER,26,EATING OUT,1726,1
FULL-TIME WORKER,26,ESCORT,10664,1
FULL-TIME WORKER,26,HOME,268607,1
FULL-TIME WORKER,26,MAINTENANCE,14272,1
FULL-TIME WORKER,26,SHOP,11764,1
FULL-TIME WORKER,26,VISITING,5107,1
FULL-TIME WORKER,26,WORK,882105,1
FULL-TIME WORKER,26,WORK-BASED,23012,1
FULL-TIME WORKER,27,DISCRETIONARY,9150,1
FULL-TIME WORKER,27,EATING OUT,1305,1
FULL-TIME WORKER,27,ESCORT,18991,1
FULL-TIME WORKER,27,HOME,275759,1
FULL-TIME WORKER,27,MAINTENANCE,13673,1
FULL-TIME WORKER,27,SHOP,10643,1
FULL-TIME WORKER,27,VISITING,4771,1
FULL-TIME WORKER,27,WORK,876665,1
FULL-TIME WORKER,27,WORK-BASED,15642,1
FULL-TIME WORKER,28,DISCRETIONARY,9204,1
FULL-TIME WORKER,28,EATING OUT,1128,1
FULL-TIME WORKER,28,ESCORT,21375,1
FULL-TIME WORKER,28,HOME,290534,1
FULL-TIME WORKER,28,MAINTENANCE,13231,1
FULL-TIME WORKER,28,SHOP,10189,1
FULL-TIME WORKER,28,VISITING,4544,1
FULL-TIME WORKER,28,WORK,865185,1
FULL-TIME WORKER,28,WORK-BASED,11209,1
FULL-TIME WORKER,29,DISCRETIONARY,9522,1
FULL-TIME WORKER,29,EATING OUT,1004,1
FULL-TIME WORKER,29,ESCORT,18788,1
FULL-TIME WORKER,29,HOME,314562,1
FULL-TIME WORKER,29,MAINTENANCE,13065,1
FULL-TIME WORKER,29,SHOP,10213,1
FULL-TIME WORKER,29,VISITING,4452,1
FULL-TIME WORKER,29,WORK,846540,1
FULL-TIME WORKER,29,WORK-BASED,8453,1
FULL-TIME WORKER,30,DISCRETIONARY,11280,1
FULL-TIME WORKER,30,EATING OUT,1242,1
FULL-TIME WORKER,30,ESCORT,12320,1
FULL-TIME WORKER,30,HOME,363935,1
FULL-TIME WORKER,30,MAINTENANCE,13075,1
FULL-TIME WORKER,30,SHOP,10657,1
FULL-TIME WORKER,30,VISITING,4485,1
FULL-TIME WORKER,30,WORK,803136,1
FULL-TIME WORKER,30,WORK-BASED,6469,1
FULL-TIME WORKER,31,DISCRETIONARY,13551,1
FULL-TIME WORKER,31,EATING OUT,1978,1
FULL-TIME WORKER,31,ESCORT,11138,1
FULL-TIME WORKER,31,HOME,415942,1
FULL-TIME WORKER,31,MAINTENANCE,13132,1
FULL-TIME WORKER,31,SHOP,11032,1
FULL-TIME WORKER,31,VISITING,4745,1
FULL-TIME WORKER,31,WORK,749992,1
FULL-TIME WORKER,31,WORK-BASED,5089,1
FULL-TIME WORKER,32,DISCRETIONARY,16931,1
FULL-TIME WORKER,32,EATING OUT,2677,1
FULL-TIME WORKER,32,ESCORT,8542,1
FULL-TIME WORKER,32,HOME,487388,1
FULL-TIME WORKER,32,MAINTENANCE,13052,1
FULL-TIME WORKER,32,SHOP,11481,1
FULL-TIME WORKER,32,VISITING,5160,1
FULL-TIME WORKER,32,WORK,677171,1
FULL-TIME WORKER,32,WORK-BASED,4197,1
FULL-TIME WORKER,33,DISCRETIONARY,20596,1
FULL-TIME WORKER,33,EATING OUT,4939,1
FULL-TIME WORKER,33,ESCORT,8470,1
FULL-TIME WORKER,33,HOME,584921,1
FULL-TIME WORKER,33,MAINTENANCE,14608,1
FULL-TIME WORKER,33,SHOP,12120,1
FULL-TIME WORKER,33,VISITING,5864,1
FULL-TIME WORKER,33,WORK,571635,1
FULL-TIME WORKER,33,WORK-BASED,3446,1
FULL-TIME WORKER,34,DISCRETIONARY,25671,1
FULL-TIME WORKER,34,EATING OUT,8366,1
FULL-TIME WORKER,34,ESCORT,9141,1
FULL-TIME WORKER,34,HOME,697556,1
FULL-TIME WORKER,34,MAINTENANCE,16276,1
FULL-TIME WORKER,34,SHOP,14460,1
FULL-TIME WORKER,34,VISITING,7729,1
FULL-TIME WORKER,34,WORK,444433,1
FULL-TIME WORKER,34,WORK-BASED,2967,1
FULL-TIME WORKER,35,DISCRETIONARY,32376,1
FULL-TIME WORKER,35,EATING OUT,12246,1
FULL-TIME WORKER,35,ESCORT,9646,1
FULL-TIME WORKER,35,HOME,787212,1
FULL-TIME WORKER,35,MAINTENANCE,19958,1
FULL-TIME WORKER,35,SHOP,16894,1
FULL-TIME WORKER,35,VISITING,12003,1
FULL-TIME WORKER,35,WORK,333364,1
FULL-TIME WORKER,35,WORK-BASED,2900,1
FULL-TIME WORKER,36,DISCRETIONARY,44458,1
FULL-TIME WORKER,36,EATING OUT,15993,1
FULL-TIME WORKER,36,ESCORT,9780,1
FULL-TIME WORKER,36,HOME,838767,1
FULL-TIME WORKER,36,MAINTENANCE,24131,1
FULL-TIME WORKER,36,SHOP,18555,1
FULL-TIME WORKER,36,VISITING,15942,1
FULL-TIME WORKER,36,WORK,256071,1
FULL-TIME WORKER,36,WORK-BASED,2902,1
FULL-TIME WORKER,37,DISCRETIONARY,43900,1
FULL-TIME WORKER,37,EATING OUT,16836,1
FULL-TIME WORKER,37,ESCORT,9492,1
FULL-TIME WORKER,37,HOME,880124,1
FULL-TIME WORKER,37,MAINTENANCE,23900,1
FULL-TIME WORKER,37,SHOP,21371,1
FULL-TIME WORKER,37,VISITING,19436,1
FULL-TIME WORKER,37,WORK,208668,1
FULL-TIME WORKER,37,WORK-BASED,2872,1
FULL-TIME WORKER,38,DISCRETIONARY,40400,1
FULL-TIME WORKER,38,EATING OUT,14930,1
FULL-TIME WORKER,38,ESCORT,8599,1
FULL-TIME WORKER,38,HOME,934297,1
FULL-TIME WORKER,38,MAINTENANCE,21144,1
FULL-TIME WORKER,38,SHOP,21888,1
FULL-TIME WORKER,38,VISITING,18953,1
FULL-TIME WORKER,38,WORK,163632,1
FULL-TIME WORKER,38,WORK-BASED,2756,1
FULL-TIME WORKER,39,DISCRETIONARY,34454,1
FULL-TIME WORKER,39,EATING OUT,12195,1
FULL-TIME WORKER,39,ESCORT,7484,1
FULL-TIME WORKER,39,HOME,979972,1
FULL-TIME WORKER,39,MAINTENANCE,17145,1
FULL-TIME WORKER,39,SHOP,19327,1
FULL-TIME WORKER,39,VISITING,17994,1
FULL-TIME WORKER,39,WORK,135377,1
FULL-TIME WORKER,39,WORK-BASED,2651,1
FULL-TIME WORKER,40,DISCRETIONARY,26968,1
FULL-TIME WORKER,40,EATING OUT,9735,1
FULL-TIME WORKER,40,ESCORT,6553,1
FULL-TIME WORKER,40,HOME,1024399,1
FULL-TIME WORKER,40,MAINTENANCE,12925,1
FULL-TIME WORKER,40,SHOP,13752,1
FULL-TIME WORKER,40,VISITING,15431,1
FULL-TIME WORKER,40,WORK,114353,1
FULL-TIME WORKER,40,WORK-BASED,2483,1
FULL-TIME WORKER,41,DISCRETIONARY,18619,1
FULL-TIME WORKER,41,EATING OUT,7185,1
FULL-TIME WORKER,41,ESCORT,5849,1
FULL-TIME WORKER,41,HOME,1063508,1
FULL-TIME WORKER,41,MAINTENANCE,9383,1
FULL-TIME WORKER,41,SHOP,9822,1
FULL-TIME WORKER,41,VISITING,12346,1
FULL-TIME WORKER,41,WORK,97614,1
FULL-TIME WORKER,41,WORK-BASED,2273,1
FULL-TIME WORKER,42,DISCRETIONARY,8707,1
FULL-TIME WORKER,42,EATING OUT,4220,1
FULL-TIME WORKER,42,ESCORT,5019,1
FULL-TIME WORKER,42,HOME,1100741,1
FULL-TIME WORKER,42,MAINTENANCE,6664,1
FULL-TIME WORKER,42,SHOP,6910,1
FULL-TIME WORKER,42,VISITING,8918,1
FULL-TIME WORKER,42,WORK,83404,1
FULL-TIME WORKER,42,WORK-BASED,2016,1
FULL-TIME WORKER,43,DISCRETIONARY,6593,1
FULL-TIME WORKER,43,EATING OUT,2417,1
FULL-TIME WORKER,43,ESCORT,4214,1
FULL-TIME WORKER,43,HOME,1125069,1
FULL-TIME WORKER,43,MAINTENANCE,4547,1
FULL-TIME WORKER,43,SHOP,4803,1
FULL-TIME WORKER,43,VISITING,6405,1
FULL-TIME WORKER,43,WORK,70779,1
FULL-TIME WORKER,43,WORK-BASED,1772,1
FULL-TIME WORKER,44,DISCRETIONARY,4613,1
FULL-TIME WORKER,44,EATING OUT,1921,1
FULL-TIME WORKER,44,ESCORT,3525,1
FULL-TIME WORKER,44,HOME,1145876,1
FULL-TIME WORKER,44,MAINTENANCE,3068,1
FULL-TIME WORKER,44,SHOP,3308,1
FULL-TIME WORKER,44,VISITING,3862,1
FULL-TIME WORKER,44,WORK,58917,1
FULL-TIME WORKER,44,WORK-BASED,1509,1
FULL-TIME WORKER,45,DISCRETIONARY,3103,1
FULL-TIME WORKER,45,EATING OUT,1406,1
FULL-TIME WORKER,45,ESCORT,2908,1
FULL-TIME WORKER,45,HOME,1164207,1
FULL-TIME WORKER,45,MAINTENANCE,1951,1
FULL-TIME WORKER,45,SHOP,2138,1
FULL-TIME WORKER,45,VISITING,2396,1
FULL-TIME WORKER,45,WORK,47388,1
FULL-TIME WORKER,45,WORK-BASED,1102,1
FULL-TIME WORKER,46,DISCRETIONARY,1882,1
FULL-TIME WORKER,46,EATING OUT,936,1
FULL-TIME WORKER,46,ESCORT,2571,1
FULL-TIME WORKER,46,HOME,1181713,1
FULL-TIME WORKER,46,MAINTENANCE,1112,1
FULL-TIME WORKER,46,SHOP,1197,1
FULL-TIME WORKER,46,VISITING,947,1
FULL-TIME WORKER,46,WORK,35555,1
FULL-TIME WORKER,46,WORK-BASED,686,1
FULL-TIME WORKER,47,DISCRETIONARY,895,1
FULL-TIME WORKER,47,EATING OUT,545,1
FULL-TIME WORKER,47,ESCORT,1706,1
FULL-TIME WORKER,47,HOME,1199916,1
FULL-TIME WORKER,47,MAINTENANCE,479,1
FULL-TIME WORKER,47,SHOP,508,1
FULL-TIME WORKER,47,VISITING,513,1
FULL-TIME WORKER,47,WORK,21713,1
FULL-TIME WORKER,47,WORK-BASED,324,1
PART-TIME WORKER,8,DISCRETIONARY,411,2
PART-TIME WORKER,8,EATING OUT,100,2
PART-TIME WORKER,8,ESCORT,37,2
PART-TIME WORKER,8,HOME,273288,2
PART-TIME WORKER,8,MAINTENANCE,134,2
PART-TIME WORKER,8,SHOP,120,2
PART-TIME WORKER,8,VISITING,58,2
PART-TIME WORKER,8,WORK,6,2
PART-TIME WORKER,9,DISCRETIONARY,909,2
PART-TIME WORKER,9,EATING OUT,191,2
PART-TIME WORKER,9,ESCORT,172,2
PART-TIME WORKER,9,HOME,272072,2
PART-TIME WORKER,9,MAINTENANCE,368,2
PART-TIME WORKER,9,SHOP,257,2
PART-TIME WORKER,9,VISITING,163,2
PART-TIME WORKER,9,WORK,22,2
PART-TIME WORKER,10,DISCRETIONARY,1572,2
PART-TIME WORKER,10,EATING OUT,269,2
PART-TIME WORKER,10,ESCORT,540,2
PART-TIME WORKER,10,HOME,270060,2
PART-TIME WORKER,10,MAINTENANCE,725,2
PART-TIME WORKER,10,SHOP,463,2
PART-TIME WORKER,10,VISITING,261,2
PART-TIME WORKER,10,WORK,264,2
PART-TIME WORKER,11,DISCRETIONARY,2243,2
PART-TIME WORKER,11,EATING OUT,334,2
PART-TIME WORKER,11,ESCORT,1411,2
PART-TIME WORKER,11,HOME,266835,2
PART-TIME WORKER,11,MAINTENANCE,1259,2
PART-TIME WORKER,11,SHOP,639,2
PART-TIME WORKER,11,VISITING,330,2
PART-TIME WORKER,11,WORK,1101,2
PART-TIME WORKER,11,WORK-BASED,2,2
PART-TIME WORKER,12,DISCRETIONARY,2965,2
PART-TIME WORKER,12,EATING OUT,326,2
PART-TIME WORKER,12,ESCORT,2077,2
PART-TIME WORKER,12,HOME,261031,2
PART-TIME WORKER,12,MAINTENANCE,1903,2
PART-TIME WORKER,12,SHOP,800,2
PART-TIME WORKER,12,VISITING,396,2
PART-TIME WORKER,12,WORK,4646,2
PART-TIME WORKER,12,WORK-BASED,10,2
PART-TIME WORKER,13,DISCRETIONARY,3612,2
PART-TIME WORKER,13,EATING OUT,323,2
PART-TIME WORKER,13,ESCORT,5465,2
PART-TIME WORKER,13,HOME,244494,2
PART-TIME WORKER,13,MAINTENANCE,2694,2
PART-TIME WORKER,13,SHOP,958,2
PART-TIME WORKER,13,VISITING,462,2
PART-TIME WORKER,13,WORK,16107,2
PART-TIME WORKER,13,WORK-BASED,39,2
PART-TIME WORKER,14,DISCRETIONARY,4876,2
PART-TIME WORKER,14,EATING OUT,308,2
PART-TIME WORKER,14,ESCORT,14471,2
PART-TIME WORKER,14,HOME,205627,2
PART-TIME WORKER,14,MAINTENANCE,3974,2
PART-TIME WORKER,14,SHOP,1094,2
PART-TIME WORKER,14,VISITING,529,2
PART-TIME WORKER,14,WORK,43186,2
PART-TIME WORKER,14,WORK-BASED,89,2
PART-TIME WORKER,15,DISCRETIONARY,6029,2
PART-TIME WORKER,15,EATING OUT,315,2
PART-TIME WORKER,15,ESCORT,15447,2
PART-TIME WORKER,15,HOME,180099,2
PART-TIME WORKER,15,MAINTENANCE,5247,2
PART-TIME WORKER,15,SHOP,1338,2
PART-TIME WORKER,15,VISITING,705,2
PART-TIME WORKER,15,WORK,64803,2
PART-TIME WORKER,15,WORK-BASED,171,2
PART-TIME WORKER,16,DISCRETIONARY,7021,2
PART-TIME WORKER,16,EATING OUT,362,2
PART-TIME WORKER,16,ESCORT,10105,2
PART-TIME WORKER,16,HOME,165370,2
PART-TIME WORKER,16,MAINTENANCE,6697,2
PART-TIME WORKER,16,SHOP,1874,2
PART-TIME WORKER,16,VISITING,1010,2
PART-TIME WORKER,16,WORK,81439,2
PART-TIME WORKER,16,WORK-BASED,276,2
PART-TIME WORKER,17,DISCRETIONARY,7778,2
PART-TIME WORKER,17,EATING OUT,385,2
PART-TIME WORKER,17,ESCORT,4900,2
PART-TIME WORKER,17,HOME,157191,2
PART-TIME WORKER,17,MAINTENANCE,8042,2
PART-TIME WORKER,17,SHOP,2753,2
PART-TIME WORKER,17,VISITING,1464,2
PART-TIME WORKER,17,WORK,91239,2
PART-TIME WORKER,17,WORK-BASED,402,2
PART-TIME WORKER,18,DISCRETIONARY,8411,2
PART-TIME WORKER,18,EATING OUT,466,2
PART-TIME WORKER,18,ESCORT,3732,2
PART-TIME WORKER,18,HOME,148211,2
PART-TIME WORKER,18,MAINTENANCE,9504,2
PART-TIME WORKER,18,SHOP,4294,2
PART-TIME WORKER,18,VISITING,1848,2
PART-TIME WORKER,18,WORK,97154,2
PART-TIME WORKER,18,WORK-BASED,534,2
PART-TIME WORKER,19,DISCRETIONARY,8030,2
PART-TIME WORKER,19,EATING OUT,575,2
PART-TIME WORKER,19,ESCORT,3521,2
PART-TIME WORKER,19,HOME,140581,2
PART-TIME WORKER,19,MAINTENANCE,10628,2
PART-TIME WORKER,19,SHOP,5942,2
PART-TIME WORKER,19,VISITING,2253,2
PART-TIME WORKER,19,WORK,101954,2
PART-TIME WORKER,19,WORK-BASED,670,2
PART-TIME WORKER,20,DISCRETIONARY,7739,2
PART-TIME WORKER,20,EATING OUT,644,2
PART-TIME WORKER,20,ESCORT,3525,2
PART-TIME WORKER,20,HOME,134349,2
PART-TIME WORKER,20,MAINTENANCE,11107,2
PART-TIME WORKER,20,SHOP,7380,2
PART-TIME WORKER,20,VISITING,2609,2
PART-TIME WORKER,20,WORK,106073,2
PART-TIME WORKER,20,WORK-BASED,728,2
PART-TIME WORKER,21,DISCRETIONARY,7473,2
PART-TIME WORKER,21,EATING OUT,1193,2
PART-TIME WORKER,21,ESCORT,3617,2
PART-TIME WORKER,21,HOME,129558,2
PART-TIME WORKER,21,MAINTENANCE,11240,2
PART-TIME WORKER,21,SHOP,8033,2
PART-TIME WORKER,21,VISITING,2834,2
PART-TIME WORKER,21,WORK,109299,2
PART-TIME WORKER,21,WORK-BASED,907,2
PART-TIME WORKER,22,DISCRETIONARY,6832,2
PART-TIME WORKER,22,EATING OUT,1665,2
PART-TIME WORKER,22,ESCORT,3651,2
PART-TIME WORKER,22,HOME,126967,2
PART-TIME WORKER,22,MAINTENANCE,10698,2
PART-TIME WORKER,22,SHOP,7721,2
PART-TIME WORKER,22,VISITING,3154,2
PART-TIME WORKER,22,WORK,111554,2
PART-TIME WORKER,22,WORK-BASED,1912,2
PART-TIME WORKER,23,DISCRETIONARY,6357,2
PART-TIME WORKER,23,EATING OUT,1812,2
PART-TIME WORKER,23,ESCORT,3682,2
PART-TIME WORKER,23,HOME,125964,2
PART-TIME WORKER,23,MAINTENANCE,10036,2
PART-TIME WORKER,23,SHOP,7055,2
PART-TIME WORKER,23,VISITING,3371,2
PART-TIME WORKER,23,WORK,112822,2
PART-TIME WORKER,23,WORK-BASED,3055,2
PART-TIME WORKER,24,DISCRETIONARY,6112,2
PART-TIME WORKER,24,EATING OUT,1730,2
PART-TIME WORKER,24,ESCORT,3825,2
PART-TIME WORKER,24,HOME,127143,2
PART-TIME WORKER,24,MAINTENANCE,9137,2
PART-TIME WORKER,24,SHOP,6688,2
PART-TIME WORKER,24,VISITING,3176,2
PART-TIME WORKER,24,WORK,113110,2
PART-TIME WORKER,24,WORK-BASED,3233,2
PART-TIME WORKER,25,DISCRETIONARY,5771,2
PART-TIME WORKER,25,EATING OUT,1482,2
PART-TIME WORKER,25,ESCORT,3966,2
PART-TIME WORKER,25,HOME,130669,2
PART-TIME WORKER,25,MAINTENANCE,8783,2
PART-TIME WORKER,25,SHOP,6443,2
PART-TIME WORKER,25,VISITING,2994,2
PART-TIME WORKER,25,WORK,111929,2
PART-TIME WORKER,25,WORK-BASED,2117,2
PART-TIME WORKER,26,DISCRETIONARY,5517,2
PART-TIME WORKER,26,EATING OUT,1185,2
PART-TIME WORKER,26,ESCORT,7230,2
PART-TIME WORKER,26,HOME,132007,2
PART-TIME WORKER,26,MAINTENANCE,8457,2
PART-TIME WORKER,26,SHOP,6314,2
PART-TIME WORKER,26,VISITING,2851,2
PART-TIME WORKER,26,WORK,109315,2
PART-TIME WORKER,26,WORK-BASED,1278,2
PART-TIME WORKER,27,DISCRETIONARY,5409,2
PART-TIME WORKER,27,EATING OUT,886,2
PART-TIME WORKER,27,ESCORT,12855,2
PART-TIME WORKER,27,HOME,132141,2
PART-TIME WORKER,27,MAINTENANCE,8219,2
PART-TIME WORKER,27,SHOP,5728,2
PART-TIME WORKER,27,VISITING,2682,2
PART-TIME WORKER,27,WORK,105316,2
PART-TIME WORKER,27,WORK-BASED,918,2
PART-TIME WORKER,28,DISCRETIONARY,5498,2
PART-TIME WORKER,28,EATING OUT,755,2
PART-TIME WORKER,28,ESCORT,14509,2
PART-TIME WORKER,28,HOME,136470,2
PART-TIME WORKER,28,MAINTENANCE,8024,2
PART-TIME WORKER,28,SHOP,5545,2
PART-TIME WORKER,28,VISITING,2551,2
PART-TIME WORKER,28,WORK,100056,2
PART-TIME WORKER,28,WORK-BASED,746,2
PART-TIME WORKER,29,DISCRETIONARY,5780,2
PART-TIME WORKER,29,EATING OUT,673,2
PART-TIME WORKER,29,ESCORT,12821,2
PART-TIME WORKER,29,HOME,144188,2
PART-TIME WORKER,29,MAINTENANCE,8043,2
PART-TIME WORKER,29,SHOP,5622,2
PART-TIME WORKER,29,VISITING,2540,2
PART-TIME WORKER,29,WORK,93851,2
PART-TIME WORKER,29,WORK-BASED,636,2
PART-TIME WORKER,30,DISCRETIONARY,7036,2
PART-TIME WORKER,30,EATING OUT,880,2
PART-TIME WORKER,30,ESCORT,7714,2
