ZONE,CITY,TRIP MODE,QUANTITY
790,Carlsbad,HOV3,80
790,Carlsbad,LOCAL,3
790,Carlsbad,SCHOOLBUS,2
790,Carlsbad,SOV,392
790,Carlsbad,Total,740
790,Carlsbad,WALK,54
791,Carlsbad,BIKE,6
791,Carlsbad,HOV2,444
791,Carlsbad,HOV3,277
791,Carlsbad,LOCAL,3
791,Carlsbad,LRT,3
791,Carlsbad,SCHOOLBUS,28
791,Carlsbad,SOV,764
791,Carlsbad,Total,1588
791,Carlsbad,WALK,63
793,Carlsbad,BIKE,194
793,Carlsbad,CR,31
793,Carlsbad,HOV2,422
793,Carlsbad,HOV3,192
793,Carlsbad,LOCAL,32
793,Carlsbad,LRT,13
793,Carlsbad,RAPID,1
793,Carlsbad,SOV,983
793,Carlsbad,Total,2156
793,Carlsbad,WALK,288
795,Carlsbad,CR,1
795,Carlsbad,HOV2,440
795,Carlsbad,HOV3,280
795,Carlsbad,LOCAL,2
795,Carlsbad,LRT,1
795,Carlsbad,SCHOOLBUS,3
795,Carlsbad,SOV,617
795,Carlsbad,Total,1393
795,Carlsbad,WALK,49
798,Carlsbad,BIKE,41
798,Carlsbad,CR,6
798,Carlsbad,HOV2,234
798,Carlsbad,HOV3,103
798,Carlsbad,LOCAL,9
798,Carlsbad,LRT,3
798,Carlsbad,SOV,590
798,Carlsbad,Total,1060
798,Carlsbad,WALK,74
804,Carlsbad,BIKE,2
804,Carlsbad,CR,4
804,Carlsbad,HOV2,380
804,Carlsbad,HOV3,301
804,Carlsbad,LOCAL,11
804,Carlsbad,LRT,2
804,Carlsbad,SCHOOLBUS,16
804,Carlsbad,SOV,732
804,Carlsbad,Total,1504
804,Carlsbad,WALK,56
808,Carlsbad,BIKE,153
808,Carlsbad,CR,19
808,Carlsbad,HOV2,457
808,Carlsbad,HOV3,229
808,Carlsbad,LOCAL,22
808,Carlsbad,LRT,8
808,Carlsbad,SCHOOLBUS,6
808,Carlsbad,SOV,1117
808,Carlsbad,Total,2227
808,Carlsbad,WALK,216
809,Carlsbad,BIKE,100
809,Carlsbad,CR,20
809,Carlsbad,HOV2,314
809,Carlsbad,HOV3,192
809,Carlsbad,LOCAL,19
809,Carlsbad,LRT,12
809,Carlsbad,SCHOOLBUS,12
809,Carlsbad,SOV,863
809,Carlsbad,Total,1732
809,Carlsbad,WALK,200
813,Carlsbad,BIKE,45
813,Carlsbad,CR,3
813,Carlsbad,HOV2,251
813,Carlsbad,HOV3,137
813,Carlsbad,LOCAL,7
813,Carlsbad,SCHOOLBUS,5
813,Carlsbad,SOV,490
813,Carlsbad,Total,1008
813,Carlsbad,WALK,70
815,Carlsbad,BIKE,15
815,Carlsbad,CR,5
815,Carlsbad,HOV2,534
815,Carlsbad,HOV3,276
815,Carlsbad,LOCAL,23
815,Carlsbad,LRT,9
815,Carlsbad,SCHOOLBUS,32
815,Carlsbad,SOV,955
815,Carlsbad,Total,2000
815,Carlsbad,WALK,151
817,Carlsbad,BIKE,177
817,Carlsbad,CR,20
817,Carlsbad,HOV2,479
817,Carlsbad,HOV3,203
817,Carlsbad,LOCAL,27
817,Carlsbad,LRT,14
817,Carlsbad,RAPID,2
817,Carlsbad,SCHOOLBUS,3
817,Carlsbad,SOV,1351
817,Carlsbad,Total,2452
817,Carlsbad,WALK,176
818,Carlsbad,BIKE,83
818,Carlsbad,CR,10
818,Carlsbad,HOV2,351
818,Carlsbad,HOV3,144
818,Carlsbad,LOCAL,18
818,Carlsbad,LRT,6
818,Carlsbad,SCHOOLBUS,6
818,Carlsbad,SOV,716
818,Carlsbad,Total,1518
818,Carlsbad,WALK,184
823,Carlsbad,BIKE,108
823,Carlsbad,CR,21
823,Carlsbad,HOV2,448
823,Carlsbad,HOV3,202
823,Carlsbad,LOCAL,20
823,Carlsbad,LRT,7
823,Carlsbad,RAPID,1
823,Carlsbad,SOV,959
823,Carlsbad,Total,2049
823,Carlsbad,WALK,283
828,Carlsbad,BIKE,126
828,Carlsbad,CR,4
828,Carlsbad,HOV2,276
828,Carlsbad,HOV3,195
828,Carlsbad,LOCAL,18
828,Carlsbad,LRT,1
828,Carlsbad,SCHOOLBUS,3
828,Carlsbad,SOV,557
828,Carlsbad,Total,1422
828,Carlsbad,WALK,242
829,Carlsbad,BIKE,165
829,Carlsbad,CR,20
829,Carlsbad,HOV2,534
829,Carlsbad,HOV3,258
829,Carlsbad,LOCAL,14
829,Carlsbad,LRT,14
829,Carlsbad,SOV,1173
829,Carlsbad,Total,2425
829,Carlsbad,WALK,247
831,Carlsbad,BIKE,192
831,Carlsbad,CR,6
831,Carlsbad,HOV2,1232
831,Carlsbad,HOV3,1348
831,Carlsbad,LOCAL,43
831,Carlsbad,LRT,6
831,Carlsbad,RAPID,1
831,Carlsbad,SCHOOLBUS,246
831,Carlsbad,SOV,1409
831,Carlsbad,Total,4922
831,Carlsbad,WALK,439
835,Carlsbad,BIKE,118
835,Carlsbad,CR,11
835,Carlsbad,HOV2,280
835,Carlsbad,HOV3,179
835,Carlsbad,LOCAL,11
835,Carlsbad,LRT,4
835,Carlsbad,SCHOOLBUS,1
835,Carlsbad,SOV,679
835,Carlsbad,Total,1459
835,Carlsbad,WALK,176
841,Carlsbad,BIKE,203
841,Carlsbad,CR,20
841,Carlsbad,HOV2,352
841,Carlsbad,HOV3,155
841,Carlsbad,LOCAL,26
841,Carlsbad,LRT,7
841,Carlsbad,SOV,796
841,Carlsbad,Total,1817
841,Carlsbad,WALK,258
843,Carlsbad,BIKE,32
843,Carlsbad,CR,1
843,Carlsbad,HOV2,201
843,Carlsbad,HOV3,141
843,Carlsbad,LOCAL,3
843,Carlsbad,SCHOOLBUS,4
843,Carlsbad,SOV,400
843,Carlsbad,Total,857
843,Carlsbad,WALK,75
849,Carlsbad,BIKE,317
849,Carlsbad,CR,31
849,Carlsbad,HOV2,687
849,Carlsbad,HOV3,343
849,Carlsbad,LOCAL,44
849,Carlsbad,LRT,17
849,Carlsbad,RAPID,1
849,Carlsbad,SOV,1492
849,Carlsbad,Total,3284
849,Carlsbad,WALK,352
854,Carlsbad,BIKE,146
854,Carlsbad,CR,4
854,Carlsbad,HOV2,494
854,Carlsbad,HOV3,415
854,Carlsbad,LOCAL,14
854,Carlsbad,LRT,3
854,Carlsbad,SCHOOLBUS,66
854,Carlsbad,SOV,723
854,Carlsbad,Total,2091
854,Carlsbad,WALK,226
855,Carlsbad,BIKE,98
855,Carlsbad,CR,2
855,Carlsbad,HOV2,202
855,Carlsbad,HOV3,141
855,Carlsbad,LOCAL,11
855,Carlsbad,LRT,1
855,Carlsbad,SCHOOLBUS,2
855,Carlsbad,SOV,371
855,Carlsbad,Total,918
855,Carlsbad,WALK,90
856,Carlsbad,BIKE,5
856,Carlsbad,CR,7
856,Carlsbad,HOV2,998
856,Carlsbad,HOV3,616
856,Carlsbad,LOCAL,47
856,Carlsbad,LRT,8
856,Carlsbad,SCHOOLBUS,89
856,Carlsbad,SOV,1912
856,Carlsbad,Total,3773
856,Carlsbad,WALK,91
858,Carlsbad,HOV2,162
858,Carlsbad,HOV3,91
858,Carlsbad,LOCAL,1
858,Carlsbad,SCHOOLBUS,14
858,Carlsbad,SOV,207
858,Carlsbad,Total,485
858,Carlsbad,WALK,10
859,Carlsbad,BIKE,837
859,Carlsbad,CR,31
859,Carlsbad,HOV2,1036
859,Carlsbad,HOV3,879
859,Carlsbad,LOCAL,53
859,Carlsbad,LRT,13
859,Carlsbad,RAPID,1
859,Carlsbad,SCHOOLBUS,93
859,Carlsbad,SOV,2007
859,Carlsbad,Total,5602
859,Carlsbad,WALK,652
860,Carlsbad,BIKE,2
860,Carlsbad,CR,5
860,Carlsbad,HOV2,485
860,Carlsbad,HOV3,324
860,Carlsbad,LOCAL,119
860,Carlsbad,LRT,50
860,Carlsbad,RAPID,5
860,Carlsbad,SCHOOLBUS,9
860,Carlsbad,SOV,1043
860,Carlsbad,Total,2094
860,Carlsbad,WALK,52
873,Carlsbad,BIKE,43
873,Carlsbad,HOV2,466
873,Carlsbad,HOV3,289
873,Carlsbad,LOCAL,6
873,Carlsbad,SCHOOLBUS,8
873,Carlsbad,SOV,779
873,Carlsbad,Total,1706
873,Carlsbad,WALK,115
880,Carlsbad,BIKE,372
880,Carlsbad,CR,18
880,Carlsbad,HOV2,379
880,Carlsbad,HOV3,173
880,Carlsbad,LOCAL,72
880,Carlsbad,LRT,23
880,Carlsbad,RAPID,1
880,Carlsbad,SCHOOLBUS,43
880,Carlsbad,SOV,903
880,Carlsbad,Total,2236
880,Carlsbad,WALK,252
882,Carlsbad,BIKE,145
882,Carlsbad,CR,7
882,Carlsbad,HOV2,639
882,Carlsbad,HOV3,296
882,Carlsbad,LOCAL,38
882,Carlsbad,LRT,4
882,Carlsbad,SCHOOLBUS,13
882,Carlsbad,SOV,1222
882,Carlsbad,Total,2661
882,Carlsbad,WALK,297
883,Carlsbad,BIKE,8
883,Carlsbad,CR,4
883,Carlsbad,HOV2,522
883,Carlsbad,HOV3,366
883,Carlsbad,LOCAL,17
883,Carlsbad,LRT,3
883,Carlsbad,SCHOOLBUS,24
883,Carlsbad,SOV,1092
883,Carlsbad,Total,2104
883,Carlsbad,WALK,68
884,Carlsbad,BIKE,4
884,Carlsbad,CR,4
884,Carlsbad,HOV2,472
884,Carlsbad,HOV3,303
884,Carlsbad,LOCAL,14
884,Carlsbad,LRT,3
884,Carlsbad,SCHOOLBUS,33
884,Carlsbad,SOV,910
884,Carlsbad,Total,1838
884,Carlsbad,WALK,95
893,Carlsbad,BIKE,41
893,Carlsbad,CR,7
893,Carlsbad,HOV2,639
893,Carlsbad,HOV3,318
893,Carlsbad,LOCAL,9
893,Carlsbad,LRT,4
893,Carlsbad,SCHOOLBUS,43
893,Carlsbad,SOV,1116
893,Carlsbad,Total,2304
893,Carlsbad,WALK,127
895,Carlsbad,BIKE,165
895,Carlsbad,CR,6
895,Carlsbad,HOV2,388
895,Carlsbad,HOV3,264
895,Carlsbad,LOCAL,24
895,Carlsbad,LRT,2
895,Carlsbad,RAPID,2
895,Carlsbad,SCHOOLBUS,7
895,Carlsbad,SOV,785
895,Carlsbad,Total,1739
895,Carlsbad,WALK,96
900,Carlsbad,BIKE,317
900,Carlsbad,CR,4
900,Carlsbad,HOV2,412
900,Carlsbad,HOV3,214
900,Carlsbad,LOCAL,18
900,Carlsbad,LRT,1
900,Carlsbad,RAPID,1
900,Carlsbad,SCHOOLBUS,33
900,Carlsbad,SOV,963
900,Carlsbad,Total,2077
900,Carlsbad,WALK,114
904,Carlsbad,BIKE,27
904,Carlsbad,HOV2,562
904,Carlsbad,HOV3,501
904,Carlsbad,LOCAL,1
904,Carlsbad,SCHOOLBUS,60
904,Carlsbad,SOV,905
904,Carlsbad,Total,2183
904,Carlsbad,WALK,127
916,Carlsbad,BIKE,2
916,Carlsbad,CR,2
916,Carlsbad,HOV2,227
916,Carlsbad,HOV3,135
916,Carlsbad,LOCAL,20
916,Carlsbad,LRT,1
916,Carlsbad,RAPID,1
916,Carlsbad,SCHOOLBUS,4
916,Carlsbad,SOV,590
916,Carlsbad,Total,1014
916,Carlsbad,WALK,32
920,Carlsbad,BIKE,2
920,Carlsbad,CR,1
920,Carlsbad,HOV2,541
920,Carlsbad,HOV3,357
920,Carlsbad,LOCAL,4
920,Carlsbad,LRT,1
920,Carlsbad,SCHOOLBUS,22
920,Carlsbad,SOV,910
920,Carlsbad,Total,1883
920,Carlsbad,WALK,45
927,Carlsbad,BIKE,3
927,Carlsbad,HOV2,929
927,Carlsbad,HOV3,507
927,Carlsbad,LOCAL,7
927,Carlsbad,LRT,8
927,Carlsbad,SOV,2814
927,Carlsbad,Total,4339
927,Carlsbad,WALK,71
928,Carlsbad,HOV2,39
928,Carlsbad,HOV3,31
928,Carlsbad,LRT,1
928,Carlsbad,SCHOOLBUS,3
928,Carlsbad,SOV,102
928,Carlsbad,Total,182
928,Carlsbad,WALK,6
938,Carlsbad,CR,2
938,Carlsbad,HOV2,394
938,Carlsbad,HOV3,277
938,Carlsbad,LOCAL,5
938,Carlsbad,LRT,2
938,Carlsbad,SCHOOLBUS,11
938,Carlsbad,SOV,732
938,Carlsbad,Total,1466
938,Carlsbad,WALK,43
939,Carlsbad,HOV2,2
939,Carlsbad,HOV3,2
939,Carlsbad,SOV,1
939,Carlsbad,Total,5
944,Carlsbad,BIKE,16
944,Carlsbad,CR,1
944,Carlsbad,HOV2,102
944,Carlsbad,HOV3,60
944,Carlsbad,LOCAL,4
944,Carlsbad,LRT,6
944,Carlsbad,SOV,379
944,Carlsbad,Total,583
944,Carlsbad,WALK,15
946,Carlsbad,BIKE,5
946,Carlsbad,CR,14
946,Carlsbad,HOV2,739
946,Carlsbad,HOV3,545
946,Carlsbad,LOCAL,8
946,Carlsbad,LRT,2
946,Carlsbad,SCHOOLBUS,25
946,Carlsbad,SOV,1418
946,Carlsbad,Total,2817
946,Carlsbad,WALK,61
951,Carlsbad,HOV2,42
951,Carlsbad,HOV3,28
951,Carlsbad,LOCAL,3
951,Carlsbad,SOV,131
951,Carlsbad,Total,205
951,Carlsbad,WALK,1
961,Carlsbad,BIKE,112
961,Carlsbad,CR,19
961,Carlsbad,HOV2,867
961,Carlsbad,HOV3,471
961,Carlsbad,LOCAL,27
961,Carlsbad,LRT,12
961,Carlsbad,RAPID,1
961,Carlsbad,SOV,3105
961,Carlsbad,Total,4800
961,Carlsbad,WALK,186
969,Carlsbad,BIKE,3
969,Carlsbad,CR,4
969,Carlsbad,HOV2,405
969,Carlsbad,HOV3,191
969,Carlsbad,LOCAL,19
969,Carlsbad,LRT,8
969,Carlsbad,SOV,1285
969,Carlsbad,Total,1945
969,Carlsbad,WALK,30
970,Carlsbad,BIKE,9
970,Carlsbad,CR,7
970,Carlsbad,HOV2,1086
970,Carlsbad,HOV3,514
970,Carlsbad,LOCAL,32
970,Carlsbad,LRT,16
970,Carlsbad,SOV,3417
970,Carlsbad,Total,5162
970,Carlsbad,WALK,81
983,Carlsbad,BIKE,1
983,Carlsbad,CR,3
983,Carlsbad,HOV2,59
983,Carlsbad,HOV3,42
983,Carlsbad,LOCAL,6
983,Carlsbad,LRT,2
983,Carlsbad,SOV,255
983,Carlsbad,Total,373
983,Carlsbad,WALK,5
994,Carlsbad,BIKE,6
994,Carlsbad,CR,9
994,Carlsbad,HOV2,609
994,Carlsbad,HOV3,303
994,Carlsbad,LOCAL,10
994,Carlsbad,LRT,12
994,Carlsbad,SOV,2481
994,Carlsbad,Total,3494
994,Carlsbad,WALK,64
998,Carlsbad,BIKE,1
998,Carlsbad,HOV2,64
998,Carlsbad,HOV3,35
998,Carlsbad,LOCAL,5
998,Carlsbad,SOV,239
998,Carlsbad,Total,351
998,Carlsbad,WALK,7
1002,Carlsbad,BIKE,13
1002,Carlsbad,CR,8
1002,Carlsbad,HOV2,796
1002,Carlsbad,HOV3,636
1002,Carlsbad,LOCAL,12
1002,Carlsbad,LRT,8
1002,Carlsbad,RAPID,1
1002,Carlsbad,SOV,2814
1002,Carlsbad,Total,4350
1002,Carlsbad,WALK,62
1012,Carlsbad,BIKE,2
1012,Carlsbad,CR,5
1012,Carlsbad,HOV2,431
1012,Carlsbad,HOV3,214
1012,Carlsbad,LOCAL,15
1012,Carlsbad,LRT,10
1012,Carlsbad,SOV,1279
1012,Carlsbad,Total,2000
1012,Carlsbad,WALK,44
1016,Carlsbad,BIKE,15
1016,Carlsbad,CR,22
1016,Carlsbad,HOV2,1409
1016,Carlsbad,HOV3,697
1016,Carlsbad,LOCAL,61
1016,Carlsbad,LRT,18
1016,Carlsbad,SOV,4571
1016,Carlsbad,Total,6968
1016,Carlsbad,WALK,175
1032,Carlsbad,BIKE,143
1032,Carlsbad,CR,13
1032,Carlsbad,HOV2,1932
1032,Carlsbad,HOV3,1025
1032,Carlsbad,LOCAL,39
1032,Carlsbad,LRT,13
1032,Carlsbad,SOV,5168
1032,Carlsbad,Total,8520
1032,Carlsbad,WALK,187
1039,Carlsbad,BIKE,7
1039,Carlsbad,CR,9
1039,Carlsbad,HOV2,653
1039,Carlsbad,HOV3,301
1039,Carlsbad,LOCAL,20
1039,Carlsbad,LRT,5
1039,Carlsbad,SOV,2104
1039,Carlsbad,Total,3168
1039,Carlsbad,WALK,69
1040,Carlsbad,BIKE,22
1040,Carlsbad,CR,4
1040,Carlsbad,HOV2,447
1040,Carlsbad,HOV3,187
1040,Carlsbad,LOCAL,12
1040,Carlsbad,LRT,5
1040,Carlsbad,SOV,1355
1040,Carlsbad,Total,2073
1040,Carlsbad,WALK,41
1044,Carlsbad,BIKE,7
1044,Carlsbad,CR,8
1044,Carlsbad,HOV2,677
1044,Carlsbad,HOV3,339
1044,Carlsbad,LOCAL,28
1044,Carlsbad,LRT,13
1044,Carlsbad,RAPID,1
1044,Carlsbad,SOV,2378
1044,Carlsbad,Total,3506
1044,Carlsbad,WALK,55
1045,Carlsbad,BIKE,18
1045,Carlsbad,CR,5
1045,Carlsbad,HOV2,302
1045,Carlsbad,HOV3,125
1045,Carlsbad,LOCAL,8
1045,Carlsbad,LRT,2
1045,Carlsbad,SOV,930
1045,Carlsbad,Total,1443
1045,Carlsbad,WALK,53
1046,Carlsbad,BIKE,86
1046,Carlsbad,CR,1
1046,Carlsbad,HOV2,185
1046,Carlsbad,HOV3,125
1046,Carlsbad,LOCAL,9
1046,Carlsbad,LRT,1
1046,Carlsbad,SCHOOLBUS,17
1046,Carlsbad,SOV,429
1046,Carlsbad,Total,874
1046,Carlsbad,WALK,21
1049,Carlsbad,BIKE,99
1049,Carlsbad,CR,35
1049,Carlsbad,HOV2,904
1049,Carlsbad,HOV3,437
1049,Carlsbad,LOCAL,48
1049,Carlsbad,LRT,23
1049,Carlsbad,SOV,2843
1049,Carlsbad,Total,4527
1049,Carlsbad,WALK,138
1050,Carlsbad,BIKE,1
1050,Carlsbad,CR,2
1050,Carlsbad,HOV2,212
1050,Carlsbad,HOV3,93
1050,Carlsbad,LOCAL,9
1050,Carlsbad,LRT,1
1050,Carlsbad,SOV,523
1050,Carlsbad,Total,866
1050,Carlsbad,WALK,25
1051,Carlsbad,HOV2,35
1051,Carlsbad,HOV3,21
1051,Carlsbad,LOCAL,2
1051,Carlsbad,SOV,166
1051,Carlsbad,Total,227
1051,Carlsbad,WALK,3
1052,Carlsbad,BIKE,1
1052,Carlsbad,CR,1
1052,Carlsbad,HOV2,108
1052,Carlsbad,HOV3,49
1052,Carlsbad,LOCAL,2
1052,Carlsbad,LRT,5
1052,Carlsbad,SOV,260
1052,Carlsbad,Total,443
1052,Carlsbad,WALK,17
1055,Carlsbad,BIKE,1
1055,Carlsbad,CR,4
1055,Carlsbad,HOV2,168
1055,Carlsbad,HOV3,84
1055,Carlsbad,LOCAL,6
1055,Carlsbad,RAPID,1
1055,Carlsbad,SOV,488
1055,Carlsbad,Total,762
1055,Carlsbad,WALK,10
1057,Carlsbad,BIKE,3
1057,Carlsbad,CR,1
1057,Carlsbad,HOV2,491
1057,Carlsbad,HOV3,210
1057,Carlsbad,LOCAL,27
1057,Carlsbad,LRT,10
1057,Carlsbad,SOV,1360
1057,Carlsbad,Total,2156
1057,Carlsbad,WALK,54
1068,Carlsbad,BIKE,1
1068,Carlsbad,CR,2
1068,Carlsbad,HOV2,166
1068,Carlsbad,HOV3,73
1068,Carlsbad,LOCAL,6
1068,Carlsbad,LRT,8
1068,Carlsbad,RAPID,1
1068,Carlsbad,SOV,504
1068,Carlsbad,Total,780
1068,Carlsbad,WALK,19
1070,Carlsbad,BIKE,1
1070,Carlsbad,CR,4
1070,Carlsbad,HOV2,131
1070,Carlsbad,HOV3,47
1070,Carlsbad,LOCAL,9
1070,Carlsbad,LRT,5
1070,Carlsbad,SOV,540
1070,Carlsbad,Total,759
1070,Carlsbad,WALK,22
1073,Carlsbad,BIKE,36
1073,Carlsbad,CR,20
1073,Carlsbad,HOV2,743
1073,Carlsbad,HOV3,356
1073,Carlsbad,LOCAL,14
1073,Carlsbad,LRT,9
1073,Carlsbad,SOV,2224
1073,Carlsbad,Total,3460
1073,Carlsbad,WALK,58
1080,Carlsbad,HOV2,40
1080,Carlsbad,HOV3,14
1080,Carlsbad,LOCAL,3
1080,Carlsbad,SOV,120
1080,Carlsbad,Total,179
1080,Carlsbad,WALK,2
1088,Carlsbad,CR,2
1088,Carlsbad,HOV2,61
1088,Carlsbad,HOV3,23
1088,Carlsbad,LOCAL,1
1088,Carlsbad,LRT,3
1088,Carlsbad,SOV,197
1088,Carlsbad,Total,290
1088,Carlsbad,WALK,3
1090,Carlsbad,BIKE,10
1090,Carlsbad,CR,3
1090,Carlsbad,HOV2,1060
1090,Carlsbad,HOV3,698
1090,Carlsbad,LOCAL,19
1090,Carlsbad,LRT,12
1090,Carlsbad,SCHOOLBUS,28
1090,Carlsbad,SOV,2131
1090,Carlsbad,Total,4117
1090,Carlsbad,WALK,156
1096,Carlsbad,BIKE,33
