ZONE,PER,PERSONS NOT AT HOME
31,PER31,199
31,PER32,208
31,PER33,211
31,PER34,224
31,PER35,265
31,PER36,284
31,PER37,281
31,PER38,256
31,PER39,222
31,PER40,190
31,PER41,146
31,PER42,95
31,PER43,72
31,PER44,43
31,PER45,32
31,PER46,20
31,PER47,5
31,PER8,3
31,PER9,6
32,PER12,3
32,PER13,6
32,PER14,14
32,PER15,16
32,PER16,20
32,PER17,24
32,PER18,25
32,PER19,24
32,PER20,23
32,PER21,18
32,PER22,20
32,PER23,20
32,PER24,19
32,PER25,22
32,PER26,22
32,PER27,24
32,PER28,24
32,PER29,17
32,PER30,16
32,PER31,19
32,PER32,17
32,PER33,15
32,PER34,17
32,PER35,12
32,PER36,14
32,PER37,16
32,PER38,10
32,PER39,10
32,PER40,8
32,PER41,7
32,PER42,2
33,PER10,3
33,PER11,5
33,PER12,10
33,PER13,20
33,PER14,26
33,PER15,36
33,PER16,41
33,PER17,39
33,PER18,44
33,PER19,47
33,PER20,52
33,PER21,51
33,PER22,58
33,PER23,58
33,PER24,57
33,PER25,50
33,PER26,46
33,PER27,52
33,PER28,51
33,PER29,46
33,PER30,39
33,PER31,38
33,PER32,40
33,PER33,51
33,PER34,66
33,PER35,69
33,PER36,69
33,PER37,60
33,PER38,51
33,PER39,46
33,PER40,35
33,PER41,28
33,PER42,24
33,PER43,21
33,PER44,12
33,PER45,9
33,PER46,3
33,PER47,1
33,PER9,3
34,PER10,3
34,PER11,14
34,PER12,19
34,PER13,25
34,PER14,42
34,PER15,54
34,PER16,57
34,PER17,55
34,PER18,56
34,PER19,55
34,PER20,57
34,PER21,61
34,PER22,64
34,PER23,64
34,PER24,58
34,PER25,58
34,PER26,56
34,PER27,61
34,PER28,61
34,PER29,55
34,PER30,44
34,PER31,43
34,PER32,44
34,PER33,48
34,PER34,44
34,PER35,38
34,PER36,46
34,PER37,43
34,PER38,36
34,PER39,31
34,PER40,23
34,PER41,17
34,PER42,15
34,PER43,17
34,PER44,14
34,PER45,10
34,PER46,5
34,PER47,4
34,PER8,1
34,PER9,3
35,PER10,25
35,PER11,48
35,PER12,91
35,PER13,194
35,PER14,357
35,PER15,451
35,PER16,483
35,PER17,503
35,PER18,523
35,PER19,531
35,PER20,537
35,PER21,541
35,PER22,538
35,PER23,537
35,PER24,543
35,PER25,534
35,PER26,520
35,PER27,514
35,PER28,477
35,PER29,403
35,PER30,322
35,PER31,268
35,PER32,217
35,PER33,191
35,PER34,153
35,PER35,120
35,PER36,99
35,PER37,90
35,PER38,81
35,PER39,71
35,PER40,61
35,PER41,44
35,PER42,33
35,PER43,32
35,PER44,31
35,PER45,20
35,PER46,18
35,PER47,9
35,PER8,7
35,PER9,13
36,PER10,2
36,PER11,3
36,PER12,6
36,PER13,11
36,PER14,18
36,PER15,21
36,PER16,25
36,PER17,25
36,PER18,27
36,PER19,27
36,PER20,28
36,PER21,27
36,PER22,26
36,PER23,26
36,PER24,26
36,PER25,27
36,PER26,30
36,PER27,34
36,PER28,32
36,PER29,31
36,PER30,29
36,PER31,29
36,PER32,24
36,PER33,20
36,PER34,17
36,PER35,17
36,PER36,18
36,PER37,17
36,PER38,15
36,PER39,14
36,PER40,13
36,PER41,7
36,PER42,6
36,PER43,4
36,PER44,3
36,PER45,3
36,PER46,3
36,PER47,1
36,PER8,1
36,PER9,2
37,PER10,6
37,PER11,13
37,PER12,19
37,PER13,31
37,PER14,48
37,PER15,54
37,PER16,67
37,PER17,66
37,PER18,71
37,PER19,75
37,PER20,76
37,PER21,79
37,PER22,79
37,PER23,79
37,PER24,77
37,PER25,79
37,PER26,77
37,PER27,74
37,PER28,68
37,PER29,66
37,PER30,61
37,PER31,55
37,PER32,58
37,PER33,54
37,PER34,41
37,PER35,37
37,PER36,37
37,PER37,34
37,PER38,26
37,PER39,26
37,PER40,24
37,PER41,14
37,PER42,11
37,PER43,12
37,PER44,8
37,PER45,3
37,PER46,3
37,PER47,1
37,PER8,1
37,PER9,2
38,PER10,2
38,PER11,4
38,PER12,9
38,PER13,19
38,PER14,37
38,PER15,50
38,PER16,54
38,PER17,53
38,PER18,50
38,PER19,51
38,PER20,51
38,PER21,58
38,PER22,61
38,PER23,61
38,PER24,58
38,PER25,58
38,PER26,55
38,PER27,58
38,PER28,54
38,PER29,49
38,PER30,41
38,PER31,33
38,PER32,36
38,PER33,43
38,PER34,47
38,PER35,48
38,PER36,55
38,PER37,61
38,PER38,50
38,PER39,38
38,PER40,24
38,PER41,21
38,PER42,18
38,PER43,21
38,PER44,13
38,PER45,7
38,PER8,1
38,PER9,2
39,PER10,1
39,PER11,2
39,PER12,2
39,PER13,4
39,PER14,7
39,PER15,13
39,PER16,12
39,PER17,12
39,PER18,11
39,PER19,11
39,PER20,11
39,PER21,10
39,PER22,10
39,PER23,8
39,PER24,8
39,PER25,8
39,PER26,10
39,PER27,10
39,PER28,8
39,PER29,8
39,PER30,7
39,PER31,6
39,PER32,5
39,PER33,11
39,PER34,10
39,PER35,9
39,PER36,8
39,PER37,8
39,PER38,7
39,PER39,5
39,PER40,3
39,PER41,3
40,PER10,1
40,PER11,5
40,PER12,4
40,PER13,10
40,PER14,19
40,PER15,23
40,PER16,26
40,PER17,26
40,PER18,34
40,PER19,35
40,PER20,37
40,PER21,38
40,PER22,38
40,PER23,44
40,PER24,38
40,PER25,37
40,PER26,33
40,PER27,33
40,PER28,31
40,PER29,30
40,PER30,30
40,PER31,31
40,PER32,30
40,PER33,24
40,PER34,21
40,PER35,20
40,PER36,22
40,PER37,20
40,PER38,19
40,PER39,14
40,PER40,13
40,PER41,8
40,PER42,5
40,PER43,2
40,PER8,1
40,PER9,1
41,PER10,4
41,PER11,5
41,PER12,9
41,PER13,12
41,PER14,18
41,PER15,19
41,PER16,19
41,PER17,19
41,PER18,24
41,PER19,24
41,PER20,25
41,PER21,28
41,PER22,27
41,PER23,25
41,PER24,26
41,PER25,28
41,PER26,27
41,PER27,22
41,PER28,26
41,PER29,25
41,PER30,24
41,PER31,25
41,PER32,25
41,PER33,28
41,PER34,23
41,PER35,24
41,PER36,30
41,PER37,29
41,PER38,27
41,PER39,13
41,PER40,10
41,PER41,6
41,PER42,2
41,PER43,2
41,PER44,1
41,PER45,1
41,PER9,5
42,PER10,3
42,PER11,3
42,PER12,4
42,PER13,5
42,PER14,7
42,PER15,9
42,PER16,11
42,PER17,11
42,PER18,12
42,PER19,12
42,PER20,14
42,PER21,16
42,PER22,16
42,PER23,16
42,PER24,16
42,PER25,17
42,PER26,16
42,PER27,14
42,PER28,14
42,PER29,15
42,PER30,18
42,PER31,15
42,PER32,15
42,PER33,15
42,PER34,20
42,PER35,19
42,PER36,16
42,PER37,11
42,PER38,9
42,PER39,9
42,PER40,9
42,PER41,6
42,PER42,1
42,PER8,1
42,PER9,1
43,PER10,318
43,PER11,451
43,PER12,636
43,PER13,797
43,PER14,977
43,PER15,1122
43,PER16,1223
43,PER17,1279
43,PER18,1308
43,PER19,1331
43,PER20,1350
43,PER21,1364
43,PER22,1376
43,PER23,1382
43,PER24,1394
43,PER25,1413
43,PER26,1416
43,PER27,1419
43,PER28,1402
43,PER29,1355
43,PER30,1271
43,PER31,1174
43,PER32,1032
43,PER33,851
43,PER34,651
43,PER35,474
43,PER36,380
43,PER37,309
43,PER38,252
43,PER39,219
43,PER40,197
43,PER41,160
43,PER42,135
43,PER43,119
43,PER44,104
43,PER45,78
43,PER46,60
43,PER47,39
43,PER8,91
43,PER9,169
44,PER13,2
44,PER14,13
44,PER15,12
44,PER16,12
44,PER17,12
44,PER18,11
44,PER19,10
44,PER20,11
44,PER21,12
44,PER22,12
44,PER23,13
44,PER24,13
44,PER25,15
44,PER26,16
44,PER27,21
44,PER28,20
44,PER29,17
44,PER30,13
44,PER31,19
44,PER32,19
44,PER33,15
44,PER34,14
44,PER35,18
44,PER36,17
44,PER37,20
44,PER38,18
44,PER39,14
44,PER40,10
44,PER41,4
44,PER42,2
44,PER44,1
44,PER45,1
44,PER46,1
44,PER47,1
45,PER10,4
45,PER11,12
45,PER12,17
45,PER13,39
45,PER14,61
45,PER15,72
45,PER16,76
45,PER17,70
45,PER18,66
45,PER19,72
45,PER20,64
45,PER21,69
45,PER22,71
45,PER23,73
45,PER24,76
45,PER25,74
45,PER26,80
45,PER27,83
45,PER28,79
45,PER29,67
45,PER30,62
45,PER31,63
45,PER32,58
45,PER33,59
45,PER34,64
45,PER35,73
45,PER36,71
45,PER37,70
45,PER38,55
45,PER39,45
45,PER40,41
45,PER41,30
45,PER42,16
45,PER43,12
45,PER44,11
45,PER45,6
45,PER46,3
45,PER47,1
46,PER12,2
46,PER13,6
46,PER14,20
46,PER15,18
46,PER16,21
46,PER17,30
46,PER18,27
46,PER19,29
46,PER20,36
46,PER21,38
46,PER22,40
46,PER23,40
46,PER24,32
46,PER25,30
46,PER26,30
46,PER27,34
46,PER28,37
46,PER29,34
46,PER30,38
46,PER31,41
46,PER32,35
46,PER33,27
46,PER34,25
46,PER35,35
46,PER36,43
46,PER37,50
46,PER38,47
46,PER39,41
46,PER40,28
46,PER41,22
46,PER42,20
46,PER43,15
46,PER44,10
46,PER45,8
46,PER46,1
47,PER10,1
47,PER11,1
47,PER12,1
47,PER13,2
47,PER14,7
47,PER15,11
47,PER16,14
47,PER17,13
47,PER18,12
47,PER19,14
47,PER20,14
47,PER21,13
47,PER22,14
47,PER23,13
47,PER24,11
47,PER25,13
47,PER26,13
47,PER27,14
47,PER28,15
47,PER29,18
47,PER30,14
47,PER31,10
47,PER32,6
47,PER33,12
47,PER34,15
47,PER35,15
47,PER36,12
47,PER37,12
47,PER38,9
47,PER39,8
47,PER40,8
47,PER41,5
47,PER42,4
47,PER43,1
47,PER44,1
48,PER13,2
48,PER14,4
48,PER15,2
48,PER16,6
48,PER17,5
48,PER18,8
48,PER19,6
48,PER20,7
48,PER21,6
48,PER22,6
48,PER23,5
48,PER24,6
48,PER25,7
48,PER26,9
48,PER27,9
48,PER28,9
48,PER29,10
48,PER30,6
48,PER31,8
48,PER32,5
48,PER33,6
48,PER34,4
48,PER35,3
48,PER36,4
48,PER37,8
48,PER38,8
48,PER39,9
48,PER40,10
48,PER41,6
48,PER42,4
48,PER43,2
48,PER44,2
48,PER45,1
49,PER10,1
49,PER11,2
49,PER12,5
49,PER13,13
49,PER14,29
49,PER15,45
49,PER16,48
49,PER17,48
49,PER18,53
49,PER19,52
49,PER20,63
49,PER21,62
49,PER22,61
49,PER23,59
49,PER24,55
49,PER25,52
49,PER26,54
49,PER27,60
49,PER28,53
49,PER29,48
49,PER30,44
49,PER31,40
49,PER32,44
49,PER33,35
49,PER34,36
49,PER35,47
49,PER36,64
49,PER37,74
49,PER38,63
49,PER39,53
49,PER40,39
49,PER41,33
49,PER42,17
49,PER43,5
49,PER44,5
49,PER45,3
49,PER46,2
49,PER47,2
49,PER8,4
49,PER9,4
50,PER10,8
50,PER11,3
50,PER12,5
50,PER13,14
50,PER14,33
50,PER15,42
50,PER16,56
50,PER17,60
50,PER18,63
50,PER19,70
50,PER20,83
50,PER21,92
50,PER22,90
50,PER23,85
50,PER24,78
50,PER25,67
50,PER26,72
50,PER27,74
50,PER28,61
50,PER29,58
50,PER30,60
50,PER31,47
50,PER32,47
50,PER33,50
50,PER34,66
50,PER35,66
50,PER36,56
50,PER37,47
50,PER38,53
50,PER39,45
50,PER40,31
50,PER41,21
50,PER42,11
50,PER43,7
50,PER44,2
50,PER45,2
50,PER46,1
50,PER9,2
51,PER10,43
51,PER11,66
51,PER12,125
51,PER13,224
51,PER14,338
51,PER15,427
51,PER16,494
51,PER17,533
51,PER18,558
51,PER19,594
51,PER20,601
51,PER21,615
51,PER22,616
51,PER23,629
51,PER24,608
51,PER25,606
51,PER26,586
51,PER27,574
51,PER28,575
51,PER29,559
51,PER30,544
51,PER31,522
51,PER32,484
51,PER33,401
51,PER34,325
51,PER35,272
51,PER36,239
51,PER37,202
51,PER38,172
51,PER39,138
51,PER40,107
51,PER41,82
51,PER42,71
51,PER43,61
51,PER44,52
51,PER45,42
51,PER46,31
51,PER47,13
51,PER8,10
51,PER9,16
52,PER10,16
52,PER11,23
52,PER12,28
52,PER13,48
52,PER14,68
52,PER15,85
52,PER16,100
52,PER17,121
52,PER18,134
52,PER19,139
52,PER20,144
52,PER21,151
52,PER22,147
52,PER23,146
52,PER24,146
52,PER25,145
52,PER26,143
52,PER27,140
52,PER28,122
52,PER29,111
52,PER30,114
52,PER31,110
52,PER32,103
52,PER33,89
52,PER34,73
52,PER35,63
52,PER36,48
52,PER37,46
52,PER38,44
52,PER39,38
52,PER40,28
52,PER41,19
52,PER42,13
52,PER43,11
52,PER44,5
52,PER45,6
52,PER46,5
52,PER47,3
52,PER8,10
52,PER9,10
53,PER10,17
53,PER11,22
53,PER12,68
53,PER13,268
53,PER14,582
53,PER15,735
53,PER16,778
53,PER17,769
53,PER18,767
53,PER19,775
53,PER20,774
53,PER21,781
53,PER22,771
53,PER23,778
53,PER24,773
53,PER25,773
53,PER26,786
53,PER27,794
53,PER28,703
53,PER29,526
53,PER30,374
53,PER31,276
53,PER32,224
53,PER33,181
53,PER34,142
53,PER35,104
53,PER36,95
53,PER37,85
53,PER38,70
53,PER39,60
53,PER40,48
53,PER41,34
53,PER42,24
53,PER43,25
53,PER44,19
53,PER45,8
53,PER46,7
53,PER47,7
53,PER8,3
53,PER9,5
54,PER10,3
54,PER11,5
54,PER12,11
54,PER13,16
54,PER14,36
54,PER15,43
54,PER16,46
54,PER17,48
54,PER18,49
54,PER19,50
54,PER20,43
54,PER21,46
54,PER22,46
54,PER23,52
54,PER24,48
54,PER25,49
54,PER26,46
54,PER27,50
54,PER28,49
54,PER29,48
54,PER30,43
54,PER31,39
54,PER32,38
54,PER33,45
54,PER34,42
54,PER35,36
54,PER36,45
54,PER37,43
54,PER38,43
54,PER39,35
54,PER40,24
54,PER41,23
54,PER42,18
54,PER43,10
54,PER44,7
54,PER45,3
54,PER46,2
54,PER47,1
55,PER11,2
55,PER12,2
55,PER13,7
55,PER14,7
55,PER15,6
55,PER16,9
55,PER17,9
55,PER18,8
55,PER19,13
55,PER20,15
55,PER21,14
55,PER22,12
55,PER23,16
55,PER24,16
55,PER25,10
55,PER26,10
55,PER27,11
55,PER28,11
55,PER29,10
55,PER30,12
55,PER31,13
55,PER32,8
55,PER33,13
55,PER34,11
55,PER35,12
55,PER36,18
55,PER37,16
55,PER38,15
55,PER39,13
55,PER40,13
55,PER41,10
55,PER42,6
55,PER43,6
55,PER44,4
55,PER45,4
55,PER46,2
56,PER10,19
56,PER11,32
56,PER12,45
56,PER13,85
56,PER14,135
56,PER15,164
56,PER16,181
56,PER17,179
56,PER18,186
56,PER19,192
56,PER20,190
56,PER21,200
56,PER22,202
56,PER23,203
56,PER24,198
56,PER25,197
56,PER26,194
56,PER27,201
56,PER28,192
56,PER29,170
56,PER30,140
56,PER31,126
56,PER32,110
56,PER33,98
56,PER34,80
56,PER35,69
56,PER36,74
56,PER37,62
56,PER38,52
56,PER39,40
56,PER40,32
56,PER41,25
56,PER42,18
56,PER43,14
56,PER44,11
56,PER45,9
56,PER46,5
56,PER47,2
56,PER8,6
56,PER9,9
57,PER10,5
57,PER11,5
57,PER12,5
57,PER14,1
57,PER15,2
57,PER16,6
57,PER17,6
57,PER18,5
57,PER19,5
57,PER20,5
57,PER21,5
57,PER22,5
57,PER23,7
57,PER24,3
57,PER25,3
57,PER26,3
57,PER27,3
57,PER28,3
57,PER29,3
57,PER30,3
57,PER31,3
57,PER32,3
57,PER33,4
57,PER34,4
57,PER35,3
57,PER36,3
57,PER37,3
57,PER38,3
57,PER39,1
57,PER40,1
57,PER41,1
57,PER42,1
57,PER8,5
57,PER9,5
58,PER10,19
58,PER11,28
58,PER12,46
58,PER13,82
58,PER14,136
58,PER15,159
58,PER16,177
58,PER17,184
58,PER18,200
58,PER19,214
58,PER20,217
58,PER21,226
58,PER22,227
58,PER23,226
58,PER24,221
58,PER25,220
58,PER26,225
58,PER27,215
58,PER28,209
58,PER29,199
58,PER30,183
58,PER31,172
58,PER32,159
58,PER33,132
58,PER34,113
58,PER35,86
58,PER36,74
58,PER37,64
58,PER38,52
58,PER39,40
58,PER40,35
58,PER41,30
58,PER42,26
58,PER43,17
58,PER44,17
58,PER45,10
58,PER46,7
58,PER47,3
58,PER8,3
